neutronNum,protonNum,sumStepLengths,numInteractions,numElastic,primary,
0,0,2.6483,1,0,1,
0,0,6.46005,0,0,0,
0,0,495.625,33,33,1,
0,0,0.94246,1,0,1,
0,0,1.79498,1,1,0,
0,0,42.1066,4,4,1,
0,0,63.1556,4,4,1,
0,0,2.67916,2,2,1,
0,0,18.7929,1,0,1,
0,0,136.88,1,1,0,
0,0,15.0717,2,1,1,
0,0,19.5513,0,0,0,
0,0,44.2814,2,2,1,
0,0,12.5911,1,1,1,
0,0,38.5528,5,4,1,
0,0,158.163,6,6,0,
0,0,351.647,18,18,1,
0,0,92.6042,6,5,1,
0,0,13.6471,1,1,0,
0,0,115.536,6,5,1,
0,0,80.1231,6,6,0,
0,0,44.6242,3,3,1,
0,0,56.4691,5,4,1,
0,0,155.968,5,5,0,
0,0,93.5838,11,10,1,
0,0,33.6187,0,0,0,
0,0,24.7614,4,3,1,
0,0,234.653,4,4,0,
0,0,21.3289,2,1,1,
0,0,54.7165,2,2,0,
0,0,57.9482,4,3,1,
0,0,260.82,14,14,0,
0,0,101.02,10,10,1,
0,0,4.22511,1,0,1,
0,0,20.722,1,1,0,
0,0,103.415,5,5,1,
0,0,71.5958,3,2,1,
0,0,225.989,6,6,0,
0,0,31.729,4,3,1,
0,0,277.382,6,6,0,
0,0,5.5768,1,0,1,
0,0,32.1175,3,3,0,
0,0,30.8858,3,2,1,
0,0,141.161,3,3,0,
0,0,5.3775,2,1,1,
0,0,22.4527,1,1,0,
0,0,131.05,4,3,1,
0,0,74.4424,2,2,0,
0,0,235.555,15,15,1,
0,0,155.346,8,8,1,
0,0,165.462,11,10,1,
0,0,51.7488,0,0,0,
0,0,268.692,11,11,1,
0,0,26.2664,4,3,1,
0,0,31.6898,1,1,0,
0,0,16.6856,2,1,1,
0,0,353.36,19,19,0,
0,0,53.1549,7,6,1,
0,0,2.46572,0,0,0,
0,0,6.11893,3,3,1,
0,0,34.969,4,3,1,
0,0,107.003,1,1,0,
0,0,96.4932,3,2,1,
0,0,40.379,0,0,0,
0,0,13.1123,2,1,1,
0,0,61.545,4,4,0,
0,0,11.2216,1,1,1,
0,0,122.528,9,8,1,
0,0,49.4502,2,2,0,
0,0,110.977,4,4,1,
0,0,37.2763,2,1,1,
0,0,63.1259,2,2,0,
0,0,262.178,17,17,1,
0,0,66.2263,6,5,1,
0,0,66.8467,1,1,0,
0,0,9.27246,2,1,1,
0,0,277.013,4,4,0,
0,0,84.1934,10,9,1,
0,0,32.89,1,1,0,
0,0,49.189,3,2,1,
0,0,135.354,5,5,0,
0,0,15.3083,1,0,1,
0,0,19.5724,1,1,0,
0,0,27.987,1,0,1,
0,0,31.1434,0,0,0,
0,0,67.0657,8,7,1,
0,0,86.6425,1,1,0,
0,0,40.8252,4,3,1,
0,0,22.223,1,1,0,
0,0,1.80925,1,1,1,
0,0,0.518784,1,1,1,
0,0,230.412,11,11,1,
0,0,58.1401,2,1,1,
0,0,90.428,2,2,0,
0,0,437.017,17,17,1,
0,0,126.044,12,11,1,
0,0,217.2,6,6,0,
0,0,76.2544,9,8,1,
0,0,132.254,3,3,0,
0,0,70.894,7,6,1,
0,0,211.109,12,12,0,
0,0,17.5131,4,4,1,
0,0,51.3419,6,5,1,
0,0,153.499,3,3,0,
0,0,22.884,1,0,1,
0,0,37.6849,1,1,0,
0,0,0.236431,1,0,1,
0,0,58.3005,2,2,0,
0,0,87.4006,14,13,1,
0,0,79.8754,2,2,0,
0,0,13.8148,2,1,1,
0,0,63.9236,6,6,0,
0,0,337.116,19,19,1,
0,0,75.9561,6,5,1,
0,0,156.921,9,9,0,
0,0,18.93,3,2,1,
0,0,273.621,5,5,0,
0,0,1.20382,1,0,1,
0,0,1.65106,0,0,0,
0,0,16.8105,1,0,1,
0,0,20.8875,0,0,0,
0,0,12.5631,1,0,1,
0,0,53.637,3,3,0,
0,0,386.208,23,23,1,
0,0,7.94847,1,1,1,
0,0,122.141,7,7,1,
0,0,11.6632,1,1,1,
0,0,135.309,10,10,1,
0,0,117.748,10,10,1,
0,0,108.269,11,11,1,
0,0,66.0767,3,3,1,
0,0,60.1595,6,5,1,
0,0,572.446,25,25,0,
0,0,30.1776,3,2,1,
0,0,153.892,5,5,0,
0,0,0.775564,1,1,1,
0,0,12.3629,2,1,1,
0,0,148.664,3,3,0,
0,0,165.633,11,11,1,
0,0,33.1182,1,0,1,
0,0,158.597,6,6,0,
0,0,5.57013,3,2,1,
0,0,213.742,8,8,0,
0,0,27.7611,4,4,1,
0,0,233.016,11,11,1,
0,0,70.5652,4,3,1,
0,0,85.1529,1,1,0,
0,0,9.60912,1,0,1,
0,0,95.5955,8,8,0,
0,0,24.9602,1,1,1,
0,0,95.7852,5,4,1,
0,0,471.491,15,15,0,
0,0,20.7636,1,0,1,
0,0,115.037,5,5,0,
0,0,58.2943,5,5,1,
0,0,59.3904,4,3,1,
0,0,56.6512,1,1,0,
0,0,178.926,10,10,1,
0,0,19.9331,1,0,1,
0,0,21.0887,0,0,0,
0,0,45.7035,2,1,1,
0,0,80.1651,2,2,0,
0,0,21.9298,1,1,1,
0,0,2.65537,2,2,1,
0,0,16.7257,2,2,1,
0,0,24.088,7,6,1,
0,0,8.24328,0,0,0,
0,0,31.3467,3,2,1,
0,0,165.829,6,6,0,
0,0,3.72264,1,1,1,
0,0,4.02307,1,0,1,
0,0,14.6317,0,0,0,
0,0,200.992,9,9,1,
0,0,15.4164,1,1,1,
0,0,199.825,16,16,1,
0,0,10.5894,1,0,1,
0,0,124.155,5,5,0,
0,0,18.3846,3,2,1,
0,0,199.181,2,2,0,
0,0,14.4907,2,2,1,
0,0,52.7376,2,1,1,
0,0,105.175,1,1,0,
0,0,10.2134,2,1,1,
0,0,6.41389,0,0,0,
0,0,93.2618,4,4,1,
0,0,5.21448,1,1,1,
0,0,61.8245,9,8,1,
0,0,48.8324,1,1,0,
0,0,180.325,8,8,1,
0,0,84.5713,8,7,1,
0,0,153.508,1,1,0,
0,0,101.087,9,8,1,
0,0,268.986,8,8,0,
0,0,34.5779,5,4,1,
0,0,121.241,1,1,0,
0,0,143.105,15,15,1,
0,0,36.0623,3,2,1,
0,0,12.8558,0,0,0,
0,0,42.8923,1,0,1,
0,0,87.8626,3,3,0,
