energy,time,theta,phi,xpos,ypos,zpos,
9.69122,2695.36,0.272489,1.87217,0.00206286,-0.000142254,0.000154405,
9.69202,1827.34,0.661273,2.01236,0.00126702,-8.73733e-05,9.48365e-05,
9.69164,720.848,1.56252,1.4943,0.000918742,-6.33562e-05,6.87679e-05,
9.69281,1116.41,1.29979,1.0913,0.00130014,-8.96571e-05,9.73154e-05,
9.69265,1027.61,0.846072,1.69372,0.000940427,-6.48515e-05,7.03911e-05,
9.69224,1360.67,2.24298,0.614019,0.000371357,-2.56087e-05,2.77961e-05,
9.69219,95.603,0.892778,0.479538,0.0016346,-0.000112722,0.00012235,
9.69183,668.073,0.676187,1.86429,0.00226035,-0.000155873,0.000169188,
9.69179,156.734,0.447951,0.951849,5.14838e-05,-3.55031e-06,3.85357e-06,
9.69124,424.28,0.582078,0.355633,0.000976896,-6.73664e-05,7.31207e-05,
9.69187,100.572,0.965118,2.44708,0.00164922,-0.00011373,0.000123444,
9.69133,3716.88,0.259176,0.608711,3.77327e-05,-2.60203e-06,2.8243e-06,
9.69198,387.377,0.407839,0.764252,0.00279943,-0.000193048,0.000209538,
9.6926,357.208,2.21054,1.60802,0.000192506,-1.32751e-05,1.44091e-05,
9.6926,377.658,1.87211,0.0149993,0.00184229,-0.000127044,0.000137896,
9.69282,4419.04,0.660893,0.271127,0.000409602,-2.8246e-05,3.06587e-05,
9.69204,2264.74,1.53637,1.71194,0.0025653,-0.000176902,0.000192013,
9.69242,3122.14,2.26642,0.506056,0.00250028,-0.000172419,0.000187146,
9.69191,1612.6,1.61748,0.706463,0.000211613,-1.45927e-05,1.58392e-05,
9.69258,207.759,1.60809,0.094441,0.00145456,-0.000100306,0.000108874,
9.69218,171.07,2.27905,2.74339,0.00217945,-0.000150294,0.000163132,
9.69271,1597.71,1.31493,1.31327,0.0020179,-0.000139153,0.00015104,
9.69225,772.24,1.13138,1.33509,0.000105506,-7.27568e-06,7.89716e-06,
9.69153,1226.27,2.16499,1.58453,0.00264322,-0.000182275,0.000197845,
9.6911,1173.34,1.09139,0.593418,0.00199917,-0.000137862,0.000149638,
9.69206,6617.39,0.998098,2.52112,0.000932565,-6.43094e-05,6.98026e-05,
9.69135,1696.47,0.470851,1.1353,0.000434484,-2.99619e-05,3.25212e-05,
9.69153,812.868,2.51036,1.27406,0.00223157,-0.000153888,0.000167033,
9.69217,2006.32,2.39797,3.02868,0.00244998,-0.00016895,0.000183381,
9.69196,5890.64,2.02636,1.76066,0.00129401,-8.92346e-05,9.68569e-05,
9.69128,339.013,0.573391,1.48643,0.00092445,-6.37498e-05,6.91952e-05,
9.6916,3951.98,1.70387,1.86833,0.00248978,-0.000171694,0.00018636,
9.69185,243.15,1.8019,1.07339,0.00199119,-0.000137312,0.000149041,
9.69129,6121.06,1.02967,1.60709,0.00222367,-0.000153343,0.000166442,
9.69258,843.083,1.79893,3.04188,0.00305192,-0.000210459,0.000228436,
9.69193,3469.78,1.87195,1.44346,0.00250163,-0.000172511,0.000187247,
9.69185,662.507,0.43792,2.19335,0.000178054,-1.22785e-05,1.33273e-05,
9.69127,2660.79,1.39868,2.52362,0.00165937,-0.000114429,0.000124204,
9.69299,1394.4,0.715644,0.890901,0.0024956,-0.000172096,0.000186796,
9.69242,736.173,1.32889,0.0985725,0.00306195,-0.000211151,0.000229187,
9.69128,1061.62,0.668626,0.0800528,0.000629038,-4.33783e-05,4.70836e-05,
9.69195,832.822,1.99169,2.75367,0.00298387,-0.000205767,0.000223343,
9.69296,2556.23,1.24613,1.7144,0.00226009,-0.000155855,0.000169168,
9.69228,2359.94,1.36607,0.827253,0.00277619,-0.000191445,0.000207798,
9.69153,277.799,1.72379,2.06568,0.000838857,-5.78473e-05,6.27885e-05,
9.69175,2177.86,0.7976,1.84756,0.00119923,-8.26982e-05,8.97622e-05,
9.69251,5272.21,2.06491,1.73732,0.00163438,-0.000112706,0.000122333,
9.69131,336.996,2.66986,1.09116,0.000395449,-2.727e-05,2.95994e-05,
9.69131,1395.73,2.39254,1.45272,0.00165211,-0.000113929,0.000123661,
9.6918,3010.83,2.30996,2.17139,0.000337413,-2.32679e-05,2.52554e-05,
9.69194,1164.17,2.06745,2.50509,0.00220895,-0.000152328,0.00016534,
9.69133,704.469,2.33575,1.20911,0.0014696,-0.000101343,0.00011,
9.69279,300.978,1.05812,0.370798,0.00198434,-0.00013684,0.000148528,
9.69192,776.64,0.547858,1.96891,0.00291061,-0.000200715,0.000217859,
9.69229,2395.14,1.3515,1.50291,0.00184195,-0.000127021,0.00013787,
9.69187,1290.69,0.201286,0.665404,0.00059653,-4.11365e-05,4.46503e-05,
9.69206,142.782,0.151136,0.783035,0.00195252,-0.000134645,0.000146146,
9.69106,615.868,1.60235,2.2582,0.00209964,-0.000144791,0.000157158,
9.69243,801.21,1.27149,2.35852,0.00104269,-7.19035e-05,7.80454e-05,
9.69214,1202.37,1.96352,2.16996,0.00069767,-4.81111e-05,5.22207e-05,
9.69137,3668.78,0.194529,1.5937,0.000769634,-5.30737e-05,5.76072e-05,
9.69132,1191.08,1.32796,3.0104,0.00090748,-6.25795e-05,6.7925e-05,
9.69215,3546.23,1.20738,1.44615,0.000176815,-1.21931e-05,1.32346e-05,
9.69273,413.297,2.86651,2.14672,0.00129569,-8.93501e-05,9.69823e-05,
9.69154,890.32,1.88708,2.86756,0.00110068,-7.59029e-05,8.23864e-05,
9.69262,468.706,0.814118,2.15067,0.00308813,-0.000212957,0.000231147,
9.69114,2833.39,2.41929,3.00038,0.00202767,-0.000139828,0.000151771,
9.69191,181.06,0.984473,1.4341,0.00258383,-0.00017818,0.0001934,
9.69186,1538.96,1.59751,0.861178,0.00141724,-9.77326e-05,0.000106081,
9.69292,669.586,1.49496,1.79207,0.00303222,-0.000209101,0.000226962,
9.69131,2109.71,2.0572,0.643431,6.09749e-06,-4.20481e-07,4.56398e-07,
9.69249,641.614,2.35796,1.47573,0.000445615,-3.07295e-05,3.33543e-05,
9.69235,3635.47,2.4203,2.21544,6.23789e-05,-4.30163e-06,4.66907e-06,
9.69118,376.86,0.756944,0.670442,0.00135868,-9.36938e-05,0.000101697,
9.69131,1001.33,2.09146,2.20795,0.00166768,-0.000115003,0.000124826,
9.69156,3098.75,0.616618,2.28531,0.00208733,-0.000143942,0.000156237,
9.69263,696.839,1.91967,0.860031,0.00122438,-8.44325e-05,9.16446e-05,
9.69248,944.078,2.18749,0.311341,0.000289102,-1.99364e-05,2.16393e-05,
9.69231,1180.3,0.578599,0.636806,0.000811918,-5.59896e-05,6.07721e-05,
9.69293,1082.05,0.861877,2.25443,0.00196558,-0.000135545,0.000147124,
9.69148,1379.37,0.985765,3.03427,0.00286785,-0.000197766,0.000214659,
9.69247,3878.37,1.92238,2.29404,0.000902876,-6.2262e-05,6.75803e-05,
9.69208,2647.52,1.82136,0.483783,0.00302217,-0.000208408,0.000226209,
9.69212,20.5779,0.616119,2.88929,0.000867333,-5.9811e-05,6.492e-05,
9.69227,772.347,0.845161,0.562115,6.33972e-05,-4.37185e-06,4.74529e-06,
9.69126,204.484,0.91876,0.490706,0.000293343,-2.02289e-05,2.19568e-05,
9.69273,63.7382,2.398,0.137884,0.00249059,-0.00017175,0.000186421,
9.69127,2653.66,1.20526,0.755088,0.00296452,-0.000204432,0.000221894,
9.69215,1167.02,0.0401459,0.0317072,0.000885816,-6.10856e-05,6.63034e-05,
9.69136,421.529,1.61665,2.03866,0.00144498,-9.96452e-05,0.000108157,
9.69144,5234.31,1.28381,2.86,0.00304789,-0.000210181,0.000228135,
9.69253,394.11,1.81085,2.78528,0.000472115,-3.25569e-05,3.53378e-05,
9.69184,87.6786,1.25025,0.755599,0.00293997,-0.000202739,0.000220057,
9.69215,1729.5,1.82507,2.48171,0.00281587,-0.000194181,0.000210768,
9.69269,1848.31,0.65882,2.82581,0.00151042,-0.000104158,0.000113055,
9.69277,1485.76,0.486964,1.09947,0.000445155,-3.06977e-05,3.33199e-05,
9.69214,3546.42,0.6735,1.45176,0.00178851,-0.000123335,0.00013387,
9.69296,1052.77,1.30888,1.78012,0.00217356,-0.000149888,0.000162691,
9.69208,3952.32,2.65943,2.98053,0.000274167,-1.89064e-05,2.05214e-05,
9.69163,1439.41,1.05485,2.14349,0.003083,-0.000212603,0.000230763,
9.69286,447.654,1.86726,1.14605,0.000197272,-1.36038e-05,1.47658e-05,
9.69128,1492.94,0.999252,0.216458,0.000673643,-4.64542e-05,5.04223e-05,
9.69274,3304.64,2.56038,1.24632,0.00171771,-0.000118453,0.000128571,
9.69178,280.543,0.622286,1.49969,0.00113032,-7.79462e-05,8.46042e-05,
9.69107,603.353,0.888579,2.53946,0.00265237,-0.000182907,0.00019853,
9.69184,2073.54,1.20297,3.03202,0.000464474,-3.20299e-05,3.47659e-05,
9.69254,1060.81,2.04177,2.76498,0.00184585,-0.000127289,0.000138162,
9.69141,4811.86,0.952513,2.25786,0.00218156,-0.00015044,0.00016329,
9.69287,1663.24,2.55842,2.98163,0.00204921,-0.000141313,0.000153384,
9.69134,470.469,2.77811,1.96658,0.0001261,-8.69581e-06,9.43859e-06,
9.69101,448.373,1.42787,2.72231,5.1753e-05,-3.56887e-06,3.87372e-06,
9.69161,588.141,1.19927,2.98097,0.00265952,-0.000183399,0.000199065,
9.69156,3889.33,1.13431,3.07841,0.00246477,-0.00016997,0.000184488,
9.69117,4249.62,2.04948,0.489185,0.000199443,-1.37536e-05,1.49284e-05,
9.6919,1014.6,2.05206,1.10324,0.000799483,-5.51321e-05,5.98414e-05,
9.69175,3254.17,0.24406,0.705707,0.00164131,-0.000113184,0.000122852,
9.69277,3203.7,1.7727,1.03035,0.000530034,-3.65509e-05,3.96731e-05,
9.69207,1785.6,2.04175,1.32445,0.0028467,-0.000196307,0.000213076,
9.69284,502.14,1.35133,1.53411,0.000342926,-2.3648e-05,2.5668e-05,
9.69237,1222.19,1.83119,1.32925,0.00305459,-0.000210643,0.000228636,
9.69213,562.293,0.297652,3.11562,0.0022662,-0.000156277,0.000169626,
9.6924,3172.16,0.933147,1.00368,0.000260561,-1.79682e-05,1.95031e-05,
9.69169,1698.11,2.44509,1.95515,0.00266366,-0.000183685,0.000199375,
9.69165,13.2937,1.60239,0.271975,0.00176396,-0.000121642,0.000132033,
9.69212,26.9397,2.17414,0.9144,0.00124637,-8.59493e-05,9.32909e-05,
9.6912,591.597,1.91329,2.83547,0.000372567,-2.56921e-05,2.78867e-05,
9.69162,317.674,2.04921,1.28639,0.00228167,-0.000157343,0.000170783,
9.69137,123.732,0.626537,2.93578,0.00284997,-0.000196533,0.00021332,
9.69211,1150.45,1.25159,2.34109,0.00233641,-0.000161118,0.000174881,
9.69248,540.045,0.811982,2.92037,0.00170879,-0.000117838,0.000127903,
9.69195,5086.29,2.73298,1.52676,0.000326403,-2.25087e-05,2.44313e-05,
9.69238,1262.27,0.475786,2.14396,0.00254101,-0.000175227,0.000190195,
9.69224,2152.92,1.4842,2.95976,0.00127063,-8.7622e-05,9.51065e-05,
9.69288,170.867,2.12757,1.25351,0.00033369,-2.30112e-05,2.49767e-05,
9.69291,5522.51,1.0765,0.775514,0.000358628,-2.47309e-05,2.68434e-05,
9.69216,1137.51,2.29061,2.16298,0.00209906,-0.00014475,0.000157115,
9.69136,1854.42,1.50381,2.90934,0.00102522,-7.06985e-05,7.67375e-05,
9.69129,770.617,0.480879,1.39427,0.00233798,-0.000161226,0.000174998,
9.69159,5060.93,2.15197,3.03381,0.00143158,-9.87212e-05,0.000107154,
9.69232,2054.34,0.493259,2.26042,0.000958855,-6.61223e-05,7.17704e-05,
9.69237,413.051,1.69563,0.156697,0.000304045,-2.09668e-05,2.27578e-05,
9.69212,989.223,0.964422,1.80521,0.000711074,-4.90355e-05,5.3224e-05,
9.69274,3079.09,0.365578,1.73404,0.00178836,-0.000123324,0.000133859,
9.69266,158.985,1.11277,0.617277,0.0017983,-0.00012401,0.000134603,
9.69169,1589.67,2.72204,0.47689,0.00285305,-0.000196745,0.000213551,
9.69149,1671.23,1.31912,2.0198,0.00140855,-9.71334e-05,0.00010543,
9.69235,1745.23,1.19502,2.96069,0.0017414,-0.000120086,0.000130344,
9.69103,46.9136,2.32071,0.657889,0.00261198,-0.000180121,0.000195507,
9.69134,3083.58,0.975212,3.06437,0.00232934,-0.00016063,0.000174351,
9.69254,173.266,0.87266,1.495,0.000619393,-4.27131e-05,4.63616e-05,
9.69217,2181.56,1.55672,1.97342,0.00187611,-0.000129376,0.000140427,
9.6917,5536.18,0.60794,2.94666,0.00203087,-0.000140048,0.000152011,
9.69141,1850.95,2.956,1.54996,0.00289659,-0.000199748,0.00021681,
9.69167,1912.83,0.571748,1.90696,0.00216874,-0.000149556,0.000162331,
9.69218,1872.01,2.31557,1.22972,0.0026454,-0.000182426,0.000198009,
9.69208,1106.41,2.00174,2.93535,0.00229389,-0.000158186,0.000171698,
9.69189,1481.68,2.49239,1.22498,8.90262e-05,-6.13922e-06,6.66362e-06,
9.69218,1773.47,0.848329,2.66318,0.00069183,-4.77084e-05,5.17835e-05,
9.69203,1240.08,2.58138,1.19088,0.00247505,-0.000170679,0.000185258,
9.69122,437.798,1.84167,1.56482,0.00278938,-0.000192355,0.000208785,
9.69109,548.835,2.20823,0.0305799,0.000502162,-3.46289e-05,3.75869e-05,
9.69288,152.834,1.41582,2.59568,0.00138547,-9.55416e-05,0.000103703,
9.69258,201.062,1.16649,0.6346,0.00202184,-0.000139426,0.000151335,
9.69209,642.057,2.9347,1.53621,0.000484629,-3.34199e-05,3.62745e-05,
9.69255,1270.75,1.718,3.00204,0.00201256,-0.000138785,0.00015064,
9.69241,150.81,1.7967,2.62585,0.00157238,-0.000108431,0.000117693,
9.69185,908.664,0.635109,2.42092,0.000305583,-2.10729e-05,2.28729e-05,
9.69148,575.789,1.20773,0.510309,0.000330159,-2.27677e-05,2.47125e-05,
9.69182,1199.65,1.11242,0.260595,0.00286587,-0.000197629,0.00021451,
9.69132,1228.6,1.5429,0.580148,0.00193561,-0.000133479,0.000144881,
9.69119,1291.8,1.19821,2.85996,0.00198054,-0.000136578,0.000148244,
9.69273,606.518,2.30111,0.830382,0.00213703,-0.000147369,0.000159957,
9.69181,2631.62,2.4675,0.133426,0.00157019,-0.00010828,0.000117529,
9.69109,4209.92,2.33343,0.571483,0.00177179,-0.000122182,0.000132619,
9.69207,611.239,1.16464,1.71555,0.00172179,-0.000118734,0.000128876,
9.69136,561.182,2.07965,1.02969,0.00154551,-0.000106578,0.000115682,
9.69133,343.525,1.24814,1.83329,0.000530226,-3.65642e-05,3.96875e-05,
9.69254,5373.26,2.93806,2.05789,0.00115842,-7.98841e-05,8.67077e-05,
9.69136,2982.62,0.358506,0.190286,0.00113254,-7.80994e-05,8.47705e-05,
9.69237,3149.98,2.07593,0.763426,0.00201172,-0.000138728,0.000150578,
9.69156,414.981,1.95509,2.15033,0.00180776,-0.000124662,0.000135311,
9.69171,169.052,1.0658,2.32012,0.00230319,-0.000158827,0.000172394,
9.69269,2333.99,1.07083,1.12017,0.00277343,-0.000191255,0.000207591,
9.69108,650.2,1.19385,1.98358,0.0026695,-0.000184088,0.000199812,
9.69299,892.709,0.850879,2.5779,0.00167106,-0.000115236,0.000125079,
9.69164,1604.46,1.97252,2.16291,0.00238311,-0.000164339,0.000178376,
9.69146,710.869,0.570737,0.560363,0.00220746,-0.000152226,0.000165229,
9.69214,978.825,1.547,1.91395,0.00215036,-0.000148288,0.000160955,
9.69194,14.5785,1.347,1.65886,0.00147143,-0.000101469,0.000110136,
9.69238,6276.39,1.53832,1.4658,0.00200853,-0.000138508,0.000150339,
9.69278,5523.22,2.11604,1.42327,0.0015744,-0.00010857,0.000117844,
9.69105,2866.97,2.17778,0.902578,0.00272148,-0.000187672,0.000203703,
9.69146,649.946,0.824045,0.547751,0.0022701,-0.000156546,0.000169917,
9.6916,324.892,1.0731,2.48518,0.00242658,-0.000167336,0.00018163,
9.69165,2779.55,1.86802,2.12587,0.001945,-0.000134126,0.000145583,
9.69178,2535.64,1.68323,0.791918,0.00211855,-0.000146095,0.000158574,
9.69162,1191.3,2.64189,0.888611,0.00248882,-0.000171629,0.000186289,
9.69132,1700.81,1.6776,2.30504,0.000396118,-2.73162e-05,2.96495e-05,
9.69215,380.637,1.53912,1.29276,0.00278806,-0.000192264,0.000208687,
9.69249,69.95,0.712838,0.63002,0.000293036,-2.02077e-05,2.19338e-05,
9.69101,1913.02,2.14946,1.35133,0.00149802,-0.000103303,0.000112127,
9.69193,1662.58,0.26988,0.181598,0.000711492,-4.90642e-05,5.32552e-05,
9.69269,572.708,1.02929,1.07814,0.00112088,-7.72952e-05,8.38976e-05,
9.69165,4473.64,2.48203,0.775676,0.00151043,-0.000104159,0.000113056,
9.69243,824.562,0.411335,1.78853,0.000379505,-2.61705e-05,2.8406e-05,
9.6926,1609.16,0.517501,2.66315,0.00135443,-9.34008e-05,0.000101379,
9.69246,1459.29,1.67647,2.27271,0.00237111,-0.000163511,0.000177477,
9.69118,875.997,0.797853,1.38522,0.000957482,-6.60276e-05,7.16676e-05,
9.69105,5458.11,2.8885,1.17301,0.00286714,-0.000197717,0.000214606,
9.69161,5146.03,2.86416,1.92162,0.00247933,-0.000170974,0.000185578,
9.69244,2662.83,1.52023,2.57351,0.00204709,-0.000141167,0.000153225,
9.69112,1326.63,2.72157,2.99777,0.00108739,-7.4986e-05,8.13912e-05,
9.69132,166.208,0.315288,0.379192,0.000874862,-6.03302e-05,6.54835e-05,
9.693,1069.92,1.35527,0.414697,0.00081941,-5.65063e-05,6.13329e-05,
9.69284,2005.4,1.05998,1.46082,0.00203678,-0.000140456,0.000152453,
9.69119,687.514,1.81488,2.72703,0.00120197,-8.28871e-05,8.99672e-05,
9.69171,4259.61,2.90125,0.869763,0.000841162,-5.80063e-05,6.29611e-05,
9.69272,336.755,1.47199,0.707808,0.00271414,-0.000187166,0.000203154,
9.69272,121.759,1.70788,2.33808,0.00284571,-0.000196239,0.000213002,
9.69223,175.203,1.30403,1.17942,0.00160213,-0.000110482,0.000119919,
9.69134,2072.64,1.44689,0.752339,0.00305619,-0.000210754,0.000228756,
9.69179,1934.24,1.17874,2.6614,0.00073789,-5.08846e-05,5.52311e-05,
9.69193,1122.95,0.894741,0.869828,0.00107529,-7.41516e-05,8.04855e-05,
9.69117,195.864,2.16205,0.981563,0.000486228,-3.35301e-05,3.63942e-05,
9.69237,2827.07,1.79521,1.55127,0.00254203,-0.000175297,0.000190271,
9.69266,914.374,0.0827971,0.834375,0.00251515,-0.000173444,0.000188259,
9.69272,2910.72,0.324825,2.97333,0.00244428,-0.000168557,0.000182954,
9.69152,760.31,1.7799,0.234395,0.00257088,-0.000177287,0.00019243,
9.69196,2769.67,2.82956,1.79866,0.000175241,-1.20846e-05,1.31168e-05,
9.69151,431.261,2.676,1.4378,0.00127124,-8.76645e-05,9.51527e-05,
9.69264,4511.46,0.586158,2.22513,0.00125926,-8.68379e-05,9.42554e-05,
9.69299,3073.34,1.79543,1.7191,0.00127347,-8.78183e-05,9.53196e-05,
9.69109,1590.7,1.01677,0.902493,0.00188655,-0.000130096,0.000141209,
9.69269,1586.41,1.27527,1.59555,0.000998034,-6.88241e-05,7.47029e-05,
9.69145,68.1614,0.638961,1.05567,0.00172726,-0.000119111,0.000129286,
9.69254,15.4665,0.983873,0.482085,0.00193598,-0.000133504,0.000144908,
9.6916,6602.3,1.79667,0.205423,0.00145536,-0.000100361,0.000108934,
9.69184,222.04,1.24549,2.49285,0.00103826,-7.15979e-05,7.77137e-05,
9.69287,1057.52,0.45276,0.756408,0.00184402,-0.000127163,0.000138025,
9.69145,5027.35,0.788845,2.47855,0.00229106,-0.00015799,0.000171486,
9.69278,1916.78,1.09078,3.08417,0.00147602,-0.000101786,0.00011048,
9.69176,3101.79,1.32309,1.55975,9.31644e-05,-6.42458e-06,6.97336e-06,
9.69213,2372.92,2.51136,0.682665,0.00308399,-0.000212671,0.000230837,
9.69264,3682.99,2.2706,1.12724,0.00195106,-0.000134544,0.000146037,
9.69102,1439.92,2.1142,0.922539,0.00170834,-0.000117807,0.000127869,
9.69117,33.232,1.61275,0.122136,0.00056328,-3.88436e-05,4.21615e-05,
9.69101,183.472,0.51286,1.38368,0.00163247,-0.000112575,0.000122191,
9.69252,814.581,1.20936,2.00226,0.00154475,-0.000106526,0.000115625,
9.69194,939.271,0.758626,0.883013,0.00169729,-0.000117044,0.000127042,
9.69179,162.535,2.04274,2.5605,0.00280673,-0.000193551,0.000210084,
9.69107,1549.46,2.03663,2.74474,0.00130111,-8.97242e-05,9.73883e-05,
9.69249,1498.39,0.147103,2.91261,0.00172772,-0.000119143,0.00012932,
9.69162,25.7426,2.11027,1.21575,0.000665657,-4.59035e-05,4.98245e-05,
9.69296,2771.72,1.81315,1.07018,0.000754938,-5.20603e-05,5.65072e-05,
9.69224,1078.48,2.91039,2.04528,0.00116077,-8.00465e-05,8.68839e-05,
9.69292,1991.44,1.18523,2.35744,0.00291669,-0.000201134,0.000218315,
9.69192,3553.6,1.98725,2.61408,0.00302347,-0.000208498,0.000226307,
9.69277,1407.04,0.832308,0.516781,0.000776463,-5.35447e-05,5.81183e-05,
9.6911,404.223,0.821848,0.854993,0.00182896,-0.000126124,0.000136898,
9.69101,792.588,2.09036,0.835765,0.00142819,-9.84874e-05,0.0001069,
9.69169,2031.07,0.911081,1.28729,0.00221552,-0.000152782,0.000165832,
9.69118,2777.76,1.57527,0.411118,0.00189137,-0.000130428,0.000141569,
9.69136,728.551,1.90119,0.361556,0.00241288,-0.000166391,0.000180604,
9.69189,1544.4,2.72585,1.9766,0.00146561,-0.000101068,0.000109701,
9.69245,2236.36,2.33252,1.7176,0.000946577,-6.52756e-05,7.08513e-05,
9.69109,8029.6,1.67547,1.67867,0.00262978,-0.000181349,0.000196839,
9.69222,2306.9,1.83439,1.07478,0.0015168,-0.000104598,0.000113532,
9.69189,50.3963,1.11285,1.75902,0.00166074,-0.000114524,0.000124307,
9.69201,2503.2,0.893392,1.64966,0.00227114,-0.000156617,0.000169995,
9.69229,6391.2,0.305804,2.39298,0.000243459,-1.67889e-05,1.8223e-05,
9.69123,2501.56,1.01027,0.155513,0.00171848,-0.000118506,0.000128629,
9.69297,6907.86,1.96194,1.29194,0.00221462,-0.000152719,0.000165764,
9.69149,1100.6,2.19699,2.67126,0.00196869,-0.00013576,0.000147357,
9.69237,2974.05,2.90794,1.97558,0.00120466,-8.30728e-05,9.01687e-05,
9.69281,448.924,1.24742,2.25217,0.00206853,-0.000142645,0.000154829,
9.6911,1544.93,0.630306,0.99428,6.04194e-05,-4.16651e-06,4.5224e-06,
9.69256,227.575,1.97092,1.92117,0.00101073,-6.96993e-05,7.56529e-05,
9.69241,1181.12,1.26396,2.9633,0.000686661,-4.73519e-05,5.13967e-05,
9.69269,506.328,1.05817,0.757982,0.000783301,-5.40162e-05,5.86302e-05,
9.69275,2520.84,0.490364,2.14397,0.00163366,-0.000112656,0.000122279,
9.69172,989.055,0.503953,2.75131,0.00194632,-0.000134218,0.000145682,
9.69239,830.749,0.615823,0.153074,0.00102746,-7.0853e-05,7.69052e-05,
9.69123,344.922,2.58242,2.41803,0.000941238,-6.49074e-05,7.04517e-05,
9.69108,2353.03,1.81375,3.02763,0.0010614,-7.3194e-05,7.94461e-05,
9.69178,626.827,2.50037,1.24463,0.00144348,-9.9542e-05,0.000108045,
9.69135,28.3899,1.17243,2.93935,0.00225195,-0.000155294,0.000168559,
9.6928,323.489,1.12131,0.64488,0.000968833,-6.68104e-05,7.25172e-05,
9.69103,576.909,0.656494,1.62388,0.000484525,-3.34127e-05,3.62667e-05,
9.69139,1739.42,1.90035,2.48902,0.000745184,-5.13877e-05,5.57771e-05,
9.69245,341.306,1.75538,0.39553,0.00288309,-0.000198817,0.0002158,
9.69273,113.804,2.62272,0.805891,0.00201467,-0.000138931,0.000150798,
9.69142,1029.28,0.918568,0.201036,0.000723538,-4.98949e-05,5.41569e-05,
9.69161,1395.65,1.81027,3.03365,0.000851281,-5.8704e-05,6.37184e-05,
9.69214,1220.31,1.87791,2.60507,6.68397e-05,-4.60924e-06,5.00295e-06,
9.69249,1614.35,1.80599,2.00472,0.000919443,-6.34045e-05,6.88204e-05,
9.69136,575.186,0.698352,0.812158,0.00120765,-8.32791e-05,9.03926e-05,
9.69127,6997.95,1.65546,2.09659,0.00189268,-0.000130519,0.000141667,
9.69121,1080.88,0.254624,1.4996,0.00148441,-0.000102364,0.000111108,
9.69261,1174.32,2.14219,0.444598,0.00231934,-0.000159941,0.000173603,
9.69182,252.262,2.10575,0.192399,0.000901879,-6.21933e-05,6.75057e-05,
9.69258,2136.76,1.24254,0.0786027,0.00125857,-8.67903e-05,9.42038e-05,
9.69113,3621.87,2.67387,2.93071,0.00265223,-0.000182897,0.00019852,
9.69133,1202.67,0.373078,0.519254,1.92165e-05,-1.32517e-06,1.43836e-06,
9.69284,2473.34,1.65999,0.305616,0.00286867,-0.000197823,0.00021472,
9.69254,1910.48,1.07932,2.76025,0.000694283,-4.78775e-05,5.19672e-05,
9.69247,457.908,1.20441,1.50816,0.000210469,-1.45139e-05,1.57536e-05,
9.6921,2885.25,1.13301,2.53762,0.00307814,-0.000212268,0.000230399,
9.69213,2287.31,2.05922,0.879129,0.00185351,-0.000127817,0.000138735,
9.69183,82.1225,1.3495,2.45708,0.000482574,-3.32781e-05,3.61207e-05,
9.69233,4287.31,2.70001,1.38523,0.000963935,-6.64727e-05,7.21506e-05,
9.69229,66.5279,1.16176,2.21786,0.00249609,-0.00017213,0.000186833,
9.69203,1146.21,2.31203,0.825314,0.000361162,-2.49056e-05,2.7033e-05,
9.69236,890.707,1.07619,1.83425,0.00296825,-0.000204689,0.000222174,
9.69297,3436.24,1.89828,1.36239,0.00157025,-0.000108284,0.000117533,
9.69184,817.226,1.47388,2.10314,0.000351282,-2.42243e-05,2.62935e-05,
9.69143,552.673,1.31059,2.2914,0.00251178,-0.000173211,0.000188007,
9.69215,53.0109,1.90155,3.11099,0.0013259,-9.14334e-05,9.92435e-05,
9.69297,2706.1,2.74234,0.0879563,0.000170325,-1.17455e-05,1.27488e-05,
9.69183,463.246,0.338877,2.90249,0.00290271,-0.00020017,0.000217268,
9.69186,1661.77,2.02216,0.644486,0.00178399,-0.000123023,0.000133532,
9.69184,1787.66,2.17741,0.337395,0.00246476,-0.000169969,0.000184487,
9.69116,1660.6,1.96478,0.335335,0.00224282,-0.000154664,0.000167875,
9.69229,183.733,2.86153,1.56573,0.00090555,-6.24464e-05,6.77805e-05,
9.6918,477.659,1.60041,2.86573,0.000106277,-7.32884e-06,7.95486e-06,
9.69201,725.549,1.65414,1.60052,0.00278003,-0.00019171,0.000208086,
9.692,2523.81,1.11187,0.229348,0.00257645,-0.000177671,0.000192848,
9.69102,193.376,1.51991,0.151471,0.000843551,-5.8171e-05,6.31399e-05,
9.69282,1502.72,2.68857,2.44902,0.00135225,-9.32506e-05,0.000101216,
9.69293,519.762,1.97991,1.42461,0.00198671,-0.000137003,0.000148706,
9.69239,522.229,1.83866,2.51788,0.00255272,-0.000176035,0.000191072,
9.6919,281.278,0.43473,0.763601,0.00047324,-3.26345e-05,3.54221e-05,
9.69255,1806.86,0.563805,2.64317,0.00141425,-9.75263e-05,0.000105857,
9.69244,981.382,1.35933,1.25234,0.00103197,-7.11643e-05,7.7243e-05,
9.69103,3006.92,0.571934,2.07567,0.00232309,-0.0001602,0.000173884,
9.69198,2417.07,2.80261,0.284936,0.000191351,-1.31955e-05,1.43226e-05,
9.69139,373.91,0.776593,1.53679,0.00109861,-7.57595e-05,8.22307e-05,
9.69113,2232.42,2.56545,2.4094,0.00118648,-8.18193e-05,8.88081e-05,
