reaction,
nThreeN,
elastic,
elastic,
nTwoNP,
elastic,
nThreeN,
elastic,
nThreeNP,
elastic,
elastic,
elastic,
elastic,
elastic,
nTwoN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nTwoN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
nThreeNP,
nnprime,
elastic,
nnprimeP,
nnprime,
nThreeNP,
nFourN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nTwoN,
nFourN,
elastic,
elastic,
elastic,
elastic,
nnprimeP,
nTwoN,
nFourN,
nTwoNP,
elastic,
nTwoN,
elastic,
nFourN,
elastic,
elastic,
nTwoNP,
nThreeN,
elastic,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nTwoNP,
elastic,
elastic,
nTwoN,
nThreeN,
elastic,
nnprime,
elastic,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeNP,
nTwoN,
elastic,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
nnprime,
nTwoNP,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nFourN,
nTwoN,
elastic,
elastic,
elastic,
nTwoN,
elastic,
elastic,
elastic,
nFourN,
nThreeN,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
nnprime,
elastic,
elastic,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
nnprime,
elastic,
elastic,
elastic,
nThreeN,
nnprime,
nTwoN,
elastic,
elastic,
nnprimeP,
nTwoN,
nFourN,
elastic,
elastic,
nnprimeP,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeNP,
elastic,
elastic,
elastic,
nFourN,
nnprime,
nnprime,
elastic,
elastic,
nThreeN,
nThreeN,
nTwoN,
nFourN,
elastic,
elastic,
nThreeNP,
elastic,
elastic,
nThreeNP,
elastic,
nThreeN,
nThreeN,
np,
elastic,
nTwoN,
elastic,
elastic,
nFourN,
elastic,
nTwoN,
elastic,
elastic,
elastic,
nThreeNP,
elastic,
elastic,
elastic,
elastic,
elastic,
nFourN,
elastic,
nnprime,
elastic,
elastic,
elastic,
elastic,
nFourN,
nnprime,
elastic,
nTwoN,
elastic,
elastic,
elastic,
elastic,
nTwoN,
other,
elastic,
nTwoN,
elastic,
elastic,
nThreeN,
nThreeN,
nnprime,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nThreeN,
elastic,
nTwoN,
elastic,
nTwoN,
elastic,
elastic,
nFourN,
elastic,
elastic,
other,
nFourN,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nTwoN,
nTwoN,
nThreeNP,
elastic,
elastic,
nTwoN,
elastic,
elastic,
nThreeN,
nThreeN,
nTwoN,
elastic,
nThreeNP,
elastic,
nThreeNP,
nTwoNP,
nTwoN,
elastic,
nnprime,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
nFourN,
elastic,
elastic,
elastic,
nnprime,
nThreeN,
nnprimeP,
elastic,
nTwoN,
elastic,
elastic,
nThreeN,
nnprime,
nTwoN,
nThreeN,
nThreeNP,
elastic,
nThreeNP,
elastic,
elastic,
nTwoNP,
nThreeN,
other,
nThreeN,
elastic,
elastic,
elastic,
elastic,
nFourN,
nFourN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nFourN,
other,
