reaction,
nFourN,
elastic,
nTwoN,
nnprime,
nnprime,
nTwoNP,
elastic,
nThreeN,
elastic,
nThreeN,
nThreeN,
nThreeN,
nThreeN,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
nnprime,
nThreeNP,
elastic,
elastic,
elastic,
elastic,
nTwoN,
nThreeN,
nnprime,
elastic,
elastic,
elastic,
nThreeN,
nFourN,
elastic,
nnprimeP,
elastic,
elastic,
elastic,
nnprimeP,
elastic,
nFourN,
elastic,
elastic,
nTwoN,
nnprimeP,
nTwoN,
elastic,
nThreeN,
nnprime,
nThreeN,
nnprime,
nTwoN,
nTwoN,
elastic,
elastic,
elastic,
elastic,
nTwoN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nTwoN,
nTwoN,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nTwoN,
elastic,
nThreeN,
elastic,
nnprime,
nThreeN,
elastic,
nnprimeP,
nThreeN,
elastic,
elastic,
nThreeN,
nnprime,
elastic,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nFourN,
elastic,
elastic,
elastic,
nTwoN,
elastic,
nTwoN,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nnprime,
np,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
nFourN,
elastic,
elastic,
elastic,
elastic,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
nThreeN,
nThreeN,
nThreeN,
elastic,
nThreeN,
elastic,
elastic,
nTwoN,
elastic,
elastic,
nThreeN,
nnprime,
nnprimeP,
elastic,
elastic,
elastic,
nThreeN,
nTwoN,
elastic,
nThreeN,
elastic,
nTwoNP,
elastic,
elastic,
nThreeN,
elastic,
nnprimeP,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
nThreeN,
elastic,
elastic,
nThreeN,
nnprime,
elastic,
elastic,
nTwoN,
elastic,
nnprime,
nThreeN,
elastic,
elastic,
nFourN,
elastic,
nTwoN,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nFourN,
nFourN,
elastic,
elastic,
nThreeN,
elastic,
nnprimeP,
nnprime,
nThreeN,
nThreeN,
elastic,
elastic,
nFourN,
nThreeNP,
elastic,
elastic,
nFourN,
elastic,
nnprime,
elastic,
elastic,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nnprimeP,
nnprime,
elastic,
elastic,
nTwoN,
elastic,
nThreeN,
nnprime,
nFourN,
elastic,
nFourN,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nTwoN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
nFourN,
nTwoN,
elastic,
elastic,
elastic,
nThreeN,
nnprime,
nThreeN,
nTwoN,
elastic,
nnprime,
elastic,
nThreeN,
elastic,
elastic,
elastic,
np,
nnprimeP,
nFourN,
nThreeN,
elastic,
nThreeNP,
elastic,
nTwoNP,
elastic,
nThreeN,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
nTwoN,
nThreeN,
nTwoN,
nFourN,
nThreeN,
elastic,
nThreeN,
nThreeN,
elastic,
nTwoNP,
nFourN,
nThreeNP,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
nThreeN,
nFourN,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
nnprimeP,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nTwoN,
elastic,
nThreeN,
elastic,
nThreeN,
nThreeN,
nThreeN,
nFourN,
elastic,
nTwoN,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
nTwoN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nTwoN,
nnprime,
nThreeN,
nTwoNP,
nThreeN,
elastic,
nnprime,
elastic,
elastic,
nTwoNP,
nnprime,
elastic,
nnprimeP,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
nTwoN,
elastic,
elastic,
nFourN,
nThreeN,
elastic,
nFourN,
nTwoN,
nnprimeP,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nnprime,
nThreeN,
elastic,
elastic,
nTwoNP,
elastic,
nnprime,
elastic,
elastic,
nThreeNP,
elastic,
elastic,
nThreeN,
elastic,
nnprimeP,
elastic,
other,
elastic,
elastic,
nThreeN,
nThreeN,
elastic,
elastic,
nThreeN,
nnprime,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nThreeN,
