reaction,
nnprime,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
nThreeN,
nThreeN,
elastic,
elastic,
elastic,
nnprimeP,
other,
elastic,
elastic,
elastic,
nThreeN,
nnprime,
nnprime,
nTwoN,
elastic,
other,
elastic,
elastic,
elastic,
elastic,
nnprime,
elastic,
nnprime,
nTwoN,
nTwoN,
nTwoN,
elastic,
nTwoN,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
nThreeN,
nnprimeP,
nTwoN,
elastic,
nThreeN,
nThreeN,
nThreeN,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
nnprime,
np,
nThreeN,
elastic,
nThreeN,
nThreeN,
elastic,
nThreeN,
elastic,
other,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nThreeN,
other,
elastic,
nnprime,
elastic,
elastic,
nThreeN,
nThreeN,
nThreeN,
elastic,
elastic,
nThreeN,
nnprime,
nThreeN,
elastic,
nnprime,
nnprime,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
nnprime,
elastic,
elastic,
nTwoN,
nTwoN,
elastic,
elastic,
elastic,
nThreeN,
elastic,
nThreeN,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nTwoN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
nTwoN,
elastic,
elastic,
nTwoN,
elastic,
elastic,
nnprime,
elastic,
elastic,
elastic,
nnprime,
nThreeN,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nTwoN,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
other,
nThreeN,
elastic,
elastic,
elastic,
other,
elastic,
nnprime,
nThreeN,
nThreeN,
elastic,
nTwoN,
elastic,
elastic,
nThreeN,
nThreeN,
nThreeN,
elastic,
nThreeN,
elastic,
elastic,
nTwoN,
elastic,
nThreeN,
elastic,
elastic,
nTwoN,
nTwoN,
nTwoN,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
nThreeN,
elastic,
elastic,
nnprime,
elastic,
elastic,
nThreeN,
nThreeN,
elastic,
elastic,
nThreeN,
nTwoN,
elastic,
nTwoN,
nThreeN,
nThreeN,
elastic,
nTwoN,
elastic,
elastic,
elastic,
nThreeN,
nTwoN,
elastic,
elastic,
elastic,
nTwoN,
nThreeN,
elastic,
nnprimeP,
elastic,
nTwoN,
elastic,
nThreeN,
nThreeN,
nnprime,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
nThreeN,
nTwoN,
nThreeN,
elastic,
elastic,
nThreeN,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
elastic,
other,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
nnprimeP,
elastic,
nTwoN,
elastic,
nTwoN,
elastic,
nnprime,
nnprime,
nThreeN,
elastic,
nnprime,
nThreeN,
nThreeN,
elastic,
elastic,
elastic,
elastic,
elastic,
nnprimeP,
elastic,
elastic,
nThreeN,
elastic,
nThreeN,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
nnprime,
elastic,
nThreeN,
elastic,
nnprime,
nTwoN,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nThreeN,
nTwoN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nnprime,
nTwoN,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
nTwoN,
nTwoN,
elastic,
nnprime,
nThreeN,
nThreeN,
elastic,
nnprime,
elastic,
other,
nThreeN,
elastic,
elastic,
nThreeN,
nTwoN,
nThreeN,
elastic,
nnprimeP,
elastic,
elastic,
nnprime,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nnprime,
elastic,
elastic,
nTwoN,
elastic,
nnprime,
elastic,
elastic,
np,
elastic,
elastic,
nThreeN,
elastic,
nnprime,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nThreeN,
elastic,
elastic,
elastic,
nThreeN,
nTwoN,
nThreeN,
elastic,
nnprime,
elastic,
nnprime,
nTwoN,
nThreeN,
elastic,
elastic,
elastic,
elastic,
nTwoN,
elastic,
elastic,
nnprime,
elastic,
elastic,
elastic,
nTwoN,
nThreeN,
elastic,
elastic,
nThreeN,
elastic,
nTwoN,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
nThreeN,
nThreeN,
nThreeN,
elastic,
nnprime,
nTwoN,
elastic,
elastic,
nTwoN,
elastic,
nTwoN,
nThreeN,
elastic,
elastic,
nTwoN,
elastic,
nThreeN,
nnprime,
nnprime,
nThreeN,
nTwoN,
nThreeN,
elastic,
nThreeN,
elastic,
elastic,
nThreeN,
nThreeN,
