reaction,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
elastic,
