distanceDiff,timeDiff,
29.1828,16.3592,
3.9658,2.33242,
17.3505,7.94941,
4.039,1.85053,
21.0902,9.73134,
5.76593,2.6647,
16.6609,7.63345,
2.84005,1.30121,
21.4981,9.87066,
20.5332,9.40762,
6.93207,3.33684,
8.76006,4.22013,
7.78003,3.78815,
34.7369,17.5309,
31.7126,14.5297,
13.3931,6.14597,
17.6626,8.40388,
13.8811,6.77081,
0.0142853,0.00700748,
8.02386,3.67626,
11.0131,5.05737,
0.181647,0.0832243,
0.198041,0.0952197,
3.33054,1.52594,
9.66518,4.45461,
14.993,6.91759,
9.7819,4.54149,
4.75988,2.21891,
4.19596,1.96431,
6.66098,3.13563,
1.84483,0.903757,
11.2611,5.69121,
9.308,4.75125,
19.1839,8.78939,
6.32771,2.89956,
13.612,6.30121,
8.4016,4.0781,
1.40077,0.694456,
13.1166,6.71761,
13.6213,7.32045,
5.13185,2.82234,
6.71727,3.87642,
8.68028,5.06665,
6.87995,4.1751,
34.2194,21.0971,
24.6489,15.9693,
58.1784,38.041,
6.88311,3.15361,
7.97557,3.65414,
1.06214,0.489072,
4.82732,2.22498,
11.0346,5.05567,
1.61748,0.776833,
0.684883,0.343956,
13.6719,6.26399,
9.28452,4.25385,
66.5934,30.5538,
17.2071,7.9762,
6.45553,3.0185,
8.01555,3.75219,
12.0481,5.78783,
9.25823,4.45213,
5.22078,2.39198,
9.98517,4.73055,
40.583,19.2829,
13.5608,6.21311,
12.0206,5.6534,
7.7187,3.64411,
1.59493,0.767544,
10.5389,5.10631,
20.5081,9.39612,
3.0118,1.39223,
9.37284,4.37575,
31.4583,14.6915,
14.0284,6.69886,
40.1355,18.3887,
3.79362,1.81736,
7.86551,3.86288,
31.2392,15.4185,
14.1005,7.0292,
33.652,17.2598,
23.2911,12.5163,
9.20786,5.1681,
5.43228,2.48889,
45.5854,21.0635,
2.8573,1.38805,
28.8205,14.0716,
40.5971,20.5946,
27.3912,14.3759,
35.3565,18.7014,
5.60126,2.97361,
13.4508,7.24352,
10.4064,4.76786,
5.57236,2.56867,
8.33869,3.92902,
2.15159,1.02012,
54.7551,25.0869,
18.0711,8.27957,
8.64997,3.98481,
6.2432,2.95747,
29.3924,13.9298,
9.38306,4.45713,
13.8981,6.60777,
5.05216,2.31473,
5.12165,2.35214,
15.4026,7.11858,
3.72689,1.7307,
12.089,5.65558,
10.4262,4.91015,
0.829412,0.391128,
23.0804,10.8841,
18.4736,8.75909,
11.7712,5.59757,
10.8679,4.97929,
11.0359,5.31518,
9.73567,4.46055,
32.4108,14.8591,
16.051,7.4026,
0.457359,0.210939,
12.6898,5.8815,
21.4266,10.2257,
25.723,11.7854,
0.154215,0.0707444,
1.81543,0.872347,
0.823535,0.396776,
18.9426,9.18195,
7.63265,3.70596,
13.1012,6.39082,
1.81294,0.885724,
9.87973,4.52656,
73.6584,33.7478,
13.347,6.19872,
16.3689,7.88299,
18.3133,8.81982,
7.5848,3.4751,
2.79569,1.32247,
2.05579,0.972556,
58.9005,28.1501,
0.360891,0.165348,
0.47592,0.227913,
9.30192,4.26183,
13.1528,6.29063,
11.9065,5.45514,
19.4934,8.99069,
16.163,7.82323,
22.1572,10.1517,
19.9898,9.58203,
2.16125,0.990214,
10.6945,4.92134,
2.2781,1.06246,
39.8944,18.6769,
3.76616,1.78129,
32.2898,16.0157,
8.59945,3.93998,
11.5478,5.52822,
28.4966,13.0562,
7.32698,3.37958,
3.72527,1.70679,
5.76199,2.6551,
1.07013,0.493256,
13.5509,6.30339,
20.0361,9.34244,
23.5557,11.5101,
54.3245,27.7319,
12.4439,6.3571,
0.446356,0.204505,
20.1962,9.25321,
21.3467,9.78621,
13.3983,6.43239,
6.33852,2.9041,
1.09818,0.50377,
1.51482,0.71298,
11.2464,5.55489,
7.05279,3.23135,
10.5364,4.83009,
6.1849,2.9417,
15.3127,7.51335,
3.81578,1.89362,
9.13981,4.58552,
0.0248145,0.0113692,
0.0256241,0.0123361,
1.92162,0.880424,
0.0170196,0.00807988,
3.73628,1.77502,
9.36805,4.29213,
10.2455,4.73218,
22.3577,10.4213,
6.61262,3.09113,
4.82735,2.36268,
3.90642,1.91865,
9.65907,4.83315,
6.84278,3.13513,
9.78209,4.67761,
7.06631,3.23755,
62.3293,28.7583,
3.77425,1.74831,
22.0804,10.1165,
3.1158,1.42858,
5.46214,2.57976,
0.917192,0.420226,
6.83136,3.14579,
0.615656,0.285696,
20.5503,9.54002,
0.814245,0.378241,
25.3046,12.3543,
3.75671,1.83634,
16.3588,7.49505,
10.9116,5.01577,
1.28944,0.601324,
6.23126,2.90805,
15.3899,7.49775,
4.31962,2.11494,
15.4966,7.10003,
27.6572,13.1343,
12.4,5.68124,
19.832,9.42759,
21.6424,10.8011,
2.55641,1.32982,
4.80434,2.62588,
7.91629,3.62698,
31.8166,14.8989,
6.30592,2.95973,
4.01807,1.98205,
5.92445,2.92495,
4.31777,1.97826,
9.60201,4.56273,
40.0041,18.3285,
4.88121,2.23641,
22.5558,10.6533,
19.1484,8.77317,
49.7124,22.9319,
7.30267,3.52227,
61.8238,30.068,
39.3435,18.0259,
6.83061,3.14562,
21.0072,10.1373,
28.5937,13.954,
2.05891,1.00678,
7.84955,3.5964,
9.86941,4.5365,
38.3913,18.0178,
1.91586,0.902204,
4.57012,2.16112,
9.54613,4.58745,
2.12682,1.03602,
0.681411,0.3122,
0.918104,0.439492,
32.6131,14.9422,
25.2408,11.662,
1.58945,0.734812,
8.59648,4.00724,
12.2154,5.93617,
1.84152,0.843722,
6.88346,3.15772,
4.27618,1.9617,
13.3484,6.1158,
2.84966,1.35346,
7.13783,3.56418,
16.4763,8.2776,
20.6062,10.431,
14.517,7.36543,
6.89438,3.15877,
7.0976,3.41723,
18.8416,8.63259,
5.59336,2.56269,
14.8953,7.06482,
25.4992,11.6829,
16.9292,7.81044,
5.96656,2.89004,
4.97614,2.46018,
7.18751,3.56754,
3.1418,1.63252,
16.3153,8.59016,
56.5519,30.5449,
11.9255,6.47847,
2.58326,1.18356,
5.98712,2.81342,
11.0475,5.44556,
10.8243,5.60209,
3.73948,1.7133,
28.7809,13.2618,
13.4098,6.14392,
5.38473,2.4699,
20.0793,9.30967,
10.8549,5.19899,
52.4116,25.8644,
12.038,5.5154,
5.66108,2.59372,
5.8568,2.69128,
30.6392,14.3198,
20.0065,9.38181,
2.07072,0.976624,
5.68698,2.60558,
0.0133073,0.00613594,
7.26374,3.44734,
1.56702,0.748855,
17.8743,8.18939,
