eventID,numPhotons,numReachedDown,numReachedUp,numPE,
195,3268,257,161,418,
196,3198,247,173,420,
197,2478,181,134,315,
198,3277,235,187,422,
199,3080,255,169,424,
200,503,35,43,78,
201,3226,218,182,400,
202,3229,238,187,425,
203,3124,196,179,375,
204,3247,214,217,431,
205,3213,227,176,403,
206,3178,254,145,399,
208,166,9,6,15,
209,3226,234,193,427,
210,3314,224,172,396,
211,3263,256,177,433,
213,567,45,45,90,
214,3203,229,177,406,
215,3295,233,175,408,
216,3200,251,203,454,
217,3250,241,196,437,
218,3197,240,191,431,
219,3185,251,176,427,
220,3233,239,174,413,
221,3244,246,176,422,
222,3288,231,175,406,
223,3246,224,200,424,
224,3338,228,185,413,
225,2689,171,140,311,
226,3085,218,156,374,
227,3220,273,150,423,
228,3307,254,176,430,
229,3146,236,167,403,
230,3302,261,184,445,
231,3318,240,209,449,
232,3238,252,188,440,
233,3246,235,196,431,
234,78,4,11,15,
235,3201,234,167,401,
236,3208,232,189,421,
237,3193,224,181,405,
238,3207,246,179,425,
239,3292,259,173,432,
240,3232,212,177,389,
241,3271,233,156,389,
242,3180,235,191,426,
243,3082,234,160,394,
244,3205,265,181,446,
245,3229,230,188,418,
246,3230,205,180,385,
247,3283,240,222,462,
248,3215,229,196,425,
249,3239,226,187,413,
250,3183,263,192,455,
251,3304,255,213,468,
252,3219,229,205,434,
253,3111,239,199,438,
254,3312,248,205,453,
255,3245,219,207,426,
256,3155,242,144,386,
257,3150,239,178,417,
258,3135,242,153,395,
259,3244,220,180,400,
261,3258,212,200,412,
262,3197,235,179,414,
264,233,20,14,34,
265,3217,225,179,404,
266,3259,237,183,420,
267,3239,242,189,431,
268,3310,248,210,458,
269,3242,257,182,439,
270,3293,212,198,410,
271,3182,230,187,417,
272,3209,218,192,410,
273,3325,264,192,456,
274,3181,244,178,422,
275,3346,263,188,451,
276,2611,190,142,332,
277,3291,246,194,440,
278,3360,242,176,418,
279,3241,235,208,443,
280,3219,226,180,406,
281,3237,270,180,450,
282,3201,218,171,389,
284,3175,227,186,413,
285,3243,239,181,420,
286,3203,204,180,384,
287,3332,245,197,442,
289,3279,268,179,447,
291,3301,249,175,424,
292,3240,244,197,441,
293,314,18,16,34,
294,3273,233,169,402,
295,3242,241,195,436,
296,3246,206,173,379,
297,3214,238,168,406,
298,3113,243,168,411,
299,3275,252,168,420,
300,3218,221,190,411,
301,3249,227,193,420,
302,3276,224,198,422,
303,3296,260,205,465,
305,3178,235,185,420,
306,3137,231,178,409,
307,3228,208,191,399,
308,3194,256,168,424,
309,3097,214,194,408,
310,3205,289,189,478,
311,3245,255,177,432,
313,3190,225,193,418,
314,3218,237,209,446,
315,107,6,5,11,
316,3197,251,178,429,
317,3198,243,184,427,
318,3370,245,189,434,
319,3247,230,191,421,
320,3237,239,203,442,
321,3215,233,179,412,
322,3289,248,179,427,
323,3207,254,173,427,
324,3249,218,152,370,
325,3182,233,182,415,
326,3258,243,183,426,
327,3137,210,171,381,
328,3223,228,195,423,
329,3249,239,175,414,
330,3213,218,165,383,
331,3215,197,166,363,
333,3147,252,170,422,
334,3116,222,202,424,
335,3234,243,178,421,
336,3237,238,178,416,
337,3154,226,189,415,
338,3165,233,180,413,
339,2484,181,143,324,
340,3202,226,175,401,
341,3149,218,193,411,
342,3224,210,196,406,
343,3107,220,200,420,
344,3233,252,196,448,
345,3177,213,188,401,
346,3237,217,198,415,
347,3283,239,176,415,
348,3154,226,181,407,
349,3065,212,178,390,
350,3126,246,191,437,
351,3177,239,196,435,
352,3217,228,173,401,
353,3140,242,158,400,
354,3196,248,198,446,
355,3192,228,174,402,
356,3336,239,192,431,
358,3123,214,169,383,
359,3150,217,174,391,
360,3306,232,200,432,
361,3293,264,178,442,
362,3124,216,171,387,
363,3202,233,190,423,
364,3070,224,176,400,
366,3226,252,175,427,
367,3192,249,179,428,
368,3241,241,176,417,
369,3336,220,216,436,
370,3226,206,193,399,
371,3194,218,186,404,
372,3170,258,164,422,
373,362,31,19,50,
374,23,1,1,2,
375,3239,236,193,429,
376,3211,247,200,447,
377,3111,206,180,386,
378,3285,238,177,415,
380,3299,260,181,441,
381,3196,245,167,412,
382,3177,226,211,437,
383,3215,237,193,430,
384,3249,261,172,433,
385,3236,250,174,424,
386,3121,243,158,401,
387,3266,226,216,442,
388,3239,256,196,452,
389,3319,217,187,404,
391,3269,228,189,417,
392,3278,259,200,459,
393,3213,228,196,424,
394,3298,260,198,458,
395,3223,264,179,443,
396,3237,220,196,416,
397,3268,238,171,409,
398,3231,213,179,392,
399,3183,232,174,406,
401,2865,209,160,369,
402,3170,226,192,418,
403,3130,231,181,412,
404,3275,221,194,415,
405,182,10,13,23,
406,3180,244,183,427,
407,3259,250,194,444,
408,3338,237,203,440,
409,3156,218,187,405,
410,3222,223,210,433,
411,3179,237,159,396,
412,3137,248,175,423,
413,311,15,22,37,
414,3313,226,223,449,
415,3179,201,179,380,
416,3211,216,194,410,
417,3188,228,192,420,
418,3254,226,182,408,
419,3131,231,157,388,
420,3245,227,187,414,
421,3120,238,172,410,
422,3144,231,192,423,
423,3185,235,176,411,
424,3217,259,181,440,
426,3203,215,172,387,
427,3301,214,171,385,
428,3299,223,182,405,
429,3235,236,194,430,
430,3186,238,159,397,
431,3259,248,207,455,
433,3171,218,193,411,
434,3079,209,175,384,
435,3242,221,191,412,
436,3251,244,168,412,
437,3272,228,206,434,
438,3227,255,191,446,
439,3217,221,190,411,
440,3199,250,193,443,
441,3234,250,180,430,
442,3208,252,191,443,
443,3125,231,177,408,
444,3216,222,201,423,
446,3270,237,223,460,
447,3191,221,170,391,
448,3148,241,196,437,
449,3039,236,159,395,
451,3069,243,170,413,
452,3287,247,169,416,
453,3307,248,159,407,
454,3264,229,195,424,
455,3274,266,176,442,
456,3144,213,175,388,
457,3247,249,196,445,
459,3246,231,147,378,
460,3093,211,197,408,
461,3099,233,177,410,
462,3224,257,193,450,
463,3220,215,163,378,
464,3279,236,178,414,
465,3121,223,162,385,
466,3186,209,187,396,
467,3230,239,191,430,
468,3201,228,188,416,
469,3235,235,171,406,
470,3196,236,172,408,
472,3149,242,177,419,
473,3284,228,211,439,
474,3229,231,181,412,
475,3206,261,182,443,
476,3146,198,180,378,
477,3218,212,212,424,
479,3309,234,191,425,
480,3195,242,162,404,
481,3181,211,191,402,
482,3284,258,175,433,
483,3324,268,173,441,
484,3214,224,192,416,
485,3294,233,176,409,
486,3330,234,203,437,
487,3098,220,187,407,
488,3182,241,177,418,
489,3226,214,189,403,
490,3356,248,175,423,
493,3254,239,172,411,
494,3289,255,169,424,
495,3294,235,210,445,
496,3165,226,161,387,
497,3196,244,183,427,
499,3349,249,189,438,
500,3250,251,203,454,
501,3231,223,188,411,
502,3272,246,199,445,
503,3189,247,181,428,
504,3203,234,188,422,
505,3302,220,190,410,
506,3315,240,197,437,
507,3253,229,179,408,
508,3226,232,173,405,
509,3132,243,190,433,
510,3172,233,166,399,
511,3286,229,184,413,
512,3224,240,167,407,
513,213,15,18,33,
514,3228,217,196,413,
515,3255,248,182,430,
516,3278,244,203,447,
517,3351,247,190,437,
518,3223,248,186,434,
519,3122,230,218,448,
520,3279,211,149,360,
521,3290,254,168,422,
523,3278,239,207,446,
524,3113,217,164,381,
525,3192,211,189,400,
526,3126,234,177,411,
527,3243,253,170,423,
528,3307,233,203,436,
529,3220,260,203,463,
530,3221,226,200,426,
531,3121,213,188,401,
532,3156,230,171,401,
533,3238,236,186,422,
534,3327,247,189,436,
535,3199,262,175,437,
536,3267,222,192,414,
537,3270,258,207,465,
538,3238,254,190,444,
539,3100,209,194,403,
540,3225,222,197,419,
541,3140,232,216,448,
542,3209,241,177,418,
543,3222,236,166,402,
544,3264,242,192,434,
545,3207,242,176,418,
546,3146,225,200,425,
547,3282,238,182,420,
548,3232,229,186,415,
549,3287,238,201,439,
550,3200,239,161,400,
551,3194,221,158,379,
552,129,8,10,18,
553,3223,226,191,417,
554,3234,218,177,395,
555,3378,248,212,460,
556,3071,243,185,428,
557,3213,223,242,465,
558,3201,243,163,406,
559,3194,229,166,395,
560,3242,251,189,440,
562,3115,217,185,402,
563,3099,219,161,380,
564,3101,248,169,417,
565,3135,214,173,387,
567,3284,245,184,429,
570,3182,234,185,419,
571,3202,248,177,425,
572,3067,251,167,418,
573,3156,221,195,416,
574,3265,235,204,439,
575,3265,252,198,450,
576,3198,208,172,380,
577,3268,231,167,398,
578,3173,238,193,431,
579,3164,222,202,424,
580,3240,280,174,454,
581,3293,255,152,407,
582,3201,239,173,412,
583,3257,253,180,433,
584,3181,237,177,414,
585,3116,250,193,443,
586,3193,205,203,408,
587,3223,230,180,410,
588,3243,255,184,439,
589,3129,224,176,400,
590,3121,235,181,416,
591,3164,219,181,400,
592,3078,253,159,412,
593,3109,230,151,381,
594,3109,240,190,430,
595,3286,246,196,442,
596,3256,233,172,405,
597,3191,215,162,377,
598,3082,229,153,382,
599,3209,241,163,404,
600,3181,223,190,413,
601,3278,213,198,411,
602,3206,216,180,396,
603,3215,231,172,403,
604,3308,250,197,447,
605,3221,227,188,415,
606,3269,254,169,423,
607,3194,234,162,396,
608,3129,241,189,430,
609,3253,254,190,444,
610,3149,222,180,402,
611,3198,218,189,407,
612,3154,237,180,417,
613,3196,237,200,437,
614,138,12,10,22,
615,3214,275,193,468,
616,3225,244,186,430,
617,3324,252,169,421,
618,3274,234,187,421,
619,3033,204,166,370,
620,3003,212,179,391,
621,3300,236,178,414,
622,3279,201,183,384,
623,3088,216,151,367,
624,3246,240,176,416,
625,3189,226,196,422,
626,3152,205,188,393,
627,3220,248,189,437,
628,3326,254,206,460,
629,3161,240,171,411,
630,3224,220,208,428,
631,3265,250,206,456,
632,3104,239,163,402,
633,3276,245,168,413,
634,329,32,19,51,
636,292,23,22,45,
637,224,9,12,21,
638,3177,241,176,417,
639,30,1,1,2,
640,3127,213,176,389,
641,3314,232,189,421,
642,3259,237,184,421,
644,3175,203,162,365,
645,3297,285,186,471,
646,3257,218,217,435,
647,3178,220,187,407,
648,3141,229,182,411,
650,86,8,3,11,
651,3131,238,160,398,
652,3209,235,181,416,
653,3296,254,168,422,
654,3024,242,164,406,
655,3170,204,172,376,
657,3175,226,176,402,
658,3142,237,171,408,
659,3191,205,171,376,
660,3208,233,162,395,
661,3316,232,192,424,
662,3329,257,198,455,
663,3331,245,172,417,
664,3266,249,186,435,
665,3070,220,185,405,
666,3176,219,183,402,
667,3212,234,177,411,
668,3192,229,200,429,
669,3227,255,146,401,
670,3181,239,204,443,
671,3342,238,173,411,
673,3138,215,178,393,
675,3068,201,196,397,
676,3240,233,172,405,
677,3242,253,169,422,
679,3248,231,174,405,
680,3193,218,213,431,
681,3268,236,191,427,
682,3244,237,171,408,
683,3255,225,184,409,
684,3235,244,182,426,
685,2548,187,135,322,
686,3198,236,184,420,
688,3242,242,199,441,
689,3264,237,179,416,
690,3293,253,199,452,
691,3241,253,184,437,
692,3245,218,184,402,
693,3174,226,177,403,
694,3306,260,211,471,
695,3280,242,176,418,
696,3283,215,172,387,
697,3263,220,188,408,
698,3190,259,181,440,
699,3345,236,193,429,
700,3172,217,206,423,
701,3247,255,171,426,
702,3306,247,190,437,
703,3177,258,187,445,
704,3210,221,174,395,
705,3232,227,163,390,
706,3177,239,173,412,
707,3229,225,181,406,
708,2394,181,113,294,
709,3204,231,192,423,
711,3226,222,194,416,
712,3243,227,188,415,
713,3251,261,187,448,
715,3207,220,194,414,
716,3162,230,171,401,
717,3213,248,197,445,
718,3211,223,202,425,
719,3241,265,148,413,
720,3157,210,197,407,
721,3304,229,182,411,
722,3197,248,186,434,
723,3243,217,166,383,
724,3317,230,202,432,
725,3164,188,188,376,
726,3197,237,177,414,
727,3225,238,183,421,
728,3250,230,165,395,
729,3191,228,191,419,
730,3270,242,186,428,
731,3133,222,177,399,
733,191,15,7,22,
734,3280,229,170,399,
735,3172,210,158,368,
736,3294,257,191,448,
737,3261,226,190,416,
738,466,28,26,54,
739,3123,237,200,437,
740,3263,246,179,425,
741,3273,233,194,427,
742,3283,255,174,429,
743,166,17,9,26,
744,3128,233,185,418,
745,3131,210,184,394,
746,3193,244,158,402,
747,3280,251,178,429,
748,3223,220,151,371,
749,3203,233,184,417,
750,3308,232,183,415,
751,3156,235,200,435,
752,3149,223,180,403,
753,3218,252,175,427,
755,3259,252,180,432,
756,3223,229,160,389,
757,3134,222,200,422,
758,3285,251,179,430,
759,3353,232,184,416,
760,3200,238,165,403,
761,3158,173,212,385,
762,3123,213,190,403,
763,3027,226,170,396,
764,3212,247,161,408,
765,73,9,5,14,
766,211,13,14,27,
767,3200,233,177,410,
768,3338,208,202,410,
770,3273,273,179,452,
771,3246,213,191,404,
772,3331,226,218,444,
773,3145,211,195,406,
774,3164,237,178,415,
775,35,2,2,4,
777,3266,231,198,429,
778,3250,223,205,428,
779,3243,240,176,416,
780,3229,209,200,409,
781,3209,230,162,392,
782,3164,218,181,399,
783,3152,232,183,415,
784,3296,258,188,446,
785,3247,234,167,401,
786,3273,256,168,424,
787,3214,228,182,410,
788,3278,240,166,406,
789,3119,216,167,383,
790,3205,218,183,401,
791,3262,243,198,441,
792,3243,221,197,418,
794,3169,204,174,378,
795,3299,226,189,415,
796,3264,219,196,415,
797,3122,266,182,448,
798,3187,230,181,411,
799,3123,233,179,412,
800,3208,234,162,396,
801,3244,233,173,406,
802,3198,239,184,423,
803,3081,234,168,402,
804,3191,220,195,415,
805,3187,216,196,412,
806,2483,172,147,319,
807,3253,241,203,444,
808,3134,219,192,411,
809,3382,224,175,399,
810,3170,226,191,417,
811,3115,205,158,363,
812,3266,216,183,399,
813,2644,184,139,323,
814,3238,192,176,368,
815,3176,215,188,403,
817,3229,265,192,457,
818,3196,237,202,439,
820,3072,221,163,384,
822,3205,231,206,437,
823,3263,223,206,429,
824,3185,238,164,402,
825,3208,222,204,426,
826,3090,217,164,381,
828,3250,256,200,456,
830,3163,217,177,394,
831,3196,240,172,412,
832,3315,261,179,440,
833,3157,232,166,398,
834,3238,249,211,460,
836,3320,256,182,438,
837,3254,241,184,425,
838,3264,234,176,410,
839,3146,211,191,402,
840,3204,242,221,463,
841,3180,266,174,440,
842,3147,196,183,379,
843,3097,231,187,418,
844,3222,241,163,404,
845,3162,260,138,398,
846,3199,219,191,410,
847,3217,213,174,387,
848,3122,197,208,405,
849,3166,217,179,396,
851,3160,225,196,421,
852,3200,233,194,427,
853,3233,221,184,405,
854,3172,228,184,412,
855,58,4,4,8,
856,3252,213,183,396,
857,3195,246,200,446,
858,3245,257,176,433,
859,3327,250,200,450,
860,3178,246,172,418,
861,3148,226,192,418,
862,3315,245,181,426,
863,3219,238,212,450,
864,3172,228,191,419,
865,3346,249,195,444,
866,3320,260,203,463,
867,3223,248,219,467,
868,3185,229,193,422,
869,3185,225,173,398,
870,3204,244,185,429,
871,3291,242,199,441,
872,3313,242,229,471,
873,3151,198,181,379,
875,3210,240,181,421,
876,3267,241,185,426,
877,3219,249,175,424,
878,3344,237,193,430,
879,3255,229,186,415,
881,3272,221,218,439,
882,3348,252,193,445,
883,3258,242,162,404,
884,3167,218,167,385,
886,3185,214,217,431,
887,3061,226,176,402,
888,3184,242,206,448,
889,3182,228,188,416,
890,3259,228,208,436,
891,3097,219,162,381,
892,3123,258,173,431,
893,3206,249,176,425,
894,3191,219,186,405,
895,3273,214,202,416,
896,3172,246,185,431,
897,3186,252,185,437,
898,3273,238,170,408,
899,3334,253,198,451,
900,3260,207,203,410,
901,3245,266,219,485,
902,3173,230,189,419,
903,3226,229,159,388,
904,3146,233,192,425,
905,390,36,26,62,
906,3253,243,196,439,
907,3339,241,180,421,
908,3224,209,194,403,
909,3245,228,179,407,
911,146,9,7,16,
913,3176,211,161,372,
914,3175,208,191,399,
915,3195,227,186,413,
916,3208,224,180,404,
917,3179,232,176,408,
918,3350,223,191,414,
919,3250,217,189,406,
920,3306,266,178,444,
921,3180,231,181,412,
922,3236,260,194,454,
923,3199,231,195,426,
924,3174,240,201,441,
925,253,18,13,31,
926,3180,247,166,413,
927,174,11,9,20,
928,3205,226,173,399,
929,3247,226,186,412,
930,3286,248,196,444,
932,3232,224,198,422,
933,3256,233,171,404,
934,3202,223,188,411,
935,3292,238,188,426,
936,3174,215,195,410,
937,3206,218,188,406,
938,3362,240,210,450,
940,2425,152,130,282,
941,3187,241,172,413,
942,3042,233,166,399,
943,3344,251,191,442,
944,3200,214,171,385,
945,3195,225,175,400,
946,3161,215,201,416,
948,3126,228,174,402,
949,3247,244,180,424,
950,3246,228,187,415,
951,3210,240,204,444,
952,3205,229,167,396,
953,3194,249,157,406,
954,3160,245,186,431,
955,3104,211,185,396,
956,3323,230,186,416,
957,3153,234,182,416,
958,3279,231,188,419,
959,3335,250,192,442,
960,3078,214,182,396,
961,3337,268,179,447,
962,3289,215,192,407,
963,3350,227,189,416,
964,3163,260,169,429,
965,3132,220,157,377,
966,3281,240,190,430,
967,3272,265,186,451,
968,3210,273,165,438,
969,3258,230,190,420,
970,2750,192,161,353,
971,3078,213,185,398,
972,90,6,6,12,
973,3095,214,169,383,
974,3286,252,195,447,
975,3127,226,175,401,
976,3210,229,181,410,
977,3242,210,202,412,
978,3212,224,183,407,
979,3174,225,193,418,
980,3242,245,201,446,
981,3220,210,208,418,
982,3214,228,179,407,
983,3226,228,202,430,
985,3184,249,158,407,
986,3279,245,166,411,
987,3273,213,210,423,
988,3165,257,153,410,
989,425,28,31,59,
991,3197,230,197,427,
992,3140,240,196,436,
993,3207,233,192,425,
994,3305,233,195,428,
995,3154,197,198,395,
996,3271,230,189,419,
997,3150,249,165,414,
998,3262,228,211,439,
1000,3209,208,188,396,
1001,3282,200,191,391,
1002,3282,240,212,452,
1003,2870,197,152,349,
1004,3322,241,184,425,
1005,3147,213,150,363,
1006,3251,220,173,393,
1007,3334,245,184,429,
1008,3217,233,176,409,
1010,3139,224,176,400,
1012,3141,263,158,421,
1013,3190,226,185,411,
1014,3260,266,196,462,
1015,3182,222,172,394,
1016,3154,222,175,397,
1017,3211,237,171,408,
1018,3226,222,185,407,
1020,3186,215,177,392,
1021,3199,242,183,425,
1022,3214,261,197,458,
1023,3225,207,186,393,
1024,3142,232,185,417,
1025,3263,252,206,458,
1026,3264,227,176,403,
1027,3240,219,195,414,
1028,3197,237,180,417,
1029,3175,239,181,420,
1030,3172,238,183,421,
1031,3286,244,176,420,
1032,3233,209,178,387,
1033,3145,220,191,411,
1034,3189,216,190,406,
1035,3231,237,176,413,
1036,279,18,25,43,
1037,3136,230,171,401,
1038,3178,198,199,397,
1039,3155,254,166,420,
1040,3193,238,184,422,
1044,3154,216,182,398,
1045,3204,223,167,390,
1046,3239,236,177,413,
1047,3257,226,188,414,
1048,3240,243,167,410,
1049,3271,211,203,414,
1050,3130,218,190,408,
1051,3263,235,180,415,
1052,2612,179,125,304,
1054,3236,259,182,441,
1055,3236,224,189,413,
1056,3127,206,207,413,
1058,3197,219,162,381,
1059,3271,246,171,417,
1060,3187,226,204,430,
1061,3156,211,163,374,
1062,3214,250,202,452,
1063,3219,220,196,416,
1064,3110,250,164,414,
1065,3289,265,169,434,
1066,3258,216,175,391,
1067,199,17,14,31,
1068,3146,229,175,404,
1069,3220,220,188,408,
1070,3217,235,155,390,
1071,3175,227,179,406,
1072,3267,232,201,433,
1073,3200,245,183,428,
1074,3231,249,195,444,
1075,3119,189,199,388,
1076,3226,260,188,448,
1077,3208,236,172,408,
1078,3138,221,168,389,
1079,3239,262,190,452,
1080,3200,244,191,435,
1081,3095,247,152,399,
1082,3225,213,180,393,
1083,3247,220,193,413,
1084,3254,208,191,399,
1085,3257,207,195,402,
1086,3336,224,205,429,
1088,3234,245,173,418,
1089,3189,241,169,410,
1090,3287,233,183,416,
1091,3209,215,208,423,
1092,3221,231,197,428,
1094,3142,257,155,412,
1095,3147,214,162,376,
1096,3089,224,184,408,
1097,3346,225,205,430,
1098,3205,290,172,462,
1099,3244,208,204,412,
1100,3215,239,180,419,
1101,3203,238,186,424,
1103,3267,242,215,457,
1105,3290,250,195,445,
1106,3246,233,184,417,
1107,3064,199,198,397,
1108,3259,229,194,423,
1109,3176,263,167,430,
1110,3280,231,194,425,
1111,3269,248,202,450,
1112,3181,208,190,398,
1113,3219,242,180,422,
1114,3185,221,201,422,
1115,3266,239,188,427,
1116,3224,232,169,401,
1117,3257,253,177,430,
1118,3226,251,200,451,
1120,3326,222,198,420,
1121,3310,248,193,441,
1122,3272,260,203,463,
1123,3327,246,207,453,
1124,3209,218,164,382,
1125,3216,234,192,426,
1126,3256,229,202,431,
1127,3156,232,191,423,
1128,3183,249,188,437,
1129,3313,253,202,455,
1130,3241,219,184,403,
1131,3194,204,188,392,
1132,3080,206,175,381,
1133,3365,264,192,456,
1134,3322,230,203,433,
1135,3259,238,175,413,
1136,3289,230,183,413,
1138,3258,243,179,422,
1139,3072,230,185,415,
1140,3210,234,168,402,
1141,3099,225,173,398,
1142,3087,205,156,361,
1143,3224,230,178,408,
1144,2663,194,152,346,
1145,3259,249,179,428,
1146,3250,222,192,414,
1147,3228,241,185,426,
1148,3186,204,195,399,
1149,3140,227,180,407,
1150,3188,212,171,383,
1151,3172,225,203,428,
1152,3231,230,194,424,
1153,3087,226,179,405,
1154,3379,259,193,452,
1155,526,34,30,64,
1156,3428,270,184,454,
1157,3079,231,192,423,
1158,3177,238,163,401,
1159,3271,241,182,423,
1160,3163,225,173,398,
1161,3302,255,202,457,
1162,3228,225,198,423,
1163,3338,214,199,413,
1164,3340,232,188,420,
1165,3273,230,207,437,
1166,3253,232,197,429,
1167,3325,241,192,433,
1168,3183,241,175,416,
1169,3266,250,175,425,
1170,3102,230,183,413,
1171,3206,229,200,429,
1172,3246,225,191,416,
1173,3190,229,162,391,
1174,3088,223,145,368,
1175,3322,233,187,420,
1176,3233,219,165,384,
1177,3251,236,216,452,
1178,48,3,5,8,
1179,3186,250,180,430,
1180,3201,228,178,406,
1181,3180,217,167,384,
1182,3232,236,178,414,
1183,3231,205,175,380,
1185,2510,180,115,295,
1186,3201,198,209,407,
1187,3208,246,201,447,
1188,3227,226,189,415,
1189,3252,268,190,458,
1190,3210,235,191,426,
1191,3237,231,217,448,
1192,3179,250,168,418,
1193,3192,194,195,389,
1194,3180,268,167,435,
1195,3287,255,178,433,
1196,3259,211,179,390,
1197,3160,234,169,403,
1198,3288,253,178,431,
1200,3195,223,175,398,
1201,3185,218,177,395,
1202,3234,228,194,422,
1203,3148,214,183,397,
1204,3158,235,180,415,
1205,3208,251,170,421,
1206,3241,219,184,403,
1207,3289,237,189,426,
1208,3301,237,199,436,
1209,3162,230,175,405,
1211,3248,245,183,428,
1212,3255,224,182,406,
1213,3214,217,188,405,
1214,3183,248,192,440,
1215,3200,239,163,402,
1216,3176,221,173,394,
1219,3171,229,179,408,
1221,3154,221,181,402,
1222,72,8,4,12,
1223,3207,216,171,387,
1224,3296,228,198,426,
1225,3227,230,191,421,
1226,3114,216,176,392,
1228,3165,227,177,404,
1229,3195,241,180,421,
1230,3172,267,171,438,
1231,57,4,3,7,
1232,3202,243,176,419,
1233,3146,231,187,418,
1234,3230,275,198,473,
1235,3197,245,168,413,
1236,3166,238,193,431,
1237,3266,224,183,407,
1238,3309,259,163,422,
1239,3157,234,172,406,
1240,3272,225,166,391,
1241,3177,217,183,400,
1242,3170,188,203,391,
1243,3041,237,199,436,
1245,3183,215,192,407,
1246,3252,210,193,403,
