eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,nucleusRecoilEnergy,timeOfFlight,detector,
554300,390,17,25,0,1,0,0,0,80.6183,A3,
556130,373,19,23,0,1,0,0,0,79.4212,A3,
556496,386,19,28,0,1,0,0,0,89.6188,A2,
556989,549,33,38,0,1,0,0,0,79.1768,A4,
558058,473,35,41,0,1,0,0,0,77.9265,A4,
558207,1078,59,69,0,1,0,0,0,81.6282,A7,
559802,398,24,31,0,1,0,0,0,76.4506,A3,
560274,381,17,20,0,1,0,0,0,79.9144,A3,
560695,430,30,33,0,1,0,0,0,89.7285,A2,
562937,588,37,52,0,1,0,0,0,77.9499,A4,
563266,388,21,28,0,1,0,0,0,91.4777,A2,
563694,585,29,38,0,1,0,0,0,78.9934,A4,
563795,721,43,50,0,1,0,0,0,81.4204,A5,
564384,436,28,29,0,1,0,0,0,76.8941,A3,
566802,401,13,20,0,1,0,0,0,78.4894,A3,
566941,773,53,53,0,1,0,0,0,77.6822,A5,
567588,547,27,43,0,2,0,0,0,78.8878,A3,
569049,300,18,27,0,1,0,0,0,148.5,A1,
570742,396,20,36,0,1,0,0,0,76.5653,A3,
571047,413,30,30,0,1,0,0,0,90.373,A2,
571952,932,45,68,0,1,0,0,0,82.5277,A6,
573916,462,29,40,0,2,0,0,0,78.2348,A3,
574381,206,7,14,0,1,0,0,0,149.814,A0,
575428,377,26,23,0,1,0,0,0,78.3395,A3,
577424,597,36,40,0,2,0,0,0,92.2277,A2,
580710,362,21,27,0,1,0,0,0,91.763,A2,
581080,1259,74,90,0,2,0,0,0,80.2939,A7,
581166,1052,58,74,0,1,0,0,0,79.4518,A7,
582234,269,19,18,0,1,0,0,0,154.911,A1,
582258,637,34,38,0,1,0,0,0,77.6261,A4,
582777,320,26,14,0,1,0,0,0,91.7468,A2,
583426,1134,56,95,0,2,0,0,0,79.0565,A6,
584980,370,21,23,0,1,0,0,0,90.65,A2,
585439,470,29,34,0,1,0,0,0,76.3553,A3,
585503,749,46,46,0,1,0,0,0,80.0649,A5,
585785,637,34,48,0,1,0,0,0,79.0118,A4,
587735,241,13,14,0,1,0,0,0,149.965,A1,
589424,355,22,31,0,1,0,0,0,90.2866,A2,
590484,523,31,46,0,1,0,0,0,80.6904,A5,
591460,217,10,16,0,1,0,0,0,78.9845,A4,
591724,574,36,39,0,1,0,0,0,79.1331,A4,
592255,1279,97,93,0,2,0,0,0,78.6101,A3,
592609,769,50,58,0,1,0,0,0,77.9081,A5,
592774,795,55,53,0,1,0,0,0,81.6984,A5,
593773,467,20,40,0,3,0,0,0,80.3557,A3,
593956,740,40,53,0,1,0,0,0,80.7584,A5,
595214,957,54,80,0,1,0,0,0,80.7758,A6,
597534,238,18,15,0,2,0,0,0,151.043,A1,
600055,782,48,53,0,1,0,0,0,78.2505,A5,
600259,369,26,23,0,1,0,0,0,89.0181,A2,
600285,217,18,15,0,1,0,0,0,148.111,A0,
600936,703,38,50,0,1,0,0,0,81.8823,A4,
603745,412,22,32,0,1,0,0,0,80.6074,A3,
604198,409,21,30,0,1,0,0,0,76.4103,A3,
606817,400,23,32,0,1,0,0,0,76.7877,A3,
607276,229,15,14,0,1,0,0,0,79.2272,A3,
608762,774,47,54,0,1,0,0,0,78.587,A5,
608943,1038,55,75,0,1,0,0,0,83.7155,A7,
609896,1653,108,112,0,2,0,0,0,83.3037,A7,
611106,1402,80,93,0,2,0,0,0,82.3269,A7,
611527,629,29,46,0,1,0,0,0,79.2304,A4,
612584,379,19,32,0,1,0,0,0,79.5221,A3,
613790,781,41,43,0,2,0,0,0,81.9313,A5,
614669,345,18,19,0,1,0,0,0,79.6534,A3,
615878,372,25,28,0,1,0,0,0,92.6839,A2,
615953,377,18,32,0,1,0,0,0,91.9157,A2,
616097,171,10,10,0,1,0,0,0,147.735,A0,
616257,413,25,26,0,1,0,0,0,79.6909,A3,
617209,356,20,24,0,1,0,0,0,91.0945,A2,
618479,539,24,48,0,1,0,0,0,81.2447,A4,
618687,343,18,25,0,1,0,0,0,79.7017,A4,
618956,747,56,61,0,1,0,0,0,81.0949,A5,
624020,158,9,8,0,1,0,0,0,151.72,A0,
625087,202,10,12,0,1,0,0,0,150.671,A0,
625187,333,24,22,0,1,0,0,0,89.7641,A2,
625274,1278,76,73,0,2,0,0,0,81.281,A5,
627987,328,23,21,0,1,0,0,0,92.5099,A2,
628009,1040,68,70,0,1,0,0,0,81.0427,A7,
629204,633,41,31,0,1,0,0,0,78.6204,A4,
629216,347,18,25,0,1,0,0,0,88.6246,A2,
629366,994,50,67,0,1,0,0,0,83.7849,A7,
629685,362,19,20,0,1,0,0,0,91.0912,A2,
630889,170,12,6,0,1,0,0,0,153.23,A0,
633710,346,30,18,0,1,0,0,0,76.1175,A3,
634110,308,20,17,0,2,0,0,0,151.841,A0,
637049,413,20,32,0,1,0,0,0,77.8597,A3,
638291,986,50,82,0,2,0,0,0,93.3116,A2,
638336,1335,89,107,0,2,0,0,0,82.3373,A7,
639250,549,29,39,0,2,0,0,0,148.037,A1,
639421,1421,92,111,0,3,0,0,0,82.5477,A7,
639611,429,25,25,0,1,0,0,0,76.0219,A3,
639915,392,20,28,0,1,0,0,0,77.0717,A3,
640717,354,24,17,0,1,0,0,0,88.8748,A2,
641416,1053,54,88,0,1,0,0,0,82.4999,A7,
641524,323,17,18,0,1,0,0,0,149.535,A1,
643887,323,18,22,0,1,0,0,0,147.447,A1,
644564,747,41,46,0,1,0,0,0,81.1456,A5,
645343,989,48,85,0,1,0,0,0,78.1619,A6,
646123,190,11,12,0,1,0,0,0,153.711,A0,
646648,368,26,29,0,1,0,0,0,79.7164,A3,
646713,395,22,33,0,1,0,0,0,79.2583,A3,
648645,316,14,13,0,1,0,0,0,93.3839,A2,
649728,441,24,28,0,1,0,0,0,89.6901,A2,
649795,1021,61,70,0,1,0,0,0,79.5952,A7,
650479,774,47,58,0,1,0,0,0,81.5663,A5,
650711,433,25,24,0,1,0,0,0,80.0278,A3,
651440,161,7,14,0,1,0,0,0,149.984,A0,
653093,349,21,16,0,1,0,0,0,90.0541,A2,
654175,373,20,27,0,1,0,0,0,92.6233,A2,
654622,501,32,41,0,1,0,0,0,81.8561,A4,
655016,999,54,74,0,1,0,0,0,83.1182,A7,
655194,413,27,23,0,1,0,0,0,77.2753,A3,
655409,162,7,14,0,1,0,0,0,153.352,A0,
656424,410,31,26,0,1,0,0,0,79.3037,A3,
656638,479,45,28,0,1,0,0,0,76.8166,A3,
659512,430,20,32,0,1,0,0,0,79.8668,A3,
659718,409,20,39,0,1,0,0,0,77.9455,A3,
660367,402,23,25,0,1,0,0,0,77.0199,A3,
662218,427,21,31,0,1,0,0,0,91.1004,A2,
662774,364,22,24,0,1,0,0,0,80.5588,A3,
662861,1642,109,106,0,3,0,0,0,82.3216,A6,
663249,559,27,33,0,1,0,0,0,78.0083,A4,
663273,551,28,40,0,1,0,0,0,78.9473,A4,
663663,387,26,17,0,1,0,0,0,77.3597,A3,
664103,386,23,36,0,1,0,0,0,80.7226,A3,
666750,380,22,31,0,1,0,0,0,89.0894,A2,
667632,1017,51,59,0,2,0,0,0,79.8016,A6,
668309,999,64,54,0,1,0,0,0,81.5589,A6,
668754,359,20,27,0,1,0,0,0,155.742,A1,
668817,587,29,38,0,1,0,0,0,79.5581,A4,
669919,381,24,27,0,1,0,0,0,79.3913,A3,
670078,1031,47,77,0,1,0,0,0,78.5615,A6,
670138,922,67,69,0,1,0,0,0,82.9204,A6,
671027,610,36,44,0,1,0,0,0,79.9443,A4,
671535,1088,50,74,0,2,0,0,0,82.1253,A6,
672003,171,14,15,0,1,0,0,0,147.822,A0,
672755,455,26,33,0,1,0,0,0,78.5765,A3,
674340,443,25,19,0,1,0,0,0,78.6039,A3,
674977,400,15,39,0,1,0,0,0,78.3452,A3,
675961,769,37,62,0,1,0,0,0,79.6484,A5,
676810,190,12,17,0,1,0,0,0,149.503,A0,
677631,583,33,41,0,1,0,0,0,77.2481,A4,
681294,1107,65,85,0,1,0,0,0,79.4711,A7,
681641,317,19,18,0,1,0,0,0,92.8304,A2,
683363,598,41,52,0,1,0,0,0,77.2953,A4,
685668,944,61,72,0,1,0,0,0,80.5613,A6,
686332,305,13,19,0,1,0,0,0,149.089,A1,
686877,963,59,68,0,1,0,0,0,79.7408,A7,
689696,945,51,55,0,3,0,0,0,91.1433,A2,
691561,351,15,20,0,1,0,0,0,88.7408,A2,
692340,144,6,11,0,1,0,0,0,149.984,A0,
692792,195,12,13,0,1,0,0,0,79.6427,A4,
692957,746,40,53,0,1,0,0,0,80.7249,A5,
693604,400,22,18,0,1,0,0,0,90.503,A2,
693697,399,24,34,0,1,0,0,0,79.1728,A3,
694710,973,57,72,0,1,0,0,0,81.2393,A6,
695108,441,27,20,0,1,0,0,0,76.307,A3,
696378,454,33,25,0,1,0,0,0,78.1506,A3,
696431,1043,53,77,0,1,0,0,0,81.3723,A7,
697098,827,59,51,0,1,0,0,0,81.9212,A5,
697099,343,20,27,0,1,0,0,0,80.7395,A3,
697613,372,15,25,0,1,0,0,0,91.7485,A2,
698156,996,61,74,0,2,0,0,0,80.3941,A4,
704663,996,61,78,0,1,0,0,0,82.604,A7,
704727,1131,80,74,0,1,0,0,0,82.0876,A7,
707965,299,20,25,0,1,0,0,0,150.453,A1,
708092,190,7,11,0,1,0,0,0,153.965,A0,
708560,1339,86,92,0,2,0,0,0,79.8542,A7,
708561,1109,78,76,0,1,0,0,0,79.1231,A7,
709819,160,8,16,0,1,0,0,0,152.317,A0,
710223,401,22,21,0,1,0,0,0,76.1345,A3,
710258,1333,59,98,0,2,0,0,0,83.3482,A7,
711915,286,19,25,0,1,0,0,0,151.861,A1,
712005,161,4,15,0,1,0,0,0,151.051,A0,
712107,1048,48,70,0,1,0,0,0,83.8734,A7,
713091,907,46,60,0,2,0,0,0,80.2398,A4,
716340,717,51,58,0,1,0,0,0,78.7854,A5,
716705,791,53,66,0,1,0,0,0,80.554,A5,
716836,1073,59,74,0,2,0,0,0,80.0789,A6,
716897,404,20,23,0,1,0,0,0,152.218,A1,
719423,429,30,28,0,1,0,0,0,90.0446,A2,
722412,117,4,12,0,1,0,0,0,148.077,A0,
724521,417,23,32,0,1,0,0,0,80.9475,A3,
725468,371,24,16,0,1,0,0,0,92.5415,A2,
726564,308,18,26,0,1,0,0,0,148.473,A1,
729720,410,28,34,0,1,0,0,0,76.9703,A3,
730507,1037,59,64,0,1,0,0,0,80.5637,A7,
734253,475,24,28,0,2,0,0,0,89.6088,A2,
735244,190,13,9,0,1,0,0,0,146.529,A0,
738020,1173,71,79,0,3,0,0,0,153.73,A0,
738638,289,21,24,0,1,0,0,0,147.179,A1,
738653,305,16,20,0,1,0,0,0,149.91,A1,
739019,674,44,42,0,2,0,0,0,92.2714,A2,
741632,222,19,18,0,1,0,0,0,77.0201,A3,
745087,1085,50,66,0,1,0,0,0,81.1625,A7,
745358,450,26,33,0,1,0,0,0,79.0199,A3,
745806,391,25,30,0,1,0,0,0,93.3607,A2,
747170,272,12,23,0,1,0,0,0,149.259,A1,
747730,378,22,29,0,1,0,0,0,88.3444,A2,
750227,295,15,24,0,1,0,0,0,148.838,A1,
750316,421,22,28,0,1,0,0,0,78.2712,A5,
751061,1267,71,86,0,2,0,0,0,81.8219,A7,
751209,1096,59,103,0,1,0,0,0,80.0007,A7,
751871,823,50,61,0,1,0,0,0,79.0927,A5,
759299,567,30,47,0,2,0,0,0,77.3428,A4,
761056,327,21,26,0,1,0,0,0,92.4358,A2,
762228,121,3,11,0,1,0,0,0,93.0569,A2,
763710,1015,63,66,0,1,0,0,0,81.629,A6,
764023,612,39,43,0,2,0,0,0,91.5062,A2,
764529,394,17,39,0,1,0,0,0,79.7291,A3,
764840,834,56,49,0,1,0,0,0,77.0214,A5,
765425,382,21,28,0,1,0,0,0,79.1463,A3,
766024,152,10,17,0,1,0,0,0,149.801,A0,
766109,595,33,31,0,1,0,0,0,79.3546,A4,
766646,275,18,19,0,1,0,0,0,153.46,A1,
767845,406,13,34,0,1,0,0,0,76.1199,A3,
769165,377,14,25,0,1,0,0,0,90.6461,A2,
769510,389,19,27,0,1,0,0,0,79.2547,A3,
772709,952,49,69,0,1,0,0,0,79.4196,A6,
772779,370,24,27,0,1,0,0,0,90.0466,A2,
773314,409,17,43,0,1,0,0,0,77.5103,A3,
774434,279,18,10,0,1,0,0,0,93.1745,A2,
774825,887,39,51,0,1,0,0,0,81.9577,A5,
778448,186,6,15,0,1,0,0,0,147.449,A0,
779332,741,42,57,0,1,0,0,0,80.6545,A5,
782089,212,13,17,0,1,0,0,0,146.711,A0,
782635,655,29,57,0,1,0,0,0,81.2977,A4,
783409,848,46,60,0,2,0,0,0,81.1888,A4,
784979,1107,52,85,0,2,0,0,0,81.9041,A6,
785424,1057,50,77,0,1,0,0,0,80.7368,A7,
786038,574,21,48,0,1,0,0,0,78.6398,A4,
786409,610,32,47,0,1,0,0,0,78.4565,A4,
787671,379,19,37,0,1,0,0,0,80.2709,A3,
787964,480,23,37,0,2,0,0,0,89.2147,A2,
790414,443,24,39,0,1,0,0,0,90.6246,A2,
794296,469,26,48,0,1,0,0,0,78.1169,A3,
795231,1067,56,79,0,1,0,0,0,81.478,A7,
795473,2025,107,148,0,3,0,0,0,82.0457,A7,
797829,374,24,18,0,1,0,0,0,80.8614,A3,
798775,1150,70,104,0,2,0,0,0,79.97,A4,
799808,635,34,35,0,1,0,0,0,79.3733,A4,
802270,212,15,16,0,1,0,0,0,148.736,A0,
803725,403,16,27,0,1,0,0,0,76.0091,A3,
804985,612,27,53,0,1,0,0,0,79.9094,A4,
809734,417,28,26,0,1,0,0,0,76.322,A3,
811607,366,16,27,0,1,0,0,0,91.9728,A2,
812813,1564,96,109,0,2,0,0,0,82.4404,A7,
813032,344,19,19,0,1,0,0,0,92.851,A2,
813267,155,4,11,0,1,0,0,0,149.11,A0,
815212,319,13,24,0,1,0,0,0,148.166,A1,
816057,254,13,20,0,1,0,0,0,152.82,A0,
817239,391,23,29,0,1,0,0,0,90.2672,A2,
817501,399,20,22,0,1,0,0,0,88.7778,A2,
817537,612,36,49,0,2,0,0,0,78.8662,A3,
819061,1120,74,89,0,1,0,0,0,82.5412,A7,
819593,967,50,87,0,1,0,0,0,81.7522,A6,
819686,1126,70,72,0,1,0,0,0,79.6969,A3,
821887,971,57,65,0,1,0,0,0,79.7676,A6,
822042,441,16,27,0,1,0,0,0,78.2197,A5,
824148,1235,72,90,0,2,0,0,0,151.828,A1,
824955,1015,49,83,0,1,0,0,0,78.6763,A6,
826126,368,28,34,0,1,0,0,0,91.3415,A2,
827446,426,32,27,0,1,0,0,0,79.2615,A3,
827466,404,18,25,0,1,0,0,0,79.0465,A3,
827919,804,47,62,0,1,0,0,0,82.184,A6,
828276,1095,44,75,0,1,0,0,0,80.2821,A7,
828358,771,30,53,0,1,0,0,0,78.4125,A5,
828668,1054,65,75,0,1,0,0,0,82.4649,A7,
832305,416,27,28,0,1,0,0,0,79.5583,A3,
833849,433,38,24,0,1,0,0,0,76.0234,A3,
835093,366,20,21,0,1,0,0,0,91.2831,A2,
835896,986,54,66,0,1,0,0,0,82.8994,A7,
836487,787,40,53,0,1,0,0,0,78.4764,A5,
836768,584,28,42,0,1,0,0,0,80.249,A4,
836916,1116,69,84,0,1,0,0,0,83.855,A7,
838013,760,49,58,0,2,0,0,0,79.6438,A3,
838501,1112,59,63,0,1,0,0,0,80.3239,A6,
840355,386,19,31,0,1,0,0,0,76.6636,A3,
840470,1077,63,75,0,1,0,0,0,79.021,A7,
840590,321,17,34,0,2,0,0,0,78.6075,A3,
843892,989,55,68,0,1,0,0,0,79.9408,A6,
846447,400,28,34,0,1,0,0,0,89.8909,A2,
849800,612,31,38,0,1,0,0,0,79.909,A4,
852353,318,20,24,0,1,0,0,0,148.496,A1,
852892,980,48,77,0,2,0,0,0,82.7785,A6,
853158,949,52,77,0,1,0,0,0,82.8359,A6,
855984,315,18,20,0,1,0,0,0,151.4,A1,
856246,1263,68,90,0,2,0,0,0,81.3655,A7,
856826,1030,59,86,0,1,0,0,0,81.632,A7,
857417,405,19,34,0,1,0,0,0,89.7465,A2,
857753,265,15,18,0,1,0,0,0,151.713,A1,
858506,859,46,65,0,2,0,0,0,77.9926,A5,
861141,648,29,56,0,1,0,0,0,77.5938,A4,
861334,396,16,17,0,1,0,0,0,77.7428,A3,
861535,1092,58,81,0,1,0,0,0,80.3388,A7,
861891,461,25,36,0,1,0,0,0,77.353,A3,
866635,471,28,30,0,1,0,0,0,88.0912,A2,
867992,1072,53,90,0,1,0,0,0,81.1928,A7,
868867,587,36,46,0,1,0,0,0,77.666,A4,
869973,403,25,26,0,1,0,0,0,78.043,A3,
870870,597,36,48,0,1,0,0,0,79.7258,A4,
873760,1196,71,94,0,2,0,0,0,80.2449,A4,
874666,998,73,88,0,1,0,0,0,82.2158,A6,
875274,325,17,17,0,1,0,0,0,147.055,A1,
875560,281,17,23,0,1,0,0,0,150.993,A1,
876741,674,37,57,0,1,0,0,0,77.8996,A4,
878663,1134,50,78,0,1,0,0,0,80.3014,A7,
880453,427,27,41,0,1,0,0,0,80.318,A3,
883707,357,26,24,0,1,0,0,0,90.1592,A2,
884349,274,20,20,0,1,0,0,0,147.452,A1,
885062,1622,94,101,0,2,0,0,0,80.4941,A5,
888049,208,10,12,0,1,0,0,0,146.416,A0,
888807,1089,51,78,0,1,0,0,0,82.8772,A7,
888899,776,51,61,0,1,0,0,0,78.5727,A5,
891573,272,19,15,0,1,0,0,0,152.753,A1,
892033,326,26,24,0,1,0,0,0,152.363,A1,
894719,930,62,68,0,2,0,0,0,90.1293,A2,
896562,324,10,24,0,1,0,0,0,80.1443,A3,
896576,305,16,17,0,1,0,0,0,79.5463,A5,
896870,176,10,12,0,1,0,0,0,150.534,A0,
897126,288,23,18,0,1,0,0,0,153.985,A1,
897650,1133,63,85,0,1,0,0,0,79.0892,A7,
898744,390,23,31,0,1,0,0,0,77.3881,A3,
899280,1602,86,111,0,3,0,0,0,82.5989,A6,
901796,1127,61,89,0,1,0,0,0,79.1355,A7,
902882,343,16,31,0,1,0,0,0,149.615,A1,
904470,404,26,21,0,1,0,0,0,79.2363,A3,
905352,1425,80,127,0,2,0,0,0,82.6576,A7,
908611,386,20,27,0,1,0,0,0,78.7764,A3,
909064,757,43,55,0,1,0,0,0,77.0243,A5,
911106,1106,57,97,0,1,0,0,0,80.7549,A7,
911587,285,18,10,0,1,0,0,0,91.6743,A2,
912794,365,30,16,0,1,0,0,0,77.2145,A3,
914490,374,25,21,0,1,0,0,0,92.9746,A2,
915379,998,51,67,0,1,0,0,0,79.8937,A6,
915936,1791,100,141,0,2,0,0,0,81.2891,A7,
916032,583,29,58,0,1,0,0,0,78.611,A4,
916340,845,53,52,0,2,0,0,0,80.3826,A5,
917667,1221,83,84,0,1,0,0,0,80.7728,A7,
918188,745,48,52,0,3,0,0,0,80.6984,A5,
921398,570,32,38,0,1,0,0,0,79.0059,A4,
921942,275,18,20,0,1,0,0,0,155.313,A1,
926420,325,21,30,0,1,0,0,0,89.8573,A2,
927033,320,20,18,0,1,0,0,0,93.4117,A2,
927590,268,11,29,0,1,0,0,0,148.113,A0,
928754,878,39,71,0,2,0,0,0,152.846,A1,
929286,329,19,25,0,1,0,0,0,92.2653,A2,
929379,954,49,60,0,2,0,0,0,80.5891,A5,
929889,453,24,31,0,1,0,0,0,79.5497,A3,
931235,302,16,26,0,1,0,0,0,155.254,A1,
934182,745,35,53,0,1,0,0,0,78.7163,A6,
934487,794,52,52,0,1,0,0,0,77.6679,A5,
936835,183,14,16,0,1,0,0,0,152.646,A0,
937253,772,41,66,0,1,0,0,0,78.7634,A5,
938301,1014,39,77,0,1,0,0,0,82.3173,A7,
938384,177,2,11,0,1,0,0,0,150.741,A0,
938513,1117,68,86,0,1,0,0,0,79.3774,A6,
939059,176,7,17,0,1,0,0,0,149.506,A0,
939181,1059,53,74,0,1,0,0,0,80.8655,A6,
939494,991,57,82,0,1,0,0,0,78.4679,A6,
940600,331,18,24,0,1,0,0,0,91.0902,A2,
940740,365,17,32,0,1,0,0,0,90.7092,A2,
943791,314,21,24,0,1,0,0,0,92.0289,A2,
944470,171,14,10,0,1,0,0,0,149.693,A0,
945451,275,16,15,0,1,0,0,0,152.02,A1,
947160,962,48,84,0,2,0,0,0,77.9628,A5,
947732,397,18,27,0,1,0,0,0,80.9264,A3,
948464,356,25,21,0,1,0,0,0,80.6802,A3,
948533,1068,64,81,0,1,0,0,0,81.3516,A7,
949177,1125,66,80,0,1,0,0,0,81.3352,A7,
951643,300,16,22,0,1,0,0,0,147.896,A1,
952020,75,3,7,0,1,0,0,0,78.3419,A3,
952972,1133,70,78,0,1,0,0,0,80.1907,A7,
959493,985,54,62,0,1,0,0,0,79.4,A6,
961681,1122,56,93,0,2,0,0,0,80.8237,A6,
962490,368,22,35,0,1,0,0,0,80.6992,A5,
963306,389,22,24,0,1,0,0,0,89.5639,A2,
963529,371,19,32,0,2,0,0,0,153.93,A0,
964108,220,13,20,0,1,0,0,0,151.315,A1,
964160,258,16,15,0,2,0,0,0,152.586,A1,
964523,1079,68,78,0,1,0,0,0,80.8482,A7,
964825,495,20,47,0,1,0,0,0,76.8755,A3,
965644,1075,57,69,0,1,0,0,0,79.8947,A7,
967915,291,15,13,0,1,0,0,0,91.2353,A2,
968743,1010,62,75,0,1,0,0,0,81.8913,A7,
969060,1066,73,80,0,1,0,0,0,83.2362,A7,
969599,199,12,20,0,1,0,0,0,149.58,A0,
970659,1262,69,107,0,2,0,0,0,80.8452,A7,
971713,1084,56,73,0,1,0,0,0,79.2571,A7,
972513,206,18,14,0,1,0,0,0,149.047,A0,
972893,395,20,29,0,1,0,0,0,78.9984,A3,
973704,1280,73,92,0,2,0,0,0,82.1336,A7,
974770,371,19,34,0,1,0,0,0,88.1627,A2,
977573,203,12,13,0,1,0,0,0,93.2176,A2,
978652,538,24,36,0,1,0,0,0,79.934,A4,
978869,1093,70,87,0,2,0,0,0,81.7025,A7,
979349,329,16,25,0,2,0,0,0,76.3427,A3,
981633,795,48,49,0,1,0,0,0,77.8937,A5,
981895,326,9,30,0,1,0,0,0,151.462,A1,
983345,345,26,26,0,2,0,0,0,79.8128,A3,
983903,348,26,27,0,1,0,0,0,90.3534,A2,
984030,399,22,22,0,1,0,0,0,93.0176,A2,
984464,173,8,11,0,1,0,0,0,149.882,A0,
984601,347,16,25,0,1,0,0,0,80.4296,A3,
984661,844,44,78,0,2,0,0,0,80.8469,A5,
985537,616,37,34,0,1,0,0,0,77.1577,A4,
986326,279,13,16,0,1,0,0,0,149.427,A1,
986613,359,15,23,0,1,0,0,0,90.306,A2,
988061,656,50,49,0,1,0,0,0,78.423,A4,
989193,604,39,37,0,1,0,0,0,80.662,A4,
990655,552,33,37,0,1,0,0,0,78.7405,A4,
991109,335,24,20,0,1,0,0,0,90.4524,A2,
991628,574,32,46,0,1,0,0,0,80.4027,A4,
992634,962,46,61,0,1,0,0,0,80.7717,A6,
993725,1037,60,83,0,1,0,0,0,80.8323,A7,
994034,770,42,62,0,1,0,0,0,79.7365,A5,
995159,175,8,18,0,1,0,0,0,80.6611,A4,
998810,1087,65,86,0,1,0,0,0,79.0223,A7,
999479,544,23,38,0,1,0,0,0,81.4026,A4,
999780,791,46,57,0,1,0,0,0,79.6725,A5,
999823,1261,74,96,0,2,0,0,0,81.1522,A7,
1000461,167,12,12,0,1,0,0,0,151.335,A0,
1001263,1339,64,98,0,3,0,0,0,79.6558,A7,
1001976,274,17,22,0,1,0,0,0,80.3753,A5,
1005687,546,27,37,0,1,0,0,0,77.2699,A4,
1005792,1218,71,91,0,2,0,0,0,80.6186,A3,
1006247,1188,61,81,0,1,0,0,0,82.6362,A6,
1006748,170,13,12,0,1,0,0,0,150.258,A0,
1010982,940,38,66,0,1,0,0,0,80.8857,A6,
1011202,322,16,21,0,1,0,0,0,147.265,A1,
1012100,1091,76,78,0,1,0,0,0,82.1727,A7,
1012274,320,19,27,0,1,0,0,0,149.28,A1,
1012553,1019,39,80,0,1,0,0,0,81.5473,A7,
1015267,1139,67,86,0,1,0,0,0,79.0794,A7,
1015588,203,13,12,0,1,0,0,0,148.286,A0,
1015677,444,31,35,0,1,0,0,0,77.1862,A3,
1016105,192,14,12,0,1,0,0,0,151.123,A0,
1019636,567,31,38,0,1,0,0,0,81.4826,A4,
1021560,330,18,15,0,1,0,0,0,88.3597,A2,
1022487,384,19,27,0,1,0,0,0,89.2259,A2,
1024568,597,32,53,0,1,0,0,0,77.9745,A4,
1025452,209,9,17,0,1,0,0,0,148.636,A0,
1026144,310,24,17,0,1,0,0,0,146.321,A1,
1027466,283,16,18,0,1,0,0,0,153.767,A1,
1029026,1062,46,71,0,1,0,0,0,83.4114,A7,
1029068,335,23,25,0,1,0,0,0,90.7438,A2,
1030028,352,18,24,0,1,0,0,0,79.9561,A3,
1030699,339,26,30,0,1,0,0,0,90.71,A2,
1030930,1009,67,81,0,1,0,0,0,80.2478,A6,
1032983,1087,72,93,0,1,0,0,0,79.8736,A7,
1035299,339,21,24,0,1,0,0,0,88.7164,A2,
1035425,674,36,55,0,2,0,0,0,79.1967,A3,
1035439,390,27,35,0,1,0,0,0,89.6689,A2,
1035509,559,44,46,0,1,0,0,0,78.5717,A4,
1035654,406,17,32,0,1,0,0,0,78.1181,A3,
1035742,1140,65,86,0,2,0,0,0,82.4999,A7,
1035902,1084,74,77,0,1,0,0,0,82.1355,A7,
1036507,579,37,48,0,1,0,0,0,78.3264,A4,
1037095,561,33,32,0,1,0,0,0,80.4159,A4,
1037176,975,57,80,0,1,0,0,0,79.3257,A6,
1037499,343,21,19,0,1,0,0,0,91.9571,A2,
1037694,167,8,17,0,1,0,0,0,150.723,A0,
1037800,763,40,50,0,1,0,0,0,81.4163,A5,
1040613,328,13,17,0,1,0,0,0,89.9778,A2,
1042828,1080,66,80,0,1,0,0,0,81.8993,A7,
1044394,1040,50,93,0,1,0,0,0,79.3626,A7,
1046147,445,25,34,0,1,0,0,0,76.0366,A3,
1048864,181,5,14,0,1,0,0,0,151.672,A0,
1050442,580,38,38,0,2,0,0,0,78.2821,A3,
1052045,130,9,9,0,1,0,0,0,147.758,A1,
1053487,373,21,24,0,1,0,0,0,91.4336,A2,
1053514,408,25,41,0,1,0,0,0,77.9548,A3,
1054365,1094,54,88,0,2,0,0,0,79.2219,A5,
1055804,821,41,56,0,1,0,0,0,77.7791,A5,
1056229,45,3,4,0,1,0,0,0,77.8597,A3,
1056608,564,29,42,0,1,0,0,0,81.6375,A4,
1057710,357,12,36,0,1,0,0,0,91.3731,A2,
1057918,1485,85,100,0,2,0,0,0,82.3697,A6,
1058183,254,15,17,0,1,0,0,0,151.66,A1,
1058209,1025,63,90,0,1,0,0,0,83.3135,A7,
1059220,1053,50,89,0,1,0,0,0,79.9379,A7,
1059995,912,46,56,0,1,0,0,0,81.4273,A6,
1061236,378,19,24,0,1,0,0,0,90.7244,A2,
1062328,605,35,36,0,1,0,0,0,77.572,A4,
1063246,437,22,31,0,1,0,0,0,76.8083,A3,
1063508,1013,54,71,0,1,0,0,0,89.3427,A2,
1064131,922,58,65,0,1,0,0,0,80.3062,A6,
1065178,1044,59,71,0,1,0,0,0,81.4206,A7,
1065774,239,10,18,0,1,0,0,0,80.0631,A3,
1066937,1009,66,76,0,1,0,0,0,81.9877,A7,
1067253,679,36,52,0,1,0,0,0,81.9584,A6,
1068137,376,20,29,0,1,0,0,0,78.1355,A3,
1068642,190,14,11,0,1,0,0,0,149,A0,
1068757,319,14,28,0,1,0,0,0,91.8188,A2,
1070847,127,6,6,0,1,0,0,0,153.156,A0,
