eventID,numPhotons,numReachedDown,numReachedUp,numPE,
0,598,54,25,79,
1,658,52,36,88,
2,612,54,41,95,
3,623,51,31,82,
4,602,50,21,71,
5,595,41,35,76,
6,661,41,42,83,
7,639,43,48,91,
8,582,43,26,69,
9,622,52,40,92,
10,653,54,32,86,
11,624,54,43,97,
12,612,40,35,75,
13,638,30,40,70,
14,625,42,35,77,
15,620,37,32,69,
16,619,42,36,78,
17,607,34,33,67,
18,583,47,37,84,
19,602,56,29,85,
20,628,41,36,77,
21,571,43,27,70,
22,557,34,34,68,
23,634,54,21,75,
24,610,46,32,78,
25,579,38,39,77,
26,638,43,29,72,
27,614,46,28,74,
28,630,53,28,81,
29,673,50,42,92,
30,589,32,28,60,
31,591,37,35,72,
32,668,46,34,80,
33,629,50,35,85,
34,634,34,39,73,
35,592,45,28,73,
36,584,51,35,86,
37,584,39,30,69,
38,651,38,34,72,
39,624,41,38,79,
40,644,33,33,66,
41,596,38,26,64,
42,601,38,33,71,
43,595,44,28,72,
44,624,46,37,83,
45,639,56,28,84,
46,594,58,35,93,
47,646,45,37,82,
48,605,41,32,73,
49,659,40,52,92,
50,660,50,39,89,
51,615,51,38,89,
52,667,43,35,78,
53,659,55,40,95,
54,609,49,35,84,
55,612,41,30,71,
56,616,38,31,69,
57,586,53,37,90,
58,598,43,37,80,
59,618,50,37,87,
60,661,53,31,84,
61,648,47,32,79,
62,591,46,28,74,
63,584,45,33,78,
64,623,44,32,76,
65,604,37,28,65,
66,636,39,36,75,
67,623,38,42,80,
68,607,53,35,88,
69,648,52,30,82,
70,584,41,40,81,
71,569,49,30,79,
72,583,36,37,73,
73,591,43,31,74,
74,615,49,36,85,
75,602,48,37,85,
76,580,48,29,77,
77,575,57,24,81,
78,605,38,28,66,
79,601,50,47,97,
80,611,47,28,75,
81,629,46,35,81,
82,633,39,34,73,
83,620,51,31,82,
84,634,49,28,77,
85,615,38,31,69,
86,611,52,34,86,
87,644,50,39,89,
88,593,41,35,76,
89,626,52,37,89,
90,612,52,35,87,
91,672,43,38,81,
92,615,44,33,77,
93,587,36,30,66,
94,609,34,30,64,
95,593,47,33,80,
96,658,51,41,92,
97,623,46,34,80,
98,587,45,45,90,
99,617,47,38,85,
100,607,45,43,88,
101,572,34,31,65,
102,591,46,47,93,
103,648,31,40,71,
104,595,27,25,52,
105,624,51,49,100,
106,628,52,35,87,
107,670,45,36,81,
108,577,37,33,70,
109,638,42,44,86,
110,661,55,28,83,
111,566,44,34,78,
112,622,53,30,83,
113,626,43,35,78,
114,607,39,37,76,
115,649,45,40,85,
116,646,43,30,73,
117,614,57,33,90,
118,620,45,26,71,
119,635,58,30,88,
120,618,40,31,71,
121,635,55,35,90,
122,650,56,44,100,
123,633,53,26,79,
124,561,39,34,73,
125,680,51,44,95,
126,656,39,47,86,
127,619,52,32,84,
128,661,62,45,107,
129,618,44,39,83,
130,632,43,34,77,
131,581,57,41,98,
132,608,33,35,68,
133,616,40,45,85,
134,638,48,42,90,
135,678,52,39,91,
136,601,46,33,79,
137,609,42,37,79,
138,594,36,35,71,
139,590,32,29,61,
140,655,54,37,91,
141,570,43,37,80,
142,643,50,41,91,
143,576,41,37,78,
144,643,44,37,81,
145,595,69,35,104,
146,617,36,38,74,
147,563,49,27,76,
148,601,45,37,82,
149,637,47,39,86,
150,595,30,31,61,
151,687,47,29,76,
152,599,38,37,75,
153,665,45,36,81,
154,688,52,36,88,
155,586,39,33,72,
156,603,43,33,76,
157,634,56,37,93,
158,588,37,37,74,
159,594,29,30,59,
160,629,44,39,83,
161,596,53,40,93,
162,609,47,35,82,
163,643,52,34,86,
164,605,54,35,89,
165,653,37,45,82,
166,657,51,36,87,
167,634,43,29,72,
168,572,48,35,83,
169,587,49,32,81,
170,645,50,36,86,
171,614,50,33,83,
172,698,54,37,91,
173,641,44,30,74,
174,595,40,37,77,
175,643,54,31,85,
176,579,44,27,71,
177,621,44,36,80,
178,600,34,38,72,
179,621,47,40,87,
180,604,52,29,81,
181,638,43,30,73,
182,591,37,38,75,
183,618,46,29,75,
184,622,42,36,78,
185,580,42,36,78,
186,618,41,36,77,
187,636,45,33,78,
188,615,49,36,85,
189,636,51,33,84,
190,645,56,39,95,
191,626,48,33,81,
192,600,41,37,78,
193,629,40,31,71,
194,660,50,35,85,
195,612,35,42,77,
196,630,56,37,93,
197,637,52,39,91,
198,624,44,42,86,
199,624,57,34,91,
200,632,50,34,84,
201,626,44,41,85,
202,635,34,33,67,
203,634,48,31,79,
204,600,39,26,65,
205,597,46,32,78,
206,614,44,38,82,
207,611,36,40,76,
208,631,50,33,83,
209,673,47,28,75,
210,600,52,38,90,
211,595,33,43,76,
212,631,51,34,85,
213,604,47,30,77,
214,675,54,30,84,
215,596,39,33,72,
216,584,33,35,68,
217,620,42,30,72,
218,646,34,33,67,
219,607,50,26,76,
220,634,45,29,74,
221,606,59,36,95,
222,656,62,31,93,
223,584,37,34,71,
224,584,40,36,76,
225,590,38,30,68,
226,608,41,37,78,
227,599,44,53,97,
228,678,55,43,98,
229,602,42,37,79,
230,591,39,41,80,
231,626,40,28,68,
232,629,61,33,94,
233,637,55,41,96,
234,638,49,33,82,
235,599,55,29,84,
236,648,59,39,98,
237,626,50,34,84,
238,649,36,48,84,
239,660,57,35,92,
240,623,53,40,93,
241,656,44,42,86,
242,625,40,40,80,
243,627,41,32,73,
244,593,35,39,74,
245,592,36,47,83,
246,603,51,27,78,
247,627,47,43,90,
248,613,42,36,78,
249,609,64,38,102,
250,609,49,26,75,
251,646,52,34,86,
252,598,54,27,81,
253,618,44,42,86,
254,618,54,31,85,
255,616,46,39,85,
256,640,48,37,85,
257,592,45,36,81,
258,634,44,38,82,
259,626,47,36,83,
260,639,41,33,74,
261,625,51,35,86,
262,616,35,45,80,
263,589,39,39,78,
264,662,45,48,93,
265,636,48,37,85,
266,632,41,36,77,
267,660,57,38,95,
268,613,38,44,82,
269,609,42,30,72,
270,589,39,28,67,
271,578,41,23,64,
272,631,45,34,79,
273,615,43,29,72,
274,603,47,27,74,
275,609,43,36,79,
276,624,43,36,79,
277,613,53,35,88,
278,595,49,37,86,
279,650,32,33,65,
280,656,53,38,91,
281,687,46,38,84,
282,645,40,38,78,
283,617,41,46,87,
284,638,64,29,93,
285,615,41,34,75,
286,636,43,45,88,
287,595,46,39,85,
288,610,51,35,86,
289,606,52,25,77,
290,584,40,30,70,
291,579,43,28,71,
292,609,43,32,75,
293,631,45,34,79,
294,597,49,29,78,
295,595,32,35,67,
296,668,35,26,61,
297,606,37,42,79,
298,643,56,36,92,
299,608,56,33,89,
300,605,52,31,83,
301,659,54,40,94,
302,616,46,36,82,
303,577,36,28,64,
304,584,40,29,69,
305,638,48,25,73,
306,646,44,45,89,
307,647,64,40,104,
308,626,42,47,89,
309,639,38,34,72,
310,610,39,36,75,
311,622,45,47,92,
312,617,45,38,83,
313,604,39,36,75,
314,602,43,35,78,
315,608,54,37,91,
316,574,36,34,70,
317,613,55,33,88,
318,657,45,42,87,
319,585,42,41,83,
320,612,50,29,79,
321,605,43,37,80,
322,624,44,44,88,
323,603,44,47,91,
324,634,44,40,84,
325,582,33,30,63,
326,600,44,40,84,
327,624,48,42,90,
328,641,45,34,79,
329,601,42,44,86,
330,648,36,49,85,
331,596,45,26,71,
332,579,45,33,78,
333,635,57,43,100,
334,593,40,40,80,
335,586,47,33,80,
336,582,47,36,83,
337,628,63,39,102,
338,605,41,26,67,
339,620,39,42,81,
340,585,49,35,84,
341,646,38,30,68,
342,672,59,41,100,
343,626,50,38,88,
344,634,36,38,74,
345,633,54,44,98,
346,640,49,39,88,
347,636,36,34,70,
348,660,41,34,75,
349,608,51,30,81,
350,614,39,37,76,
351,617,43,32,75,
352,637,47,29,76,
353,568,41,31,72,
354,668,45,39,84,
355,621,46,28,74,
356,645,43,35,78,
357,568,42,31,73,
358,644,43,42,85,
359,591,35,31,66,
360,644,44,36,80,
361,628,48,32,80,
362,618,37,39,76,
363,626,44,34,78,
364,595,30,28,58,
365,684,62,30,92,
366,625,43,36,79,
367,619,52,22,74,
368,628,49,35,84,
369,597,47,44,91,
370,566,36,39,75,
371,589,33,28,61,
372,560,39,30,69,
373,597,41,36,77,
374,657,45,30,75,
375,660,59,40,99,
376,646,30,34,64,
377,631,43,28,71,
378,626,57,37,94,
379,655,47,42,89,
380,599,41,35,76,
381,611,43,38,81,
382,608,47,38,85,
383,645,35,31,66,
384,613,38,45,83,
385,599,35,32,67,
386,589,39,38,77,
387,619,41,36,77,
388,577,44,32,76,
389,644,51,33,84,
390,591,35,41,76,
391,628,55,22,77,
392,614,47,43,90,
393,600,41,36,77,
394,603,37,43,80,
395,636,55,32,87,
396,606,28,36,64,
397,660,45,39,84,
398,590,45,40,85,
399,643,50,49,99,
400,622,43,30,73,
401,601,36,32,68,
402,621,38,35,73,
403,621,46,28,74,
404,654,30,35,65,
405,627,46,38,84,
406,648,49,33,82,
407,617,37,35,72,
408,641,59,30,89,
409,593,49,32,81,
410,649,42,38,80,
411,575,42,38,80,
412,605,35,36,71,
413,607,40,35,75,
414,625,41,46,87,
415,643,50,38,88,
416,613,52,37,89,
417,613,47,40,87,
418,613,43,43,86,
419,627,48,31,79,
420,607,51,36,87,
421,627,55,37,92,
