eventID,energy,neutronAngle,timeOfFlight,external,numElastic,
202,128.625,1.63856,49.7133,0,1,
5538,0,0,145.021,1,0,
13803,123.723,1.59691,44.8285,1,1,
23261,0,0,142.685,1,0,
24956,0,0,136.683,1,0,
33582,0,0,153.673,0,0,
38004,125.295,1.61014,47.7751,1,1,
41881,41.073,0.842985,47.8407,1,1,
51416,518.902,2.3256,48.968,0,4,
61465,315.565,1.37425,47.1279,0,2,
70129,187.918,0.558956,43.6257,1,3,
73101,0,0,138.823,1,0,
74084,0,0,141.245,1,0,
77829,119.147,1.55785,45.1074,0,1,
89767,171.9,2.02263,53.5994,1,2,
91556,0,0,134.967,1,0,
95170,161.66,1.92994,45.4708,1,1,
109618,130.663,1.656,46.319,1,1,
110930,130.619,1.7718,47.6173,1,1,
115115,2.06089,0.182815,52.3219,1,1,
125647,192.643,2.05974,44.5471,0,2,
131215,123.563,1.59539,44.7144,0,1,
134624,0,0,149.255,1,0,
135091,124.959,1.60728,49.3736,0,1,
136406,0,0,136.016,1,0,
138908,0,0,134.973,1,0,
142327,0,0,135.881,1,0,
146383,0,0,105.535,0,0,
147513,143.659,0.354021,49.3562,0,2,
167086,144.911,0.222087,46.879,0,2,
182529,237.57,0.911704,48.6986,0,2,
198930,110.713,1.48623,48.0624,1,1,
214427,101.009,1.1746,61.6965,1,2,
214724,0,0,140.563,1,0,
218033,131.584,1.65948,49.471,0,2,
218948,42.4398,0.857937,64.725,1,1,
219092,0,0,141.963,1,0,
229786,0,0,136.008,1,0,
235390,74.2583,0.523986,45.8648,0,2,
240120,0,0,135.898,1,0,
241411,187.645,1.20159,47.4774,0,2,
249020,0,0,139.235,1,0,
254702,0,0,138.159,1,0,
257607,271.237,2.44482,47.1143,1,2,
263323,0,0,137.127,1,0,
265655,127.123,1.62574,50.1372,0,1,
266445,0,0,139.245,1,0,
268799,0,0,139.935,1,0,
272221,135.101,1.65785,44.5041,0,2,
283857,136.566,1.64051,46.006,1,2,
286944,114.894,1.52173,45.0187,0,1,
287197,204.05,0.648687,46.9816,0,2,
291416,0,0,135.92,1,0,
301234,0,0,136.861,1,0,
304357,0,0,140.876,1,0,
309661,150.573,0.129373,44.3871,0,3,
312035,0,0,146.405,1,0,
313395,0,0,137.079,1,0,
315003,110.626,1.48549,47.9043,0,1,
315756,115.806,1.52948,45.0168,0,1,
316361,0,0,137.005,1,0,
318353,116.602,1.53623,53.1429,0,1,
320059,121.746,1.24212,43.8829,1,2,
331185,237.349,0.876137,50.6039,0,3,
349036,103.816,1.43367,45.8193,1,1,
350736,38.6433,0.815922,45.5503,1,1,
352596,160.817,1.92216,133.112,1,1,
357630,0,0,151.317,1,0,
359672,0,0,139.682,1,0,
364343,0,0,135.108,1,0,
365682,0,0,139.583,1,0,
387603,134.031,1.68492,51.9794,0,1,
387741,0,0,131.92,0,0,
392268,0,0,149.31,1,0,
392921,119.022,1.55678,45.965,0,1,
398562,122.71,1.58813,46.3447,0,1,
401151,131.276,1.58331,44.4298,0,2,
401962,354.212,3.05213,51.656,0,2,
403111,0,0,141.2,1,0,
410420,0,0,137.891,1,0,
411155,0,0,136.594,1,0,
417377,25.9823,0.661803,46.4015,1,1,
421774,123.396,1.59397,44.5631,0,1,
427881,0,0,142.402,1,0,
435946,120.671,1.57079,46.5807,0,1,
436569,0,0,135.499,1,0,
441025,0,0,243.554,0,0,
450699,43.9629,0.874383,50.5198,1,1,
451505,210.503,2.46335,51.5127,1,1,
454646,86.0526,1.27441,48.147,1,1,
457046,115.465,1.52658,47.5172,0,1,
467166,205.201,2.39182,52.534,1,1,
469383,128.788,1.64196,46.4934,1,1,
471990,58.2868,1.026,44.8727,1,1,
482825,0,0,136.104,1,0,
487656,0,0,142.351,1,0,
494090,90.6247,1.0973,45.1709,0,2,
495338,124.547,1.60377,44.766,0,1,
501364,117.815,1.54653,48.4823,0,1,
512657,112.019,1.49732,45.5213,0,1,
521206,0,0,138.065,1,0,
529932,0,0,137.803,1,0,
532789,0,0,135.224,1,0,
533161,0,0,135.553,1,0,
542652,0,0,135.903,1,0,
542721,259.754,2.20979,46.7646,1,2,
554087,122.128,1.58318,46.6547,0,1,
559537,0,0,138.825,1,0,
562176,12.9517,0.462271,54.1893,1,1,
565578,0,0,141.851,1,0,
566255,0,0,140.971,1,0,
