eventID,energy,neutronAngle,timeOfFlight,external,numElastic,
3814,209.719,0.610797,47.6659,0,3,
4127,41.5178,0.847872,44.4288,0,1,
4759,44.0561,0.875382,45.5484,0,1,
7332,181.113,2.11824,55.9726,1,1,
10154,38.9707,0.819606,44.8584,1,1,
11415,0,0,138.771,1,0,
13168,0,0,137.276,1,0,
13171,0,0,138.729,1,0,
14037,0,0,136.488,1,0,
22819,0,0,143.419,1,0,
26336,0,0,138.818,1,0,
30075,0,0,142.066,1,0,
30702,41.8675,0.851699,44.9588,0,1,
31884,0,0,139.733,1,0,
32276,66.8653,0.465882,45.5815,1,2,
33833,0,0,138.768,1,0,
34733,37.5977,0.804072,46.567,0,1,
34742,0,0,137.843,1,0,
39961,0,0,135.552,1,0,
43894,43.9251,0.873978,48.1598,0,1,
44736,0,0,142.199,1,0,
46998,0,0,140.505,1,0,
57206,41.5973,0.848742,46.0545,0,1,
60857,49.0373,0.927708,45.9217,0,1,
63694,117.952,0.522816,46.7662,0,3,
70343,165.461,1.96535,51.3177,1,1,
70463,0,0,152.968,1,0,
77533,43.5062,0.869475,47.7065,0,1,
80788,57.8179,0.206173,46.1791,1,3,
83824,15.6696,0.295667,45.1932,1,2,
86402,45.8516,0.894483,47.8894,0,1,
86891,0,0,140.028,1,0,
87023,70.563,1.13584,47.7682,1,1,
91121,0,0,138.14,1,0,
93416,215.468,2.09034,48.2214,1,2,
95067,444.204,0.731576,52.3713,0,3,
97463,23.2631,0.382259,42.5279,0,2,
97634,47.0047,0.906604,43.4489,0,1,
98272,42.1812,0.855122,44.4351,0,1,
100051,40.2071,0.833414,48.1872,0,1,
100523,48.8824,0.926112,44.9111,0,1,
102137,41.1101,0.843393,44.3839,0,1,
106005,0,0,142.52,1,0,
108019,48.8619,0.9259,51.6296,1,1,
115319,6.63092,0.329102,47.2881,1,1,
121206,0,0,138.346,1,0,
121882,0,0,144.22,1,0,
124871,0,0,144.309,1,0,
126429,0,0,141.112,1,0,
127487,46.137,0.897493,44.5878,0,1,
132611,23.3141,0.489994,48.6479,0,2,
133428,0,0,138.319,1,0,
135154,0,0,153.29,0,0,
136365,63.8306,0.362762,49.3049,0,2,
136913,0,0,137.125,1,0,
138364,98.884,1.20771,47.543,0,2,
141813,45.063,0.886129,43.775,0,1,
142526,44.2199,0.877137,48.8615,0,1,
144061,8.4119,0.371196,43.888,1,1,
146669,0,0,138.046,1,0,
150579,0,0,141.438,1,0,
151396,36.6647,0.793386,44.5245,0,1,
152413,38.4349,0.81357,48.2594,0,1,
160244,40.3119,0.834576,45.4464,0,1,
162147,70.125,0.612882,48.2555,1,2,
167535,45.7161,0.893051,45.302,0,1,
181298,0,0,135.636,1,0,
184707,45.4844,0.890599,46.4198,0,1,
197817,0,0,141.836,1,0,
201191,20.1958,0.580668,47.7583,1,1,
207827,43.8364,0.873026,45.3898,0,1,
208341,46.2487,0.898669,46.9375,0,1,
211228,0,0,139.924,1,0,
214682,0,0,136.525,1,0,
216059,0,0,135.879,1,0,
218532,8.01661,0.363424,44.5556,1,1,
218766,0,0,159.523,0,0,
219567,0,0,141.366,1,0,
220350,0,0,136.629,1,0,
222406,333.804,1.90032,53.8712,0,2,
222451,50.9946,0.957396,45.479,1,1,
223912,196.003,2.27953,49.4356,1,1,
227410,34.0146,0.76242,48.6297,1,1,
228316,0,0,139.043,1,0,
234309,50.8475,0.946241,45.1732,0,1,
