eventID,energy,neutronAngle,timeOfFlight,
3283724,17.5331,0.464753,162.25,
3286874,30.5362,0.786243,68.8783,
3316036,14.0662,0.37021,166.978,
3318992,7.78558,0.569936,67.9838,
3447936,16.0174,0.464799,74.7104,
3462935,15.9184,0.42527,70.1545,
3471572,17.8656,0.479392,70.3775,
3483081,17.4454,0.444768,76.65,
3507812,17.4296,0.50668,162.148,
3508513,32.8775,0.840826,71.4766,
3518345,14.7328,0.402503,71.5861,
3526466,25.0957,0.673242,165.115,
3529764,13.6014,0.406108,162.96,
3535400,16.2888,0.427236,163.932,
3545527,11.5231,0.715041,73.8711,
3560102,15.1594,0.440706,68.4108,
3610550,14.9195,0.442574,163.628,
3626402,15.2022,0.422406,76.6937,
3630303,14.5215,0.373079,165.175,
3659208,15.4973,0.422115,71.0983,
3712234,35.8694,0.845436,78.5833,
3739122,44.4765,1.00925,174.811,
3758070,15.677,0.442648,67.7921,
3760341,14.2573,0.395891,70.3149,
3813298,17.1183,0.448927,70.3949,
3824222,13.8537,0.40483,161.524,
3828207,14.9709,0.394635,68.8654,
3855066,17.2052,0.481937,68.6314,
3903476,15.1435,0.385066,68.4661,
3905839,14.2574,0.428851,69.1608,
3962537,18.2494,0.48244,73.3038,
3967424,13.7409,0.362602,68.8213,
4018499,84.3395,1.54035,79.4111,
4026627,17.8692,0.48658,74.068,
4074085,27.6807,0.71232,70.8443,
4087475,38.8413,0.894303,175.044,
4104590,16.5466,0.44982,163.596,
4107426,75.4438,1.47117,82.3979,
4118581,16.4252,0.419516,72.2406,
4175180,19.5894,0.525948,70.4227,
4208144,17.0344,0.48376,70.8685,
4256810,14.4543,0.429588,168.693,
4316019,14.6678,0.420953,163.533,
4352080,102.306,1.85998,168.127,
4381869,15.2849,0.381982,76.8839,
4412790,15.9438,0.43734,169.74,
4417782,22.613,0.602337,70.2603,
4432111,15.8629,0.440444,71.3209,
4511512,15.8308,0.452586,164.441,
4544443,16.0513,0.418148,74.499,
4565880,18.3372,0.478962,69.4035,
4572343,15.1426,0.44272,160.037,
4580681,16.3155,0.442898,71.5829,
4591797,16.9883,0.459188,75.509,
4609064,14.18,0.376541,70.4001,
4610474,15.1826,0.452059,167.477,
4629475,13.7044,0.371128,164.356,
4723235,14.4885,0.399278,74.7507,
4738058,17.4072,0.462638,75.0996,
4739730,15.3135,0.382222,164.374,
4768313,27.0179,0.707626,70.1103,
4775749,17.0823,0.467803,75.0724,
4822528,17.9281,0.487692,74.5617,
4824462,27.9557,0.718428,72.1278,
4828942,19.2856,0.549644,163.203,
4832673,14.4387,0.39557,164.877,
4846251,15.1578,0.455502,163.591,
4862796,23.71,0.615196,71.8395,
4920617,16.1429,0.419465,162.253,
4983968,41.0455,0.973522,168.566,
5005861,13.128,0.356958,164.988,
5007350,15.5928,0.449286,68.5932,
5014619,46.9721,1.02381,165.498,
5028772,19.1444,0.496524,67.5616,
5052287,17.7597,0.463153,71.0492,
5069826,18.5266,0.507733,69.7463,
5074472,14.4669,0.397974,160.985,
5076320,16.5386,0.453729,161.671,
5090419,8.29148,0.0785328,74.3444,
5099444,43.6567,1.00379,167.218,
5113018,16.0115,0.407982,162.534,
5147351,30.796,0.816221,71.5676,
5171622,16.3886,0.449937,162.714,
5209830,18.2077,0.526655,167.684,
5219097,17.5112,0.457679,76.632,
5232106,43.454,1.01422,166.964,
5236025,16.2106,0.413134,71.585,
5241089,15.5457,0.455811,164.837,
5244988,15.5571,0.423254,73.1575,
5255982,6.64301,0.53236,68.3688,
5282506,15.8427,0.441664,160.33,
5380718,13.504,0.401216,67.4145,
5384477,16.6841,0.450635,68.5634,
5396846,15.1454,0.403886,163.307,
5415275,14.8994,0.434045,67.9043,
5424967,22.8286,0.588745,162.311,
5425950,13.6028,0.384558,162.652,
5437844,16.4251,0.456857,167.077,
5441794,17.3752,0.893347,70.6903,
5452586,16.0497,0.458799,164.543,
5458531,15.7003,0.463622,161.28,
5499180,13.8292,0.385448,69.2864,
5505568,14.5424,0.434073,72.1066,
5507052,16.3519,0.44845,70.302,
5539506,14.7773,0.414458,164.474,
5561789,32.6375,0.800548,244.851,
5582600,14.086,0.395173,73.6606,
5589904,17.1243,0.50858,70.9953,
5606165,16.2853,0.432049,163.759,
5606388,2.86291,0.345027,69.1701,
5689044,15.4301,0.439858,163.796,
5755570,13.8864,0.395311,67.6818,
5785888,13.2131,0.359419,71.0953,
5787867,22.1699,0.573347,74.7257,
5806690,18.1838,0.483699,70.9547,
5847071,14.4498,0.38465,70.6336,
5882666,16.1225,0.411491,78.7919,
5883873,14.1713,0.394785,67.673,
5925802,27.8214,0.76032,75.2353,
5929891,16.7853,0.864847,74.0628,
5987156,52.0531,0.920039,69.197,
5997932,2.77168,0.340264,69.5825,
6007392,15.8687,0.400336,69.2125,
6034545,15.3149,0.432152,70.9763,
6055109,13.8409,0.416073,165.313,
6074413,15.6028,0.454744,70.4644,
6074615,13.8623,0.332717,72.0929,
6126746,17.2443,0.451961,67.8233,
6133513,14.4399,0.37612,162.847,
6143995,16.8169,0.487279,161.124,
6197900,13.5579,0.387417,166.989,
6251630,14.782,0.40823,68.5094,
6304700,7.44041,0.558136,66.7354,
6368128,16.2353,0.449114,160.787,
6382088,69.7704,2.34215,82.094,
6441045,16.8762,0.471007,161.232,
6449489,89.5478,2.72209,87.0012,
6476306,32.3111,0.808126,74.7933,
6501229,38.2467,0.889693,165.077,
6581888,16.318,0.480508,68.3984,
6606461,16.3905,0.455851,160.995,
6633666,18.8283,0.492524,166.82,
6639841,15.9317,0.478557,73.0897,
6654192,16.856,0.458759,73.8458,
6704728,14.6446,0.409918,163.08,
6722698,97.1215,1.75933,182.928,
6735216,80.5928,3.11384,76.0194,
6740252,13.8659,0.404983,67.6015,
6804969,10.3559,0.66885,69.3782,
6815573,16.8211,0.444725,75.7676,
6822004,16.2781,0.461961,71.5514,
6829271,16.8255,0.462243,166.128,
6833811,14.1787,0.412479,164.397,
6857507,16.9165,0.429588,168.207,
6864124,15.0902,0.443271,164.031,
7014766,16.5156,0.43125,70.6626,
7026594,29.1686,0.723354,70.1467,
7062276,15.3076,0.392347,164.129,
7089056,15.2082,0.397807,162.594,
7110370,15.5693,0.402543,169.812,
7110487,14.202,0.362249,69.6085,
7169453,9.90494,0.149144,66.9149,
7193525,15.3101,0.40981,72.7145,
7274260,17.7064,0.453844,164.184,
7281539,17.8624,0.479512,73.9018,
7289397,14.5653,0.421362,74.4005,
7322730,15.3004,0.403925,75.5054,
7336910,82.5433,1.59553,76.1416,
7389347,16.2002,0.467259,164.132,
7394880,16.434,0.435729,165.841,
7398873,16.2415,0.427844,162.96,
7429166,15.1595,0.456302,72.0433,
7448774,16.9326,0.507647,69.4952,
7481772,16.729,0.444158,162.309,
7534190,34.903,0.833713,168.316,
7543445,15.3517,0.406165,162.878,
7551535,16.5521,0.420671,166.225,
7577274,13.1992,0.361297,162.837,
7606996,12.2551,0.320565,66.9247,
7610137,15.7896,0.456294,169.24,
7640906,15.8799,0.461304,162.499,
7641975,18.0008,0.462478,161.149,
7669699,15.2506,0.410774,69.1649,
7729795,16.4784,0.457608,162.604,
7738130,13.1439,0.369319,170.301,
7741011,15.3007,0.425815,163.582,
7791825,17.056,0.455201,168.156,
7802159,15.3943,0.410598,166.451,
7810685,15.4755,0.448237,68.607,
7830718,31.4819,0.781749,71.7394,
7888171,17.6075,0.505409,160.94,
7900813,18.585,0.479543,69.7576,
7903427,17.3612,0.446354,71.9867,
7924470,15.9464,0.40679,69.4392,
7946603,14.6192,0.41182,162.735,
7958862,83.6809,1.62204,76.0297,
7960937,10.2328,0.201425,78.838,
8048944,15.0229,0.40641,69.9892,
8069279,14.0731,0.41932,77.0276,
8128002,15.9836,0.439951,162.584,
8131707,14.8962,0.418708,71.3382,
8142742,12.7202,0.352312,166.587,
8179338,15.5373,0.437989,73.0296,
8193805,12.9532,0.382855,73.573,
8232001,14.6122,0.400618,161.058,
8273581,15.3632,0.41112,72.1134,
8295833,19.8302,0.559576,69.1181,
8304953,15.6531,0.414301,77.0456,
8315601,15.2281,0.422972,71.4631,
8321200,17.0342,0.475065,72.9195,
8351023,15.5406,0.396819,74.3873,
8393978,16.5857,0.426954,164.831,
8428188,16.6595,0.451819,73.3276,
8440477,18.5502,0.475234,75.8469,
8469614,20.3148,0.52611,161.023,
8514040,16.6857,0.466505,73.4394,
8529163,15.6281,0.461824,70.9584,
8553817,6.51158,0.523804,68.6667,
8588788,15.1538,0.421715,74.1679,
8612971,16.076,0.437071,70.9668,
8632666,15.0753,0.423061,162.368,
8639201,62.417,1.28925,88.8736,
8650517,13.8603,0.398344,163.328,
8655431,0.561707,0.151121,70.3556,
8656915,13.4822,0.376795,166.514,
8783047,17.5622,0.514572,160.878,
8802411,57.6162,1.22314,76.5462,
8887114,67.3,1.3917,73.9192,
8893027,16.1452,0.408001,72.7864,
9015152,50.7973,1.11139,171.155,
9027582,15.1991,0.419572,71.701,
9041455,17.5964,0.46866,166.19,
9062491,15.2732,0.458941,74.9444,
9078874,36.8664,0.927978,72.8176,
9096222,16.8341,0.474864,160.272,
9124067,14.7624,0.415545,164.142,
9151397,15.3803,0.429767,169.254,
9192391,16.1266,0.475954,163.05,
9198927,45.8942,1.04927,73.8163,
9202553,16.1672,0.445238,70.6375,
9203443,43.3105,1.01997,74.3385,
9235839,18.0024,0.499157,71.9515,
9244971,16.7297,0.434759,163.046,
9245947,9.95544,0.153756,161.611,
9277214,14.2806,0.417201,161.788,
9390003,15.4707,0.394998,162.164,
9440312,16.5592,0.420819,71.3603,
9466757,15.9568,0.441288,70.5765,
9486486,16.953,0.442832,69.6766,
9487050,18.2777,0.471568,162.436,
9487726,17.4464,0.477511,71.169,
9489296,16.0414,0.466208,160.042,
9513408,14.9601,0.441956,69.9668,
9521032,20.1501,0.586855,165.052,
9526408,15.707,0.439826,162.759,
9526966,16.633,0.422504,163.713,
9529006,16.8358,0.445852,69.0509,
9554810,13.7368,0.400787,77.0812,
9556252,16.9912,0.500342,70.6905,
9558093,21.1563,0.543483,72.6743,
9586230,16.4942,0.444955,160.17,
9631208,19.6149,0.565469,72.1403,
9657394,47.7263,1.04403,164.282,
9712377,13.1443,0.350754,66.9394,
9732940,17.2625,0.449539,77.8895,
9737388,2.6105,0.326675,74.2697,
9749958,16.8049,0.445632,71.538,
9770864,128.697,2.22522,171.12,
9777669,29.5548,0.742266,73.5709,
9785314,7.90203,0.096788,84.9829,
9814211,15.5583,0.419952,163.853,
9854945,59.9281,1.22111,166.868,
9879728,19.5507,0.526576,172.927,
9888634,54.627,1.16627,80.034,
9962866,18.5636,0.507218,69.3396,
