eventID,experimentalRecoilEnergy,timeOfFlight,
631599,11.8842,43.2182,
632962,10.5812,44.0851,
636915,9.82753,43.5563,
639486,11.6308,45.1577,
640165,9.26838,42.8472,
641872,26.5186,46.6038,
644934,13.1749,45.8679,
647142,9.08045,44.277,
653090,11.8974,48.8819,
653159,14.0935,46.9587,
653708,17.7622,45.0347,
654973,0.13968,45.4646,
655177,121.115,46.3441,
657683,36.8476,45.5502,
659388,15.388,46.5135,
661668,13.1163,48.2257,
663481,14.1523,43.5834,
666368,10.6068,45.9853,
668352,10.132,44.7487,
670862,14.1019,43.7686,
671373,7.7439,44.8072,
673610,15.5957,47.3729,
676252,10.5348,47.2386,
679546,13.4779,48.6181,
682857,15.6551,44.8157,
684178,19.6712,47.209,
686381,12.3464,45.1458,
687998,60.1668,43.311,
692099,13.4218,45.744,
692397,11.6938,45.8787,
693878,12.7656,47.0032,
694929,26.8303,45.0745,
696024,10.8546,47.0657,
696455,10.2319,43.6914,
697232,202.482,48.0569,
697695,1.59117,47.6545,
699860,14.1076,46.6414,
700847,4.04768,44.7714,
706232,12.4719,46.0669,
717914,9.69241,46.5093,
720051,11.5728,46.0016,
720923,13.2813,42.9008,
726134,12.2565,46.5381,
728941,12.231,48.0155,
729553,12.8135,47.1448,
730117,14.9564,48.1373,
734074,11.6539,48.0407,
737487,10.3423,44.9134,
740206,12.7771,47.3413,
743159,23.3967,46.3543,
743486,12.4894,48.7652,
745312,16.3988,46.7788,
748561,7.53667,44.1552,
755480,11.7304,45.4638,
756211,8.33654,44.7221,
756255,13.3645,48.9505,
759572,12.8194,48.4078,
761249,11.1941,46.2298,
767512,11.6047,43.0785,
768677,36.7994,46.4036,
768807,8.66724,46.5138,
773022,113.355,44.4657,
783571,445.611,48.5086,
783709,13.5014,45.2683,
789014,12.0302,44.6449,
794603,11.1974,48.4389,
796570,10.6845,48.8986,
799107,12.6981,42.7987,
799623,12.4877,45.2041,
801609,16.6404,43.6385,
805362,15.0262,44.6837,
806608,8.59694,43.7202,
807375,40.2448,43.3444,
809407,12.7802,44.7029,
816066,39.5801,43.5678,
820715,10.8524,44.4676,
821174,13.8071,43.3598,
822588,9.6999,45.8869,
824997,14.8289,48.2601,
829022,16.9256,45.6489,
831752,10.9526,43.1606,
833320,10.7779,45.0125,
835551,14.4851,46.0141,
839838,10.4536,47.0626,
841698,28.1618,46.187,
847373,13.0872,45.7525,
853045,12.0101,46.2664,
855052,9.84055,44.8024,
856106,13.5053,44.865,
857531,11.6243,43.9524,
873346,0.0934157,46.2667,
875145,9.35195,44.1807,
875310,11.392,42.5254,
875854,16.07,43.2542,
877102,31.0359,45.3542,
878427,9.89195,48.2398,
880050,10.9132,45.4653,
884551,50.7586,43.9577,
884899,11.5314,44.9199,
885770,85.6464,45.1969,
888178,13.9349,46.7978,
888665,9.59344,42.9151,
895438,7.99031,46.1976,
896408,9.03568,47.345,
899268,9.83992,43.2592,
900460,11.4,48.6254,
900557,10.1581,47.6573,
903219,14.1846,47.0763,
905368,10.9366,48.6175,
906889,11.0654,45.1247,
907777,13.6277,47.2293,
908613,11.1826,47.7207,
908862,9.25291,44.692,
913048,17.0813,45.0694,
914096,12.7492,46.6326,
919321,9.35256,48.8387,
920593,6.4722,47.1612,
922034,11.6444,46.9328,
922991,14.2046,47.8683,
930823,13.7478,48.8005,
931284,12.7609,47.9689,
933973,14.1881,44.1884,
935621,8.22235,47.229,
938716,0.372339,45.2192,
940314,10.0108,44.6839,
944373,17.2146,45.5251,
946441,8.81257,48.5086,
951251,11.2906,46.2063,
951382,29.5278,46.0941,
953078,1.38112,48.6683,
954121,14.4033,47.777,
956408,10.6503,47.3452,
961627,12.1278,45.0548,
966295,10.9314,46.7177,
967211,11.6419,48.2292,
968392,10.7931,43.3631,
970528,9.38531,43.286,
973816,7.36786,44.0696,
979510,5.16774,44.3455,
979847,12.3451,43.9006,
982940,15.0672,44.595,
991158,8.82262,47.824,
991165,11.3896,45.7359,
994488,11.2938,44.7756,
997427,13.3793,48.0813,
997821,12.9527,46.8174,
1000438,10.6309,48.4943,
1002660,26.3031,43.8249,
1002736,14.8591,48.7026,
1009705,12.5867,46.4904,
1013511,13.5725,46.9017,
1022632,12.8692,46.1632,
1023023,9.33679,42.7352,
1024743,10.212,45.1213,
1027794,10.913,45.0411,
1028531,8.98017,45.2854,
1029505,9.51418,44.2133,
1032080,3.641,47.061,
1037101,26.5974,43.7334,
1038839,12.0198,48.8345,
1039456,12.5112,47.8253,
1040998,11.5857,44.3941,
1049651,9.64037,46.4478,
1050601,11.5401,45.4185,
1050673,60.2253,44.5736,
1050993,11.5194,44.69,
1051133,15.9098,43.9352,
1051390,14.3036,45.0845,
1060817,10.2653,46.7024,
1063481,14.1141,46.5015,
1064826,31.1574,48.3071,
1069579,13.3262,48.3594,
1071269,6.87856,45.9144,
1072845,7.76281,45.2301,
1074815,34.6142,46.5604,
1076921,11.0817,43.0968,
1077379,11.1755,47.1968,
1077739,14.9792,44.9512,
1079398,11.3818,48.0606,
1080246,8.42122,45.2761,
1080378,7.0031,46.3017,
1081636,12.2431,44.7675,
1083035,14.4311,46.1131,
1083126,12.9624,43.6455,
1085123,11.5033,47.5806,
1089906,15.9701,44.0492,
1093946,6.41624,46.8984,
1094271,26.6444,46.5842,
1094455,12.7935,44.4932,
1097637,200.646,45.261,
1097804,10.8224,44.3991,
1098905,10.7694,44.5056,
1099861,11.1814,44.2749,
1102556,10.9907,47.0847,
1103847,13.2903,44.4519,
1104543,11.0235,45.5188,
1105247,55.0265,45.0786,
1108933,12.9605,44.6408,
1113877,13.6565,48.8712,
1115363,8.69487,47.9764,
1116140,5.63075,44.8346,
1116587,12.6215,44.0962,
1127726,148.705,47.5951,
1129831,9.57941,48.7894,
1130686,13.511,43.1206,
1134080,12.936,44.5741,
1138777,12.8211,43.7813,
1139567,16.2107,43.6781,
1141352,10.2374,46.8392,
1142098,8.28438,43.2746,
1144948,21.0624,47.425,
1145348,9.18522,44.7995,
1149589,13.4129,44.3037,
1150203,13.1578,44.9897,
1150865,25.5722,45.1904,
1152787,10.2012,44.5644,
1154491,7.95619,44.4296,
1155845,10.0187,45.4064,
1156542,9.77916,47.9991,
1169175,14.2269,43.9971,
1170188,8.83807,48.9,
1171838,14.0287,42.8816,
1173152,11.7383,42.5078,
1177117,14.8262,46.2721,
1178883,13.917,45.5019,
1180904,16.0571,45.9731,
1181391,31.2816,47.0371,
1184043,8.21445,47.7154,
1186860,9.40058,45.2955,
1188369,10.0484,44.0452,
1189791,13.5572,46.8752,
1192055,15.4175,45.6804,
1193684,11.8344,43.9115,
1197993,3.64984,45.4463,
1200358,55.6095,43.961,
1201266,10.2609,43.9346,
1206283,12.9389,44.9632,
1209575,15.4942,44.5545,
1210282,13.4712,45.2727,
1214038,15.5433,43.0585,
1216432,23.8429,48.0569,
1217984,13.0729,44.7033,
1218543,19.9667,47.3952,
1221318,5.10024,46.0646,
1231014,27.6081,44.9298,
1236227,9.17221,46.2281,
1238238,20.0218,45.8191,
1238243,11.6394,47.8573,
1243146,9.11141,46.086,
1246097,8.33665,44.0499,
1252271,9.7469,48.3994,
1252771,14.0723,47.308,
1254431,10.8187,45.5725,
1254514,13.1167,47.1043,
1254540,15.7133,44.659,
1255674,9.76538,45.5548,
1257029,8.81563,48.0561,
1261706,2.37894,44.6488,
1262339,12.3015,43.5327,
1264750,62.5683,46.9418,
1270158,14.4743,42.8388,
1273138,9.96947,43.9411,
1273151,12.5823,43.9983,
1274725,14.113,47.3407,
1278056,30.5942,44.7419,
1278453,12.6169,43.4201,
1278832,12.582,43.2799,
1281864,1.87877,46.0317,
1282639,48.3556,43.6341,
1288457,12.377,42.6819,
1297736,12.4215,45.2272,
1300893,11.2509,44.74,
1301277,15.0465,44.0353,
1302098,53.4324,44.2286,
1304363,9.56866,46.7408,
1304713,11.0935,44.0068,
1305570,13.9719,45.7332,
1311638,19.6083,44.2002,
1312479,15.1147,44.539,
1315146,11.5124,43.3417,
1315291,8.73823,44.1179,
1316229,11.3946,48.7567,
1316723,10.6898,47.2823,
1317848,11.4017,46.5126,
1320898,14.3459,47.0724,
1323056,10.0258,46.5743,
1323487,10.8307,48.6454,
1325903,51.5415,47.8326,
1326765,8.46427,45.8365,
1329869,16.5598,45.5701,
1330092,38.6591,47.3435,
1343057,10.332,43.2185,
1343125,10.1935,45.6116,
1351773,9.01351,47.7668,
1357420,14.0306,42.2958,
1358595,9.58169,44.1647,
1366739,12.753,46.2353,
1368052,9.70839,43.7081,
1369841,14.1241,44.3017,
1373939,15.2365,43.7067,
1373978,11.9299,47.716,
1375428,27.7537,45.6141,
1375837,16.8988,46.8409,
1378651,11.1237,43.6391,
1379787,9.81352,43.0675,
1379869,10.4042,48.4705,
1384193,8.43952,46.0179,
1390041,10.448,44.868,
1395925,14.4441,45.7479,
1395939,11.3953,47.8522,
1397240,10.4034,43.1552,
1402347,12.4939,44.8121,
1404989,11.2552,44.0042,
1406441,6.89255,46.2343,
1406559,6.13891,44.6925,
1409119,10.8844,48.4333,
1411930,11.9758,47.2175,
1414800,15.6339,44.2837,
1416793,10.3981,44.2909,
1418463,10.7025,42.5858,
1421825,10.2983,47.1091,
1422450,13.0397,42.9173,
1422989,21.0264,46.0158,
1425588,11.3005,44.9337,
1426907,13.1722,45.7087,
1427712,13.0887,42.6098,
1430505,10.4393,45.3816,
1430844,7.4796,48.3172,
1431977,14.2842,47.0029,
1433752,16.5117,44.21,
1436661,11.7358,46.1777,
1450400,10.3594,45.4453,
1451196,16.1988,48.636,
1452214,13.3307,42.3986,
1452260,14.9111,46.4884,
1452789,19.887,42.4167,
1454102,8.46293,46.3821,
1455364,13.2456,46.6529,
1455481,12.0322,44.1248,
1466894,8.80708,46.403,
1467618,31.084,44.4829,
1470550,9.33218,44.9794,
1474077,12.6348,46.0745,
1475731,6.75591,43.5274,
1475838,23.1498,44.6581,
1478227,10.054,44.7367,
1478992,10.0162,48.9557,
1483765,14.1184,45.7335,
1485359,1.00692,48.2154,
1486458,8.42975,43.4715,
1491186,12.6255,46.1648,
1492371,10.5043,43.8255,
1495119,2.53474,48.77,
1499715,8.46261,45.0591,
1504872,8.86094,46.0973,
1509398,12.6476,47.4497,
1509535,11.8659,46.0109,
1509545,16.0136,47.8165,
1509927,10.7355,45.8332,
1511388,12.5613,48.4779,
1519329,7.80509,43.7875,
1520397,11.5601,45.3183,
1522290,13.038,44.2578,
1524279,8.58339,45.7573,
1524902,13.8031,48.5019,
1526938,11.8076,47.2766,
1527894,10.2518,47.8435,
1530133,2.24991,45.9594,
1534502,10.2155,47.5917,
1538095,13.1502,46.2134,
1538193,15.3283,45.1452,
1543260,17.6523,46.4947,
1543281,13.5627,47.6384,
1545505,15.9153,45.4656,
1547661,15.735,46.6294,
1548123,13.1541,47.6049,
1548732,18.0849,43.8913,
1551627,14.3314,46.397,
1555654,8.522,46.4222,
1556207,13.1083,43.4121,
1562306,80.7218,46.0495,
1563540,13.984,44.6748,
1564654,10.3262,48.3466,
1569725,13.5402,43.9985,
1570223,13.5913,44.8932,
1577536,11.4111,45.1295,
1577741,13.0064,43.588,
1578014,13.0199,47.8125,
1580111,8.31604,42.7147,
1584070,7.48648,45.9777,
1585284,10.8303,43.6432,
1591836,14.846,44.7676,
1593160,8.00689,44.8566,
1593707,13.3873,45.0896,
1594511,11.8053,44.62,
1595228,9.18297,48.0277,
1597517,12.2643,46.9241,
1600398,9.0552,44.1538,
1606530,14.5985,42.6057,
1612133,10.2199,45.4799,
1612550,10.6514,46.5663,
1613655,10.9825,44.0715,
1623415,11.9826,44.3026,
1625284,9.0371,46.5712,
1625620,8.40772,46.4481,
1627135,12.7791,46.2964,
1627437,8.81711,46.2925,
1628724,7.43626,45.2791,
1631778,21.9316,47.4921,
1632318,11.5628,45.0029,
1635238,21.8556,43.2709,
1636890,4.40159,42.7426,
1640996,56.3539,47.1145,
1643240,16.2945,48.3895,
1648310,10.9436,46.4681,
1650037,12.3958,46.4813,
1650978,12.576,46.2535,
1653092,10.912,48.2901,
1655973,12.067,45.9596,
1660273,13.7037,47.8581,
1660884,15.9072,47.0856,
1661825,10.5307,45.2094,
1664595,9.72635,44.6263,
1666070,30.7422,45.7838,
1670304,5.50034,44.7887,
1670713,13.0068,43.9781,
1670765,9.33978,44.6174,
1672260,19.5478,45.7233,
1677756,16.4481,43.6379,
1677872,11.8091,45.5213,
1686747,7.63685,47.1897,
1689309,15.0866,48.3685,
1691656,12.5427,44.0424,
1698783,68.9988,45.628,
1700037,14.3408,46.1929,
1700190,36.9892,45.9881,
1707679,6.28476,48.9938,
1710475,8.92351,44.8498,
1712180,16.9197,45.6958,
1717827,10.5017,45.906,
1719419,11.8041,44.7493,
1721475,10.7873,43.3984,
1722195,15.2747,48.478,
1725473,12.1009,43.9919,
1725722,15.4194,44.0106,
1728243,8.76496,46.5352,
1730028,19.0987,44.1746,
1734843,11.6944,43.7672,
1738191,14.6836,44.4446,
1739430,13.3594,43.9523,
1741493,14.0143,42.9571,
1741739,12.1089,44.6898,
1743002,10.0469,45.4558,
1744933,14.6073,45.5975,
1745926,13.4077,46.7145,
1746721,0.976104,45.6665,
1747143,15.2481,43.867,
1748199,19.9464,45.2425,
1751928,5.36369,43.8975,
1752542,12.2855,44.7702,
1754042,11.859,44.5501,
1754184,16.7089,44.2244,
1754516,12.0844,46.0255,
1755685,8.31115,45.0241,
1761407,12.1467,44.2659,
1762444,13.8465,44.0933,
1771332,9.26631,46.8125,
1772281,11.8382,42.2774,
1773240,14.4741,46.6993,
1777316,21.1925,47.4177,
1778039,10.2165,48.1233,
1778601,6.98702,45.1549,
1781038,12.8579,46.8465,
1785647,11.2422,43.8953,
1791750,11.996,44.0767,
1796849,9.55467,48.1441,
1800456,11.0284,45.326,
1803523,11.2781,44.7495,
1805002,14.8743,46.3693,
1809357,12.8824,44.1844,
1813713,10.7528,45.281,
1818906,14.48,46.4795,
1819167,12.9439,45.1496,
1820275,9.16903,46.39,
1821078,14.452,44.1905,
1824357,8.93841,47.6032,
1825670,10.7892,48.0812,
1826176,16.6613,45.756,
1827412,11.7893,43.1785,
1830935,10.0348,45.3828,
1832311,59.3979,47.968,
1833962,10.3074,46.8702,
1835175,8.32867,46.3328,
1835755,9.91726,47.9416,
1836543,8.98953,44.7119,
1845635,15.6539,43.1455,
1848908,8.01377,45.4755,
1849762,7.74971,44.0922,
1849859,7.94815,45.0208,
1851838,13.8096,43.1789,
1852174,13.2878,45.6284,
1855874,11.2871,44.9548,
1857158,12.6974,43.2887,
1857267,8.82762,44.4747,
1863397,10.2884,46.245,
1866682,9.23062,45.0764,
1870469,14.325,43.527,
1871241,10.6458,47.1245,
1877595,22.8538,43.9128,
1879527,9.90188,47.2304,
1879699,16.1991,47.7245,
1882646,11.0077,48.0783,
1887072,265.276,48.5173,
1888037,14.4458,48.87,
1888323,83.7182,43.2879,
1888468,10.1545,46.6845,
1891355,15.0726,45.5073,
1892217,11.7285,44.3235,
1892768,10.6895,43.2721,
1892919,10.1113,48.4715,
1893494,21.1246,47.1326,
1895117,14.4832,45.4683,
1895349,81.8591,43.4566,
1897375,11.6215,44.6819,
1899004,9.62426,48.8284,
1899327,36.4823,46.51,
1901415,189.119,48.1307,
1905554,11.8368,42.9062,
1916228,12.6292,46.4157,
1922124,13.169,44.0678,
1926055,24.3312,43.0865,
1926889,32.3202,47.4525,
1927116,8.59167,42.5659,
1927821,13.4382,44.2889,
1929479,8.78223,42.5452,
1933014,12.5109,48.353,
1935584,9.68207,47.8864,
1945171,11.4797,45.3799,
1950328,13.4433,43.3105,
1952203,10.0148,45.284,
1954225,13.1423,43.4191,
1955381,15.4879,47.9485,
1955821,14.3641,48.9798,
1956484,8.47626,46.3164,
1961029,7.09362,43.3842,
1963590,10.2422,45.1581,
1968430,9.53316,45.3003,
1974253,6.2823,44.4174,
1976469,10.6109,46.7307,
1979075,18.8168,46.7885,
1987461,11.6219,43.9714,
1993921,8.91971,44.9598,
1994701,9.07979,44.1466,
1998058,8.64756,43.0892,
1998848,3.29679,46.6926,
1999155,16.394,46.3495,
2000190,12.2984,45.8038,
2010362,14.1397,48.9236,
2011617,10.3301,43.7581,
2013442,12.2959,46.4349,
2023941,24.3532,45.972,
2024201,4.36818,45.9465,
2026094,33.2912,44.151,
2026688,10.1481,45.6611,
2030694,9.7182,47.6823,
2031417,10.0451,44.0733,
2034412,12.7995,45.73,
2037377,16.0576,45.4558,
2040359,8.91472,46.7126,
2045712,11.7869,46.6712,
2047385,9.80934,44.7208,
2048047,9.76449,46.229,
2049588,13.8251,45.988,
2049960,10.4239,46.657,
2053237,37.1347,44.1249,
2056103,11.5706,48.5654,
2056369,9.7746,44.4944,
2056850,9.91985,45.9438,
2058702,9.20797,45.4077,
2058737,12.4498,48.1646,
2060225,10.7336,46.5876,
2062527,14.9996,46.7378,
2063226,11.3746,48.8113,
2067386,12.3109,45.586,
2070138,12.8924,45.4551,
2071013,15.6421,47.1886,
2071568,9.46105,46.1446,
2072163,58.368,43.3245,
2075213,67.4857,48.5142,
2080804,13.225,43.888,
2082215,11.3334,47.2836,
2082706,16.6982,43.1665,
2085728,9.93227,46.4043,
2087268,9.96774,44.7539,
2088439,14.7979,47.3235,
2096241,11.5523,45.0614,
2099401,8.21736,48.3154,
2101871,8.73797,42.6399,
2107612,6.36469,48.2797,
2108483,10.7329,45.5615,
2109302,11.4903,45.9314,
2109765,10.8663,46.8191,
2110570,13.488,43.0426,
2115019,13.937,43.9376,
2116341,6.67935,47.4999,
2116399,13.9681,44.0041,
2118803,14.6089,45.3722,
2121318,9.23306,44.3166,
2125511,10.6545,47.4101,
2125593,1.55337,46.3588,
2136715,10.8053,42.8508,
2139647,10.4464,42.7434,
2140056,11.6144,45.1001,
2141861,276.91,48.9607,
2146674,13.9236,45.1987,
2149783,12.2614,46.9396,
2154678,12.6175,44.6467,
2157978,33.6993,44.7434,
2159013,51.1158,44.8422,
2164422,13.8993,43.8712,
2166159,9.80456,45.9752,
2167981,11.3943,43.2272,
2168850,7.29291,43.841,
2170924,12.1651,47.2284,
2174027,11.5764,42.6004,
2179008,11.8667,42.816,
2183550,8.24353,44.9382,
2184724,6.20177,42.2704,
2189115,15.5736,43.9913,
2192694,11.5797,42.7382,
2198648,0.104291,46.6573,
2199318,9.52039,45.4594,
2202031,9.24112,44.8448,
2204561,16.4083,43.851,
2205220,11.35,42.3329,
2206520,9.42665,47.1881,
2207052,12.8255,45.3952,
2210762,12.4896,43.6119,
2219144,55.5438,45.4194,
2224776,11.6658,45.1331,
2225778,7.37192,42.6906,
2232931,10.7636,44.3081,
2237184,14.0829,45.598,
2238141,11.1219,44.5053,
2240888,10.9396,44.6647,
2243385,13.1911,44.6229,
2243556,12.4632,47.1957,
2248260,10.6244,43.4956,
2248753,15.6353,43.1936,
2248909,12.7155,44.3713,
2252296,12.3472,44.3445,
2253455,13.1793,45.3879,
2253622,9.95217,42.4276,
2256677,14.5413,44.7892,
2259158,12.8832,46.7348,
2261325,40.196,44.6927,
2262520,8.02667,43.3577,
2263057,33.4643,43.8389,
2263883,10.6753,44.4613,
2267730,11.1789,47.2759,
2273052,12.6909,45.1961,
2273981,12.8686,45.9042,
2277590,12.4433,46.0264,
2277810,9.51365,45.4901,
2278482,8.67668,44.406,
2278625,15.5343,46.3911,
2279848,14.884,47.702,
2284486,14.3286,48.9701,
2286676,45.7248,43.2651,
2289155,8.79355,46.3662,
2289570,9.50595,44.3122,
2290778,36.1941,44.3173,
2291580,8.76487,45.9567,
2292546,10.3139,43.1841,
2296328,13.6854,43.4376,
2298268,12.5842,42.5317,
2308491,12.7723,45.7554,
2309237,11.8677,45.7803,
2313754,12.4107,47.9672,
2314836,11.2321,44.9479,
2320663,11.246,45.1453,
2321069,14.2695,44.0055,
2321567,10.8551,45.7604,
2322486,9.0264,46.8216,
2324274,14.1637,48.2123,
2325320,10.2134,44.2805,
2327201,11.1465,43.2102,
2327485,8.77756,45.9585,
2330011,10.247,47.577,
2334007,9.53242,45.4082,
2341683,10.0185,47.9022,
2342450,13.2241,45.6219,
2346936,14.4687,44.7432,
2348048,10.9867,44.1075,
2351005,11.3436,46.808,
2351369,39.6633,43.5915,
2352262,16.0151,46.1723,
2354812,14.4631,45.3412,
2356402,11.8347,44.1419,
2356609,262.956,47.0024,
2362964,10.3862,47.0207,
2371006,65.049,46.6978,
2372380,12.8597,45.2544,
2374247,9.39887,47.8384,
2374799,9.50089,44.6618,
2376033,13.8108,44.2569,
2377986,21.6304,44.2626,
2379457,14.9765,46.6212,
2384437,13.8591,46.0116,
2386252,9.75883,48.2564,
2390154,11.7783,42.1879,
2394232,10.5839,43.023,
2396437,8.7359,44.8834,
2397662,8.05252,45.3871,
2400440,13.4454,42.2647,
2402990,27.3749,44.5879,
2402997,28.8666,47.7555,
2405142,15.0747,42.6585,
2405514,10.5066,44.5985,
2406807,10.7268,47.8314,
2407135,13.9942,43.6107,
2408549,11.8048,47.2788,
2411056,13.0439,48.394,
2414676,10.2043,45.4949,
2417677,8.99492,47.0978,
2420026,15.7834,48.8217,
2420074,15.5707,44.3825,
2420236,10.5647,43.9756,
2420813,11.5378,46.6091,
2421375,12.4415,46.2715,
2424344,15.6651,43.3319,
2426175,11.6347,43.1953,
