nucleusKineticEnergykeV,numPhotonsCreated,nucleusEnergykeVPost,
53.4727,440,0,
51.6612,432,0,
49.1676,424,0,
52.2552,435,0,
49.8302,425,0,
54.6501,445,0,
53.141,444,0,
49.5607,427,0,
53.8415,444,0,
49.9295,424,0,
46.4995,411,0,
51.5244,435,0,
46.1607,407,0,
48.5923,418,0,
53.4439,438,0,
48.6909,419,0,
45.4244,406,0,
50.0921,426,0,
46.7212,411,0,
49.1469,422,0,
50.1454,431,0,
51.1766,434,0,
49.876,426,0,
54.1458,444,0,
50.5822,428,0,
49.2119,427,0,
47.7299,415,0,
48.8583,420,0,
53.7388,442,0,
51.5821,434,0,
47.5328,415,0,
45.4222,404,0,
50.5583,427,0,
49.3336,421,0,
45.0625,404,0,
48.0137,417,0,
47.3169,414,0,
51.2541,431,0,
48.5392,422,0,
50.2396,427,0,
46.9502,416,0,
52.2123,433,0,
49.3272,419,0,
47.0501,413,0,
54.473,445,0,
51.5513,428,0,
50.6477,426,0,
50.3187,424,0,
49.5457,425,0,
51.2606,434,0,
50.1531,431,0,
54.4859,446,0,
49.6279,424,0,
52.325,434,0,
46.8383,414,0,
49.399,422,0,
50.0226,425,0,
49.7044,427,0,
47.1356,412,0,
45.5076,407,0,
52.4333,437,0,
50.3939,428,0,
50.3469,428,0,
49.798,425,0,
47.7933,415,0,
50.5871,429,0,
46.6078,412,0,
48.5648,423,0,
46.4469,410,0,
50.8149,432,0,
50.8135,429,0,
46.1434,411,0,
47.7524,420,0,
52.1321,435,0,
45.8524,404,0,
46.4081,410,0,
48.5636,419,0,
51.6698,432,0,
52.9082,437,0,
53.642,440,0,
54.9377,448,0,
45.2818,401,0,
50.7999,433,0,
49.4418,421,0,
47.6754,417,0,
51.4994,433,0,
49.4105,422,0,
46.4454,412,0,
51.6176,434,0,
46.8205,412,0,
48.434,418,0,
51.4185,429,0,
51.4388,433,0,
51.2354,431,0,
49.0994,420,0,
47.9623,419,0,
49.0137,422,0,
50.6582,429,0,
47.5791,414,0,
49.9208,428,0,
46.7127,412,0,
45.6049,408,0,
49.1291,421,0,
49.1296,422,0,
54.0303,439,0,
48.8996,418,0,
45.7379,408,0,
45.0278,401,0,
48.9847,422,0,
45.2694,404,0,
51.7634,431,0,
45.2808,406,0,
51.0665,436,0,
50.0179,425,0,
50.357,429,0,
50.471,430,0,
47.8844,414,0,
45.0646,403,0,
50.9706,433,0,
47.0884,415,0,
51.4532,435,0,
49.2367,420,0,
49.439,424,0,
48.6977,418,0,
48.0351,419,0,
49.4565,421,0,
54.23,441,0,
45.5315,407,0,
52.9375,434,0,
50.0699,425,0,
46.1159,409,0,
54.764,445,0,
52.5533,434,0,
50.035,428,0,
47.398,413,0,
48.0092,421,0,
46.8407,411,0,
46.6357,410,0,
46.7798,411,0,
46.2967,410,0,
46.1486,406,0,
45.2242,402,0,
47.6719,416,0,
51.3545,435,0,
48.4667,423,0,
50.1591,426,0,
47.5446,413,0,
46.5674,409,0,
47.8369,415,0,
54.5385,447,0,
45.2182,404,0,
48.0195,413,0,
46.3877,412,0,
52.0878,438,0,
51.3053,434,0,
50.5859,429,0,
46.3628,412,0,
51.2609,429,0,
51.2898,431,0,
47.5504,417,0,
53.0548,438,0,
50.7925,430,0,
49.4979,424,0,
54.6138,445,0,
47.8683,416,0,
49.2892,420,0,
46.5405,412,0,
48.4789,418,0,
51.4674,431,0,
47.3312,415,0,
51.1422,435,0,
45.2739,408,0,
54.6326,447,0,
46.7617,415,0,
48.1509,420,0,
53.4812,442,0,
45.1774,405,0,
54.3841,444,0,
47.2006,410,0,
52.6782,435,0,
50.6553,431,0,
49.9742,427,0,
49.2194,426,0,
52.3858,436,0,
48.8401,421,0,
49.2136,423,0,
46.2276,407,0,
49.3231,420,0,
52.9266,440,0,
48.3418,421,0,
48.8438,420,0,
53.7118,442,0,
47.8547,416,0,
48.3723,418,0,
54.7987,446,0,
45.0401,405,0,
53.5498,443,0,
50.2694,429,0,
46.5367,414,0,
50.2098,430,0,
46.2972,405,0,
50.4657,427,0,
48.1567,417,0,
53.7315,441,0,
49.746,426,0,
54.2676,447,0,
45.4197,403,0,
45.5688,404,0,
50.0091,428,0,
52.5399,439,0,
45.4631,407,0,
46.0617,410,0,
51.6965,432,0,
53.8643,442,0,
54.1954,445,0,
48.4975,417,0,
52.1716,437,0,
48.5581,423,0,
51.6599,434,0,
52.0622,434,0,
53.518,443,0,
52.0782,429,0,
51.0894,433,0,
47.0045,418,0,
49.5168,421,0,
50.362,427,0,
47.5015,414,0,
54.7544,448,0,
49.3915,426,0,
53.1026,438,0,
45.6873,404,0,
52.0539,433,0,
45.63,409,0,
53.4057,435,0,
49.6616,425,0,
48.8326,420,0,
45.7459,407,0,
53.9589,442,0,
50.0822,430,0,
52.9701,445,0,
51.8958,433,0,
53.8893,441,0,
47.0202,410,0,
48.7806,422,0,
49.0618,423,0,
50.4484,426,0,
46.0258,404,0,
48.4537,419,0,
52.228,435,0,
47.2492,414,0,
49.7311,423,0,
47.991,415,0,
46.4857,407,0,
46.721,411,0,
53.3613,439,0,
50.5737,427,0,
53.2544,442,0,
47.2939,414,0,
46.913,413,0,
45.4315,409,0,
46.7345,411,0,
51.1656,432,0,
46.3022,412,0,
54.1321,445,0,
49.7289,425,0,
47.7499,415,0,
54.1149,447,0,
46.3508,408,0,
46.5546,410,0,
46.3828,412,0,
48.7012,420,0,
47.2523,416,0,
51.4675,433,0,
52.1272,429,0,
49.454,426,0,
52.3103,437,0,
47.1435,411,0,
52.8284,441,0,
48.5318,420,0,
54.741,447,0,
46.3355,414,0,
54.9933,447,0,
54.9274,453,0,
48.4988,420,0,
51.2667,433,0,
45.7095,411,0,
52.5426,432,0,
48.5265,419,0,
48.4158,420,0,
54.1197,440,0,
45.7677,411,0,
45.5731,410,0,
51.9786,435,0,
48.331,420,0,
54.5692,446,0,
48.4326,416,0,
52.1544,439,0,
46.7198,409,0,
48.1255,416,0,
53.5774,442,0,
50.709,431,0,
49.3885,420,0,
49.8665,424,0,
50.9354,432,0,
54.6051,448,0,
46.8328,411,0,
47.9719,417,0,
46.2265,408,0,
47.2034,416,0,
53.1528,439,0,
45.2674,404,0,
52.3649,437,0,
46.1495,406,0,
53.3081,443,0,
46.3589,410,0,
45.3722,404,0,
47.7652,417,0,
51.6593,435,0,
51.1861,435,0,
50.6566,426,0,
53.658,444,0,
54.5722,443,0,
50.0792,425,0,
45.0603,406,0,
47.7257,416,0,
52.0174,433,0,
46.8493,413,0,
54.8371,445,0,
48.3773,417,0,
53.5778,441,0,
53.8023,443,0,
45.3872,406,0,
54.8527,446,0,
54.4305,441,0,
50.8738,428,0,
46.627,412,0,
46.7745,412,0,
49.4304,428,0,
49.9456,424,0,
52.7221,436,0,
47.6171,417,0,
47.4294,417,0,
52.5156,438,0,
53.2229,439,0,
51.4601,434,0,
45.8308,404,0,
48.6189,422,0,
45.5458,407,0,
51.9569,435,0,
50.1677,425,0,
52.4964,442,0,
50.2111,427,0,
50.2999,427,0,
49.2292,424,0,
52.1692,436,0,
52.0638,435,0,
54.4285,444,0,
47.816,413,0,
53.4932,444,0,
54.3983,447,0,
49.2937,420,0,
45.3832,404,0,
49.1171,419,0,
51.993,435,0,
47.9309,417,0,
51.9042,436,0,
46.6479,413,0,
51.9674,437,0,
45.9622,410,0,
48.6527,422,0,
46.8941,413,0,
51.0422,432,0,
46.6356,411,0,
50.0965,425,0,
47.6615,418,0,
46.6444,416,0,
49.5458,422,0,
45.8534,403,0,
51.1036,430,0,
47.5705,418,0,
45.7731,409,0,
49.6176,423,0,
49.2012,420,0,
50.8707,430,0,
51.689,433,0,
47.8272,416,0,
51.9988,433,0,
53.1341,442,0,
48.9225,424,0,
50.8268,431,0,
49.0693,423,0,
53.1324,442,0,
49.0284,422,0,
54.8081,444,0,
53.9158,445,0,
51.0354,430,0,
51.2898,432,0,
54.9614,446,0,
51.9965,437,0,
45.5531,403,0,
54.5365,449,0,
54.3025,446,0,
50.9184,429,0,
48.7229,422,0,
45.8021,406,0,
52.7297,441,0,
47.4315,417,0,
45.9934,410,0,
54.0404,445,0,
45.1694,406,0,
46.4962,409,0,
49.8047,422,0,
47.9373,415,0,
53.2839,440,0,
47.0883,409,0,
51.6403,435,0,
50.8063,432,0,
49.5569,424,0,
46.4109,413,0,
50.8412,432,0,
54.4765,444,0,
51.8535,436,0,
53.1956,435,0,
48.2775,418,0,
49.8871,426,0,
50.9827,430,0,
45.2901,403,0,
54.7199,442,0,
45.9512,406,0,
50.0444,423,0,
48.5257,419,0,
51.4369,436,0,
51.4939,432,0,
52.2526,438,0,
49.8675,428,0,
54.2451,446,0,
54.9545,446,0,
53.701,444,0,
48.3047,415,0,
52.447,439,0,
48.2463,419,0,
49.9541,430,0,
50.3034,425,0,
54.8945,449,0,
46.1604,408,0,
48.3073,419,0,
50.231,431,0,
51.6692,434,0,
49.5917,423,0,
49.7161,427,0,
46.6862,411,0,
47.1352,413,0,
52.0753,434,0,
50.8128,429,0,
49.8497,425,0,
53.8167,444,0,
49.5075,418,0,
47.6166,415,0,
49.5328,422,0,
48.3103,422,0,
45.8268,411,0,
53.4969,442,0,
46.2023,410,0,
45.1403,402,0,
46.1507,408,0,
53.3709,443,0,
54.2537,445,0,
53.2313,441,0,
46.7113,413,0,
46.539,414,0,
51.0971,432,0,
45.7984,406,0,
48.532,422,0,
52.5624,438,0,
53.1214,438,0,
49.7861,425,0,
54.2103,445,0,
50.6465,431,0,
46.7073,411,0,
47.1793,409,0,
53.4511,444,0,
50.0559,427,0,
48.5765,423,0,
48.0172,420,0,
49.1021,424,0,
52.0321,438,0,
50.0052,425,0,
52.3977,435,0,
45.8411,408,0,
52.3898,438,0,
50.1228,427,0,
52.4062,436,0,
52.1695,441,0,
50.6953,431,0,
48.9942,422,0,
51.6784,437,0,
48.3219,415,0,
54.6346,445,0,
51.3986,428,0,
53.1228,439,0,
46.1222,405,0,
51.2697,432,0,
53.9774,442,0,
51.867,436,0,
47.7708,417,0,
45.7208,404,0,
49.26,426,0,
48.4484,421,0,
49.2489,424,0,
46.1271,405,0,
51.3333,432,0,
45.1419,402,0,
47.815,417,0,
47.8512,415,0,
49.1419,420,0,
50.486,429,0,
53.9022,438,0,
47.3572,415,0,
53.2951,442,0,
52.1025,437,0,
46.1918,409,0,
46.7629,414,0,
52.7629,440,0,
45.1585,403,0,
45.9442,411,0,
52.8177,440,0,
47.8983,420,0,
52.6242,436,0,
54.7353,450,0,
53.894,445,0,
51.9077,432,0,
53.1173,440,0,
50.0119,422,0,
48.0621,416,0,
50.1359,424,0,
45.4151,406,0,
45.8048,409,0,
52.9497,438,0,
53.9186,439,0,
52.2642,435,0,
51.3818,438,0,
52.8269,439,0,
45.0357,405,0,
46.5779,406,0,
53.5167,437,0,
52.6951,438,0,
52.1231,439,0,
50.9001,434,0,
45.8423,410,0,
49.0873,421,0,
52.8659,442,0,
51.0682,427,0,
51.7402,435,0,
49.4643,422,0,
53.8444,442,0,
52.8602,439,0,
47.1498,414,0,
45.5255,409,0,
49.6296,426,0,
45.2451,403,0,
53.4574,443,0,
50.6325,431,0,
52.7914,440,0,
46.285,411,0,
50.6251,429,0,
53.9563,440,0,
53.2587,440,0,
52.5014,438,0,
45.7959,407,0,
50.6493,430,0,
53.6367,441,0,
48.0935,416,0,
51.9502,432,0,
48.5379,419,0,
46.1042,405,0,
49.3292,426,0,
49.9896,421,0,
49.2211,427,0,
48.9451,418,0,
48.7625,423,0,
52.3986,439,0,
49.7653,424,0,
52.0907,439,0,
48.3037,424,0,
46.5164,412,0,
49.1452,424,0,
52.8807,438,0,
50.6224,424,0,
54.2694,445,0,
46.5662,409,0,
46.0556,410,0,
46.8818,410,0,
52.9903,439,0,
48.7285,421,0,
52.704,439,0,
54.8908,447,0,
53.9137,445,0,
53.9398,447,0,
51.3582,432,0,
52.2624,436,0,
51.6525,438,0,
46.2421,412,0,
52.9731,436,0,
49.7206,426,0,
49.7447,423,0,
46.6641,409,0,
46.7578,409,0,
54.4394,449,0,
45.8964,409,0,
46.3364,406,0,
53.208,439,0,
54.0813,445,0,
52.3809,438,0,
49.1784,418,0,
46.4559,409,0,
45.5602,402,0,
51.7372,433,0,
53.329,439,0,
47.6684,416,0,
54.1835,448,0,
46.6056,412,0,
53.6573,443,0,
45.7331,406,0,
50.7259,433,0,
46.8828,410,0,
46.5012,407,0,
51.987,436,0,
49.443,424,0,
45.6595,405,0,
48.0653,419,0,
52.9286,437,0,
48.7569,418,0,
46.0963,404,0,
48.9166,425,0,
54.9069,443,0,
46.1666,412,0,
49.1036,421,0,
48.8249,420,0,
49.1265,424,0,
45.9123,410,0,
54.8269,446,0,
52.2324,433,0,
50.8499,426,0,
46.1131,408,0,
49.1391,422,0,
45.3414,403,0,
50.4333,429,0,
47.0482,411,0,
52.5196,437,0,
48.9777,423,0,
50.633,432,0,
47.6031,414,0,
52.8675,438,0,
50.3594,428,0,
51.2361,430,0,
51.7743,432,0,
54.9845,451,0,
52.9033,440,0,
48.679,421,0,
50.8795,433,0,
46.0474,409,0,
51.8268,435,0,
53.5123,442,0,
47.4696,417,0,
54.1309,447,0,
46.3508,410,0,
45.9038,407,0,
53.596,443,0,
47.1246,411,0,
48.8886,421,0,
46.9344,413,0,
52.6638,436,0,
47.9062,416,0,
50.4969,428,0,
49.2522,426,0,
49.0893,422,0,
47.9117,417,0,
45.9962,404,0,
46.1496,411,0,
46.8987,412,0,
54.9437,446,0,
50.5736,432,0,
51.946,436,0,
45.4522,410,0,
52.5667,437,0,
52.1216,435,0,
49.237,420,0,
46.6004,412,0,
52.1226,435,0,
50.6077,429,0,
48.8298,423,0,
50.4684,428,0,
48.6046,421,0,
50.3618,426,0,
52.9817,439,0,
48.6122,417,0,
52.9429,438,0,
51.3331,435,0,
53.5869,444,0,
53.862,444,0,
52.3184,436,0,
51.9186,436,0,
45.8874,409,0,
48.0287,420,0,
50.4825,430,0,
50.3586,429,0,
47.6896,415,0,
48.357,417,0,
46.7723,410,0,
48.3383,420,0,
51.7404,432,0,
46.8263,411,0,
54.4615,445,0,
51.1058,431,0,
49.9804,429,0,
50.8195,425,0,
47.6701,417,0,
47.4527,414,0,
45.7505,405,0,
45.1862,404,0,
51.9811,435,0,
46.601,410,0,
53.261,440,0,
47.3814,415,0,
47.0971,412,0,
53.7954,442,0,
47.7587,418,0,
51.8257,437,0,
45.8117,408,0,
45.0925,406,0,
45.5558,403,0,
46.9484,412,0,
47.0624,415,0,
49.332,425,0,
49.14,425,0,
47.2202,415,0,
45.9414,407,0,
48.1218,421,0,
54.8051,447,0,
47.7846,416,0,
52.2159,438,0,
54.5729,447,0,
49.5978,428,0,
46.6002,410,0,
53.2206,443,0,
54.6012,445,0,
51.2015,431,0,
47.9295,416,0,
46.8047,413,0,
51.3396,433,0,
52.4927,439,0,
52.0217,440,0,
54.8176,444,0,
49.3853,420,0,
53.9056,445,0,
51.6575,438,0,
50.8639,429,0,
48.0314,422,0,
51.0767,432,0,
48.0151,415,0,
48.4385,419,0,
47.0749,415,0,
46.1465,406,0,
48.3237,420,0,
49.7436,423,0,
46.5727,412,0,
51.2227,431,0,
51.559,431,0,
47.0357,411,0,
50.0519,421,0,
54.1521,443,0,
53.7766,439,0,
54.2752,447,0,
47.7376,415,0,
45.0531,399,0,
45.9339,408,0,
53.9792,443,0,
49.1877,426,0,
52.4063,435,0,
52.6836,437,0,
52.7936,441,0,
49.0322,424,0,
49.1739,422,0,
48.491,421,0,
54.1679,442,0,
50.1021,428,0,
52.5349,438,0,
47.7652,414,0,
46.8868,409,0,
47.8414,421,0,
45.042,405,0,
48.2387,418,0,
49.4094,425,0,
47.2797,413,0,
54.8842,445,0,
51.3447,428,0,
54.8065,449,0,
54.1321,446,0,
52.9467,440,0,
48.2233,419,0,
47.2779,410,0,
50.486,426,0,
48.7189,420,0,
50.1026,434,0,
52.7694,434,0,
52.4248,438,0,
46.5485,405,0,
45.5653,402,0,
50.1649,429,0,
49.8152,425,0,
46.4736,406,0,
51.3494,435,0,
52.3287,438,0,
46.1958,410,0,
51.875,436,0,
51.6556,435,0,
53.7762,441,0,
45.4057,403,0,
51.3098,430,0,
46.773,408,0,
50.607,428,0,
47.9373,416,0,
51.9265,436,0,
49.179,419,0,
51.8471,434,0,
46.6716,412,0,
52.1475,437,0,
52.4046,441,0,
51.5688,431,0,
47.8691,417,0,
50.8296,431,0,
51.9252,431,0,
47.6013,412,0,
51.3741,432,0,
52.1431,438,0,
53.5545,444,0,
49.3376,426,0,
52.1456,436,0,
45.2737,403,0,
46.93,413,0,
51.368,432,0,
54.8314,444,0,
49.0066,420,0,
48.596,417,0,
50.743,432,0,
46.5725,410,0,
50.0995,428,0,
51.4055,432,0,
45.2616,401,0,
47.6043,415,0,
53.9315,441,0,
51.9986,439,0,
48.6137,423,0,
48.682,422,0,
54.0046,447,0,
54.6962,446,0,
53.1237,438,0,
53.5912,445,0,
51.3278,438,0,
51.9397,435,0,
48.8836,420,0,
48.522,418,0,
47.1767,412,0,
48.0294,421,0,
53.8386,443,0,
51.5986,431,0,
54.0151,440,0,
45.2416,401,0,
51.5743,430,0,
50.491,431,0,
47.7434,417,0,
51.2383,435,0,
52.9674,438,0,
53.8755,444,0,
51.5948,433,0,
45.0067,405,0,
48.2213,415,0,
53.1509,441,0,
50.1728,426,0,
49.0864,423,0,
52.9803,438,0,
52.5316,437,0,
49.1792,421,0,
53.503,442,0,
51.0617,432,0,
53.2694,439,0,
49.2932,423,0,
53.4547,443,0,
53.9125,444,0,
50.8125,431,0,
48.1213,417,0,
54.0891,443,0,
51.6505,435,0,
51.7108,436,0,
45.2014,403,0,
51.3515,431,0,
53.201,440,0,
45.8727,406,0,
53.6377,442,0,
54.5283,448,0,
46.7346,412,0,
49.9784,428,0,
48.6035,421,0,
51.1796,436,0,
51.5328,435,0,
48.9482,418,0,
54.6359,447,0,
49.9103,426,0,
52.3469,432,0,
49.4257,426,0,
46.9312,415,0,
45.782,409,0,
47.4949,414,0,
53.9315,444,0,
46.8776,411,0,
48.8083,419,0,
53.1571,439,0,
45.9864,409,0,
53.3254,439,0,
46.052,407,0,
49.8237,425,0,
47.7301,422,0,
48.1677,419,0,
53.5924,445,0,
54.1203,445,0,
47.1877,415,0,
47.4243,420,0,
54.1981,441,0,
48.6883,421,0,
53.9328,444,0,
49.1169,423,0,
51.1429,429,0,
51.4029,434,0,
54.524,445,0,
48.6316,421,0,
45.2592,400,0,
54.727,446,0,
45.5848,402,0,
50.9645,430,0,
50.4158,433,0,
53.8073,443,0,
47.576,416,0,
45.0011,404,0,
53.4587,440,0,
48.8093,428,0,
49.8996,430,0,
52.5478,440,0,
53.5366,441,0,
54.1803,446,0,
46.2624,409,0,
53.9371,443,0,
48.6508,421,0,
47.9581,416,0,
49.8004,425,0,
49.1314,422,0,
52.4832,438,0,
47.0195,412,0,
48.9857,427,0,
46.0493,411,0,
45.6485,410,0,
51.6106,435,0,
48.6187,420,0,
46.2102,410,0,
50.635,434,0,
51.1914,433,0,
54.4722,448,0,
53.6209,447,0,
45.9636,407,0,
50.4194,425,0,
52.1046,436,0,
52.6605,437,0,
54.876,446,0,
49.8561,427,0,
54.7404,444,0,
51.4835,431,0,
52.3714,434,0,
45.5353,404,0,
45.6559,404,0,
54.9697,449,0,
51.5563,435,0,
50.3468,430,0,
47.2704,413,0,
50.6596,431,0,
53.8392,437,0,
47.1477,411,0,
53.5971,444,0,
45.0125,403,0,
53.9917,444,0,
53.7066,446,0,
45.729,403,0,
50.4568,427,0,
50.8878,430,0,
48.3073,419,0,
47.163,415,0,
54.5766,444,0,
49.4308,419,0,
50.6212,431,0,
51.298,437,0,
48.8705,421,0,
49.3937,421,0,
52.8697,438,0,
50.0522,425,0,
53.3462,437,0,
53.3263,441,0,
50.5685,426,0,
45.5836,402,0,
54.1704,446,0,
47.3634,414,0,
46.9853,409,0,
47.3552,415,0,
54.253,444,0,
46.8974,412,0,
50.4766,430,0,
49.5032,427,0,
47.3206,408,0,
47.2532,415,0,
45.4654,407,0,
47.3509,415,0,
45.5395,402,0,
53.1671,441,0,
51.3195,432,0,
54.2203,443,0,
48.2846,418,0,
52.4894,438,0,
50.3833,426,0,
48.0917,420,0,
49.0306,423,0,
53.0273,435,0,
45.2248,404,0,
51.2014,432,0,
49.3659,422,0,
52.606,440,0,
52.4555,439,0,
47.5014,416,0,
55,448,0,
54.7332,449,0,
53.6654,441,0,
51.4783,431,0,
46.2852,411,0,
54.5808,448,0,
48.6484,421,0,
45.2609,400,0,
46.4043,410,0,
45.6734,406,0,
50.2627,431,0,
45.1294,405,0,
53.5594,445,0,
50.0407,426,0,
50.6211,432,0,
47.1815,411,0,
46.1569,407,0,
45.112,404,0,
45.222,404,0,
46.5602,413,0,
47.1005,416,0,
53.2477,438,0,
47.0893,416,0,
52.3024,434,0,
54.3583,447,0,
51.3305,437,0,
54.5941,450,0,
46.9571,411,0,
51.7276,437,0,
52.0083,435,0,
48.1344,417,0,
53.921,445,0,
48.2774,421,0,
49.7877,423,0,
48.2277,417,0,
50.5939,427,0,
54.9766,445,0,
50.1452,430,0,
50.9817,433,0,
47.1671,413,0,
49.0623,421,0,
49.9123,422,0,
54.322,448,0,
53.7973,441,0,
47.5525,413,0,
50.068,428,0,
50.6297,430,0,
54.3907,450,0,
49.2583,425,0,
48.6148,422,0,
54.7273,447,0,
52.716,441,0,
50.292,427,0,
46.7276,414,0,
54.8451,444,0,
48.0073,417,0,
46.5652,408,0,
46.0988,406,0,
49.95,426,0,
50.267,426,0,
47.9571,419,0,
52.0317,439,0,
48.5736,419,0,
53.5784,442,0,
53.9367,442,0,
48.2718,422,0,
49.0222,423,0,
53.1956,444,0,
50.9669,432,0,
49.4809,425,0,
54.7033,450,0,
48.8548,423,0,
52.6765,441,0,
45.4992,403,0,
54.7422,446,0,
52.5452,438,0,
47.5883,419,0,
45.1933,402,0,
49.0847,422,0,
53.4277,440,0,
51.3431,434,0,
47.1178,411,0,
54.527,444,0,
47.6367,417,0,
50.9708,431,0,
53.4547,445,0,
46.9472,413,0,
45.7346,406,0,
53.1762,441,0,
54.2315,444,0,
48.928,423,0,
48.6106,422,0,
53.7711,441,0,
52.8048,439,0,
46.5051,412,0,
47.8149,419,0,
50.6297,428,0,
48.0794,414,0,
45.3789,404,0,
54.4,447,0,
54.3128,444,0,
47.2071,411,0,
54.0238,446,0,
51.7348,434,0,
48.1963,420,0,
50.5563,426,0,
52.5935,435,0,
51.1264,434,0,
53.1901,439,0,
50.5042,428,0,
52.305,437,0,
45.9123,408,0,
53.56,444,0,
46.2197,411,0,
49.9096,424,0,
49.8382,425,0,
54.7234,448,0,
48.7855,424,0,
53.6629,444,0,
53.2565,438,0,
45.7238,411,0,
52.4386,437,0,
46.5307,413,0,
51.5282,432,0,
54.3409,441,0,
45.2789,406,0,
45.4101,403,0,
52.1491,432,0,
50.9201,431,0,
45.7703,404,0,
47.895,418,0,
50.6879,429,0,
50.7345,429,0,
49.245,426,0,
50.0608,426,0,
52.0029,436,0,
45.3493,403,0,
48.4403,421,0,
54.0638,445,0,
51.7728,432,0,
54.0843,440,0,
48.998,422,0,
54.1952,447,0,
48.0122,416,0,
49.9762,426,0,
46.2023,407,0,
53.1235,438,0,
49.3796,422,0,
54.6684,446,0,
49.8221,423,0,
46.7362,413,0,
48.7671,422,0,
47.4096,416,0,
47.5662,417,0,
50.5321,430,0,
49.0179,423,0,
45.2172,407,0,
45.848,411,0,
52.0453,435,0,
48.1666,416,0,
48.9961,419,0,
52.6108,437,0,
46.3793,408,0,
47.2021,417,0,
50.6071,430,0,
50.7405,429,0,
53.0616,440,0,
50.7837,429,0,
53.8416,443,0,
54.9207,444,0,
50.0555,424,0,
48.1508,420,0,
48.3019,417,0,
47.1814,409,0,
51.2075,432,0,
48.2977,422,0,
45.8173,408,0,
49.9173,428,0,
47.0014,410,0,
51.0991,426,0,
49.5102,421,0,
45.9469,409,0,
54.1285,444,0,
53.4952,440,0,
47.4474,416,0,
53.7546,444,0,
52.2448,435,0,
45.1635,404,0,
45.0087,402,0,
52.1058,436,0,
50.6731,430,0,
49.1021,420,0,
45.578,403,0,
48.464,418,0,
54.5053,449,0,
46.0017,405,0,
45.9919,405,0,
47.8727,418,0,
50.5054,426,0,
52.7631,441,0,
46.5195,408,0,
45.0374,403,0,
45.1909,401,0,
53.8511,439,0,
47.6096,409,0,
50.4538,427,0,
45.8264,408,0,
50.7473,427,0,
47.8157,418,0,
45.1696,405,0,
48.2011,420,0,
48.5812,417,0,
54.4665,449,0,
48.2953,421,0,
50.3777,428,0,
54.1698,443,0,
48.8054,424,0,
51.7345,436,0,
54.901,448,0,
50.5523,426,0,
53.8863,445,0,
51.4227,430,0,
45.6645,406,0,
46.2405,410,0,
46.4777,405,0,
53.4986,445,0,
46.7978,410,0,
46.4019,410,0,
52.7015,442,0,
54.2787,442,0,
54.7451,449,0,
52.3807,436,0,
53.4136,443,0,
52.1788,437,0,
47.4523,415,0,
54.3035,446,0,
47.2125,416,0,
46.5249,411,0,
51.8522,438,0,
46.5851,409,0,
47.5217,412,0,
52.6449,440,0,
47.165,411,0,
54.9722,448,0,
50.4893,432,0,
48.6545,419,0,
48.1733,421,0,
48.0886,416,0,
54.2513,444,0,
51.5948,434,0,
53.1332,438,0,
49.1275,423,0,
47.9517,412,0,
47.5517,414,0,
49.8812,425,0,
46.7464,411,0,
51.7032,434,0,
53.5042,443,0,
45.3185,406,0,
46.4686,413,0,
49.1928,423,0,
48.3075,414,0,
48.892,419,0,
50.6696,430,0,
51.2568,430,0,
51.0831,430,0,
51.9708,433,0,
49.0068,423,0,
51.8145,433,0,
53.4847,442,0,
47.0313,413,0,
48.3571,419,0,
50.5731,434,0,
46.5537,411,0,
50.0539,428,0,
50.7571,428,0,
52.2387,435,0,
47.1992,416,0,
52.8884,441,0,
47.6177,417,0,
47.2913,412,0,
48.8993,418,0,
45.3714,405,0,
51.8342,435,0,
49.0933,421,0,
51.2007,430,0,
47.3921,418,0,
46.7331,412,0,
46.6014,408,0,
53.4766,445,0,
52.3442,439,0,
45.995,408,0,
53.101,439,0,
52.6901,441,0,
50.0897,428,0,
52.4821,434,0,
50.7551,428,0,
51.8522,436,0,
48.391,417,0,
53.6592,444,0,
48.0352,415,0,
46.0933,404,0,
49.9094,424,0,
49.4941,419,0,
53.9759,443,0,
51.0702,428,0,
47.1495,412,0,
47.3814,414,0,
46.2572,409,0,
54.2201,446,0,
47.9538,417,0,
52.4046,435,0,
46.9031,413,0,
49.2273,427,0,
51.6471,435,0,
46.4335,406,0,
53.2335,437,0,
49.2619,426,0,
48.0284,416,0,
52.3563,439,0,
51.32,433,0,
45.7012,403,0,
53.6172,441,0,
51.7131,435,0,
54.581,445,0,
46.1446,406,0,
46.3796,413,0,
54.6808,446,0,
49.7016,422,0,
47.0252,412,0,
49.4209,426,0,
54.7878,449,0,
53.6435,443,0,
45.5693,406,0,
48.0063,419,0,
45.0832,404,0,
51.9136,435,0,
54.1206,445,0,
48.731,423,0,
52.2506,434,0,
50.3742,431,0,
47.8467,418,0,
51.9802,438,0,
54.3291,447,0,
54.7141,448,0,
49.8447,425,0,
48.459,415,0,
46.3596,413,0,
49.6554,425,0,
51.9769,440,0,
49.9156,427,0,
48.7847,422,0,
52.4815,431,0,
52.4981,435,0,
48.9338,424,0,
48.2743,417,0,
45.9258,411,0,
46.8879,413,0,
51.3905,431,0,
47.028,414,0,
53.765,446,0,
54.4448,448,0,
46.1255,413,0,
52.7402,435,0,
51.4822,429,0,
49.3357,422,0,
48.4289,419,0,
45.0912,403,0,
45.7274,408,0,
53.4826,445,0,
51.2637,433,0,
45.5054,403,0,
50.4572,428,0,
49.7763,424,0,
