electron_eKin,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.4711,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.4711,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.4711,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.4711,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.4711,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.2506,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.2529,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.2529,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
59.1866,
56.3224,
59.2506,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.4711,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
59.1866,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
56.3224,
