eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,
752,194,7,6,5.62026,1,0,0,
3494,175,16,1,4.17403,1,0,0,
8725,196,10,11,14.7934,1,0,0,
14566,538,40,18,10.8998,3,0,0,
14675,161,20,4,11.7655,1,0,0,
18742,144,7,11,11.8415,1,0,0,
20507,140,11,3,3.05271,1,0,0,
22903,186,12,11,18.3729,1,0,0,
25232,176,19,7,11.6414,1,0,0,
34195,161,6,16,18.992,1,0,0,
35162,197,15,5,28.2431,1,0,0,
38668,201,13,7,0.577577,1,0,1,
39328,164,11,12,40.2497,1,0,0,
39915,189,13,13,20.9185,1,0,0,
43273,666,26,21,13.8948,1,0,1,
45372,153,15,4,2.83786,1,0,0,
47057,184,11,12,12.8234,1,0,0,
49758,215,14,12,15.0873,1,0,0,
50174,564,10,52,8.35348,2,0,0,
52549,180,19,7,6.37961,2,0,0,
53044,236,18,12,5.25194,1,0,0,
57596,163,8,8,22.9633,1,0,0,
58043,176,17,7,34.6449,1,0,0,
58239,156,15,4,45.0264,1,0,0,
60230,180,5,4,13.3156,1,0,1,
63637,198,5,13,23.7352,1,0,0,
63777,163,16,9,11.1843,1,0,0,
63854,177,14,7,26.0681,1,0,0,
67446,199,11,19,21.7835,1,0,0,
69046,175,10,11,13.2584,1,0,0,
69419,215,20,9,7.13421,2,0,0,
71935,183,9,9,26.6412,1,0,0,
78714,209,11,12,48.7863,1,0,0,
80125,201,13,14,6.14318,1,0,0,
83820,195,11,13,10.3812,1,0,0,
85589,197,15,8,10.8814,1,0,0,
87841,189,8,4,2.1267,1,0,0,
88111,676,36,40,18.1743,2,0,0,
91258,213,10,18,23.915,1,0,0,
91281,165,12,12,18.8919,1,0,0,
91934,200,23,8,32.747,1,0,0,
94390,156,15,4,26.548,1,0,0,
101007,402,9,12,2.98407,2,0,1,
101461,188,10,12,64.1061,1,0,0,
103466,156,12,3,1.62877,1,0,0,
103711,170,14,13,19.2622,1,0,0,
111646,511,41,24,50.144,1,0,0,
113887,171,8,16,54.4197,1,0,0,
114183,199,19,13,47.7235,1,0,0,
116575,170,7,10,18.75,1,0,0,
117539,169,7,6,23.8178,1,0,0,
135985,207,5,3,13.2812,2,0,1,
136240,206,6,16,2.11067,1,0,0,
136452,163,9,5,26.4045,1,0,0,
137400,161,10,12,22.2748,1,0,0,
146596,200,12,6,28.6049,2,0,0,
148288,171,20,4,18.8007,1,0,0,
149830,160,11,5,8.03073,1,0,0,
150900,157,5,10,26.9203,1,0,0,
151094,167,10,15,58.5754,1,0,0,
151201,159,10,8,46.8572,1,0,0,
151785,478,3,8,16.2189,1,0,1,
152798,181,4,13,16.84,1,0,0,
153301,192,19,6,34.8314,1,0,0,
154789,742,37,11,11.1587,2,0,1,
159608,629,59,17,2.2321,2,0,0,
159822,853,39,62,13.3665,3,0,0,
160656,176,8,12,71.0366,1,0,0,
162213,365,10,14,29.1726,1,0,1,
170550,188,10,17,0.584337,1,0,0,
176099,186,5,14,6.44488,1,0,0,
176272,179,19,4,32.3393,1,0,0,
178230,154,7,5,19.0184,1,0,1,
188408,220,28,7,1.54166,1,0,0,
190877,292,8,8,19.5967,1,0,1,
191655,193,18,9,6.67057,1,0,0,
196159,193,2,14,15.4587,1,0,1,
197587,156,11,7,10.9802,1,0,0,
198660,198,11,17,16.598,1,0,0,
201907,230,11,19,24.8628,1,0,0,
202055,153,3,12,37.9427,1,0,0,
203618,197,14,6,51.3113,1,0,0,
204665,377,14,35,5.01855,2,0,0,
205013,176,7,5,1.4005,1,0,0,
208204,189,9,8,9.33295,1,0,0,
209709,199,6,15,12.3313,1,0,0,
212305,155,10,15,20.1117,1,0,0,
213322,986,18,57,24.6574,1,0,1,
219568,149,1,19,16.9414,1,0,0,
223773,192,7,20,9.44708,1,0,0,
232028,197,8,13,13.0386,1,0,0,
232914,153,7,8,9.69619,1,0,0,
235048,251,9,24,10.7093,2,0,0,
235681,166,16,2,0.508281,1,0,0,
235995,204,9,27,9.36389,1,0,0,
236381,153,5,13,13.7104,1,0,0,
239413,164,15,5,9.92453,1,0,0,
239762,162,12,4,14.3494,1,0,0,
249298,207,14,16,6.04163,1,0,0,
249420,177,7,11,31.2546,1,0,0,
254901,177,12,11,18.8123,1,0,0,
259405,194,20,4,23.3818,1,0,0,
261062,162,13,4,55.4603,1,0,0,
262239,156,10,6,97.2959,1,0,0,
262713,131,13,4,7.98289,2,0,0,
264813,195,3,20,2.83653,1,0,0,
272753,338,9,2,0.858477,1,0,1,
275204,169,14,9,16.1125,1,0,0,
275715,184,13,13,10.5294,1,0,0,
275965,40,2,5,8.71615,1,0,0,
277599,206,21,12,15.9191,1,0,0,
281727,215,15,6,26.4815,1,0,0,
283923,213,14,13,11.8295,1,0,0,
293537,209,12,11,10.6236,1,0,0,
302466,193,8,12,1.72845,1,0,0,
305989,163,10,7,21.5541,1,0,0,
314174,157,10,16,32.2558,1,0,0,
327326,154,16,7,10.4173,1,0,0,
332684,791,9,21,34.2382,1,0,1,
336658,175,8,9,45.4839,1,0,0,
337586,597,19,25,1.21691,1,0,1,
342033,387,18,42,24.1425,2,0,0,
345554,335,16,6,9.789,1,0,1,
347381,186,13,6,10.0668,1,0,0,
354037,203,20,9,13.8721,1,0,0,
354361,195,19,12,13.1104,1,0,0,
356318,166,8,11,6.43359,1,0,0,
356377,174,10,7,1.32279,1,0,0,
361863,211,16,11,24.5983,1,0,0,
362076,173,9,18,7.71075,1,0,0,
365007,215,22,15,25.6614,2,0,0,
366063,677,39,36,10.4927,2,0,0,
366776,180,11,6,4.77672,1,0,0,
368282,160,11,6,39.9035,1,0,0,
374776,207,13,8,11.5447,1,0,0,
379419,156,8,8,28.8207,1,0,0,
382321,203,7,10,5.15188,1,0,0,
382718,154,17,5,23.2999,1,0,0,
391379,234,17,13,25.8005,1,0,0,
391466,165,7,13,16.5226,1,0,0,
393511,230,4,34,9.17934,1,0,0,
394306,182,9,10,20.1179,1,0,0,
395717,206,14,4,14.4023,1,0,0,
401928,271,12,21,17.1542,1,0,1,
401988,169,8,7,2.01639,1,0,0,
403559,231,9,12,4.07971,1,0,0,
405554,157,8,14,11.6464,1,0,0,
408570,312,31,14,4.83852,2,0,0,
414190,227,11,18,41.2307,1,0,0,
416170,150,4,16,44.5831,1,0,0,
