eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,nucleusRecoilEnergy,timeOfFlight,
513424,295,21,15,21.2148,1,0,0,25.4042,46.1559,
514628,324,17,24,19.8914,1,0,0,29.5977,44.9085,
517084,315,18,28,14.2429,1,0,0,28.6044,45.0418,
522662,317,11,36,6.21589,1,0,0,28.8502,46.1318,
538003,328,5,32,10.1271,1,0,0,30.578,46.631,
543671,286,26,8,17.0311,1,0,0,24.0271,46.7136,
547540,301,18,20,25.3521,1,0,0,26.6822,44.2805,
548189,717,37,15,98.7266,1,0,1,50.7746,47.8732,
556059,315,31,13,18.5064,1,0,0,28.1613,48.0309,
562078,288,20,13,12.8317,1,0,0,24.8135,45.0681,
566697,304,10,22,0.0620424,1,0,0,26.9853,44.6989,
566856,312,8,35,5.18763,1,0,0,27.9395,46.8089,
577978,317,15,22,0.000586596,1,0,0,28.8061,47.9679,
581257,345,25,20,45.8229,1,0,0,33.7316,43.2465,
582536,288,24,6,1.90746,1,0,0,24.624,48.2621,
584443,411,32,9,29.1392,2,0,0,35.4183,43.1718,
584627,654,55,26,31.8018,2,0,0,64.6501,47.1852,
588846,532,25,10,22.7287,1,0,1,23.4711,44.8661,
588974,398,18,10,1.75431,1,0,1,14.7735,45.9314,
589219,288,18,10,24.9318,1,0,0,24.9879,48.0329,
595423,295,9,9,29.0152,1,0,1,8.07673,45.2395,
605057,295,18,18,34.5568,2,0,0,17.3128,48.3032,
607230,353,19,26,25.4936,1,0,0,34.6335,44.1695,
610684,434,17,45,4.72772,1,0,0,51.4052,47.461,
613587,320,12,28,43.4161,1,0,0,29.4134,44.8573,
618781,293,20,23,1.95007,1,0,0,25.6957,46.2722,
621024,290,25,12,12.4434,1,0,0,24.4704,46.8197,
625036,368,9,6,1.98013,1,0,1,3.83458,46.8067,
635676,410,8,27,5.79205,1,0,1,24.0084,47.5645,
638634,327,19,19,9.42258,1,0,0,30.2303,48.0779,
640169,368,24,24,3.61365,1,0,0,37.9484,43.5715,
641903,337,12,28,37.2992,1,0,1,30.3084,45.516,
642876,1101,27,43,22.0371,1,0,1,85.7667,46.4349,
645531,269,17,16,2.79824,1,0,0,22.1283,47.1796,
648472,266,11,23,33.9543,1,0,0,21.7258,44.984,
649488,323,9,32,19.8332,1,0,0,30.6347,48.1618,
654814,728,16,20,0.138635,1,0,1,23.5007,47.7729,
657909,304,19,15,2.1778,1,0,0,27.0951,42.161,
658312,1016,17,33,28.6316,2,0,1,34.8566,45.8563,
659249,289,18,17,31.4989,1,0,0,25.0283,45.8467,
664404,404,5,4,7.93307,1,0,1,1.49907,45.4101,
667839,303,15,25,4.71931,1,0,0,27.0039,43.1799,
685465,248,14,11,17.9094,1,0,1,7.11608,43.4412,
689302,264,18,12,16.5015,1,0,1,14.808,43.9676,
694001,314,23,17,35.3016,1,0,0,28.5709,43.0948,
700421,315,32,12,16.9065,1,0,0,28.9591,45.5465,
705021,275,14,19,28.5254,1,0,0,23.7397,47.0063,
709266,326,10,28,15.2366,1,0,0,30.2073,45.2857,
717706,254,15,24,4.41,2,0,0,15.1438,47.5944,
723657,312,35,5,29.6923,1,0,0,28.652,45.6271,
725155,306,5,35,15.9336,1,0,0,27.2794,47.1311,
736898,678,25,26,14.3446,1,0,1,36.1839,44.8157,
736944,330,21,12,9.00742,1,0,0,31.3348,46.4894,
744925,281,14,12,50.6747,1,0,1,18.6181,48.3058,
751383,617,28,44,7.5074,2,0,0,66.0544,44.3841,
752379,291,7,28,9.81153,1,0,0,24.9553,44.57,
756514,309,9,26,4.07801,1,0,0,27.7518,43.2923,
765846,284,36,4,55.4248,1,0,0,23.9354,43.019,
766874,279,12,21,7.27598,1,0,0,23.3213,43.5753,
769221,289,16,11,11.9546,2,0,0,19.2937,47.9372,
772823,306,23,14,5.81436,1,0,0,27.255,45.5038,
773382,298,15,20,13.4456,1,0,0,25.702,45.9496,
773722,278,18,11,16.8847,1,0,0,23.0048,47.6502,
775231,329,16,35,12.7485,1,0,0,30.6983,44.6584,
779179,276,22,13,2.8219,1,0,0,22.8755,47.1117,
792828,302,22,10,24.5949,1,0,0,26.6722,44.5963,
793859,314,26,21,6.29867,1,0,0,28.9187,45.0543,
794561,344,33,6,14.1765,2,0,0,21.3496,45.6686,
796308,292,10,24,7.74893,1,0,0,25.4536,42.9019,
798371,405,17,32,7.28753,2,0,0,34.0946,45.8417,
801256,335,23,17,1.26922,1,0,0,32.2579,45.8891,
803169,520,16,19,3.78101,1,0,1,19.0489,47.0926,
821514,324,18,40,15.5257,1,0,0,30.1877,45.4403,
825265,261,17,13,8.69595,1,0,0,20.5148,44.8486,
826567,531,23,29,2.03809,2,0,1,30.7877,43.9456,
830323,508,28,5,13.1448,1,0,1,15.6951,44.048,
832188,322,24,14,24.6375,1,0,0,30.0982,43.9412,
834794,328,16,16,21.0334,1,0,0,31.0732,47.3647,
840350,288,7,29,39.8993,1,0,0,24.6623,45.4657,
842932,286,20,10,5.30796,2,0,0,16.1973,44.8807,
843457,1070,27,29,12.2298,2,0,1,53.6766,44.6925,
844912,1726,61,29,38.6051,1,0,1,176.568,47.2276,
849671,350,15,28,5.13093,1,0,0,34.7413,47.1759,
852557,843,43,26,13.8416,1,0,1,77.0556,44.6815,
854301,301,15,18,51.2988,1,0,0,26.8702,46.1233,
855487,300,8,35,38.6595,1,0,0,26.8601,45.0925,
855794,654,30,14,78.2804,1,0,1,18.3754,47.4502,
875908,335,24,15,21.4022,1,0,0,32.2691,48.0522,
878504,328,31,18,11.6679,1,0,0,30.3296,46.1899,
895539,325,14,13,20.9774,1,0,0,30.0952,43.3698,
913550,310,4,3,67.3553,1,0,1,1.63994,45.4039,
914779,616,47,21,12.3811,1,0,1,59.1449,46.13,
915513,284,29,11,7.32541,1,0,0,24.2116,45.5153,
921093,631,10,30,5.46849,1,0,1,30.7613,48.7837,
934803,303,18,32,35.0142,2,0,0,18.4085,47.7604,
936996,301,18,34,27.3888,1,0,0,26.3187,44.5992,
938533,272,4,28,14.7265,1,0,0,22.6258,47.7886,
941786,275,26,8,15.8059,1,0,0,22.5842,46.0151,
946547,309,8,8,51.6641,1,0,1,5.50895,48.0912,
948013,368,6,20,27.0122,1,0,1,16.1474,45.6049,
949263,262,7,17,5.31992,1,0,0,20.6926,43.6179,
951408,453,11,3,12.5213,1,0,1,6.49966,44.4981,
958526,288,12,16,8.84543,1,0,0,24.4559,42.61,
960463,309,9,23,2.77992,1,0,0,27.5144,42.8141,
963369,341,16,19,10.2398,1,0,0,32.6443,46.1586,
965692,1196,55,32,59.6455,2,0,1,94.4911,45.8352,
966646,310,26,11,24.9359,1,0,0,28.7817,42.9948,
971020,286,22,11,53.7284,1,0,0,24.4543,46.4018,
973561,324,15,35,17.3101,1,0,0,30.4744,46.4897,
982871,299,23,19,67.8507,1,0,0,26.4485,44.5485,
983001,330,38,18,14.5673,1,0,0,31.3365,45.3401,
988607,1032,16,26,9.01657,1,0,1,3.92854,48.4929,
988611,1097,50,34,34.8796,1,0,1,100.414,46.3523,
993085,277,10,24,1.47097,1,0,0,22.9139,46.3999,
994847,320,30,14,24.9621,1,0,0,29.459,46.4848,
996690,279,10,23,46.5537,1,0,0,23.5805,47.1382,
1006198,335,13,23,15.5113,1,0,0,35.2879,47.2836,
1008670,284,21,14,72.3693,1,0,0,24.225,45.7803,
1028330,325,12,31,21.3375,1,0,0,30.1227,43.7326,
1028641,287,25,13,7.42035,1,0,0,25.3229,45.5323,
1032143,291,17,23,50.3196,2,0,0,16.8228,42.3806,
1037432,283,26,11,42.6025,1,0,0,23.8969,46.0066,
1050229,319,13,27,31.7159,1,0,0,29.2937,43.8512,
1052678,303,10,20,5.31572,1,0,0,26.4504,46.5989,
1061505,330,35,11,7.42329,1,0,0,31.6176,47.9111,
1067073,328,17,32,11.5746,2,0,0,23.4416,44.0189,
1071657,1569,72,69,35.652,2,0,1,203.438,48.9944,
1114936,321,19,14,15.1214,1,0,0,32.2207,47.7368,
1116543,309,24,10,0.980884,1,0,0,28.3457,47.2845,
1128588,2000,80,46,22.5601,3,0,1,238.79,48.2609,
1137008,549,19,14,34.1007,1,0,1,13.613,46.6541,
1139716,309,12,21,38.32,1,0,0,27.9029,42.8271,
1148048,622,31,10,32.2814,2,0,1,51.528,45.5704,
1152022,335,24,20,4.1411,1,0,0,31.9887,48.6162,
1158707,337,18,25,29.791,1,0,0,32.9157,44.2488,
1159988,326,24,22,4.04394,1,0,0,30.4253,46.6608,
1160037,454,47,26,20.6181,3,0,0,32.6415,44.3989,
1160092,331,23,16,11.4609,1,0,0,31.8575,46.7785,
1161180,356,28,23,3.28264,1,0,0,35.4744,43.8827,
1161397,353,14,21,38.3405,1,0,0,35.686,42.9767,
1174729,302,20,15,32.9974,1,0,0,26.4736,44.8284,
1178456,351,8,22,57.7379,1,0,0,34.416,45.7902,
1180735,303,35,8,21.4218,1,0,0,26.5686,43.7025,
1182390,301,18,18,13.1863,1,0,0,26.5164,47.3366,
1183266,584,14,36,29.3174,1,0,1,25.1638,45.6557,
1189425,334,16,23,44.2043,1,0,0,31.7369,45.3274,
1191105,300,15,16,12.633,1,0,1,22.3952,44.4906,
1194892,320,21,15,35.8525,1,0,0,28.843,44.6428,
1207392,311,30,7,31.8038,1,0,0,27.7629,47.5599,
1208390,291,9,10,12.9865,1,0,1,5.36834,45.89,
1211223,307,24,16,12.9409,1,0,0,27.2857,46.6579,
1220423,317,8,28,16.0245,1,0,0,29.4005,47.4269,
1222980,813,29,15,41.352,1,0,1,33.8848,48.9968,
1231616,334,17,24,41.4546,1,0,0,32.0094,43.9092,
1232210,288,18,21,4.76063,1,0,0,24.5323,43.7856,
1233928,312,14,30,11.9743,1,0,0,27.5585,43.5945,
1235567,326,26,16,16.3697,1,0,0,30.5001,44.6072,
1242766,621,43,16,28.6083,1,0,1,52.3567,45.4176,
1243749,309,26,23,65.1879,1,0,0,27.8538,45.3923,
1256834,289,20,18,8.45767,1,0,0,25.216,48.5335,
1261085,296,5,33,3.53479,1,0,0,25.2611,44.6512,
1271672,320,15,23,5.2442,1,0,0,29.018,43.6579,
1275210,349,18,12,16.5031,2,0,0,26.3635,44.3636,
1278128,344,17,25,21.0228,1,0,0,33.2788,47.3103,
1285560,295,18,13,26.2678,1,0,0,25.7084,46.0756,
1293037,332,23,15,19.204,1,0,0,31.3079,43.3278,
1296727,331,16,35,16.9028,1,0,0,31.5791,45.9289,
1315764,264,13,27,29.5799,1,0,0,20.7661,44.4363,
1323339,274,15,17,19.14,2,0,0,18.907,44.7814,
1326763,370,17,13,6.32316,1,0,1,10.5567,46.2204,
1330985,295,15,18,19.8475,1,0,0,25.8466,42.754,
1331190,2000,47,79,31.3458,2,0,1,228.533,48.1329,
1345845,304,20,10,18.6794,1,0,0,27.0276,44.4572,
1345945,312,31,13,33.0487,2,0,0,22.4117,44.7697,
1351177,308,15,24,12.6411,1,0,0,27.3364,46.5098,
1356613,317,17,24,25.3387,1,0,0,29.2354,45.866,
1373013,603,18,27,7.88643,1,0,1,60.6387,43.477,
1373740,321,24,10,4.73797,1,0,0,29.7044,45.2489,
1374660,191,9,18,19.2258,1,0,0,12.706,44.6918,
1376491,511,13,37,16.8658,1,0,1,40.8574,45.0218,
1377034,298,14,29,34.7797,1,0,0,26.617,48.19,
1378495,313,11,17,0.750941,1,0,0,28.4365,45.3306,
1384052,303,13,16,12.0336,1,0,0,26.9993,45.7228,
1384896,337,24,10,7.0005,1,0,0,32.4628,47.5049,
1387136,535,39,16,8.78938,2,0,0,56.1821,45.5926,
1389349,333,3,1,8.5949,1,0,1,0.741019,45.7174,
1394851,321,28,13,1.51785,1,0,0,29.3262,43.5093,
1399315,302,25,10,56.7972,1,0,0,27.0272,44.7797,
1403145,573,27,32,6.56157,2,0,0,52.2207,48.2037,
1405094,349,34,10,2.65866,1,0,0,34.0247,43.6873,
1407159,322,12,27,20.6175,1,0,0,30.3644,44.9639,
1409716,280,25,11,34.4762,1,0,0,23.353,44.9641,
1410038,284,23,18,8.16351,1,0,0,23.6261,46.0727,
1417186,336,14,27,7.29819,1,0,0,31.916,43.9745,
1417820,302,9,27,28.4062,1,0,0,26.6929,43.9513,
1420364,311,23,15,3.61842,1,0,0,28.0432,44.4603,
1421649,303,23,18,4.88291,1,0,0,27.0454,43.7166,
1433173,289,10,26,32.7171,1,0,0,24.7758,45.7242,
1438676,279,9,25,52.3131,1,0,0,23.3091,45.3053,
1447382,329,10,17,7.54008,1,0,0,30.3712,45.4651,
1447403,324,22,11,15.8994,1,0,1,25.8384,44.1969,
1450322,334,26,13,42.2932,1,0,0,31.7098,44.8027,
1461128,509,10,27,44.4774,1,0,1,29.2482,44.4871,
1465613,381,18,17,50.5082,2,0,0,38.6463,47.2605,
1467670,301,7,29,21.1207,1,0,0,26.6191,42.8868,
1470029,306,21,10,25.681,1,0,0,27.5966,46.3112,
1483290,325,29,8,43.6602,1,0,0,30.6346,47.7778,
1491962,466,9,6,12.3231,1,0,1,5.14532,46.9313,
1499222,311,17,12,6.38051,1,0,0,28.428,44.9726,
1500529,289,10,28,29.8014,1,0,0,25.6517,45.9692,
1517175,305,10,18,20.183,1,0,0,27.2634,45.0015,
1518845,320,17,22,23.375,1,0,0,29.7676,43.1003,
1544334,324,34,10,35.8087,1,0,0,30.456,44.7034,
1555258,318,30,7,44.9863,1,0,0,29.2905,47.5179,
1556762,448,18,38,6.71476,2,0,0,45.0736,43.3984,
1562934,321,20,11,23.675,1,0,0,28.902,44.3027,
1565831,648,43,23,6.41937,2,0,0,64.7647,44.5806,
1566244,274,8,21,8.24249,1,0,0,22.8125,44.8902,
1580987,295,17,24,17.3845,1,0,0,25.6757,47.5395,
1588964,306,12,21,8.07501,1,0,0,26.5607,44.3517,
1589296,333,32,15,5.58577,1,0,0,31.738,43.0802,
1598817,320,19,8,16.557,1,0,0,29.1826,46.4897,
1606597,298,11,2,25.8302,1,0,1,5.7087,44.3221,
1606919,393,11,41,17.9885,2,0,0,38.047,46.8185,
1609846,279,22,15,34.639,1,0,0,23.5709,44.6357,
1610558,350,23,21,50.6152,1,0,0,34.7036,45.6416,
1614188,335,19,16,11.5937,1,0,0,31.9533,46.567,
1614611,758,15,9,33.1833,1,0,1,6.85197,46.5532,
1617445,337,13,29,86.0275,1,0,0,32.5937,47.3381,
1620078,776,52,7,4.9249,1,0,1,67.5326,46.4087,
1628859,303,26,3,79.4314,1,0,0,26.5525,43.963,
1636172,343,12,22,11.4118,1,0,0,33.688,42.487,
1642109,283,31,17,42.0503,1,0,0,23.9437,47.357,
1659985,286,19,13,3.45513,1,0,0,24.875,44.7773,
1667417,407,37,11,24.3621,2,0,0,27.5639,47.3432,
1671867,305,34,8,50.0094,1,0,0,27.2519,46.4916,
1673133,299,19,20,4.36809,1,0,0,26.5691,43.8648,
1680405,374,6,6,56.692,1,0,1,8.0637,44.7489,
1692296,314,15,15,11.504,1,0,0,28.5572,45.4124,
1694544,318,4,33,3.27329,1,0,0,29.062,47.3076,
1696293,333,14,16,15.3285,1,0,0,31.1667,46.1423,
1699446,325,13,28,24.1794,1,0,0,29.8011,46.2708,
1702824,308,22,15,20.6846,1,0,0,27.0689,44.9807,
1705481,292,22,13,9.40052,1,0,0,25.0485,47.3062,
1708157,288,8,24,37.6264,1,0,0,25.122,44.5698,
1708869,361,39,7,4.43168,1,0,0,36.8636,48.0758,
1711838,289,19,27,35.8359,1,0,0,24.9916,43.6081,
1724195,323,23,10,18.741,1,0,0,30.932,47.192,
1737205,295,27,7,21.4372,1,0,0,25.4791,44.589,
1745551,318,25,23,6.18177,1,0,0,29.4978,45.7017,
1747315,906,25,75,15.4317,2,0,0,125.384,45.1759,
1747608,555,20,43,12.0742,2,0,0,54.5502,46.8955,
1749546,276,23,7,17.9818,1,0,0,22.685,45.6369,
1749727,287,19,6,35.1382,1,0,0,24.204,43.4954,
1750691,1661,95,130,24.7867,2,0,0,390.909,48.6367,
1761166,289,15,15,19.9916,1,0,0,24.5735,46.3899,
1768166,284,24,13,31.9653,1,0,0,24.1159,47.2343,
1768685,688,47,30,12.4402,2,0,0,67.8797,46.701,
1772970,264,27,15,34.7125,1,0,0,20.8257,43.7702,
1776389,322,1,2,45.0403,1,0,1,0.668502,42.9692,
1781480,429,3,9,37.8564,1,0,1,4.534,45.4935,
1783277,321,12,15,7.3597,1,0,0,29.6171,44.862,
1791153,294,18,10,17.2066,1,0,0,25.5373,46.938,
1794453,467,48,10,16.8915,2,0,0,44.0261,47.3432,
1809465,306,16,21,23.9002,1,0,0,27.1669,44.0429,
1811192,858,47,47,13.773,4,0,0,82.4843,48.6813,
1812438,1236,49,84,8.40319,2,0,1,175.093,45.5572,
1812974,350,17,24,8.06224,1,0,0,34.997,43.6542,
1813519,609,40,36,1.50682,2,0,0,54.2104,44.5672,
1814124,309,11,24,31.5512,1,0,0,28.0357,45.3565,
1824457,778,34,40,43.7113,2,0,0,93.6997,44.5358,
1825919,303,29,12,38.1984,1,0,0,26.468,47.1144,
1828475,331,13,27,51.6225,1,0,0,30.7645,47.991,
1836085,317,24,9,7.71123,1,0,1,26.7003,43.2124,
1840940,302,7,27,23.2929,1,0,0,27.23,43.7067,
1845821,287,18,11,14.2127,1,0,0,24.5161,46.3873,
1850610,309,18,20,1.22439,1,0,0,27.8821,43.4852,
1863999,292,30,10,87.33,1,0,0,25.1399,46.4649,
1864779,308,18,15,23.0794,1,0,0,27.1485,45.1893,
1868933,279,3,25,9.79522,1,0,0,22.8266,43.242,
1872528,293,25,10,42.3001,1,0,0,25.3096,48.2417,
1876133,342,19,19,55.1101,1,0,0,33.6178,44.4333,
1876847,345,5,33,6.51027,1,0,0,33.3748,44.2794,
1888092,344,31,20,30.2198,2,0,0,24.8139,46.4409,
1889880,311,27,13,21.4164,1,0,0,28.5657,44.3221,
1899693,331,10,27,18.6866,1,0,0,31.553,45.8579,
1901737,308,24,10,29.457,1,0,0,27.9055,45.9569,
1909580,348,15,30,25.0349,1,0,0,34.2999,44.0975,
1911965,331,11,26,30.5236,1,0,0,31.5489,44.5386,
1913939,462,17,19,29.0159,1,0,1,4.79833,45.5592,
1922086,272,15,13,0.885116,1,0,0,22.4387,45.1611,
1940974,350,11,28,2.19913,1,0,1,26.0283,43.5809,
1943243,632,15,19,2.82206,1,0,1,18.6008,44.5796,
1947789,301,17,29,15.8942,1,0,0,26.3729,44.2659,
1956646,325,31,7,2.72899,1,0,0,30.404,48.1157,
1958502,321,16,32,19.1782,1,0,0,29.4652,43.4139,
1961031,341,37,6,40.5194,1,0,0,33.2732,44.7034,
1961531,295,26,8,13.7993,1,0,0,25.9885,47.3084,
1967035,332,12,22,85.445,1,0,0,31.3866,44.3712,
1974438,864,28,21,17.7789,1,0,1,37.8009,47.5361,
1978409,341,11,24,4.52989,1,0,0,32.6822,44.6249,
1982990,310,16,19,12.7854,1,0,0,27.7029,43.7947,
1989626,324,9,35,7.47723,1,0,0,30.0877,45.1907,
1992889,322,10,30,9.53773,1,0,0,30.0944,44.975,
1999310,376,20,6,33.5698,1,0,1,19.757,43.0991,
2001832,1218,26,20,11.4588,1,0,1,31.4895,46.4355,
2002537,355,18,13,0.335125,1,0,1,32.9744,48.2843,
2003692,722,16,43,18.0103,1,0,1,63.6011,44.8458,
2005881,306,7,32,18.7861,1,0,0,27.5948,46.1036,
2013363,303,18,20,10.2742,1,0,0,27.3103,43.7016,
2014902,356,7,43,40.7533,1,0,0,35.9685,43.2453,
2016771,281,5,4,7.11196,1,0,1,5.02092,45.333,
2019502,282,25,5,14.2272,1,0,0,23.9456,47.8047,
2019504,289,10,12,9.22226,1,0,1,15.5375,45.6938,
2023280,786,21,30,15.927,1,0,1,40.651,44.2344,
2031871,301,29,7,16.1437,1,0,0,26.3643,46.0367,
2037650,335,8,9,6.78929,1,0,1,8.30002,45.6282,
2038389,345,8,27,9.69838,1,0,0,33.8746,45.9152,
2044919,289,25,12,5.26884,1,0,0,24.5559,44.6181,
2051694,276,14,19,13.8597,1,0,0,22.8301,45.2074,
2057092,299,34,6,16.1931,1,0,0,26.5185,44.9365,
2062627,1536,63,133,8.58209,2,0,0,331.56,48.3074,
2065603,311,24,7,14.8125,1,0,0,28.0689,48.0873,
2066276,1065,89,38,19.0954,2,0,1,126.825,45.5116,
2067588,765,24,16,38.5452,1,0,1,24.8328,47.0609,
2087351,290,13,21,30.415,1,0,0,25.2152,42.8552,
2087412,309,13,30,9.37476,1,0,0,28.5674,43.5428,
2088425,858,50,28,63.9955,1,0,1,44.3337,45.7357,
2093021,470,35,13,12.4105,1,0,1,31.2456,47.028,
2100719,333,18,29,21.7517,1,0,0,31.1191,45.167,
2101622,283,19,12,35.0641,1,0,0,23.4302,43.1755,
2111244,309,8,27,6.00881,1,0,0,27.7673,46.4513,
2114505,289,21,8,14.9692,1,0,0,23.8972,46.7803,
2116707,321,18,22,25.1601,1,0,0,29.899,47.8371,
2131812,268,9,19,47.3464,2,0,0,14.6466,46.0922,
2149056,313,30,7,31.5903,1,0,0,28.3697,45.1869,
2150985,348,15,22,36.2912,1,0,0,34.725,45.8253,
2184470,699,43,57,83.6178,2,0,0,71.7234,47.0811,
2188298,1219,56,34,16.278,2,0,1,101.241,46.5499,
