eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,
14421,1173,39,110,24.6545,2,0,0,
53111,668,17,58,0.30687,1,0,0,
61356,1011,41,90,5.91656,3,0,0,
71590,662,19,41,5.61036,1,0,0,
116148,504,20,14,46.7388,1,0,1,
180907,1361,46,107,24.9629,2,0,0,
220283,851,26,53,39.3084,1,0,1,
223552,937,24,21,50.5077,1,0,1,
267735,787,26,49,25.4079,2,0,1,
274994,783,31,59,44.0037,2,0,0,
288163,681,17,62,76.9111,1,0,0,
289665,674,29,52,39.0736,1,0,0,
297092,853,31,75,1.69711,2,0,0,
349509,869,32,73,2.52981,2,0,0,
359793,676,27,52,35.083,1,0,0,
360093,730,24,60,47.6459,1,0,1,
383978,754,30,46,36.6487,1,0,1,
389755,706,27,59,88.4569,2,0,0,
390188,663,11,52,28.9046,1,0,0,
415938,827,19,63,44.4931,1,0,1,
426829,678,21,54,19.9951,1,0,0,
458947,668,32,62,89.0233,1,0,0,
464695,983,40,74,22.6821,2,0,0,
520425,1374,101,71,81.6285,2,0,0,
527776,1460,12,5,36.8866,1,0,1,
545418,644,15,56,3.74126,1,0,0,
583107,667,22,48,31.2605,1,0,0,
601055,654,27,59,3.59262,1,0,0,
623481,706,26,69,29.5512,2,0,0,
627450,730,41,64,19.0018,2,0,0,
763374,1151,32,65,9.61114,1,0,1,
769283,644,18,64,14.9968,1,0,0,
777251,1366,63,102,5.51126,2,0,0,
782885,920,29,91,31.9561,2,0,0,
783964,654,19,54,24.0426,1,0,0,
796711,646,24,57,24.3965,1,0,0,
799658,943,25,31,23.9039,1,0,1,
808939,656,31,65,25.8977,1,0,0,
832277,835,25,64,15.3192,1,0,1,
870369,763,24,63,7.88599,2,0,0,
904635,703,35,61,2.19986,2,0,0,
906920,657,20,55,52.7036,1,0,0,
930105,654,25,58,27.137,1,0,0,
947140,670,24,67,28.2632,1,0,0,
967338,817,40,69,11.1069,2,0,0,
986116,767,21,74,8.02729,2,0,0,
1000271,669,20,51,14.0806,1,0,0,
1010834,758,38,71,44.4405,2,0,0,
1036826,665,19,55,32.529,1,0,0,
1039531,649,19,56,28.3625,1,0,0,
1058940,1060,50,85,36.7124,3,0,0,
1059370,685,29,44,18.6491,1,0,1,
1067708,688,23,64,21.6957,1,0,0,
1100956,661,25,51,1.2781,1,0,0,
1114054,651,20,50,34.2106,1,0,0,
1120560,673,18,59,45.8286,1,0,0,
1136630,1336,22,84,8.69553,1,0,1,
1138293,722,28,48,27.1662,1,0,1,
1185283,850,41,31,24.6723,1,0,1,
1213752,1427,22,25,29.8548,1,0,1,
1219907,789,14,62,12.5837,1,0,1,
1226597,659,16,68,54.1739,1,0,0,
1230917,682,20,69,10.4416,1,0,0,
1241253,915,27,70,14.048,1,0,1,
1258558,667,28,59,14.9013,1,0,0,
1261092,1286,67,99,11.3963,3,0,0,
1273747,1134,63,75,19.1469,2,0,0,
1275745,1146,37,102,6.31902,2,0,0,
1278055,740,19,68,48.9553,1,0,0,
1316679,847,11,11,46.5156,1,0,1,
1335312,648,21,63,14.8255,1,0,0,
1361100,1072,30,88,21.5007,2,0,0,
1380877,680,17,49,13.0846,1,0,0,
1388659,673,22,63,8.48173,1,0,0,
1392135,637,15,63,14.2289,1,0,0,
1408571,669,25,70,17.4529,1,0,0,
1432395,652,26,67,17.7895,1,0,0,
1443813,728,32,29,18.9956,1,0,1,
1452447,670,19,53,27.7305,1,0,0,
1453431,642,25,60,3.13355,1,0,0,
1467977,646,30,67,5.57234,1,0,0,
1478890,665,17,57,23.7791,1,0,0,
