eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,
764,204,15,11,18.6924,1,0,0,
1483,233,20,20,4.58841,1,0,0,
2577,244,24,14,21.6161,1,0,0,
5291,366,22,22,1.06977,2,0,0,
6684,248,14,13,60.3799,1,0,0,
8494,237,8,17,13.8596,1,0,0,
9650,190,5,18,2.94868,1,0,0,
10255,197,17,8,7.76398,1,0,0,
11185,242,10,13,32.5601,1,0,0,
12978,333,13,17,9.37875,1,0,1,
13871,191,13,7,3.6643,1,0,0,
15743,324,5,1,42.736,1,0,1,
19331,268,11,9,14.8632,1,0,1,
21694,203,11,10,2.32123,1,0,0,
26320,360,16,30,15.8967,2,0,0,
28130,222,15,12,32.1522,1,0,0,
29142,223,13,13,0.703831,1,0,0,
29503,247,16,14,1.42069,1,0,0,
31530,220,16,15,19.441,1,0,0,
33465,224,9,16,33.0165,1,0,0,
36930,196,12,13,11.123,1,0,0,
47583,217,17,16,23.7316,1,0,0,
47846,233,14,8,0.753418,1,0,0,
49273,257,15,16,67.7919,1,0,0,
54305,219,12,8,3.37372,1,0,0,
54712,229,15,17,3.8867,1,0,0,
58424,448,28,10,10.9327,1,0,1,
65544,212,6,13,3.85047,1,0,0,
66103,201,15,8,10.6771,1,0,0,
71207,258,11,18,43.038,1,0,0,
76396,261,14,11,11.3326,1,0,0,
84411,192,14,8,45.7098,1,0,0,
96519,199,15,12,23.9545,1,0,0,
97135,211,16,7,0.794124,1,0,0,
102923,225,19,12,16.0361,1,0,0,
103074,217,15,17,11.4264,1,0,0,
114613,364,24,19,10.5544,2,0,0,
117027,244,13,11,14.9405,1,0,0,
120414,263,19,15,7.08112,1,0,0,
122010,260,18,17,4.27912,1,0,0,
122145,225,15,18,35.8275,1,0,0,
122457,332,20,30,22.7382,2,0,0,
125026,238,14,17,5.84289,1,0,0,
128091,205,9,12,7.61695,1,0,0,
131227,412,23,21,3.69207,2,0,0,
136033,212,16,8,24.9169,1,0,0,
138195,350,8,23,24.0824,1,0,1,
142878,225,10,15,18.5075,1,0,0,
144180,241,13,13,6.49347,1,0,0,
145117,220,19,16,7.10297,1,0,0,
156925,1748,88,97,0.346573,2,0,1,
159667,210,12,16,5.18999,1,0,0,
162029,485,4,17,9.53998,1,0,1,
166350,248,18,11,5.10999,1,0,0,
170644,301,15,20,16.6338,2,0,1,
176538,235,8,21,13.9818,1,0,0,
178819,659,21,6,45.3146,1,0,1,
180388,230,17,18,0.902687,1,0,0,
180826,217,12,10,13.4108,1,0,0,
183764,240,10,16,3.91754,1,0,0,
194792,242,17,14,35.3354,1,0,0,
194799,232,3,13,1.69083,1,0,1,
195568,242,16,22,5.17103,1,0,0,
199850,259,11,24,2.59386,1,0,1,
203252,950,24,27,22.8289,1,0,1,
208971,205,8,14,36.7624,1,0,0,
215533,323,9,5,37.9155,1,0,1,
222621,333,20,21,2.56372,2,0,0,
223261,761,53,47,12.672,2,0,0,
225241,196,13,11,17.0975,1,0,0,
227812,265,8,4,5.63668,1,0,1,
230128,264,23,18,12.4316,1,0,0,
230946,196,17,11,4.30109,1,0,0,
231509,213,16,9,2.65916,1,0,0,
235023,220,14,17,0.0916205,1,0,0,
235583,209,10,8,1.02612,1,0,0,
242482,233,20,14,3.42209,1,0,0,
244049,250,9,15,17.9902,1,0,0,
249117,210,13,12,50.9219,1,0,0,
249668,206,10,16,6.10247,1,0,0,
260656,190,13,10,16.0913,1,0,0,
263863,234,6,18,5.73856,1,0,0,
265723,257,14,19,21.5265,1,0,0,
267065,221,8,14,5.1437,1,0,0,
268635,201,7,7,75.4206,2,0,0,
275628,709,46,33,2.00769,2,0,0,
275687,193,10,9,3.49272,1,0,0,
277268,203,11,20,35.4997,1,0,0,
277412,1375,98,66,3.16172,2,0,0,
