eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,
25266,1024,23,53,18.2963,1,0,1,
31821,769,54,53,16.8132,2,0,0,
43170,656,35,45,9.8944,1,0,0,
44063,737,32,41,3.98899,1,0,1,
64654,814,33,35,7.83645,1,0,1,
78343,1039,55,50,1.14313,2,0,1,
112243,659,42,28,10.4281,2,0,0,
113824,642,35,43,10.0489,1,0,0,
114380,673,30,40,4.52066,1,0,0,
119807,669,35,42,27.4466,1,0,0,
121657,681,34,48,2.73092,1,0,0,
139673,661,39,39,19.8713,1,0,0,
146184,661,46,40,5.6595,1,0,0,
149994,660,43,39,28.127,1,0,0,
212524,1000,39,36,63.1925,1,0,1,
213867,751,30,30,30.9901,1,0,1,
238942,656,38,58,24.4085,1,0,0,
243255,945,45,32,8.28946,1,0,1,
243262,752,40,61,9.23031,1,0,1,
260981,665,38,40,34.3789,1,0,0,
270283,667,42,46,17.3276,1,0,0,
271722,788,44,56,4.34776,1,0,0,
276312,1142,83,74,7.44683,3,0,0,
279578,1037,47,42,5.41301,1,0,1,
300997,1557,109,74,13.9543,3,0,0,
329867,1244,19,15,15.5678,1,0,1,
331524,979,42,56,14.4805,1,0,1,
336102,655,50,41,1.38729,1,0,0,
339143,1725,105,77,0.469793,2,0,1,
358450,656,39,45,5.54067,1,0,0,
363764,640,35,36,3.90728,1,0,0,
365562,675,47,37,8.47227,1,0,0,
382354,710,1,2,31.8029,1,0,1,
385629,668,41,38,16.1335,1,0,0,
404748,764,52,48,60.1595,2,0,0,
411059,641,39,40,47.6508,1,0,0,
454169,719,28,29,8.88913,1,0,1,
472029,723,45,49,7.58364,2,0,0,
472664,900,62,51,27.6992,2,0,0,
479642,1372,45,41,7.91686,1,0,1,
481834,1477,88,78,12.9557,3,0,0,
490949,688,27,46,67.3394,1,0,1,
500364,650,37,43,13.0272,1,0,0,
541071,1222,44,51,6.59867,1,0,1,
575092,681,33,35,7.02564,1,0,0,
586588,657,39,38,28.9318,1,0,0,
597329,637,38,47,0.946991,1,0,0,
603020,663,38,35,2.17217,1,0,0,
607452,652,47,48,27.9964,1,0,0,
622533,929,21,77,28.4947,2,0,1,
628162,658,44,43,43.4118,1,0,0,
631581,665,38,39,22.5581,1,0,0,
674742,1247,57,67,0.600722,2,0,1,
698228,677,39,35,43.407,1,0,0,
721748,673,49,39,46.0778,1,0,0,
754218,769,63,17,36.5546,1,0,1,
755222,679,45,38,35.2862,1,0,0,
759216,683,44,34,25.7396,1,0,0,
764555,909,41,44,33.7395,2,0,1,
771172,1054,77,49,35.4331,2,0,1,
772936,652,37,53,23.6347,1,0,0,
773398,1554,100,73,3.6443,2,0,0,
833438,650,52,49,2.89773,1,0,0,
838325,664,40,47,2.63521,1,0,0,
858880,664,41,39,63.3753,1,0,0,
879141,659,34,51,15.6622,1,0,0,
888692,670,32,45,9.04177,1,0,0,
941302,678,30,25,58.3099,1,0,1,
980221,651,45,38,0.363427,1,0,0,
981458,678,7,5,81.899,1,0,1,
999548,672,32,34,31.7826,1,0,0,
1011548,1210,52,53,13.5923,2,0,1,
1019839,822,48,20,28.0696,1,0,1,
1039338,654,40,38,0.661141,1,0,0,
1084603,671,37,34,40.971,1,0,0,
1091527,762,23,16,8.55716,1,0,1,
1091615,656,28,37,4.9305,1,0,0,
1097283,813,41,46,13.7653,2,0,0,
1101467,654,45,51,7.31091,1,0,0,
1101805,660,34,46,3.77396,1,0,0,
1102662,679,44,39,1.92728,1,0,0,
1108479,1311,59,73,11.1689,2,0,1,
1115669,1526,82,93,21.7379,3,0,1,
1120490,1399,72,93,23.7591,2,0,0,
1123737,659,45,37,28.4462,1,0,0,
1129001,1412,71,60,10.4468,2,0,1,
1139238,659,32,28,38.8943,1,0,0,
1164907,1125,39,56,25.0573,2,0,1,
1170714,668,41,54,14.9097,1,0,0,
1181366,656,38,33,13.1095,1,0,0,
1196102,1809,63,75,4.76884,2,0,1,
1205325,436,36,32,10.7071,1,0,0,
1213131,757,52,40,11.5921,2,0,0,
1224143,666,46,42,36.1564,1,0,0,
1244184,659,49,54,6.01735,1,0,0,
1257115,669,44,47,19.9077,1,0,0,
1260116,657,56,26,2.14328,1,0,0,
1275565,651,37,46,9.52387,1,0,0,
1289923,671,42,47,9.09661,1,0,0,
1293902,775,49,36,6.95652,1,0,1,
1298088,1777,115,122,29.1731,4,0,0,
1324547,669,49,40,0.456549,1,0,0,
1329201,1482,39,114,20.9113,2,0,1,
1345859,651,40,36,4.9388,1,0,0,
1347317,662,33,31,37.8197,2,0,0,
1381292,663,51,43,23.9623,1,0,0,
1393706,1535,30,53,32.4567,1,0,1,
1395658,656,46,35,9.86143,1,0,0,
1401160,698,41,37,6.35266,2,0,1,
1402184,1255,78,87,0.813744,2,0,0,
1406669,1629,31,36,11.9815,1,0,1,
1422819,658,41,39,30.6324,1,0,0,
1439567,662,43,50,14.9211,1,0,0,
1441077,679,50,38,13.566,1,0,0,
1444148,944,67,60,0.493893,2,0,0,
1452664,655,46,39,1.47823,1,0,0,
1453232,685,34,41,46.6599,1,0,0,
