eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,nucleusRecoilEnergy,timeOfFlight,
9189,390,31,15,98.8161,1,0,0,41.8824,43.8449,
9284,808,29,53,13.5709,3,0,0,74.5075,44.475,
9701,543,16,52,26.6577,2,0,0,64.2896,43.8374,
13568,425,23,8,15.5504,1,0,1,14.5352,43.0246,
29533,371,35,12,34.7881,1,0,0,38.5187,44.1869,
29772,405,27,30,1.98459,1,0,0,44.9529,47.9741,
36475,387,32,17,35.461,1,0,0,42.1761,44.3339,
45679,397,38,13,36.3283,1,0,0,44.0185,46.9477,
53546,393,16,41,26.0151,1,0,0,42.8399,45.0716,
55468,433,36,15,7.95539,2,0,0,38.7469,42.7081,
56719,370,38,12,7.15022,1,0,0,38.3473,46.6411,
66414,460,38,18,22.0267,2,0,0,46.0225,46.544,
73763,417,15,11,31.3757,1,0,1,18.0551,43.8847,
77956,627,25,22,19.6409,1,0,1,33.072,47.2391,
78072,365,13,32,9.90914,1,0,0,38.36,45.5926,
82360,424,36,14,26.4816,1,0,0,48.5508,45.2223,
83474,1277,57,42,18.5133,2,0,1,77.0071,46.726,
93905,422,36,20,15.9554,1,0,0,48.9891,45.7994,
103504,387,12,30,60.5031,1,0,0,42.34,45.2349,
120650,409,18,28,34.0092,1,0,0,45.994,45.337,
121578,377,11,38,11.65,2,0,0,29.4141,46.7022,
123656,493,14,37,10.4269,1,0,1,29.7462,47.8264,
141688,406,18,29,10.4152,1,0,0,45.8672,44.4295,
147622,1179,61,98,47.6696,2,0,0,188.175,46.3026,
154700,606,32,11,7.66246,1,0,1,49.5871,44.3631,
157810,379,16,31,8.51952,1,0,0,40.4979,46.8427,
160738,467,32,27,39.8956,2,0,0,40.9468,46.8649,
163744,425,32,24,3.05606,1,0,0,50.0206,44.292,
176528,697,28,36,0.189831,1,0,1,31.6594,45.6619,
189345,373,18,24,24.2519,2,0,0,32.5951,43.4361,
191523,390,19,28,12.5838,1,0,0,41.8401,45.4906,
198013,405,19,14,83.5393,1,0,0,45.2682,43.5509,
198513,427,32,12,30.3605,1,0,1,27.9201,46.7649,
204614,376,6,34,3.72254,1,0,0,39.4476,47.9506,
213750,384,17,30,0.698093,1,0,0,42.4549,47.1931,
216964,429,22,19,11.0947,1,0,0,50.0947,44.7673,
220375,1972,56,100,57.6201,2,0,1,219.593,47.9086,
221968,397,29,23,11.6936,1,0,0,43.7129,45.5114,
222811,371,24,35,10.7049,1,0,0,38.6531,43.4429,
223652,357,24,14,6.23069,1,0,1,27.2013,45.9578,
224234,408,11,27,45.7115,1,0,0,46.311,44.7777,
226792,1296,61,92,20.7546,2,0,0,228.202,48.0855,
228982,966,4,3,3.20844,1,0,1,3.4848,46.6501,
229454,369,11,31,18.0854,1,0,0,38.655,48.5599,
250571,424,9,44,25.9633,1,0,0,48.7358,44.8115,
254236,389,35,14,21.0185,1,0,0,42.1915,48.7648,
257087,381,42,15,65.106,1,0,0,40.36,46.9495,
257227,366,33,13,0.0960367,1,0,0,37.9119,45.7071,
257816,874,21,8,37.6651,1,0,1,20.2355,47.3468,
268863,401,32,21,0.470388,1,0,0,45.1937,45.0333,
306615,413,19,30,16.9551,1,0,0,46.452,45.2871,
312275,415,37,11,22.2949,1,0,0,47.377,46.7667,
317771,590,30,25,6.09639,2,0,1,37.8828,46.201,
317928,409,29,22,4.00679,1,0,0,45.076,43.6879,
319832,376,15,23,32.0116,1,0,0,39.7323,47.5886,
328693,414,30,12,40.6994,1,0,0,47.1702,44.0922,
339869,384,24,23,22.5416,1,0,0,40.9163,46.6158,
354804,702,66,31,39.8187,2,0,0,83.5418,44.7367,
357477,379,31,16,31.3429,1,0,0,40.0641,46.2422,
359634,386,40,11,35.914,1,0,0,41.2672,44.7036,
366826,373,18,34,25.2391,1,0,0,39.15,45.9378,
368702,572,33,33,40.9901,2,0,0,49.0785,45.0478,
370482,416,43,23,16.3225,1,0,0,47.8363,47.253,
372099,383,24,24,91.8071,1,0,0,40.4865,48.5837,
376234,406,26,28,63.9012,1,0,0,44.9141,46.6835,
380672,405,16,30,20.7722,1,0,0,46.4603,44.627,
391223,429,17,11,4.96088,1,0,1,18.9855,46.7457,
395403,530,12,60,11.7192,1,0,1,60.2103,48.0917,
401516,376,29,11,45.1615,1,0,0,39.523,46.0964,
403542,380,32,14,37.9857,1,0,0,40.2907,43.2579,
408585,387,18,21,17.1475,1,0,0,41.7869,48.525,
412630,381,19,20,16.9498,1,0,0,40.1319,42.1959,
415114,384,11,28,3.90125,1,0,1,26.2396,45.8775,
415468,762,54,19,41.7008,1,0,1,52.6466,44.9322,
418501,406,35,12,0.603536,1,0,0,46.4414,45.2983,
420179,374,25,25,3.98735,1,0,0,38.7174,46.5513,
441279,422,10,35,90.5666,1,0,0,49.048,47.0528,
443764,411,16,30,14.9943,1,0,0,46.7706,46.3599,
458435,378,14,24,19.5288,1,0,0,39.3411,46.5801,
464294,372,16,17,12.3226,1,0,0,38.426,47.6677,
480152,403,28,37,0.409149,1,0,0,44.3291,44.3832,
486247,687,18,28,68.1012,1,0,1,22.9194,43.2905,
489663,397,34,20,48.9748,1,0,0,43.3606,43.9463,
491555,374,15,22,7.02293,1,0,1,37.6698,47.3795,
493430,614,3,12,20.5251,1,0,1,5.78384,45.0632,
499021,376,17,17,17.4374,1,0,0,38.8517,42.6405,
502342,382,24,36,21.2284,1,0,0,41.0906,48.0713,
514162,664,32,44,59.0266,2,0,0,67.6918,44.0447,
517987,411,26,27,74.7488,1,0,0,47.0678,44.7917,
518208,905,65,37,37.9128,2,0,0,131.056,48.348,
520370,369,11,7,25.915,1,0,1,10.8329,48.2242,
522078,396,23,13,21.2183,1,0,0,43.3841,47.8123,
527341,388,21,20,0.248288,1,0,0,41.8082,43.3157,
550079,416,39,21,6.65172,1,0,0,47.8188,47.8483,
556103,897,47,28,42.4096,1,0,1,71.2411,47.9841,
556595,392,24,19,6.43128,1,0,0,42.9776,48.0889,
560922,343,12,26,20.0687,1,0,0,33.7579,45.64,
562796,378,33,13,6.99881,1,0,0,39.4887,46.4973,
572383,428,24,34,13.6403,1,0,0,50.3574,45.8527,
581697,369,21,21,11.7234,2,0,0,31.572,42.8061,
587441,422,2,2,1.69108,1,0,1,1.91576,44.5155,
604769,559,12,39,6.84074,1,0,1,43.6272,44.6795,
605987,405,39,14,21.5917,1,0,0,44.8137,43.8617,
609297,375,35,16,9.45266,1,0,0,39.4662,43.4935,
613327,410,10,1,95.295,1,0,1,3.50063,45.4508,
615881,406,27,16,0.0303983,1,0,0,45.8938,44.3056,
617054,242,16,17,1.30322,2,0,0,13.9455,42.6326,
629980,404,36,12,19.7357,1,0,0,45.5023,44.2173,
639079,386,7,16,24.1251,1,0,1,11.8353,47.7245,
639336,368,14,22,31.3154,1,0,0,38.7497,44.394,
653481,402,33,17,26.8208,1,0,0,44.6803,45.4452,
658415,393,26,11,8.78513,1,0,0,42.7288,43.9027,
665955,771,44,30,9.46947,1,0,1,81.3175,45.1137,
671518,380,22,30,89.157,1,0,0,40.3512,44.0687,
677391,489,1,8,25.1058,1,0,1,5.25304,45.3404,
698153,1252,46,10,45.5145,1,0,1,64.6469,46.729,
706353,583,21,51,21.1164,1,0,1,53.8523,48.8989,
707255,410,16,26,6.24983,1,0,0,46.0269,46.3738,
718532,463,41,11,6.08263,2,0,0,51.7108,44.8192,
719970,372,17,19,15.9545,1,0,0,39.3929,45.6119,
726578,410,36,13,32.9725,1,0,0,46.05,46.7282,
728555,325,21,21,0.235004,1,0,0,30.8097,48.7064,
740216,751,45,33,4.51901,2,0,0,100.631,45.5652,
743299,391,12,49,2.87979,1,0,0,42.3143,45.8255,
752163,388,26,26,36.6073,1,0,0,41.6411,48.0375,
756007,413,12,34,14.9115,1,0,0,47.0779,46.4465,
756034,378,26,9,19.0829,1,0,0,39.4561,44.6696,
760256,384,8,34,13.0787,1,0,0,41.818,45.848,
762426,390,20,34,15.2385,1,0,0,41.9126,48.5571,
774065,364,32,14,22.3405,1,0,0,37.839,43.0324,
790685,346,12,28,12.8578,2,0,1,20.3846,43.699,
808585,400,8,36,8.17208,1,0,0,44.2804,44.9721,
815960,390,6,25,4.4773,1,0,1,12.8839,45.7803,
816331,390,20,30,82.6347,1,0,0,42.1729,47.1749,
831085,592,21,18,18.9869,1,0,1,28.874,48.2517,
837529,423,14,22,28.7241,1,0,0,49.2336,48.0999,
861705,1846,81,81,19.6425,3,0,1,242.008,48.1124,
864809,379,33,15,51.5869,2,0,0,34.1591,44.0847,
866922,473,11,15,12.0011,1,0,1,15.1844,46.7489,
878336,421,38,12,2.82421,1,0,0,48.7555,44.0731,
889959,375,14,32,16.9331,1,0,0,39.5399,44.7332,
896733,399,23,26,40.8366,1,0,0,44.6819,47.9497,
901184,422,28,15,32.0098,1,0,0,48.2252,45.6431,
908629,409,17,38,14.3708,2,0,0,44.7817,43.9057,
916556,402,24,15,2.28042,1,0,0,45.3166,45.6131,
917718,410,26,34,11.6271,1,0,0,45.4837,44.0068,
927747,532,3,3,7.37169,1,0,1,5.03204,48.3051,
940506,383,30,10,8.6474,1,0,0,41.306,45.9886,
955869,411,27,17,20.3599,1,0,0,46.3054,43.8744,
960381,372,28,18,63.8741,1,0,0,38.5818,44.6167,
982525,401,29,26,35.0847,2,0,0,30.064,43.2118,
984025,550,26,34,17.755,1,0,1,59.3935,45.0714,
987626,897,51,18,6.81367,1,0,1,70.2282,45.069,
991996,1768,38,45,44.8547,2,0,1,171.612,48.5303,
992189,380,18,31,53.128,1,0,0,43.5645,43.3588,
993678,298,7,21,16.9474,1,0,0,25.98,46.9992,
997802,362,28,13,24.6192,1,0,0,37.404,46.653,
1014207,418,19,19,35.618,1,0,1,19.5244,46.2093,
1023405,393,12,29,27.7574,2,0,0,26.2692,46.6114,
1027758,375,10,45,19.6649,1,0,0,38.8874,44.7387,
1115989,365,21,18,12.3737,1,0,0,36.9721,44.9646,
1118444,362,6,5,7.65661,1,0,1,9.37466,43.8175,
1118511,397,20,15,37.8114,1,0,0,43.3269,48.8687,
1124082,343,13,20,1.17742,1,0,1,21.337,44.5658,
1140613,464,3,11,5.33275,1,0,1,6.7455,43.3683,
1154682,421,24,24,1.60625,1,0,0,49.4326,43.7565,
1156300,372,25,38,3.78476,1,0,0,39.066,44.288,
1159593,399,28,19,40.1438,1,0,0,44.6054,48.5679,
1167026,306,21,16,7.66251,1,0,0,26.9132,46.5607,
1170264,383,31,19,57.1332,1,0,0,41.3378,44.795,
1172546,764,23,60,22.9791,2,0,1,75.3276,46.278,
1173871,415,23,36,12.9957,2,0,0,28.6894,43.7046,
1174721,402,13,30,54.6374,1,0,0,44.5939,46.0524,
1182450,384,11,32,3.00008,1,0,0,41.1243,43.2826,
1186269,375,24,14,9.75327,1,0,0,39.7823,44.432,
1195865,2000,136,107,7.99376,4,0,0,384.985,46.5705,
1204566,402,32,25,4.03543,1,0,0,44.7286,47.4361,
1216013,416,20,27,14.4367,1,0,0,47.5811,45.3156,
1228687,381,36,11,33.2226,1,0,0,40.5992,46.3447,
