eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,
1764596,1220,64,77,4.35024,2,0,0,
1769070,502,13,11,29.2733,1,0,1,
1770992,495,33,23,24.7952,1,0,0,
1782989,481,27,24,16.4573,1,0,0,
1784885,475,22,34,10.1335,1,0,0,
1788004,449,32,29,36.717,1,0,0,
1819147,481,6,5,6.50164,1,0,1,
1821071,474,25,26,3.64375,1,0,0,
1834148,571,34,26,16.6227,2,0,0,
1885830,586,19,41,30.0517,1,0,1,
1887836,467,28,17,56.7679,1,0,0,
1889267,483,26,30,9.79785,1,0,0,
1896403,537,26,19,39.6529,1,0,1,
1899122,82,10,7,0.932796,1,0,0,
1900805,477,21,22,25.4602,1,0,0,
1914791,478,36,29,2.46265,1,0,0,
1936807,484,33,35,2.45453,1,0,0,
1942164,785,50,67,54.2806,2,0,0,
1944832,496,29,24,0.300851,1,0,0,
1948491,479,36,29,10.057,1,0,0,
1965726,1350,83,73,52.2988,3,0,0,
1972075,491,26,31,7.55802,1,0,0,
1974979,468,29,26,33.6189,1,0,0,
2018451,485,28,35,47.3895,1,0,0,
2025767,528,10,22,31.1036,1,0,1,
2029944,628,20,21,4.95909,1,0,1,
2038697,769,47,49,1.32165,3,0,0,
2049291,463,29,33,15.0575,1,0,0,
2071033,479,34,31,3.53744,1,0,0,
2073529,1387,67,83,29.7014,2,0,1,
2079376,474,22,25,3.7895,1,0,0,
2093810,783,19,28,29.6797,2,0,1,
2120163,535,37,29,2.12415,2,0,0,
2120498,472,33,29,9.66697,1,0,0,
2130318,451,29,28,0.184523,1,0,0,
2130850,464,27,26,7.18294,1,0,0,
2131490,462,23,22,7.9747,1,0,0,
2136708,389,23,20,38.8726,1,0,0,
2140125,725,38,45,4.23662,2,0,0,
2150329,470,18,26,30.6263,1,0,0,
2160416,508,8,4,48.3536,1,0,1,
2161374,458,22,28,20.8058,1,0,0,
2162548,545,20,24,6.57158,2,0,1,
2168040,448,22,19,7.8015,1,0,1,
2174864,468,24,19,7.56548,1,0,0,
2174921,452,24,20,7.14933,1,0,0,
2180251,458,30,25,16.0934,2,0,0,
2183599,497,34,32,14.5678,1,0,0,
2183723,452,27,26,15.4503,2,0,0,
2184865,852,18,17,41.4326,1,0,1,
2192622,453,24,32,30.2198,1,0,0,
2197208,464,30,25,25.0458,1,0,0,
2207173,473,24,32,9.81937,1,0,1,
2209078,731,38,57,5.65436,2,0,0,
2210839,488,35,29,26.8577,1,0,0,
2213143,1375,23,32,34.3115,1,0,1,
2224743,472,20,38,8.72205,1,0,0,
2231964,484,8,2,0.367214,1,0,1,
2233213,1310,39,36,7.18425,2,0,1,
2251115,455,33,21,15.8666,1,0,0,
2252471,456,27,33,2.7241,1,0,0,
2256006,486,27,27,20.0418,1,0,0,
2264808,494,37,34,35.2495,1,0,0,
2291201,483,26,26,39.194,1,0,0,
2327726,492,29,26,17.1948,1,0,0,
2339806,581,14,15,4.04179,1,0,1,
2349331,453,24,28,21.7041,1,0,0,
2380555,484,30,46,23.1601,1,0,0,
2407911,488,24,28,6.39008,1,0,0,
2410579,848,34,34,4.21142,1,0,1,
2423613,423,21,14,24.7224,1,0,1,
2426330,443,29,22,2.04893,1,0,0,
2430972,457,30,26,9.23179,1,0,0,
2453279,460,9,11,72.8411,1,0,1,
2455745,408,12,11,16.3153,1,0,1,
2455844,470,30,28,11.5461,1,0,0,
2462489,457,24,26,20.8314,1,0,0,
2467452,471,16,33,9.76796,1,0,0,
2491470,471,28,27,3.61261,1,0,0,
2491797,482,34,27,17.3217,1,0,0,
2501587,426,8,5,3.62087,1,0,1,
2521997,457,9,19,9.23323,1,0,1,
2540985,975,62,47,21.7184,2,0,1,
2541480,458,33,36,3.56616,1,0,0,
