eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,
4368,450,3,4,6.69911,1,0,1,
11843,1066,93,44,39.6119,2,0,0,
12628,394,23,22,32.691,1,0,0,
21958,385,19,28,7.78883,1,0,0,
24543,375,17,28,48.4401,1,0,0,
30478,632,33,27,31.5204,1,0,1,
44493,908,2,1,61.435,1,0,1,
44512,376,27,17,15.7455,2,0,0,
45998,462,13,13,55.6073,1,0,1,
48578,404,11,22,12.1047,1,0,0,
52476,395,27,25,14.7315,1,0,0,
54685,367,21,24,14.2051,1,0,1,
63142,386,25,27,16.8856,1,0,0,
65265,414,26,25,28.2879,2,0,0,
67603,386,21,21,5.73541,1,0,0,
68754,425,25,25,29.8877,1,0,0,
71902,422,32,24,6.52603,3,0,0,
81132,381,25,24,23.1561,2,0,0,
88020,400,23,22,15.2618,1,0,0,
90472,387,26,26,16.4971,1,0,0,
93692,449,19,24,13.4222,2,0,0,
106903,408,19,24,5.77237,1,0,0,
115551,422,24,30,38.7633,1,0,0,
115972,428,19,35,4.06847,1,0,0,
121278,384,17,18,26.9435,1,0,0,
124321,384,20,25,4.03334,1,0,0,
129246,405,30,27,19.561,1,0,0,
141022,489,18,24,14.8474,1,0,1,
152014,423,21,19,2.65471,2,0,0,
158847,391,24,15,2.67036,1,0,0,
166912,420,27,23,12.7408,2,0,0,
169345,398,22,32,24.4789,1,0,0,
180268,382,26,24,28.8091,1,0,0,
182412,365,14,13,22.9652,1,0,0,
186333,396,23,20,24.1169,1,0,0,
190837,423,19,19,13.6401,1,0,1,
205923,378,18,24,10.9232,1,0,0,
214860,600,31,20,2.58548,2,0,1,
214992,376,24,27,8.18144,1,0,0,
215768,427,17,26,25.3694,1,0,0,
216944,464,29,19,37.1293,1,0,1,
219760,356,21,27,29.5876,1,0,0,
221174,395,17,23,9.46705,1,0,0,
221430,1521,103,90,8.26021,3,0,0,
222791,527,31,36,26.4473,1,0,1,
233473,676,22,23,47.6341,2,0,1,
246549,527,29,14,27.3013,1,0,1,
256665,394,24,22,19.7577,1,0,0,
263121,370,12,16,1.48238,1,0,0,
267150,429,17,18,11.2388,1,0,1,
272772,387,23,10,57.9475,1,0,0,
275750,394,23,19,22.6062,1,0,0,
282089,393,29,16,62.7801,1,0,0,
288799,422,18,22,3.63881,1,0,0,
293752,643,18,38,75.4152,1,0,1,
302843,379,21,20,2.86702,1,0,0,
306075,396,27,24,3.23556,1,0,0,
309915,384,20,29,3.87366,1,0,0,
316749,413,21,22,1.95084,1,0,0,
333285,370,21,34,25.9215,1,0,0,
342986,391,34,23,33.2656,1,0,0,
352643,383,15,25,14.0557,1,0,0,
366372,769,15,13,2.11725,1,0,1,
370979,371,17,23,5.23116,1,0,0,
375898,654,31,60,1.33485,3,0,0,
378511,380,24,21,3.20564,1,0,0,
380650,453,23,15,30.8639,1,0,1,
383074,370,20,24,11.4909,1,0,0,
386615,392,21,23,47.7043,1,0,0,
387610,376,16,29,20.9844,1,0,0,
391240,486,18,40,3.28069,1,0,0,
398431,394,18,36,27.7467,1,0,0,
400381,413,24,22,56.0382,1,0,0,
402320,412,28,36,43.0232,1,0,0,
414072,485,42,28,13.762,2,0,0,
456731,389,17,13,19.3816,1,0,0,
456864,1126,71,62,6.68304,2,0,0,
457824,531,25,28,2.28198,1,0,1,
463717,746,27,29,30.0122,1,0,1,
467814,665,39,43,6.42149,2,0,0,
471912,399,27,25,27.3723,1,0,0,
473598,377,14,22,4.77026,1,0,0,
477134,396,30,19,1.97498,1,0,0,
483849,372,21,19,9.69494,1,0,0,
489846,359,6,12,18.8137,1,0,1,
494044,390,29,29,1.91424,1,0,0,
495281,422,30,24,47.4315,2,0,0,
501593,366,13,23,23.6185,1,0,1,
504533,376,31,15,19.8194,1,0,0,
514156,396,18,17,26.6774,1,0,0,
522074,399,22,28,17.2109,1,0,0,
522873,381,20,28,0.943293,1,0,0,
533292,421,26,22,9.95225,1,0,0,
533989,365,16,25,5.2164,1,0,0,
545960,396,23,27,28.9234,1,0,0,
549844,400,26,23,9.05414,1,0,0,
552383,377,21,13,9.75355,1,0,0,
552563,375,22,17,5.98851,1,0,0,
554216,1004,67,59,26.489,3,0,0,
563000,385,26,22,0.1621,1,0,0,
563485,744,21,20,15.7489,1,0,1,
574665,879,29,29,21.9503,1,0,1,
575731,495,30,22,1.48484,2,0,1,
583087,368,18,30,22.1464,1,0,0,
588746,376,28,22,4.74605,1,0,0,
588986,415,25,33,42.652,1,0,0,
589370,360,21,25,38.9278,1,0,0,
591229,1095,44,59,7.9487,2,0,1,
593545,401,23,23,33.0607,1,0,0,
594213,394,20,15,21.042,1,0,1,
599539,404,25,21,3.57121,1,0,0,
624370,391,28,19,0.142158,1,0,0,
628359,430,31,20,6.08548,1,0,0,
631687,395,24,19,5.97353,1,0,0,
656016,584,33,40,31.6988,2,0,0,
656145,403,26,28,1.1934,1,0,0,
660176,368,18,20,19.2682,1,0,0,
660555,482,7,11,29.1414,1,0,1,
671099,393,27,24,3.79876,1,0,0,
678555,385,21,29,2.97238,1,0,0,
691561,400,20,22,13.1968,1,0,0,
706699,619,41,31,39.166,2,0,0,
711374,559,37,38,3.28822,2,0,0,
715737,416,27,34,1.15909,1,0,0,
720794,367,18,22,15.141,1,0,0,
721682,404,16,13,10.9104,1,0,1,
737837,375,22,27,37.8282,1,0,0,
750415,615,28,14,30.0091,2,0,1,
753225,443,25,31,7.1611,1,0,1,
760084,363,20,19,86.719,1,0,0,
780849,430,19,24,30.476,1,0,0,
785639,379,22,24,9.61424,1,0,0,
786712,913,53,56,0.134882,2,0,0,
792957,521,28,27,94.3023,1,0,1,
798745,1585,90,94,45.2587,4,0,0,
807328,391,25,25,0.135245,1,0,0,
813467,635,34,40,7.39992,4,0,0,
813665,838,39,38,13.6549,1,0,1,
815697,683,23,53,32.8914,2,0,0,
831789,387,31,26,12.2509,1,0,0,
832332,377,26,30,2.95012,1,0,0,
851404,662,30,49,15.4825,2,0,0,
856812,390,21,21,9.85433,1,0,0,
865666,1304,35,33,0.896325,1,0,1,
871145,355,17,17,11.5854,1,0,0,
881544,375,19,27,31.2053,1,0,0,
887383,1070,53,57,10.167,2,0,1,
891738,348,22,15,25.3658,2,0,0,
894395,426,25,24,25.7147,1,0,0,
895913,416,24,27,70.8615,1,0,0,
899124,405,24,24,23.3552,1,0,0,
903899,401,18,22,8.74346,1,0,0,
910140,362,20,21,35.3795,1,0,0,
910604,389,32,21,3.6309,1,0,0,
912678,650,31,62,4.77332,2,0,0,
918911,844,33,44,24.3644,1,0,1,
919382,402,23,21,6.49041,1,0,0,
922737,494,32,28,17.3057,2,0,0,
925753,383,24,21,8.16764,1,0,0,
931568,390,29,29,1.6183,1,0,0,
941862,376,25,19,7.80806,1,0,0,
951680,381,19,21,32.1743,1,0,0,
957602,710,33,49,32.0001,2,0,0,
958568,368,27,18,22.9495,1,0,0,
960067,764,19,25,35.2992,2,0,1,
961072,410,29,26,12.7906,1,0,0,
964228,370,22,25,46.8263,1,0,0,
964702,900,43,39,9.78879,1,0,1,
996687,422,34,32,8.28299,1,0,0,
998345,507,36,23,42.9572,2,0,0,
1005885,386,21,19,51.5876,1,0,0,
1025746,407,23,30,31.9669,1,0,0,
1030879,598,36,26,29.5962,1,0,1,
1035391,402,25,22,32.1141,1,0,0,
1039213,559,17,19,40.2397,1,0,1,
1047821,375,24,32,11.8906,1,0,0,
1050567,385,25,27,8.68896,1,0,0,
1059895,448,10,8,8.04681,1,0,1,
1060164,378,21,28,8.93427,1,0,0,
1067989,477,21,23,6.6502,1,0,1,
1071726,416,18,18,25.9368,2,0,0,
1073771,382,16,26,20.9009,1,0,0,
1080990,395,37,19,5.82593,1,0,0,
1087010,609,53,34,1.94086,2,0,0,
1091343,881,52,69,8.58041,2,0,0,
1094235,395,17,13,19.3859,1,0,1,
1103698,397,22,24,2.9055,1,0,0,
1105672,1854,109,95,28.4286,3,0,0,
1106467,381,20,22,15.1155,1,0,0,
1118383,583,34,43,51.7241,3,0,0,
1125269,425,31,17,7.55953,1,0,0,
1128818,364,6,13,6.76728,1,0,1,
1135366,368,21,24,27.1574,1,0,0,
1153498,376,18,20,22.0199,1,0,0,
1162077,1395,47,28,0.0274722,1,0,1,
1162470,349,18,28,16.238,2,0,0,
1163893,511,47,29,7.40572,2,0,0,
1166900,378,27,23,15.5698,1,0,0,
1167791,380,25,21,2.3188,1,0,0,
1170018,384,22,22,14.9407,1,0,0,
1187694,394,36,28,16.7085,1,0,0,
1200341,416,27,28,65.4502,1,0,0,
1203989,1007,45,44,11.7413,1,0,1,
1207636,615,30,37,26.1765,1,0,1,
1210968,409,20,18,16.7203,1,0,0,
1226740,390,23,26,97.8331,1,0,0,
1243384,783,34,43,13.7109,2,0,1,
