eventID,numPhotons,numUp,numDown,coincidenceTime,numElasticSensitive,scatteredInelastically,scatteredNotSensitive,nucleusRecoilEnergy,timeOfFlight,
348065,440,35,25,5.84411,1,0,0,52.818,43.6305,
352166,514,36,19,12.1693,2,0,0,42.1029,44.3843,
359086,474,37,18,5.39814,1,0,0,62.1993,47.2186,
369567,490,13,32,11.272,1,0,0,64.4716,45.2433,
372687,539,26,20,27.2795,1,0,1,34.0705,44.5159,
401268,438,28,28,8.15695,1,0,0,52.3958,43.5246,
423408,868,54,14,26.6465,2,0,1,101.839,45.099,
439006,466,21,38,6.19912,1,0,0,59.8817,48.4869,
477521,926,48,29,30.8215,1,0,1,111.749,45.8959,
479640,438,40,14,25.5725,2,0,0,39.4108,45.4049,
490677,474,14,31,19.9387,1,0,0,61.617,45.8659,
494793,33,1,2,22.6231,1,0,0,1.03804,48.4545,
511439,438,12,4,30.338,1,0,1,3.99578,45.3703,
515358,483,41,19,8.02026,1,0,0,62.6738,46.8297,
520615,585,1,5,37.4954,1,0,1,2.16262,46.602,
530667,476,37,22,17.9779,2,0,0,59.655,44.2395,
562242,494,32,24,25.7553,1,0,0,66.8161,48.4508,
564620,467,12,36,7.04829,2,0,0,45.6744,44.8245,
569930,506,17,32,22.9321,2,0,0,41.0997,42.9185,
570959,571,2,3,8.74985,1,0,1,3.53154,46.3166,
593804,446,15,33,18.3094,1,0,0,54.7857,44.098,
597621,442,10,19,42.5361,1,0,1,27.2593,43.5092,
621550,488,22,38,36.9082,1,0,0,65.0679,47.5142,
622689,486,12,35,7.49451,1,0,0,63.345,45.0529,
631837,444,19,25,3.14395,1,0,0,53.8119,44.3615,
632546,487,11,62,40.2668,1,0,0,64.1639,44.4945,
637862,420,21,20,12.1766,1,0,1,31.8219,44.838,
641260,485,42,24,25.1639,1,0,0,64.7775,43.5324,
650927,457,30,28,3.4711,1,0,0,57.2983,43.4975,
666162,465,31,17,23.711,1,0,0,59.9113,42.8621,
669585,870,4,13,37.5216,1,0,1,10.3628,46.0823,
712432,480,29,27,4.36274,1,0,0,62.8671,47.7972,
739202,1245,57,15,33.5317,1,0,1,69.4775,48.7391,
753679,1550,112,80,47.0918,3,0,0,249.946,47.2475,
769805,444,18,41,28.6941,1,0,0,54.7429,46.4559,
771524,971,45,35,13.7874,1,0,1,99.9621,44.2809,
781570,648,48,35,28.9573,2,0,0,66.5869,44.9993,
805874,447,12,37,6.04749,2,0,0,37.6656,43.5593,
814020,466,35,30,25.8982,1,0,0,59.5023,44.6779,
822052,451,8,29,38.3495,1,0,1,14.4566,44.5213,
824590,1695,63,19,4.74465,2,0,1,87.2011,46.0669,
827858,472,21,27,29.7752,1,0,0,60.4688,44.4562,
838685,483,30,33,5.75886,2,0,0,41.5131,44.0648,
841915,459,18,43,17.8265,2,0,0,48.7244,45.7263,
848095,471,12,48,35.469,1,0,0,61.2632,48.0413,
862605,505,37,38,35.3214,1,0,0,69.7291,48.0638,
870673,1587,73,107,55.8211,2,0,0,352.236,46.9736,
878844,465,27,15,24.279,1,0,0,58.6671,44.003,
893175,714,33,14,10.6355,1,0,1,46.6073,44.8573,
914914,517,29,17,41.5766,1,0,0,72.7939,44.2243,
919892,464,40,11,13.7145,1,0,0,58.3843,45.8938,
934011,819,50,44,43.4592,2,0,0,119.295,47.1644,
943475,467,12,43,64.8434,1,0,0,60.4075,44.7925,
946101,508,43,15,61.3728,1,0,0,70.1112,45.5775,
954264,565,28,20,72.9805,1,0,1,32.3151,44.8446,
957121,450,24,32,12.5117,1,0,0,55.2982,45.6735,
963983,467,27,39,3.27301,1,0,0,59.8788,47.9492,
974408,480,30,37,19.7781,2,0,0,48.0801,45.3385,
980634,471,38,20,7.06067,1,0,0,61.1012,43.9796,
985535,476,19,40,13.121,1,0,0,62.5352,44.7378,
987860,1166,81,20,14.9231,3,0,1,69.163,45.8742,
992501,661,7,49,13.0649,1,0,1,48.7409,44.9009,
1001795,718,21,38,30.8351,1,0,1,45.3027,44.9043,
1005479,435,15,26,23.076,1,0,0,51.619,48.302,
1017456,457,46,19,34.3938,1,0,0,57.5507,44.2372,
1022088,933,67,50,33.8247,2,0,0,122.452,45.2206,
1029954,487,51,25,17.9285,1,0,0,64.4393,44.1842,
1044542,442,48,14,20.8703,1,0,1,52.2097,46.3179,
1049211,449,23,42,3.56643,1,0,0,54.8621,43.9364,
1051866,467,39,6,9.13649,1,0,0,59.3135,44.7907,
1069025,522,6,3,1.68324,1,0,1,3.94616,48.8178,
1086039,415,28,25,17.8413,2,0,0,28.6504,43.7927,
1088800,243,17,14,16.5133,2,0,0,14.0519,46.2698,
1090541,696,54,30,10.3854,2,0,0,69.6542,47.1405,
1095409,523,23,52,13.6169,2,0,0,44.9292,44.8533,
1095416,441,43,9,5.48875,1,0,0,53.199,45.8731,
1109875,478,40,14,0.29593,1,0,0,62.2478,45.6363,
1110195,519,18,35,9.93876,2,0,0,45.0137,44.8558,
1136090,578,20,38,5.59126,1,0,1,46.5058,44.9883,
1138487,517,9,5,48.5803,1,0,1,5.24039,45.0582,
1148096,490,53,18,59.5138,1,0,0,64.6655,45.0816,
1180630,466,31,16,5.30235,1,0,0,58.9493,46.9998,
1196041,477,29,20,88.9622,1,0,0,61.546,45.566,
1209365,490,26,40,6.69768,1,0,0,64.4784,48.0065,
1221897,486,26,35,4.26513,1,0,0,64.3889,43.9169,
1225902,1074,40,34,1.6329,1,0,1,142.654,46.3394,
1229175,480,36,27,38.8218,1,0,0,62.904,45.1185,
1243072,489,25,41,24.4687,1,0,0,65.7773,47.7174,
1248776,495,29,17,9.3277,1,0,0,66.1491,44.5758,
1251099,489,40,19,25.1716,1,0,0,65.0065,47.2953,
1252664,496,5,11,8.64733,1,0,1,4.76076,46.13,
1254539,852,30,32,2.02926,1,0,1,91.2648,46.6071,
1256261,882,41,19,17.9924,1,0,1,50.4429,45.1343,
1262507,1101,32,10,26.7459,1,0,1,35.0152,47.9813,
1287522,500,22,22,36.9326,1,0,0,68.1049,44.852,
1306338,491,28,22,1.14041,1,0,0,65.7214,48.3712,
1318472,476,35,16,5.62881,1,0,0,61.1396,44.8242,
1333541,485,20,28,36.6935,1,0,0,63.9825,45.7277,
1336613,463,24,26,26.3227,1,0,0,58.0934,44.398,
1337658,462,12,43,14.9309,2,0,0,34.6098,46.2755,
1344670,992,11,33,38.1319,1,0,1,33.2922,47.4621,
1352327,468,15,31,2.99861,1,0,0,59.2825,45.0382,
1365215,1439,59,107,21.6564,2,0,0,289.095,48.0121,
1370715,478,36,16,24.7391,1,0,0,62.3531,44.2675,
1391092,895,35,20,23.544,1,0,1,50.3965,43.7958,
1409924,836,24,38,16.9023,2,0,1,37.2678,46.5794,
1410398,439,21,25,32.1377,1,0,0,53.1863,45.4151,
1426443,495,4,9,4.53131,1,0,1,8.70965,46.1485,
1441576,687,29,32,9.76831,2,0,1,33.9535,48.3459,
1442012,458,21,37,11.6213,1,0,0,57.9116,46.8721,
1445221,438,29,17,9.01458,1,0,0,52.7287,46.4131,
1445284,597,27,16,4.63524,1,0,1,28.6338,45.4005,
1460346,459,39,22,59.2773,1,0,0,57.9056,48.7539,
1480153,522,31,31,26.0888,2,0,0,70.0583,43.6041,
1486468,513,23,39,12.6383,1,0,1,60.3022,46.3808,
1498744,451,32,19,9.47487,2,0,0,45.2305,46.6629,
1508285,1522,35,44,1.30805,1,0,1,203.199,48.4954,
1515919,481,11,48,6.7923,1,0,0,62.7323,45.5651,
1526684,468,27,30,23.2426,1,0,0,59.2851,45.3338,
1536605,466,16,33,65.0519,1,0,0,60.0843,48.5628,
1575402,492,26,27,29.7003,1,0,0,64.9794,47.4037,
1581787,471,20,19,0.945608,1,0,1,35.0196,45.1916,
1587701,655,30,41,33.3378,1,0,1,71.7775,45.6715,
1590415,481,45,12,42.0183,1,0,0,62.606,47.1488,
1604112,467,11,40,14.6675,2,0,0,38.2934,47.9323,
1605877,496,21,58,56.9686,2,0,0,37.7343,45.7934,
1609884,649,71,17,47.0556,2,0,0,95.1082,46.6062,
1617472,475,23,34,22.5955,1,0,0,62.6509,43.7577,
1617891,745,48,15,14.583,1,0,1,60.3421,46.6409,
1624874,487,12,38,0.442717,2,0,0,46.1233,44.0471,
1627044,724,29,56,10.3642,1,0,0,148.092,45.5218,
1628557,587,38,18,6.36988,1,0,1,46.1527,46.24,
1638105,473,32,23,13.4859,1,0,0,60.7431,45.0214,
1644279,468,14,43,15.8408,1,0,0,59.6939,46.6723,
1652492,801,20,28,17.0137,1,0,1,12.8776,47.7963,
1654286,506,32,29,9.52085,1,0,0,68.1628,45.9945,
1655729,464,13,51,12.5543,1,0,0,60.3398,47.1036,
1658442,478,37,23,9.04414,1,0,0,61.5498,47.5656,
1680343,446,15,49,18.3803,1,0,0,54.9944,47.2027,
1682426,1862,111,97,10.1664,5,0,0,308.53,46.5422,
1689935,619,53,18,28.0654,2,0,0,80.7197,47.6056,
1698293,457,25,18,5.84604,1,0,0,57.2454,46.7849,
1730713,733,33,43,7.01869,2,0,1,64.9242,48.0304,
1748849,492,29,29,56.9395,2,0,1,29.4475,43.2272,
1752361,435,10,14,7.91212,1,0,1,11.7744,48.7115,
1761612,481,17,15,68.8604,2,0,1,19.4065,44.5863,
1762182,452,17,42,12.184,1,0,0,56.5099,47.1986,
1762362,463,25,32,14.7234,1,0,0,59.0034,43.464,
1763316,442,42,22,10.1804,1,0,0,53.0619,44.9757,
1789347,452,26,25,36.1794,1,0,0,55.8507,48.8976,
1790765,1126,30,30,1.01099,1,0,1,53.1959,48.5276,
1796501,698,64,29,9.70257,2,0,0,97.0849,46.6074,
1805670,447,16,35,25.9909,1,0,0,54.9377,47.8117,
1826693,493,23,37,84.7707,1,0,0,65.7018,44.699,
1832449,495,9,23,54.4073,1,0,1,19.8231,45.0377,
1838164,1377,103,62,85.3192,3,0,0,236.848,46.5003,
1852563,503,18,21,32.418,1,0,1,28.3398,44.742,
1856778,500,36,25,10.5612,1,0,0,67.1974,45.4432,
1856943,429,14,28,50.2169,1,0,0,50.8237,44.7639,
1878492,561,15,28,2.93302,1,0,1,52.1448,45.0168,
1882214,665,69,18,30.6122,2,0,0,91.7533,46.9522,
1897989,451,31,24,18.7634,1,0,0,55.8595,44.4604,
1904412,585,7,18,36.5947,1,0,1,11.6285,45.1883,
1907160,438,22,31,22.7112,1,0,0,51.9563,46.3874,
1908609,885,49,21,7.88861,1,0,1,107.756,45.6867,
1912392,479,49,19,21.3459,1,0,0,62.7133,44.5961,
1930442,610,19,27,4.72919,1,0,1,57.055,45.1999,
1939637,558,42,29,46.5065,2,0,0,54.3916,45.5485,
1943570,501,46,30,16.0728,1,0,0,67.9747,46.7757,
1953886,476,50,17,22.7232,1,0,0,61.1888,45.7945,
1958039,1061,41,35,5.515,1,0,1,99.4499,47.5522,
1965053,496,22,49,29.0957,1,0,0,66.3563,44.3038,
1965795,1583,115,81,7.3247,2,0,0,361.386,48.2273,
1987235,830,30,13,67.0985,1,0,1,36.2549,47.9429,
1988339,1217,44,30,19.4463,2,0,1,52.9799,46.6631,
1989511,428,17,37,61.7942,2,0,0,41.088,45.721,
1990928,466,40,11,24.8144,1,0,0,59.2609,47.7047,
2001234,1624,44,31,52.7732,1,0,1,148.539,47.0844,
2005968,510,37,31,24.2378,1,0,0,69.8607,47.7707,
2007060,475,24,46,0.942643,1,0,0,60.8643,48.9239,
2057557,508,6,4,11.5158,1,0,1,3.05246,45.0011,
2062267,838,58,34,6.48049,2,0,0,111.142,44.0778,
2071141,425,13,43,9.57614,1,0,0,50.8023,44.4749,
2078222,511,14,37,20.7589,1,0,0,69.7556,43.9304,
2078341,1259,69,71,8.21502,3,0,0,214.085,47.52,
2093011,457,19,42,60.9422,1,0,0,57.4861,43.6562,
2110999,496,40,19,35.5426,1,0,0,67.2531,45.355,
2111519,1197,76,41,11.5262,2,0,1,86.3324,46.3419,
2115115,1826,84,103,20.4703,2,0,1,298.409,48.4213,
2117610,647,37,23,20.725,1,0,1,65.6028,44.0879,
2120527,861,17,55,17.0246,1,0,1,91.132,46.5937,
2121309,478,43,21,9.51148,1,0,0,62.9461,46.9009,
2134973,1356,4,11,41.8963,1,0,1,3.73824,48.4824,
2137410,453,24,30,9.27374,1,0,0,55.9722,44.2591,
2139512,511,50,17,22.0762,1,0,0,70.3869,44.7297,
2141236,457,22,23,1.67049,1,0,0,57.147,45.6146,
2145766,592,10,23,0.911989,1,0,1,14.5047,44.8038,
2147956,541,14,26,75.0877,2,0,1,37.1718,46.7295,
2185971,694,47,35,19.5524,2,0,0,97.8997,43.7916,
2193047,482,20,53,45.16,1,0,0,63.6729,45.8341,
2209123,454,37,13,67.078,1,0,0,55.2842,47.1018,
2209555,546,31,15,14.3058,1,0,1,41.0982,46.0959,
2213129,451,27,31,8.93803,1,0,0,56.3867,44.3096,
2230016,484,19,45,16.3818,1,0,0,64.5642,48.8869,
2236281,486,35,24,69.6187,2,0,0,38.2864,46.0195,
2237209,789,42,58,4.86536,2,0,0,87.1168,42.7386,
2237565,426,18,40,25.4197,1,0,0,50.8406,44.6927,
2245034,446,18,53,25.5786,1,0,0,53.5029,44.6342,
2252498,508,40,21,23.6918,1,0,0,70.6808,43.259,
2270141,1287,43,56,32.229,1,0,1,110.249,48.7786,
2279126,548,15,22,11.0335,2,0,1,19.1857,45.4234,
2283709,467,24,46,20.3518,1,0,0,59.2838,47.5793,
2285259,464,21,43,24.3003,1,0,0,58.3984,45.4697,
2286403,442,15,49,12.6064,1,0,0,53.3111,44.9616,
2294664,538,35,20,10.0421,1,0,1,64.5314,45.7579,
2296838,489,26,42,35.9084,1,0,0,64.4378,44.6658,
2303646,483,19,22,0.102598,1,0,1,37.1609,45.9725,
2306945,486,24,18,41.1913,1,0,0,65.5133,48.7951,
2307577,432,22,20,64.8773,1,0,0,51.3156,44.1729,
2332892,482,37,19,31.6389,1,0,0,62.6827,44.9243,
2335760,1666,110,94,30.9131,3,0,0,308.601,47.9283,
2336254,463,41,20,54.0662,1,0,0,58.2717,47.193,
2338301,719,23,24,5.69427,1,0,1,26.537,47.1102,
2340092,498,16,53,24.3344,1,0,0,67.7966,45.861,
2343819,464,14,37,36.4862,1,0,0,57.9382,45.3253,
2360297,479,25,33,48.9072,1,0,0,62.6796,44.4052,
2372407,447,36,20,62.2521,1,0,0,55.1862,44.8742,
2379993,478,26,29,10.9167,1,0,0,63.3207,43.1835,
2381425,629,21,23,3.70499,1,0,1,54.2281,44.5278,
2381518,537,20,26,10.2456,1,0,1,42.847,47.984,
2387368,455,4,1,27.6274,1,0,1,1.55878,45.4477,
2387630,500,37,27,13.6497,1,0,0,67.762,46.7602,
2397421,468,33,18,2.59962,1,0,0,59.918,42.9501,
2415070,434,28,33,20.3075,2,0,0,42.5575,43.5236,
2430093,545,19,24,55.9283,1,0,1,29.7656,45.0713,
2439251,697,47,33,68.7145,2,0,0,73.9948,45.14,
2446355,1076,11,27,19.9761,1,0,1,39.7916,46.9759,
2459358,693,19,14,18.4648,1,0,1,29.0645,46.5401,
2464206,473,25,33,18.7139,1,0,0,60.6467,46.9054,
2472439,977,40,37,12.4417,2,0,1,54.3713,44.9409,
2473210,488,27,46,2.86723,1,0,0,65.6972,47.1198,
2477028,474,8,28,23.8366,1,0,1,21.7397,47.4603,
2480611,601,33,40,13.8845,2,0,0,56.1134,45.1496,
2496004,480,44,17,10.522,1,0,0,62.6313,44.3486,
2498735,1493,63,131,3.93716,2,0,0,315.897,46.5835,
2503549,845,28,14,61.6057,1,0,1,23.1779,48.5635,
2529397,477,12,32,35.6559,1,0,0,61.3297,45.4721,
2542232,462,18,37,15.9342,1,0,0,57.174,46.1589,
2549749,1449,20,59,26.5276,1,0,1,73.2079,48.7293,
2559397,476,20,34,11.6603,1,0,0,61.8031,46.6643,
2567613,463,44,20,4.30796,1,0,0,58.6244,47.7556,
2580709,452,10,56,56.1577,1,0,0,55.7663,47.7787,
2604871,1521,66,118,43.0019,3,0,0,251.053,46.9576,
2607103,488,33,32,44.3443,1,0,0,65.3917,45.217,
2612047,889,66,63,59.6996,2,0,0,131.084,47.2499,
2616742,458,29,29,41.2962,1,0,0,57.5572,48.4786,
2619911,473,36,27,2.78344,1,0,0,60.7398,46.8839,
2645672,1762,70,126,6.89208,3,0,0,385.383,48.9199,
2649175,464,17,23,23.8643,1,0,0,58.7175,46.7936,
2652040,439,20,32,11.0176,1,0,0,52.6129,46.0233,
2652528,456,18,25,17.7116,1,0,1,35.9873,45.9541,
2655362,688,5,23,63.6326,1,0,1,27.0474,45.1489,
2657621,453,24,16,6.24895,1,0,0,56.2193,47.1175,
2657737,462,27,24,22.6676,2,0,0,55.0742,45.1441,
2661610,1294,47,32,0.219273,1,0,1,111.24,44.1139,
