eventID,eDep,
0,0,
1,322.04,
2,502.415,
3,814.941,
4,621.601,
5,554.724,
6,460.199,
7,612.216,
8,915.112,
9,376.802,
10,0,
11,737.568,
12,538.245,
13,633.234,
14,314.632,
15,424.562,
16,0,
17,530.886,
18,0,
19,571.851,
20,0,
21,0,
22,627.306,
23,528.756,
24,391.669,
25,853.348,
26,807.073,
27,646.058,
28,881.875,
29,284.73,
30,845.052,
31,568.824,
32,367.917,
33,0,
34,554.133,
35,451.786,
36,858.94,
37,658.505,
38,167.437,
39,220.315,
40,751.33,
41,654.274,
42,0,
43,822.427,
44,352.392,
45,588.588,
46,0,
47,417.376,
48,393.484,
49,392.216,
50,348.204,
51,719.46,
52,497.823,
53,633.41,
54,548.671,
55,35.3956,
56,835.623,
57,0,
58,580.647,
59,391.38,
60,647.992,
61,801.246,
62,329.005,
63,452.205,
64,722.906,
65,693.645,
66,550.369,
67,396.626,
68,0,
69,458.622,
70,156.104,
71,335.199,
72,649.941,
73,819.813,
74,629.88,
75,496.116,
76,570.579,
77,748.783,
78,116.612,
79,0,
80,0,
81,495.093,
82,534.422,
83,0,
84,357.025,
85,260.57,
86,751.4,
87,520.637,
88,253.012,
89,458.309,
90,706.455,
91,594.666,
92,0,
93,366.389,
94,446.075,
95,325.112,
96,551.882,
97,655.602,
98,746.999,
99,652.217,
100,92.2325,
101,381.256,
102,623.771,
103,0,
104,481.503,
105,542.728,
106,603.514,
107,368.29,
108,541.677,
109,628.741,
110,671.907,
111,711.197,
112,573.042,
113,768.443,
114,439.045,
115,637.609,
116,296.339,
117,304.392,
118,871.238,
119,956.576,
120,782.776,
121,765.192,
122,489.422,
123,358.221,
124,355.683,
125,871.475,
126,0,
127,264.134,
128,415.397,
129,529.287,
130,352.453,
131,187.078,
132,0,
133,690.323,
134,176.841,
135,0,
136,646.434,
137,0,
138,719.717,
139,576.061,
140,757.623,
141,709.649,
142,804.659,
143,699.468,
144,368.938,
145,326.147,
146,556.462,
147,769.643,
148,501.519,
149,825.337,
150,690.82,
151,521.748,
152,702.431,
153,488.194,
154,736.335,
155,441.034,
156,301.591,
157,714.871,
158,136.592,
159,603.276,
160,322.208,
161,521.062,
162,768.669,
163,427.412,
164,386.1,
165,253.457,
166,334.026,
167,0,
168,631.408,
169,345.954,
170,640.088,
171,489.749,
172,236.553,
173,845.486,
174,817.974,
175,428.473,
176,901.663,
177,390.45,
178,977.495,
179,511.388,
180,404.145,
181,498.216,
182,0,
183,525.756,
184,665.463,
185,91.1534,
186,373.837,
187,362.235,
188,457.241,
189,0,
190,167.171,
191,450.635,
192,695.362,
193,0,
194,578.413,
195,777.411,
196,633.979,
197,831.005,
198,768.279,
199,423.159,
200,631.425,
201,806.402,
202,514.186,
203,807.712,
204,682.151,
205,873.209,
206,600.096,
207,923.741,
208,591.336,
209,738.921,
