eventID,eDep,
1,119.031,
4,180.367,
6,121.842,
8,243.82,
9,143.288,
10,249.111,
13,120.393,
14,257.22,
18,85.9381,
19,247.175,
21,249.171,
22,241.388,
23,236.302,
25,257.347,
27,255.532,
28,168.945,
29,185.718,
30,244.797,
31,251.237,
37,252.173,
38,107.648,
39,153.591,
40,245.653,
42,176.472,
43,192.785,
44,257.013,
45,76.6245,
46,240.117,
47,124.077,
48,74.7715,
49,257.353,
50,257.353,
51,214.751,
52,198.765,
53,111.283,
54,93.4891,
55,257.348,
56,247.787,
57,165.12,
58,108.006,
59,127.241,
60,220.222,
62,178.546,
63,214.327,
65,257.006,
67,160.834,
69,257.353,
71,255.047,
77,186.418,
80,109.984,
81,243.949,
84,64.8293,
86,255.055,
87,257.239,
88,170.7,
89,257.353,
90,256.043,
91,257.351,
93,167.52,
94,251.851,
95,166.772,
96,237.169,
97,257.326,
98,207.695,
105,257.325,
108,153.606,
109,239.972,
110,194.526,
111,128.391,
112,190.238,
114,166.065,
116,196.562,
118,257.102,
119,226.617,
120,138.83,
122,196.025,
126,255.314,
127,256.974,
128,257.351,
129,64.2443,
130,247.324,
131,61.7382,
133,74.8972,
134,255.364,
135,171.195,
138,71.9403,
139,114.484,
140,257.353,
142,257.353,
144,165.326,
145,220.946,
146,112.796,
148,126.589,
150,251.585,
152,230.993,
153,107.548,
154,193.491,
158,74.7181,
162,254.956,
163,175.716,
164,257.292,
165,251.058,
166,257.353,
170,224.114,
171,191.482,
175,250.214,
181,124.025,
184,243.114,
187,255.039,
188,121.893,
191,257.316,
193,249.083,
194,224.294,
195,253.511,
196,153.481,
197,257.35,
198,81.4059,
200,256.899,
202,257.353,
204,136.954,
205,133.142,
207,184.808,
208,195.967,
209,167.659,
212,215.536,
213,90.0643,
214,242.581,
215,116.646,
218,257.353,
220,60.3125,
222,58.6949,
223,232.321,
224,138.365,
225,257.353,
226,98.2258,
227,174.762,
228,228.498,
229,71.7753,
230,212.172,
234,56.7029,
238,231.184,
240,120.113,
242,164.383,
243,94.621,
244,213.755,
245,91.5573,
246,136.609,
249,244.527,
251,74.9154,
254,88.6639,
255,101.964,
256,84.207,
258,208.751,
259,213.579,
264,244.646,
265,157.351,
268,254.533,
270,140.957,
272,130.367,
273,109.368,
275,193.375,
276,93.1221,
277,180.139,
278,257.316,
279,143.291,
280,257.352,
282,163.289,
283,238.974,
284,245.844,
285,243.181,
286,98.4193,
287,147.047,
288,90.3568,
289,251.57,
290,252.042,
291,256.826,
294,161.865,
295,256.716,
299,152.869,
300,100.268,
301,251.513,
304,164.048,
306,257.353,
308,253.778,
309,176.962,
310,73.6553,
311,256.935,
312,120.42,
313,195.867,
314,209.758,
315,159.275,
321,169.435,
322,231.482,
324,188.821,
325,152.815,
326,252.405,
327,202.156,
329,257.342,
330,71.5198,
331,94.2327,
332,205.057,
333,257.101,
335,93.8244,
336,186.879,
339,58.8156,
340,135.367,
343,243.712,
345,257.352,
346,177.728,
348,78.7912,
350,257.353,
351,254.233,
353,157.326,
356,250.594,
359,254.389,
360,257.353,
361,117.531,
362,192.001,
363,68.6876,
364,150.942,
370,257.233,
371,255.133,
372,231.348,
373,194.212,
374,192.877,
376,111.515,
378,119.701,
379,255.799,
381,257.103,
382,188.568,
385,175.58,
387,165.195,
388,216.176,
389,239.536,
390,167.713,
392,119.297,
393,76.3488,
396,244.521,
397,233.535,
398,250.446,
400,56.1073,
401,198.578,
402,154.677,
403,207.376,
404,121.422,
407,221.94,
410,251.719,
411,257.352,
413,223.825,
415,186.47,
417,255.756,
418,142.117,
420,232.672,
422,185.608,
425,250.812,
427,128,
429,139.909,
430,52.8105,
433,59.9813,
434,255.283,
435,58.7214,
436,257.265,
437,219.056,
438,256.068,
439,73.5203,
440,158.45,
442,254.385,
443,250.085,
444,86.8926,
446,241.986,
447,174.48,
450,199.865,
454,178.358,
455,244.913,
456,166.343,
458,91.257,
459,52.8388,
462,255.094,
465,181.33,
