eventID,eDep,
0,210.052,
1,717.907,
2,837.45,
3,995.702,
4,839.182,
5,646.928,
6,993.151,
7,817.221,
8,999.99,
9,999.772,
10,990.045,
11,177.534,
12,998.953,
13,931.039,
14,999.96,
15,1000,
16,1000,
17,1000,
18,990.333,
19,982.301,
20,263.898,
21,422.89,
22,899.408,
23,963.368,
24,997.977,
25,999.924,
26,999.999,
27,408.957,
28,469.927,
29,999.246,
30,792.226,
31,512.304,
32,999.994,
33,990.813,
34,999.978,
35,693.971,
36,1000,
37,999.799,
38,954.813,
39,1000,
40,242.64,
41,927.45,
42,999.992,
43,969.177,
44,999.762,
45,971.857,
46,543.282,
47,999.984,
48,1000,
49,1000,
50,989.236,
51,1000,
52,128.187,
53,1000,
54,993.721,
55,1000,
56,1000,
57,320.919,
58,1000,
59,999.925,
60,982.699,
61,1000,
62,983.952,
63,999.11,
64,947.502,
65,1000,
66,923.04,
67,999.995,
68,1000,
69,924.922,
70,981.37,
71,905.451,
72,975.684,
73,1000,
74,974.267,
75,999.994,
76,227.988,
77,692.043,
78,913.58,
79,1000,
80,990.776,
81,258.94,
82,999.984,
83,998.962,
84,999.995,
85,997.849,
86,1000,
87,981.741,
88,637.411,
89,999.999,
90,839.194,
91,999.153,
92,283.566,
93,794.663,
94,239.111,
95,997.759,
96,999.989,
97,934.517,
98,310.627,
99,1000,
100,999.974,
101,127.671,
102,736.928,
103,716.517,
104,949.97,
105,999.987,
106,999.998,
107,999.981,
108,999.999,
109,948.661,
110,994.09,
111,226.829,
112,989.106,
113,0,
114,112.603,
115,1000,
116,943.876,
117,150.48,
118,820.935,
119,1000,
120,1000,
121,999.997,
122,999.93,
123,999.756,
124,999.751,
125,1000,
126,1000,
127,842.137,
128,255.918,
129,862.097,
130,999.929,
131,248.525,
132,962.682,
133,999.999,
134,999.28,
135,1000,
136,1000,
137,996.982,
138,999.997,
139,1000,
140,997.524,
141,1000,
142,0,
143,1000,
144,966.15,
145,995.14,
146,485.172,
147,933.941,
148,1000,
149,900.802,
150,983.685,
151,488.875,
152,998.971,
153,711.012,
154,999.919,
155,487.385,
156,1000,
157,292.011,
158,381.795,
159,996.98,
160,1000,
161,999.996,
162,1000,
163,984.07,
164,997.302,
165,1000,
166,970.77,
167,524.574,
168,999.916,
169,106.333,
170,799.437,
171,1000,
172,994.538,
173,1000,
174,999.899,
175,969.678,
176,988.785,
177,300.08,
178,979.209,
179,276.201,
180,1000,
181,1000,
182,1000,
183,1000,
184,999.368,
185,1000,
186,865.255,
187,999.85,
188,1000,
189,682.903,
190,1000,
191,999.997,
192,1000,
193,999.946,
194,971.636,
195,774.507,
196,614.918,
197,999.987,
198,966.114,
199,1000,
200,474.94,
201,1000,
202,996.245,
203,999.995,
204,985.872,
205,1000,
206,999.999,
207,997.471,
208,1000,
209,999.996,
210,999.944,
211,1000,
212,847.927,
213,999.999,
214,617.039,
215,604.976,
216,999.987,
217,1000,
218,1000,
219,929.491,
220,360.297,
221,999.998,
222,0,
223,999.9,
224,221.188,
225,764.636,
226,999.992,
227,294.628,
228,801.276,
229,999.996,
230,1000,
231,1000,
232,999.884,
233,999.999,
234,211.583,
235,999.999,
236,739.712,
237,235.763,
238,751.912,
239,891.536,
240,215.313,
241,749.762,
242,978.432,
243,996.106,
244,430.758,
245,418.203,
246,735.645,
247,999.979,
248,1000,
249,0,
250,999.999,
251,0,
252,281.605,
253,1000,
254,866.613,
255,276.588,
256,338.408,
257,999.501,
258,992.414,
259,806.588,
260,999.988,
261,803.638,
262,1000,
263,976.569,
264,1000,
265,1000,
266,1000,
267,741.417,
268,730.729,
269,996.278,
270,761.192,
271,999.934,
272,578.402,
273,1000,
274,1000,
275,1000,
276,1000,
277,454.381,
278,1000,
279,102.599,
280,344.736,
281,291.482,
282,998.349,
283,1000,
284,1000,
285,992.508,
286,1000,
287,231.137,
288,832.687,
289,1000,
290,91.004,
291,710.967,
292,608.149,
293,879.705,
294,999.552,
295,1000,
296,120.697,
297,317.354,
298,448.453,
