eventID,eDep,
0,105.008,
1,499.892,
2,500,
3,412.674,
4,499.968,
5,242.451,
6,499.923,
7,500,
8,499.998,
9,499.999,
10,500,
11,499.934,
12,496.017,
13,496.012,
14,500,
15,355.315,
16,500,
17,408.064,
18,499.468,
19,500,
20,273.459,
21,498.501,
22,475.6,
23,464.106,
24,500,
25,498.653,
26,452.745,
27,202.535,
28,109.756,
29,500,
30,499.351,
31,498.354,
32,499.443,
33,500,
34,490.456,
35,482.197,
36,499.975,
37,315.066,
38,500,
39,500,
40,499.997,
41,500,
42,499.306,
43,500,
44,485.838,
45,383.502,
46,500,
47,500,
48,499.141,
49,500,
50,486.447,
51,497.194,
52,500,
53,500,
54,500,
55,74.0698,
56,109.105,
57,487.687,
58,217.163,
59,390.259,
60,500,
61,454.507,
62,500,
63,495.203,
64,483.701,
65,118.405,
66,500,
67,389.871,
68,498.338,
69,500,
70,500,
71,498.185,
72,492.462,
73,499.481,
74,499.993,
75,491.608,
76,500,
77,500,
78,499.994,
79,499.697,
80,499.998,
81,500,
82,499.982,
83,211.486,
84,500,
85,499.947,
86,60.7066,
87,497.707,
88,415.846,
89,482.87,
90,500,
91,493.465,
92,286.567,
93,499.989,
94,500,
95,104.614,
96,500,
97,499.94,
98,489.268,
99,499.999,
100,500,
101,485.59,
102,499.561,
103,480.562,
104,496.9,
105,500,
106,499.98,
107,111.696,
108,500,
109,499.997,
110,500,
111,499.817,
112,499.997,
113,500,
114,500,
115,500,
116,314.245,
117,500,
118,85.5353,
119,500,
120,488.372,
121,428.637,
122,500,
123,474.013,
124,127.879,
125,499.931,
126,499.999,
127,500,
128,498.331,
129,500,
130,500,
131,147.971,
132,482.078,
133,499.942,
134,500,
135,500,
136,500,
137,497.518,
138,499.853,
139,498.834,
140,499.507,
141,487.711,
142,500,
143,483.199,
144,499.891,
145,491.217,
146,499.258,
147,499.874,
148,500,
149,500,
150,495.781,
151,500,
152,500,
153,473.674,
154,500,
155,431.573,
156,495.944,
157,323.566,
158,123.522,
159,497.372,
160,121.353,
161,488.468,
162,496.493,
163,500,
164,431.012,
165,498.868,
166,498.162,
167,499.975,
168,495.94,
169,500,
170,477.013,
171,499.79,
172,463.554,
173,500,
174,73.7089,
175,499.986,
176,499.942,
177,499.998,
178,500,
179,500,
180,500,
181,325.568,
182,453.551,
183,500,
184,241.63,
185,498.644,
186,499.894,
187,500,
188,500,
189,119.297,
190,500,
191,111.297,
192,500,
193,499.999,
194,430.719,
195,500,
196,500,
197,500,
198,385.908,
199,499.65,
200,500,
201,499.999,
202,500,
203,454.554,
204,50.2473,
205,500,
206,500,
207,431.978,
208,500,
209,464.096,
210,500,
211,499.971,
212,499.687,
213,143.867,
214,498.715,
215,500,
216,499.772,
217,495.519,
218,137.202,
219,500,
220,499.686,
221,500,
222,500,
223,500,
224,498.773,
225,248.705,
226,500,
227,500,
228,499.867,
229,477.224,
230,497.322,
231,499.636,
232,0,
233,499.998,
234,302.046,
235,500,
236,494.853,
237,500,
238,500,
239,360.748,
240,500,
241,500,
242,499.929,
243,366.903,
244,114.856,
245,500,
246,467.298,
247,499.886,
248,500,
249,500,
250,453.763,
251,500,
252,500,
253,481.991,
254,489.521,
255,266.066,
256,499.997,
257,141.792,
258,500,
259,135.876,
260,487.328,
261,499.974,
262,498.234,
263,499.978,
264,500,
265,498.343,
266,499.994,
267,335.722,
268,500,
269,482.698,
270,500,
271,499.451,
272,500,
273,461.664,
274,129.279,
275,478.926,
276,499.998,
277,499.933,
278,486.339,
279,499.999,
280,133.182,
281,499.604,
282,230.414,
283,500,
284,499.988,
285,499.983,
286,214.634,
287,500,
288,500,
289,499.897,
290,500,
291,136.673,
292,487.722,
293,500,
294,444.04,
295,500,
296,500,
297,500,
298,499.125,
299,499.999,
300,500,
301,500,
302,459.461,
303,500,
304,136.127,
305,499.985,
306,500,
307,498.708,
308,499.995,
309,334.847,
310,500,
311,499.994,
312,476.51,
313,500,
314,500,
315,500,
316,500,
317,431.896,
318,491.737,
319,448.651,
320,386.907,
321,499.999,
322,455.92,
323,500,
324,488.21,
325,500,
326,500,
327,466.94,
328,494.058,
329,138.486,
330,482.741,
331,499.958,
332,500,
333,500,
334,500,
335,499.068,
336,135.701,
337,500,
338,500,
339,484.359,
340,500,
341,494.253,
342,498.57,
343,500,
344,500,
345,246.543,
346,499.973,
347,399.398,
348,347.638,
349,486.071,
350,499.888,
351,499.997,
352,482.815,
353,500,
354,499.498,
355,484.043,
356,479.1,
357,499.289,
358,500,
359,500,
360,500,
361,500,
362,499.985,
363,499.999,
364,499.966,
365,499.583,
366,186.573,
367,473.225,
368,298.886,
369,498.389,
370,500,
371,142.903,
372,496.537,
373,52.0438,
374,0,
375,500,
376,88.9777,
377,495.978,
378,500,
379,500,
380,500,
381,499.997,
382,500,
383,498.826,
384,500,
385,500,
386,498.741,
387,394.14,
388,500,
389,0,
390,500,
391,474.602,
392,499.998,
393,0,
394,123.556,
395,497.388,
396,498.137,
397,452.909,
398,499.784,
399,499.971,
400,500,
401,493.778,
402,222.004,
403,500,
404,499.998,
405,499.993,
406,499.955,
407,339.572,
408,499.902,
409,460.009,
410,500,
411,50.8305,
412,500,
413,400.34,
414,500,
415,347.674,
416,499.747,
417,248.404,
418,79.055,
419,478.612,
420,499.998,
421,499.955,
422,499.995,
423,499.913,
424,500,
425,479.041,
426,499.603,
427,500,
428,500,
429,278.515,
430,493.29,
431,500,
432,500,
433,472.919,
434,500,
435,499.969,
436,106.494,
437,495.591,
438,500,
439,497.221,
440,499.999,
441,500,
442,500,
443,345.162,
444,500,
445,500,
446,499.999,
447,500,
448,499.977,
449,206.303,
450,464.702,
451,499.967,
452,4.441,
453,499.994,
454,283.714,
455,499.377,
456,499.328,
457,117.795,
458,131.048,
459,500,
460,499.998,
461,496.121,
462,383.644,
463,500,
464,500,
465,500,
466,500,
467,499.947,
468,500,
469,500,
470,500,
471,500,
472,499.987,
473,68.6686,
474,91.3801,
475,70.7014,
476,481.661,
477,500,
478,499.999,
479,335.941,
480,499.882,
481,500,
482,500,
483,392.16,
484,500,
485,499.977,
486,500,
487,415.596,
488,488.849,
489,473.551,
490,500,
491,499.998,
492,499.288,
493,500,
494,499.992,
495,500,
496,499.992,
497,499.994,
498,499.992,
499,100.559,
500,500,
501,499.914,
502,499.999,
503,499.978,
504,499.718,
505,384.415,
506,499.525,
507,500,
508,90.1811,
509,497.889,
510,500,
511,499.999,
512,500,
513,499.999,
514,499.879,
515,493.07,
516,500,
517,260.228,
518,428.102,
519,475.246,
520,460.577,
521,141.818,
522,500,
523,500,
524,401.323,
525,492.961,
526,499.742,
527,500,
