eventID,eDep,
0,0,
1,0,
2,0,
3,1677.51,
4,0,
5,1100.61,
6,1448.62,
7,1471.23,
8,1440.89,
9,278.16,
10,1007.9,
11,1841.51,
12,688.858,
13,372.095,
14,2480.93,
15,1362.56,
16,2107.76,
17,0,
18,1795.65,
19,2332.31,
20,1747.75,
21,71.511,
22,1234.62,
23,1171.74,
24,1192.48,
25,0,
26,2331.74,
27,1739.63,
28,1940.48,
29,0,
30,0,
31,0,
32,0,
33,0,
34,2341.6,
35,0,
36,1790.78,
37,1465.95,
38,0,
39,1370.76,
40,2236.41,
41,0,
42,0,
43,1194.6,
44,462.316,
45,581.777,
46,0,
47,2166.94,
48,2286.9,
49,1652.55,
50,1059,
51,2221.18,
52,746.72,
53,2169.97,
54,1893.65,
55,1963.75,
56,1314.47,
57,1854.03,
58,0,
59,773.137,
60,0,
61,0,
62,0,
63,670.549,
64,1996.75,
65,0,
66,1138.9,
67,1305.15,
68,203.351,
69,1632.56,
70,1354.81,
71,0,
72,2121.91,
73,1823.18,
74,2029.07,
75,1314.6,
76,0,
77,1958.16,
78,1356.09,
79,89.1295,
80,122.253,
81,0,
82,2249.05,
83,0,
84,1025.12,
85,2438.79,
86,2004.42,
87,604.419,
88,1020.45,
89,2062.14,
90,1760.58,
91,1120.03,
92,0,
93,1155.33,
94,1118.72,
95,1181.51,
96,1006.08,
97,1585.73,
98,1443.73,
99,1266.05,
100,0,
101,1755.61,
102,0,
103,1200.2,
104,1082.37,
105,1412.32,
106,1967.53,
107,2144.06,
108,0,
109,1673.58,
110,329.976,
111,685.067,
112,1405.05,
113,1762.37,
114,0,
115,2068.92,
116,974.504,
117,0,
118,905.738,
119,0,
120,1237.42,
121,1524.33,
122,1676.9,
123,1584.75,
124,634.229,
125,0,
126,2421.54,
127,0,
128,0,
129,1457.42,
130,683.187,
131,852.396,
132,1875.15,
133,1722.3,
134,2354.27,
135,1791.58,
136,0,
137,601.06,
138,1283.41,
139,1450.59,
140,0,
141,1374,
142,0,
143,172.592,
144,1247.05,
145,1380.77,
146,196.387,
147,1938.98,
148,0,
149,5.53902,
150,0,
151,1391.73,
152,922.889,
153,2282.2,
154,1649.88,
155,0,
156,0,
157,2131.63,
158,0,
159,960.049,
160,1315.74,
161,1335.26,
162,1407.81,
163,2007.87,
164,1887.46,
165,515.538,
166,1874.17,
167,277.592,
168,2475.23,
169,0,
170,607.538,
171,0,
172,0,
173,345.354,
174,1535.62,
175,0,
176,1000.61,
177,0,
178,1677.16,
179,1867.64,
180,970.31,
181,1084,
182,1392.56,
183,951.443,
184,989.947,
185,917.492,
186,1162.04,
187,1534.23,
188,2381.05,
189,349.736,
190,1406.76,
191,1627.3,
192,597.544,
193,1160.63,
194,1270.14,
195,1845.32,
196,1401.9,
197,2390.38,
198,1173.48,
199,0,
200,1708.42,
201,1327.35,
202,742.519,
203,349.988,
204,555.394,
205,0,
206,0,
207,829.927,
208,1948.82,
209,1881.42,
210,474.157,
211,136.687,
212,206.387,
213,2297.3,
214,1802.37,
215,1027.57,
216,711.203,
217,2474.15,
218,972.513,
219,1921.39,
220,0,
221,1775.26,
222,1137.36,
223,1285.26,
224,1362.84,
225,1402.89,
226,0,
227,984.446,
228,0,
229,1527.4,
230,0,
231,1898.07,
232,0,
233,0,
234,1902.41,
235,2211.29,
236,904.591,
237,754.126,
238,1252.26,
239,2340.52,
240,34.165,
241,0,
242,2111.69,
243,2228.08,
244,789.621,
245,2228.89,
246,1242.93,
247,1043.61,
248,1923.23,
249,1604.23,
250,1732.33,
251,1826.57,
252,1913.58,
253,579.346,
254,801.233,
255,0,
256,0,
257,2375.83,
258,1146.89,
259,1665.15,
260,1219.11,
261,1303.45,
262,640.284,
263,860.371,
264,899.163,
265,1249.91,
266,1461.37,
267,1300.13,
268,1663.04,
269,94.8584,
270,481.5,
271,1637.24,
272,0,
273,470.748,
274,2380.95,
275,2194.06,
276,1473.24,
277,1192.76,
278,683.961,
279,2138.35,
280,0,
281,1928.17,
282,0,
283,645.661,
284,2312.67,
285,1781.72,
286,1176.64,
287,1430.37,
288,1974.87,
289,1098.26,
290,818.302,
291,1512,
292,893.358,
293,2262.75,
294,1601.94,
295,556.456,
296,2052.43,
297,1216.34,
