eventID,eDep,
0,428.051,
1,0,
2,1687.81,
3,326.527,
4,0,
5,1509.5,
6,2500,
7,0,
8,2498.23,
9,2499.96,
10,1053.76,
11,1806.87,
12,1715.36,
13,2500,
14,653.718,
15,2499.99,
16,2463.63,
17,0,
18,0,
19,33.5653,
20,2485.77,
21,2500,
22,1510.7,
23,2179.62,
24,2499.75,
25,2499.7,
26,2397.59,
27,2500,
28,2410.73,
29,1777.36,
30,2500,
31,1261.61,
32,0,
33,702.997,
34,144.169,
35,1955.43,
36,2500,
37,652.723,
38,0,
39,2500,
40,2264.6,
41,2500,
42,1807.96,
43,2499.99,
44,1022.52,
45,2499.95,
46,345.154,
47,403.972,
48,2487.04,
49,1879.58,
50,0,
51,2499.99,
52,2499.81,
53,2139.29,
54,2500,
55,1001.48,
56,2498.7,
57,2500,
58,2256.42,
59,0,
60,1316.96,
61,2423.23,
62,2497.68,
63,2470.27,
64,1125.88,
65,0,
66,2499.95,
67,1586.14,
68,1106,
69,0,
70,561.698,
71,1223.65,
72,2500,
73,602.28,
74,2500,
75,1002.8,
76,1127.06,
77,2262.14,
78,2445.92,
79,2468.85,
80,2410.86,
81,1470.29,
82,2493.56,
83,2494.29,
84,1835.68,
85,756.85,
86,0,
87,2496.29,
88,2487.14,
89,714.185,
90,2482.77,
91,598.841,
92,2495.82,
93,627.265,
94,417.263,
95,2388.2,
96,1399.64,
97,662.883,
98,1966.64,
99,2451.99,
100,1564.69,
101,2500,
102,2500,
103,0,
104,1947.26,
105,232.551,
106,2499.51,
107,0,
108,746.783,
109,1455.55,
110,2027.42,
111,2109.74,
112,882.933,
113,65.1954,
114,0,
115,2475.45,
116,2500,
117,2500,
118,2500,
119,2500,
120,831.61,
121,2228.48,
122,2500,
123,2500,
124,433.345,
125,1517.54,
126,1133.04,
127,2490.2,
128,179.353,
129,33.9384,
130,1405.39,
131,227.806,
132,0,
133,2497.16,
134,1233.17,
135,2463,
136,2432.23,
137,2019.57,
138,107.473,
139,1820.8,
140,2500,
141,1615.84,
142,1999.88,
143,2326.34,
144,504.885,
145,2119.69,
146,410.421,
147,1382.67,
148,53.2087,
149,2128.19,
150,570.653,
151,2478,
152,1896.23,
153,1111.72,
154,2452.59,
155,0,
156,1905.67,
157,1197.76,
158,2500,
