eventID,energy,recoilAngle,neutronAngle,
2578,2.49941,1.52105,0.0970483,
2580,2.49,1.36527,0.401186,
2581,2.48647,1.33117,0.467845,
2582,2.26289,0.1137,2.90835,
2583,2.26354,0.125138,2.8849,
2587,2.49149,1.38148,0.369504,
2588,2.46552,1.18222,0.759747,
2589,2.34271,0.627991,1.86139,
2590,2.29647,0.401428,2.32023,
2592,2.37486,0.764429,1.58745,
2593,2.26599,0.161301,2.81078,
2594,2.49891,1.50343,0.131424,
2596,2.49947,1.52395,0.0913942,
2597,2.29495,0.39258,2.33824,
2598,2.39837,0.86262,1.39147,
2599,2.47404,1.23583,0.654534,
2600,2.48506,1.31878,0.49209,
2601,2.40945,0.909718,1.29781,
2602,2.283,0.316029,2.49429,
2603,2.49273,1.39595,0.34123,
2604,2.48378,1.30791,0.513365,
2605,2.4405,1.04987,1.02031,
2606,2.49878,1.49954,0.139013,
2608,2.46976,1.20807,0.708994,
2609,2.49232,1.39102,0.350861,
2611,2.29129,0.370492,2.38322,
2612,2.49137,1.38012,0.372155,
2613,2.48161,1.29047,0.547499,
2614,2.41205,0.920888,1.27562,
2616,2.48842,1.34944,0.43212,
2617,2.27052,0.212934,2.70504,
2618,2.44502,1.07192,0.976808,
2619,2.46803,1.19734,0.730042,
2620,2.415,0.933698,1.2502,
2621,2.41425,0.930414,1.25672,
2623,2.47294,1.22848,0.668952,
2624,2.45623,1.15283,0.815456,
2625,2.28323,0.31762,2.49104,
2626,2.49424,1.41536,0.303321,
2627,2.45052,1.09972,0.922004,
2628,2.46334,1.16946,0.784802,
2629,2.27368,0.242753,2.64402,
2630,2.48819,1.34723,0.43644,
2631,2.4922,1.38962,0.353598,
2632,2.38868,0.821968,1.47249,
2633,2.33061,0.573953,1.9704,
2634,2.49553,1.43397,0.266973,
2635,2.31831,0.516162,2.08728,
2636,2.43797,1.03772,1.04429,
2637,2.43591,1.02799,1.06352,
2638,2.48627,1.32934,0.471425,
2640,2.43578,1.02737,1.06475,
2642,2.27509,0.25505,2.61887,
2643,2.47281,1.22768,0.670525,
2644,2.46787,1.1964,0.731901,
2645,2.498,1.4794,0.1783,
2646,2.49721,1.46288,0.210544,
2647,2.45112,1.1028,0.915945,
2648,2.27834,0.281566,2.56467,
2649,2.49572,1.43688,0.261293,
2650,2.29232,0.376836,2.3703,
2652,2.31763,0.512885,2.09392,
2653,2.49878,1.49938,0.139319,
2655,2.42116,0.960752,1.19655,
2657,2.45908,1.14535,0.8322,
2658,2.28319,0.317398,2.49149,
2661,2.47213,1.22323,0.679255,
2662,2.38739,0.816598,1.48321,
2663,2.49549,1.43337,0.268147,
2664,2.49436,1.41694,0.300234,
2666,2.47496,1.24206,0.642319,
2667,2.44844,1.0891,0.942938,
2668,2.41702,0.942529,1.23268,
2669,2.48411,1.31071,0.507874,
2670,2.4931,1.4005,0.332353,
2671,2.49587,1.43933,0.256514,
2672,2.47942,1.27374,0.580255,
2673,2.34741,0.64844,1.82021,
2674,2.33782,0.606414,1.90488,
2675,2.48747,1.34032,0.449949,
2676,2.49015,1.36692,0.397958,
2677,2.47262,1.2264,0.673032,
2678,2.49391,1.41083,0.312158,
2679,2.30129,0.428618,2.26492,
2681,2.44608,1.07721,0.966365,
2682,2.4969,1.45689,0.222248,
2684,2.49682,1.45549,0.224964,
2685,2.33088,0.575178,1.96792,
2686,2.4918,1.38492,0.362784,
2688,2.48871,1.35223,0.426676,
2691,2.4951,1.42755,0.279513,
2692,2.49283,1.39719,0.338817,
2693,2.48326,1.30367,0.521648,
2694,2.39504,0.848612,1.41937,
2695,2.47268,1.22678,0.672293,
2696,2.25993,0.0234921,3.09339,
2697,2.34438,0.635294,1.84668,
2698,2.49733,1.46524,0.205948,
2699,2.474,1.23552,0.655141,
2701,2.45636,1.13047,0.861475,
2703,2.48945,1.35967,0.412119,
2704,2.38316,0.798973,1.5184,
2705,2.33879,0.610703,1.89623,
2707,2.43194,1.00946,1.10013,
2708,2.49739,1.46639,0.20369,
2709,2.28769,0.347732,2.42961,
2710,2.49633,1.44686,0.241825,
2711,2.26928,0.200052,2.73141,
2712,2.48761,1.34169,0.447276,
2713,2.32386,0.542676,2.03362,
2715,2.34353,0.631559,1.8542,
2716,2.49484,1.42372,0.286997,
2717,2.49755,1.46956,0.197515,
2718,2.34447,0.635662,1.84594,
2719,2.45342,1.11477,0.892367,
2720,2.48974,1.36259,0.406424,
2722,2.38418,0.803241,1.50987,
2723,2.47482,1.24107,0.644261,
2724,2.39081,0.830865,1.45475,
2725,2.30085,0.426212,2.26982,
2726,2.4996,1.52999,0.0795973,
2728,2.47938,1.27342,0.580883,
2729,2.40192,0.877601,1.36166,
2730,2.43795,1.03764,1.04446,
2731,2.47986,1.27705,0.573765,
2732,2.47471,1.24035,0.645674,
2733,2.46605,1.18536,0.753579,
2735,2.48942,1.35939,0.412673,
2736,2.28104,0.301924,2.52309,
2737,2.3289,0.566125,1.98621,
2739,2.43926,1.0439,1.03209,
2740,2.27008,0.208392,2.71433,
2741,2.48265,1.29869,0.531396,
2743,2.48589,1.32596,0.478039,
2744,2.29293,0.380536,2.36276,
2745,2.48491,1.31743,0.494736,
2746,2.32611,0.553213,2.01231,
2747,2.49636,1.44731,0.240941,
2748,2.47236,1.22473,0.676312,
2749,2.43209,1.01018,1.09872,
2750,2.30547,0.451182,2.21908,
2752,2.4562,1.1296,0.863185,
2753,2.44645,1.07905,0.962747,
2754,2.36797,0.735648,1.64508,
2755,2.26967,0.204185,2.72294,
2757,2.46753,1.19429,0.736041,
2758,2.27163,0.223794,2.68281,
2759,2.4781,1.26408,0.599173,
