eventID,energy,neutronAngle,timeOfFlight,external,numElastic,
2020,14.2938,0.486158,44.2395,0,1,
2340,0,0,137.327,1,0,
2433,0,0,136.789,1,0,
3918,16.1078,0.516846,47.522,0,1,
5410,16.7732,0.5277,43.243,0,1,
6131,13.7622,0.476828,42.7872,0,1,
6291,14.6807,0.492848,45.3844,0,1,
8848,0,0,140.505,1,0,
9880,0,0,141.945,1,0,
9967,18.1174,0.54904,45.7206,0,1,
13554,17.9327,0.546151,49.6729,0,1,
14640,14.9131,0.49759,43.8685,1,1,
16342,0,0,141.169,1,0,
17825,0,0,141.325,1,0,
19661,15.2665,0.502824,46.9707,0,1,
23010,16.9846,0.53123,46.7005,1,1,
25085,25.5711,0.656318,45.7646,1,1,
25526,0,0,141.06,1,0,
25631,0,0,136.086,1,0,
26676,17.574,0.540503,44.2601,0,1,
27874,15.3369,0.504012,42.9299,0,1,
28773,14.5538,0.490664,44.223,0,1,
29369,0,0,139.314,1,0,
31066,18.9441,0.561807,42.5719,0,1,
31181,0,0,136.045,1,0,
32487,2.83023,0.214367,44.0104,1,1,
33237,14.1345,0.48338,48.1992,0,1,
35713,0,0,143.752,1,0,
36140,15.7313,0.510614,43.8117,0,1,
36659,19.7511,0.574029,43.2566,0,1,
36991,0,0,139.427,1,0,
37475,13.5728,0.473462,44.3548,0,1,
39332,0,0,136.6,1,0,
39601,17.0546,0.53223,49.5731,0,1,
41207,0,0,136.827,1,0,
42381,14.8871,0.496383,44.0989,0,1,
44044,0,0,138.628,1,0,
44688,15.9833,0.514792,44.6642,0,1,
47560,0,0,137.353,1,0,
47756,0,0,137.672,1,0,
48093,20.0753,0.578912,43.3695,1,1,
49607,19.4567,0.569598,44.1676,0,1,
50391,13.7839,0.477212,45.6854,0,1,
50850,17.4704,0.538862,50.2767,0,1,
54074,0,0,139.198,1,0,
55019,0,0,137.052,1,0,
58084,17.1259,0.533373,43.6151,0,1,
58141,19.921,0.576574,44.9849,0,1,
59097,0,0,136.67,1,0,
59862,14.3404,0.486968,45.8893,0,1,
60718,17.0478,0.532122,43.202,1,1,
61840,17.1658,0.534011,43.2167,1,1,
62076,0,0,142.862,1,0,
62674,16.5801,0.52457,47.1339,0,1,
64136,15.8836,0.513143,49.4603,0,1,
64485,15.6357,0.509021,45.5479,1,1,
67660,0,0,137.331,1,0,
70050,14.3741,0.487553,44.8207,0,1,
70226,0,0,136.802,1,0,
71491,14.645,0.492234,46.6609,1,1,
72172,13.6706,0.475203,43.9192,0,1,
73161,19.5185,0.57053,43.1881,0,1,
73372,14.3531,0.487189,45.2493,0,1,
78068,0,0,142.178,1,0,
79125,16.0372,0.515682,44.1694,0,1,
80062,19.8129,0.574956,48.3497,0,1,
80448,13.6612,0.475036,47.1636,0,1,
81043,18.6102,0.556682,50.3371,0,1,
82104,15.5812,0.508111,46.1315,0,1,
86213,18.0973,0.548726,47.1193,0,1,
87521,0,0,136.631,1,0,
90989,0,0,135.925,1,0,
92086,0,0,141.121,1,0,
95623,15.3211,0.503746,44.9935,0,1,
95625,0,0,137.664,1,0,
96583,0,0,137.505,1,0,
96954,54.4114,1.00446,50.863,1,1,
97095,19.548,0.570975,46.4273,0,1,
97347,15.3554,0.504322,48.6566,0,1,
100332,0,0,140.931,1,0,
102160,0,0,138.542,1,0,
103656,0,0,137.834,1,0,
106381,18.648,0.557264,42.5489,0,1,
108360,0,0,136.183,1,0,
112397,0,0,140.047,1,0,
112628,12.9709,0.46262,45.5679,0,1,
113408,21.7923,0.605852,46.8047,1,1,
113483,18.6651,0.557528,44.1813,0,1,
114750,0,0,142.018,1,0,
115351,0,0,138.394,1,0,
115355,38.1838,0.810729,48.2282,1,1,
115526,38.2987,0.767743,48.8217,1,1,
115881,16.1134,0.516938,42.8239,0,1,
117565,0,0,136.817,1,0,
118815,0,0,139.914,1,0,
119439,18.4599,0.554362,48.9822,0,1,
121331,17.9908,0.547062,44.8536,0,1,
121990,0,0,137.426,1,0,
122387,0,0,144.719,1,0,
123699,0,0,140.944,1,0,
124503,0,0,138,1,0,
126536,17.0114,0.531536,47.2105,0,1,
127129,0,0,138.723,1,0,
130054,13.3792,0.470001,48.4993,0,1,
130112,16.7306,0.527011,47.6903,0,1,
132453,9.78746,0.349136,42.3541,0,2,
132670,12.5741,0.455345,48.2548,0,1,
132890,19.1103,0.564343,44.0223,0,1,
133818,0,0,136.798,1,0,
135811,0,0,136.41,1,0,
135913,16.2206,0.5187,49.9452,0,1,
136712,17.7191,0.542794,45.1143,0,1,
138967,0,0,139.591,1,0,
143584,19.7876,0.574577,46.2097,0,1,
144058,17.5908,0.540769,42.3689,0,1,
145176,16.4337,0.522187,44.2465,0,1,
145990,107.437,0.910771,45.6001,0,2,
146827,18.1959,0.550264,45.4594,0,1,
148065,16.686,0.526289,44.3725,0,1,
148124,0,0,140.995,1,0,
150251,18.6091,0.556665,45.4925,0,1,
151806,0,0,137.979,1,0,
152121,0,0,135.965,1,0,
152447,18.9374,0.561706,44.6471,0,1,
153306,12.9086,0.461486,45.675,0,1,
153943,18.1115,0.548949,45.0034,0,1,
157112,0,0,136.89,1,0,
157751,18.8506,0.560376,44.1845,0,1,
158039,0,0,136.284,1,0,
159629,16.7329,0.527048,47.6686,0,1,
159780,22.1757,0.609464,47.921,1,1,
160123,0,0,134.221,0,0,
160226,0,0,140.246,1,0,
161353,0,0,138.642,1,0,
162251,20.4926,0.566827,45.1665,0,2,
162811,13.5402,0.472882,48.3611,0,1,
163394,14.8932,0.496488,44.3141,0,1,
163592,17.9131,0.545844,43.2543,0,1,
164280,3.74919,0.247139,47.6153,1,1,
164864,18.7063,0.558161,45.969,0,1,
164943,0,0,138.827,1,0,
168397,16.6509,0.52572,52.3107,0,1,
172139,17.5507,0.540135,45.0402,0,1,
172836,0,0,140.602,1,0,
173109,0,0,138.49,1,0,
173626,0,0,137.407,1,0,
174608,13.3333,0.469177,48.3278,0,1,
174939,0,0,136.042,1,0,
178062,102.482,0.8174,45.8622,0,4,
179873,15.3683,0.504539,44.9523,0,1,
180391,0,0,136.853,1,0,
182108,19.03,0.563119,44.7853,0,1,
184816,0,0,136.076,1,0,
186379,19.7216,0.573587,45.7116,0,1,
187240,0,0,140.969,1,0,
189170,16.2671,0.519463,46.0748,0,1,
189981,14.8772,0.496215,47.818,0,1,
191742,18.0769,0.548408,42.0822,0,1,
193057,17.1947,0.534473,46.6414,0,1,
195618,0,0,136.786,1,0,
196541,15.06,0.499329,44.2225,0,1,
199039,0,0,143.028,1,0,
199568,16.8417,0.528806,47.1073,0,1,
200831,13.1755,0.356953,42.6082,0,2,
202171,16.4144,0.521873,46.9276,0,1,
204984,438.061,3.0449,49.9424,0,2,
205645,0,0,137.836,1,0,
206133,16.0199,0.515397,46.5955,0,1,
207602,0,0,135.874,1,0,
208843,36.0784,0.46082,44.1564,0,2,
211087,441.406,2.85923,50.9968,0,2,
214845,0,0,138.178,1,0,
215409,0,0,138.046,1,0,
216955,152.674,1.5289,44.1202,0,3,
217463,17.8465,0.544799,52.4091,0,1,
219319,0,0,137.991,1,0,
220413,14.3535,0.487196,43.8434,0,1,
222997,0,0,137.598,1,0,
223083,15.8132,0.511976,43.0834,0,1,
223981,18.1533,0.549599,44.6195,0,1,
224065,22.5199,0.581605,44.7347,0,1,
226758,136.05,1.19817,46.8423,1,2,
227951,16.8599,0.5291,46.9119,0,1,
228915,0,0,136.511,1,0,
233526,15.6459,0.50919,43.0241,0,1,
234542,17.1599,0.533916,44.4487,0,1,
235142,13.3476,0.469433,46.529,0,1,
235361,0,0,144.195,1,0,
236754,20.5834,0.586402,46.7166,0,1,
237354,2.99294,0.220471,45.5449,1,1,
241619,15.8222,0.512125,43.0825,0,1,
241871,0,0,143.148,1,0,
244407,0,0,139.855,1,0,
244562,19.5879,0.571576,44.2805,0,1,
246243,0,0,140.518,1,0,
247766,16.7596,0.52748,45.4729,0,1,
247979,0,0,140.193,1,0,
250504,0,0,136.572,1,0,
251581,0,0,143.687,1,0,
251689,0,0,137.716,1,0,
252448,16.3494,0.52081,48.7919,0,1,
253274,0,0,139.231,1,0,
253430,286.937,2.79233,55.8974,1,2,
254316,16.4568,0.522564,43.5149,0,1,
255327,16.533,0.523805,46.404,0,1,
255979,0,0,140.067,1,0,
256171,42.096,0.455302,45.4747,0,2,
257650,0,0,140.577,1,0,
260285,0,0,140.637,1,0,
260341,0,0,139.177,1,0,
261948,14.2724,0.485786,46.0033,0,1,
262657,18.4764,0.554616,42.8891,0,1,
263446,0,0,144.713,0,0,
265315,0,0,142.128,1,0,
267397,0,0,136.287,1,0,
268083,0,0,138.734,1,0,
269198,19.7449,0.573937,45.3323,0,1,
270917,13.4331,0.470966,47.0881,0,1,
273025,15.7882,0.51156,46.2215,0,1,
274381,0,0,138.642,1,0,
275363,153.926,1.45772,45.4053,0,2,
275545,18.4471,0.554163,47.0494,0,1,
276511,14.5496,0.490591,43.2077,0,1,
277709,0,0,136.862,1,0,
279740,405.536,1.07044,53.8041,1,4,
280133,14.4407,0.488708,46.4635,0,1,
280308,18.4019,0.553463,48.0089,0,1,
282809,17.7491,0.543266,44.1762,0,1,
283152,17.2814,0.535857,43.3439,0,1,
283449,14.3356,0.486886,48.5369,0,1,
284923,0,0,142.139,1,0,
285273,0,0,139.44,1,0,
285345,0,0,136.302,1,0,
287841,0,0,141.139,1,0,
288783,17.0929,0.532844,42.9984,0,1,
291328,18.886,0.560919,44.8328,0,1,
292208,18.8007,0.559612,42.9297,0,1,
294297,14.9567,0.497571,47.9008,0,1,
295269,0,0,137.311,1,0,
295871,0,0,168.144,0,0,
297839,15.5558,0.507686,44.4017,0,1,
299025,19.0132,0.562863,45.4867,0,1,
299367,14.3085,0.486414,43.4797,1,1,
300701,0,0,137.792,1,0,
301214,0,0,136.564,1,0,
301477,15.8137,0.511985,45.9415,0,1,
303440,0,0,135.908,1,0,
304167,31.796,0.524257,62.4774,1,2,
307546,418.331,2.31734,47.4031,0,3,
307804,14.8808,0.496276,46.4161,0,1,
308594,0,0,139.364,1,0,
308733,15.3585,0.504375,45.6593,0,1,
310738,0,0,138.581,1,0,
311314,0,0,137.755,1,0,
311406,0,0,137.197,1,0,
312356,19.4051,0.568817,48.4803,0,1,
312419,15.6944,0.509999,51.9487,0,1,
312861,0,0,137.155,1,0,
313427,16.0946,0.516629,46.2136,0,1,
316013,17.8898,0.545478,47.2163,0,1,
318842,173.9,2.04616,52.8702,1,1,
319020,13.4288,0.124179,46.9409,0,2,
320165,0,0,137.89,1,0,
322323,0,0,136.773,1,0,
326118,8.52613,0.373742,43.76,1,1,
326293,407.846,2.34665,48.8344,0,2,
326474,16.6834,0.526247,45.7448,0,1,
326864,0,0,135.86,1,0,
328621,0,0,138.46,1,0,
332255,0,0,141.029,1,0,
332715,14.3738,0.487549,43.5035,0,1,
334614,14.9921,0.498175,45.5436,0,1,
335178,16.1999,0.51836,48.2257,1,1,
336546,20.3833,0.583448,43.8915,0,1,
337449,12.5033,0.454034,49.2683,0,1,
338851,0,0,139.554,1,0,
338946,16.2433,0.519074,46.9253,0,1,
339040,14.869,0.496075,45.8555,0,1,
340160,0,0,141.562,1,0,
342373,16.4301,0.522129,44.3629,0,1,
345044,0,0,137.318,1,0,
345945,14.1774,0.48413,46.9831,0,1,
347132,20.5547,0.585978,43.7386,0,1,
347941,15.9174,0.513704,43.6161,0,1,
348169,42.9568,0.335374,44.6856,1,2,
348583,17.5444,0.540034,44.2664,0,1,
350253,0,0,141.998,1,0,
350431,0,0,136.41,1,0,
350486,12.6028,0.455875,44.8324,0,1,
352129,0,0,136.899,1,0,
352845,15.2521,0.502581,46.9411,0,1,
354343,17.9473,0.546381,45.1782,0,1,
360440,14.547,0.490546,44.0607,0,1,
362597,15.5243,0.507158,48.7678,0,1,
363638,4.14787,0.259781,44.9867,1,1,
363978,0,0,137.436,1,0,
364111,15.0649,0.499412,47.7227,0,1,
364959,14.8493,0.495738,44.8621,0,1,
365033,17.8706,0.545177,48.1991,0,1,
365248,18.8067,0.559703,42.7927,0,1,
365575,15.355,0.504316,44.1516,0,1,
366537,28.3737,0.692985,44.6073,1,1,
366732,16.6073,0.525013,47.6553,0,1,
367151,15.8849,0.513165,45.1862,0,1,
370594,14.9416,0.497314,50.0006,0,1,
372664,15.1049,0.50009,45.7815,0,1,
373716,0,0,137.804,1,0,
374388,0,0,148.265,1,0,
374577,0,0,143.646,1,0,
376120,0,0,138.79,1,0,
377101,0,0,139.625,1,0,
377814,117.711,1.21198,44.6599,0,2,
383132,31.4895,0.695943,46.9445,0,2,
383183,0,0,138.173,1,0,
384669,0,0,139.461,1,0,
385338,0,0,141.181,1,0,
387082,20.9279,0.591457,46.3363,0,1,
387801,15.1963,0.501638,48.1091,0,1,
388449,0,0,137.017,1,0,
389726,0,0,136.662,1,0,
390854,12.0526,0.338868,46.5387,0,2,
391415,19.5101,0.570404,45.7125,0,1,
391541,20.795,0.589512,43.2131,0,1,
394339,19.2782,0.433136,45.1088,1,2,
396723,0,0,136.692,1,0,
396993,16.4539,0.522517,46.3775,0,1,
397584,17.0853,0.532723,44.6305,0,1,
397699,12.4039,0.452597,42.7993,1,1,
404415,0,0,201.12,0,0,
406647,14.6027,0.491507,48.9623,0,1,
406719,15.7634,0.511147,49.3215,0,1,
409470,16.5444,0.496288,47.1066,0,1,
410293,0,0,137.032,1,0,
413235,16.6436,0.525602,43.1086,0,1,
414427,19.4311,0.569211,43.7632,0,1,
414676,0,0,139.373,1,0,
415385,0,0,138.457,1,0,
416120,0,0,137.644,1,0,
418074,14.2731,0.485798,45.7015,0,1,
420335,234.47,2.98635,56.6591,1,2,
424906,15.5952,0.508344,51.6684,0,1,
425633,0,0,139.403,1,0,
428763,0,0,139.647,1,0,
429851,0,0,142.251,1,0,
430218,29.9115,0.713312,46.7007,1,1,
431625,0,0,140.585,1,0,
432134,15.9751,0.514658,46.4117,0,1,
432434,15.1282,0.500486,46.7165,0,1,
432486,19.0572,0.563534,46.6109,0,1,
432536,1.59012,0.166188,47.9288,1,1,
432822,0,0,136.762,1,0,
432968,0,0,142.419,1,0,
433434,19.2457,0.566402,43.5681,0,1,
435709,23.1155,0.62273,45.911,1,1,
436433,0,0,146.698,1,0,
436863,0,0,136.795,1,0,
438078,0,0,138.17,1,0,
438339,15.31,0.503557,49.4549,0,1,
439858,43.3716,0.749141,46.221,0,2,
440119,14.6781,0.492804,46.4587,0,1,
442897,13.2452,0.46759,47.0721,0,1,
444763,0,0,137.71,1,0,
450928,15.8124,0.511962,45.9549,0,1,
452383,0,0,140.244,1,0,
452641,0,0,137.07,1,0,
455347,0,0,137.431,1,0,
455810,16.6042,0.524962,44.5326,0,1,
455814,0,0,139.623,1,0,
460223,0,0,137.26,1,0,
461235,14.059,0.482058,44.4496,0,1,
461994,8.77967,0.379334,54.0905,0,1,
463408,13.4297,0.470905,45.1581,0,1,
464007,411.667,2.38016,54.8013,0,2,
464059,17.1262,0.239414,48.6751,0,2,
464271,18.0461,0.547926,49.6036,0,1,
464383,16.707,0.526629,44.2431,0,1,
468822,0,0,137.136,1,0,
469621,16.5356,0.523848,44.1088,0,1,
469829,15.955,0.514326,45.5196,0,1,
469859,0,0,136.253,1,0,
472875,17.7181,0.542778,44.7866,0,1,
474355,2.836,0.215145,43.4373,1,1,
474562,0,0,136.738,1,0,
475223,0,0,141.02,1,0,
475566,15.7274,0.510549,49.1825,0,1,
475986,0,0,143.012,1,0,
479660,461.237,0.997943,50.1485,0,3,
482767,0,0,142.138,1,0,
484386,15.1453,0.500776,49.9112,0,1,
488541,20.5927,0.586539,44.8201,0,1,
488854,17.68,0.542178,46.523,0,1,
489740,0,0,136.454,1,0,
489980,0,0,141.065,1,0,
490132,0,0,139.099,1,0,
490366,15.2873,0.503175,46.6547,0,1,
490563,13.2696,0.46803,43.9849,0,1,
491141,14.5908,0.491302,44.3605,0,1,
492044,0,0,137.606,1,0,
493260,20.0667,0.578748,42.8052,0,1,
494085,0,0,136.495,1,0,
494557,17.5271,0.539761,48.5334,0,1,
494877,0,0,136.452,1,0,
496922,0,0,140.577,1,0,
497438,14.6799,0.492835,45.2681,0,1,
498155,19.203,0.565754,47.3909,0,1,
499223,0,0,137.335,1,0,
501097,19.4343,0.569259,43.1093,0,1,
502919,13.0825,0.464648,45.7063,0,1,
503229,17.3151,0.536393,45.3148,0,1,
505339,14.2513,0.485418,43.2581,0,1,
509483,0,0,137.176,1,0,
510622,0,0,137.394,1,0,
512946,14.3355,0.486883,43.5019,0,1,
513579,0,0,134.049,0,0,
514183,0,0,138.833,1,0,
514501,15.9636,0.516715,43.7963,1,1,
515145,13.4941,0.472058,43.9016,0,1,
