numPE,counts
469.0939881456393, 0.7494320050761959
570.7027942421673, 0.8095951139491403
651.9898391193904, 0.8607331198444883
733.2768839966129, 0.9058560881458514
834.8856900931414, 0.9539891218308258
997.4597798475866, 0.9209267877568603
1099.068585944115, 0.8788342575320605
1160.0338696020317, 0.839744152931015
1220.9991532599493, 0.809676604720947
1241.320914479255, 0.7735889257436562
1342.929720575783, 0.7465339895038188
1485.182049110923, 0.7074540712492493
1525.8255715495343, 0.6713689388585774
1607.112616426757, 0.6352888996411434
1668.0779000846742, 0.6112363890250605
1790.0084674005084, 0.5871915181688344
1911.9390347163421, 0.5571316097186234
1993.226079593565, 0.5390966832831443
2155.80016934801, 0.5270869807881261
2338.6960203217614, 0.5150798248797268
2501.2701100762065, 0.5090851599786935
2704.4877222692635, 0.49708055065691314
2826.418289585097, 0.46702064220670214
2907.7053344623205, 0.44898571577122304
3029.6359017781538, 0.430955882508982
3110.9229466553775, 0.41592847487049533
3232.8535139712108, 0.3948911228112618
3395.4276037256564, 0.3768663827222587
3558.001693480101, 0.355834123836263
3639.2887383573247, 0.331784159806799
3761.219305673158, 0.3137543265445579
3944.1151566469093, 0.2957321330421736
4086.36748518205, 0.2867274027575286
4187.976291278577, 0.30177772967558614
4248.941574936494, 0.3288530386083752
4289.585097375106, 0.35291828215755294
4350.550381033023, 0.37999359109034225
4370.872142252329, 0.40405628805290106
4370.872142252329, 0.4311239572258334
4411.51566469094, 0.45518920077501124
4492.802709568163, 0.479259537497427
4533.446232006774, 0.46121951788870996
4574.089754445386, 0.437164460686008
4594.411515664691, 0.41310685689668714
4635.055038103303, 0.3860442808969927
4655.376799322608, 0.3589791583106793
4675.698560541914, 0.3228914793333886
4716.342082980525, 0.29582890333369405
4756.985605419137, 0.26876632733399974
4777.3073666384425, 0.24771624234167122
4817.950889077054, 0.22366118513896915
4858.594411515665, 0.2086286843272449
4939.881456392888, 0.19360127668875848
5061.8120237087205, 0.18158648102050234
5163.420829805249, 0.17257665756261953
5305.673158340389, 0.17259448366895236
5468.2472480948345, 0.1696073375649112
5610.499576629974, 0.1666176448742518
5752.751905165114, 0.16663547098058462
5955.969517358171, 0.16064589925278905
6098.221845893311, 0.16066372535912166
6098.221845893311, 0.16066372535912166
6281.1176968670625, 0.1606866446386923
6524.978831498731, 0.1637247224751126
6646.909398814565, 0.1637400019948263
6829.8052497883145, 0.16376292127439696
7012.701100762066, 0.1637858405539676
7175.275190516511, 0.16380621324691935
7317.527519051651, 0.16081652055625928
7500.423370025403, 0.16083943983582993
7622.353937341237, 0.166869756949529
7744.284504657071, 0.16989255526623492
7866.215071972905, 0.16990783478594862
8028.789161727351, 0.16692068868190812
8232.006773920408, 0.1729611921420826
8435.224386113463, 0.17599417680526486
8597.79847586791, 0.17300703070122392
8740.050804403048, 0.16400230041657937
8841.659610499577, 0.16100751455268147
8983.911939034717, 0.15801782186202162
9126.164267569857, 0.15202061037436976
9268.416596104997, 0.1400083612927323
9430.990685859442, 0.127998658797714
9593.564775613888, 0.12801903149066574
9817.104149026249, 0.11601696875550438
9918.712955122777, 0.10099210770363687
10060.965283657919, 0.09499489621598478
10223.539373412363, 0.08298519372096624
10386.113463166808, 0.07999804761692575
10528.365791701948, 0.08001587372325836
10629.974597798477, 0.08905116304733052
10751.90516511431, 0.09508148016102957
10934.801016088062, 0.10713447462856962
11117.696867061813, 0.09211979992317798
11239.627434377648, 0.07408996666093692
11341.236240474176, 0.056057586812076954
11442.845046570705, 0.04103272576020922
11524.132091447927, 0.029012836918715257
11686.706181202371, 0.010988096829712024
11849.280270956817, 0.004993431928678627
12032.176121930568, 0.005016351208249281
12235.393734123625, 0.002034298277446611
12479.254868755294, 0.0030673635825382295
