eventID,numPE,numPhotons,eDep,numElasticSensitive,numInelastic,nCapture,
0,25,166,1196.92,11,0,0,
1,55,265,1492.2,19,0,0,
2,6,29,185.836,2,0,0,
3,236,1575,357.531,7,1,0,
4,102,597,2341.21,68,0,0,
5,268,1741,683.659,31,1,0,
6,251,1533,166.032,3,1,0,
7,159,1084,571.84,8,1,0,
8,7,34,147.842,1,0,0,
9,11,62,335.07,5,0,0,
10,22,155,895.452,9,0,0,
11,346,1761,960.248,45,1,0,
12,13,51,360.519,4,0,0,
13,224,1457,0,0,1,0,
14,52,314,1482.9,23,0,0,
15,325,2054,159.826,13,1,0,
16,3,31,213.351,3,0,0,
17,100,597,2345.73,66,0,0,
18,339,1869,950.092,59,1,0,
19,3,25,247.546,3,0,0,
20,162,1121,1.59431,1,1,0,
21,55,289,1614.79,22,0,0,
22,300,1803,804.546,37,1,0,
23,220,1486,51.1277,2,1,0,
24,98,482,2131.66,48,0,0,
25,2003,7899,888.659,41,1,1,
26,50,247,725.646,34,1,0,
27,229,1582,207.28,3,1,0,
28,43,294,1547.79,20,0,0,
29,263,1654,829.847,31,1,0,
30,250,1557,389.337,6,1,0,
31,231,1482,0,0,1,0,
32,4,28,220.305,1,0,0,
33,30,151,751.115,13,0,0,
34,224,1463,170.141,5,1,0,
35,232,1441,0,0,1,0,
36,2,23,162.332,2,0,0,
37,252,1530,172.534,2,1,0,
38,173,1121,149.3,3,1,0,
39,232,1605,391.504,10,1,0,
40,105,632,2419.12,69,0,0,
41,2,25,223.991,1,0,0,
42,2,25,241.942,2,0,0,
43,21,114,413.188,8,1,0,
44,123,752,455.142,7,1,0,
45,10,56,338.593,4,0,0,
46,4,22,202.68,1,0,0,
47,286,1585,320.294,9,1,0,
48,274,1684,775.225,16,1,0,
49,205,1556,44.7013,1,1,0,
50,317,1630,661.03,14,1,0,
51,9,51,265.245,3,0,0,
52,2,22,152.834,1,0,0,
53,5,34,234.849,1,0,0,
54,90,499,2261.66,48,0,0,
55,85,482,1951.2,42,0,0,
56,43,231,709.504,23,1,0,
57,242,1499,108.835,5,1,0,
58,2,37,231.989,1,0,0,
59,289,1537,768.493,16,1,0,
60,275,1627,379.687,9,1,0,
61,6,25,137.12,1,0,0,
62,113,553,2231.64,56,0,0,
63,277,1513,265.696,4,1,0,
64,255,1518,70.9313,2,1,0,
65,335,1799,905.342,52,1,0,
66,276,1685,826.713,18,1,0,
67,227,1562,250.532,4,1,0,
68,295,1776,949.237,56,1,0,
69,215,1455,436.207,9,1,0,
70,225,1456,1.15686,1,1,0,
71,247,1501,0,0,1,0,
72,272,1673,495.727,14,1,0,
73,7,32,167.462,1,1,0,
74,256,1636,520.589,12,1,0,
75,16,143,934.453,11,0,0,
76,301,1699,462.838,18,1,0,
77,260,1658,578.754,22,1,0,
78,269,1559,242.495,6,1,0,
79,6,33,262.126,2,0,0,
80,306,1765,938.488,59,1,0,
81,268,1685,778.57,33,1,0,
82,229,1562,682.258,9,1,0,
83,301,1717,912.497,49,1,0,
85,240,1438,253.903,2,1,0,
86,298,1679,775.32,36,1,0,
87,124,595,2401.02,63,0,0,
88,5,25,192.474,1,0,0,
89,264,1616,846.224,25,1,0,
90,2,30,237.302,1,0,0,
91,254,1724,839.308,32,1,0,
92,335,1848,888.187,59,1,0,
93,54,310,72.2626,1,1,0,
94,255,1727,928.575,61,1,0,
95,242,1634,517.95,11,1,0,
96,239,1478,196.021,10,1,0,
97,158,1132,104.671,3,1,0,
98,332,1809,872.65,50,1,0,
99,236,1532,320.018,7,1,0,
100,213,1484,67.8115,2,1,0,
101,246,1532,0,0,1,0,
102,138,1018,715.937,23,1,0,
103,251,1504,262.458,5,1,0,
104,5,39,243.592,2,0,0,
105,277,1791,746.11,36,1,0,
106,262,1603,796.37,36,1,0,
107,96,370,1498.44,30,0,0,
108,8,43,299.325,3,0,0,
109,304,1737,766.975,41,1,0,
110,233,1583,325.194,4,1,0,
111,238,1578,481.913,13,1,0,
112,374,2290,264.414,32,1,0,
113,4,30,226.182,1,0,0,
114,255,1713,566.804,27,1,0,
115,8,28,219.775,1,0,0,
116,243,1566,43.667,3,1,0,
117,13,79,633.654,4,0,0,
118,102,458,2156.49,41,0,0,
119,236,1524,89.7922,1,1,0,
120,4,21,186.589,1,0,0,
121,262,1541,142.318,7,1,0,
122,283,1757,733.137,27,1,0,
123,291,1720,890.138,32,1,0,
124,11,86,665.262,7,0,0,
125,30,206,1017.54,12,0,0,
126,267,1623,833.701,43,1,0,
127,266,1562,319.287,13,1,0,
128,282,1845,942.196,53,1,0,
129,3,41,294.937,3,0,0,
130,275,1555,0,0,1,0,
131,5,29,200.352,1,0,0,
132,250,1584,667.9,7,1,0,
133,70,392,1792.73,27,0,0,
134,306,1670,731.388,29,1,0,
135,239,1502,113.409,2,1,0,
136,86,499,2155.43,47,0,0,
137,11,73,303.996,3,1,0,
138,14,82,307.431,7,1,0,
139,275,1635,455.68,12,1,0,
140,259,1590,230.081,9,1,0,
141,1576,9149,869.49,45,1,1,
142,15,128,545.235,10,0,0,
143,372,2231,212.728,25,1,0,
