eventID,numPE,numPhotons,eDep,numElasticSensitive,numInelastic,nCapture,
0,441,2539,1049.01,47,1,0,
1,1394,8622,33.8958,2,1,0,
2,70,459,58.3414,2,1,0,
3,2143,13441,291.943,11,2,0,
4,286,1678,220.825,27,2,0,
5,1835,11976,128.457,6,2,0,
6,331,2104,714.05,15,2,0,
7,1434,7870,127.058,5,1,0,
8,1719,10780,2303.44,27,2,0,
9,290,1856,415.255,26,2,0,
10,493,3446,45.6685,3,2,0,
11,366,2096,623.788,33,1,0,
12,347,2084,1499.09,39,1,0,
13,430,2491,666.076,47,1,0,
14,1767,11426,537.192,7,2,0,
15,155,915,1027.8,30,2,0,
16,1237,8297,0,0,1,0,
17,328,2012,1123.54,30,1,0,
18,1730,10952,113.26,4,3,0,
19,248,1539,1472.18,46,1,0,
20,2115,12333,370.633,6,2,0,
21,1895,11951,1493.33,59,3,0,
22,945,6252,0,0,2,0,
23,137,905,560.836,12,1,0,
24,443,2935,592.486,45,1,0,
25,1772,10978,311.969,21,2,0,
26,39,334,247.205,4,1,0,
27,1166,7907,269.367,8,2,0,
28,2348,12452,1068.93,25,2,0,
29,442,2745,996.842,44,1,0,
30,2134,12676,687.885,38,2,0,
31,2323,13172,647.605,45,2,0,
32,256,1582,616.922,11,2,0,
33,628,3925,0,0,1,0,
34,305,1787,152.972,8,2,0,
35,1733,11128,225.589,8,2,0,
36,804,5157,324.183,4,2,0,
37,1720,10735,425.337,7,4,0,
38,442,2852,65.0019,18,2,0,
39,576,3313,1041.84,78,1,0,
40,207,1350,941.06,25,1,0,
41,340,2084,546.883,12,2,0,
42,237,1595,86.0871,6,1,0,
43,152,1094,154.179,2,1,0,
44,446,2646,1549.58,75,2,0,
45,78,464,1128.28,17,1,0,
46,965,6322,0,0,3,0,
47,616,3662,864.892,50,3,0,
48,432,2478,1119.35,46,2,0,
49,2327,13176,399.858,35,2,0,
50,655,4038,0,0,1,0,
51,1908,11719,1856.3,50,2,0,
52,61,516,812.537,19,1,0,
53,71,436,737.513,21,1,0,
54,2069,13100,263.524,33,2,0,
55,1286,8069,1023.25,13,2,0,
56,662,4115,101.05,1,1,0,
57,596,4014,0,0,1,0,
58,360,2073,255.355,7,2,0,
59,1557,10036,18.0209,2,2,0,
60,227,1561,103.421,4,2,0,
61,1071,6315,0,0,1,0,
62,217,1528,0,0,1,0,
63,1614,10812,480.428,11,2,0,
64,854,5493,0,0,1,0,
65,1079,6964,854.934,30,2,0,
66,1202,7903,502.632,3,2,0,
67,219,1302,2521.37,64,1,0,
68,1598,10191,1672.49,36,2,0,
69,262,1836,773.689,10,1,0,
70,401,2278,1307.8,23,2,0,
71,103,527,1553.29,19,1,0,
72,2225,12755,886.288,35,3,0,
73,1014,6080,436.686,6,2,0,
74,862,5734,52.4928,2,2,0,
75,1450,9055,171.237,3,2,0,
76,105,603,1175.65,17,1,0,
77,1224,7768,21.4155,1,1,0,
78,1187,7627,18.0579,1,1,0,
79,102,752,627.054,5,1,0,
80,2067,12666,219.556,10,3,0,
81,1663,9776,375.841,11,2,0,
82,481,3050,582.287,39,2,0,
83,133,956,589.191,14,1,0,
84,66,477,1132.25,13,1,0,
85,2146,12600,1306.63,17,2,0,
86,1939,12346,981.188,54,3,0,
87,482,2864,826.439,23,1,0,
88,349,1858,68.1541,1,1,0,
89,104,626,543.753,10,1,0,
90,1477,9022,43.3982,1,1,0,
91,1822,12239,182.827,12,2,0,
92,121,843,1784.24,31,1,0,
93,82,474,271.069,20,1,0,
94,423,2677,1656.28,98,2,0,
95,140,892,502.593,6,1,0,
96,1585,10397,893.434,6,3,0,
97,361,2188,876.275,14,2,0,
98,33,239,549.523,8,1,0,
99,457,2969,430.262,20,1,0,
100,396,2302,1815.38,66,2,0,
101,302,1808,910.592,59,2,0,
102,167,1063,1791.7,35,1,0,
103,353,2119,2239.04,67,2,0,
