eventID,numPE,numPhotons,eDep,numElasticSensitive,numInelastic,nCapture,
0,66,403,1858.94,28,0,0,
1,216,1308,607.213,18,1,0,
2,246,1653,317.64,9,1,0,
3,237,1601,394.928,6,1,0,
4,228,1518,100.093,2,1,0,
5,1837,9986,935.195,56,1,1,
6,279,1570,375.383,10,1,0,
7,1,24,170.652,1,0,0,
8,72,475,1989.25,43,0,0,
9,266,1649,574.292,11,1,0,
10,12,99,471.025,6,0,0,
11,287,1765,757.184,33,1,0,
12,98,544,2260.23,48,0,0,
13,265,1740,901.937,49,1,0,
14,283,1778,832.012,30,1,0,
15,240,1598,659.207,11,1,0,
16,4,43,98.868,2,1,0,
17,258,1647,805.088,37,1,0,
18,3,40,264.654,2,0,0,
19,9,42,228.512,2,0,0,
20,3,26,233.961,1,0,0,
21,257,1728,931.447,19,1,0,
22,240,1486,283.303,3,1,0,
23,5,30,174.7,1,0,0,
24,8,60,198.91,7,1,0,
25,250,1647,835.321,15,1,0,
26,1,29,118.768,2,0,0,
27,215,1470,87.6817,2,1,0,
28,111,596,2445.83,78,0,0,
29,4,28,204.632,2,0,0,
30,333,1746,766.663,31,1,0,
31,84,556,2262.61,55,0,0,
32,231,1460,218.474,5,1,0,
33,182,1293,369.099,8,1,0,
34,156,951,312.016,4,1,0,
35,39,238,656.913,30,1,0,
36,73,409,1777.18,31,0,0,
37,10,78,514.404,4,0,0,
38,11,90,560.386,5,0,0,
39,292,1666,592.3,12,1,0,
40,5,40,208.653,2,0,0,
41,296,1707,936.209,15,1,0,
42,8,63,263.776,3,0,0,
43,68,422,1970.89,35,0,0,
44,290,1792,844.937,37,1,0,
45,252,1604,627.049,7,1,0,
46,238,1470,0,0,1,0,
47,10,94,616.084,3,0,0,
48,164,1118,478.776,11,1,0,
49,234,1573,388.728,11,1,0,
50,8,110,661.989,4,0,0,
51,301,1759,865.075,27,1,0,
52,35,199,919.772,11,0,0,
53,248,1556,146.53,3,1,0,
54,103,510,2149.86,48,0,0,
55,18,84,421.726,5,0,0,
56,12,63,223.362,4,0,0,
57,281,1679,769.364,19,1,0,
58,35,249,1366.36,15,0,0,
59,25,159,883.946,9,0,0,
60,13,80,399.747,4,0,0,
61,254,1571,291.147,7,1,0,
62,19,127,622.122,10,0,0,
63,30,184,179.124,2,1,0,
64,55,345,1732.47,25,0,0,
65,93,499,2282.19,51,0,0,
66,11,94,422.738,7,0,0,
67,5,50,235.732,4,0,0,
68,1,36,223.365,2,0,0,
69,134,893,188.144,2,1,0,
70,67,396,1880.6,26,0,0,
71,277,1582,455.421,13,1,0,
72,4,27,241.411,2,0,0,
73,245,1581,496.959,6,1,0,
74,213,1455,237.609,4,1,0,
75,239,1615,418.919,12,1,0,
76,277,1579,293.804,7,1,0,
77,43,244,779.041,38,1,0,
78,237,1491,398.465,6,1,0,
79,236,1566,253.166,7,1,0,
80,271,1820,825.024,37,1,0,
81,299,1672,813.439,28,1,0,
82,248,1542,230.912,4,1,0,
83,82,742,507.494,4,1,0,
84,42,244,652.61,24,1,0,
85,20,131,728.826,8,0,0,
86,5,29,214.155,2,0,0,
87,47,311,1637.96,24,0,0,
88,6,32,192.938,1,0,0,
89,251,1560,107.207,5,1,0,
90,235,1549,164.447,7,1,0,
91,5,28,190.269,1,0,0,
92,293,1817,953.088,58,1,0,
93,275,1734,734.767,27,1,0,
94,291,1723,973.235,14,1,0,
95,270,1731,813.526,30,1,0,
96,280,1625,430.137,10,1,0,
97,57,355,97.8497,2,1,0,
98,12,70,334.629,5,0,0,
99,9,55,263.647,2,0,0,
100,17,131,423.615,11,1,0,
101,231,1489,3.06501,1,1,0,
102,19,158,740.554,13,1,0,
103,129,818,276.274,2,1,0,
104,262,1742,763.957,30,1,0,
105,17,74,458.399,6,0,0,
106,252,1566,480.072,13,1,0,
107,265,1761,684.564,21,1,0,
108,272,1594,427.058,11,1,0,
109,219,1499,117.074,4,1,0,
110,20,163,933.158,8,0,0,
111,291,1764,830.854,48,1,0,
112,7,35,171.194,2,0,0,
113,285,1770,726.705,34,1,0,
114,4,41,193.905,2,0,0,
