eventID,numPE,numPhotons,eDep,numElasticSensitive,numInelastic,nCapture,
0,7,42,212.098,2,0,0,
1,62,265,855.795,30,1,0,
2,251,1565,220.419,9,1,0,
3,89,523,2284.07,47,0,0,
4,264,1509,110.979,4,1,0,
5,5,31,49.1388,2,1,0,
6,219,1498,237.862,1,1,0,
7,15,93,460.726,8,0,0,
8,29,174,837.181,12,0,0,
9,204,1383,474.688,14,1,0,
10,262,1645,706.406,11,1,0,
11,282,1777,929.967,48,1,0,
12,14,96,605.994,4,0,0,
13,4,32,233.987,1,0,0,
14,5,45,233.177,1,0,0,
16,66,360,1759.01,23,0,0,
17,274,1690,776.681,17,1,0,
18,6,42,276.554,5,0,0,
19,211,1341,98.9608,3,1,0,
20,4,26,220.281,1,0,0,
21,2,22,0,0,1,0,
22,289,1748,806.159,29,1,0,
23,282,1813,842.537,59,1,0,
24,274,1591,262.092,5,1,0,
25,10,78,495.454,6,0,0,
26,1,32,173.543,1,0,0,
27,134,600,2438.78,71,0,0,
28,267,1770,901.741,42,1,0,
29,52,314,1664.6,22,0,0,
30,289,1783,897.299,58,1,0,
31,241,1419,22.118,2,1,0,
32,8,49,177.726,1,1,0,
33,234,1633,795.77,28,1,0,
34,13,76,368.533,4,0,0,
35,238,1541,262.249,6,1,0,
36,11,89,474.872,5,0,0,
37,42,295,1541.35,19,0,0,
38,285,1657,519.812,14,1,0,
39,9,37,160.137,2,0,0,
40,274,1791,928.772,64,1,0,
41,257,1580,79.0008,2,1,0,
42,5,66,266.182,4,0,0,
43,21,159,76.0123,2,1,0,
44,206,1342,842.656,42,1,0,
45,292,1795,950.602,49,1,0,
46,14,80,441.757,4,0,0,
47,257,1764,808.878,34,1,0,
48,246,1505,126.971,2,1,0,
49,275,1765,756.889,36,1,0,
50,215,1559,363.655,7,1,0,
51,7,27,233.306,1,0,0,
52,12,69,229.787,5,1,0,
53,113,623,2446.22,75,0,0,
54,276,1800,963.052,50,1,0,
55,274,1760,830.918,31,1,0,
56,195,1330,203.495,13,1,0,
57,231,1483,15.1322,1,1,0,
58,238,1522,252.749,6,1,0,
59,7,38,239.707,1,0,0,
60,291,1640,720.054,15,1,0,
61,255,1613,349.223,11,1,0,
62,38,215,1079.48,13,0,0,
63,43,235,1207.49,17,0,0,
64,8,53,318.135,3,0,0,
65,85,515,2179.95,54,0,0,
66,294,1768,920.713,50,1,0,
67,33,247,1296.34,20,0,0,
68,263,1586,400.295,10,1,0,
69,3,23,131.727,1,0,0,
70,274,1510,71.4496,3,1,0,
71,1336,7678,82.6119,8,1,1,
72,303,1722,932.873,26,1,0,
73,251,1526,218.607,2,1,0,
74,5,22,166.3,1,0,0,
75,237,1575,224.661,6,1,0,
76,273,1591,899.261,53,1,0,
77,109,711,962.44,54,1,0,
78,13,109,455.323,6,1,0,
79,250,1513,36.9474,2,1,0,
80,302,1742,808.965,44,1,0,
81,314,1740,868.515,36,1,0,
82,128,665,2436.84,84,0,0,
83,330,1735,837.785,36,1,0,
84,276,1697,862.247,23,1,0,
85,290,1788,767.325,39,1,0,
86,7,30,200.258,1,0,0,
87,276,1565,673.711,9,1,0,
88,182,1261,395.622,9,1,0,
89,249,1510,13.1503,1,1,0,
90,252,1701,944.721,11,1,0,
91,299,1759,767.01,32,1,0,
92,22,98,305.329,5,1,0,
93,77,462,2004.82,40,0,0,
94,7,22,232.809,2,0,0,
95,230,1571,160.932,6,1,0,
96,332,2238,261.54,17,1,0,
97,284,1681,828.372,23,1,0,
98,255,1567,214.29,4,1,0,
99,368,1858,921,58,1,0,
100,6,63,393.163,2,1,0,
101,17,114,625.344,9,0,0,
102,12,99,451.644,10,0,0,
103,315,1695,925.924,38,1,0,
104,250,1524,192.365,8,1,0,
105,229,1441,88.7845,1,1,0,
106,237,1483,162.618,3,1,0,
107,55,277,847.335,47,1,0,
108,14,76,489.453,4,0,0,
109,279,1725,846.698,42,1,0,
110,234,1615,386.097,10,1,0,
111,230,1529,479.086,10,1,0,
112,239,1483,12.78,1,1,0,
113,114,552,2356.95,59,0,0,
114,312,2174,85.4314,2,1,0,
115,230,1518,0,0,1,0,
116,3,30,250.463,4,0,0,
117,163,1226,208.866,2,1,0,
118,208,1438,3.27962,1,1,0,
119,258,1558,462.375,10,1,0,
120,20,113,732.417,6,0,0,
121,4,31,239.109,2,0,0,
122,276,1632,850.705,29,1,0,
123,17,94,677.572,5,0,0,
124,14,109,690.503,7,0,0,
125,4,35,195.061,1,0,0,
126,3,26,236.254,1,0,0,
127,340,2256,40.4779,2,1,0,
128,7,42,144.706,4,0,0,
129,237,1510,167.287,4,1,0,
130,235,1580,265.561,5,1,0,
131,3,23,15.0358,1,1,0,
132,8,61,297.22,5,0,0,
