eventID,numPE,numPhotons,eDep,numElasticSensitive,numInelastic,nCapture,
0,258,1540,316.34,12,1,0,
1,273,1724,638.368,29,1,0,
2,4,19,184.011,1,0,0,
3,114,599,2438.2,82,0,0,
4,275,1655,416.789,18,1,0,
5,11,64,316.264,2,0,0,
6,3,22,232.997,1,0,0,
7,6,46,115.823,3,1,0,
8,3,34,214.862,1,0,0,
9,22,135,851.385,7,0,0,
10,246,1645,685.948,12,1,0,
11,273,1773,818.109,38,1,0,
12,33,221,1189.05,15,0,0,
13,5,31,203.767,2,0,0,
14,94,556,2343.54,70,0,0,
15,8,42,233.479,2,0,0,
16,265,1740,722.847,28,1,0,
17,360,1717,933.809,47,1,0,
18,44,204,1015.42,14,0,0,
19,245,1546,190.362,5,1,0,
20,309,1764,942.514,59,1,0,
21,271,1663,862.899,21,1,0,
22,260,1619,523.167,18,1,0,
23,267,1745,883.165,38,1,0,
24,305,1785,577.722,19,1,0,
25,270,1624,718.977,14,1,0,
26,252,1631,643.095,15,1,0,
27,7,43,198.92,2,0,0,
28,161,1098,0,0,1,0,
29,245,1590,634.678,8,1,0,
30,42,260,1076.99,21,0,0,
31,7,25,230.843,2,0,0,
32,254,1527,460.655,6,1,0,
33,212,1523,0,0,1,0,
34,133,578,2359.27,60,0,0,
35,220,1540,0,0,1,0,
36,27,172,35.6374,3,1,0,
37,208,1482,124.678,3,1,0,
38,4124,10033,831.631,24,1,1,
39,251,1598,245.967,6,1,0,
40,154,1119,163.62,3,1,0,
41,300,1776,895.083,54,1,0,
42,234,1550,425.149,9,1,0,
43,4,35,223.076,2,0,0,
44,275,1655,545.14,16,1,0,
45,33,183,269.007,32,1,0,
46,244,1515,65.5511,3,1,0,
47,4,33,221.241,1,0,0,
48,148,964,44.56,1,1,0,
49,262,1658,486.07,11,1,0,
50,8,43,266.658,4,0,0,
51,7,36,210.13,1,0,0,
52,270,1741,880.877,43,1,0,
53,231,1531,86.2885,3,1,0,
54,318,2230,149.762,18,1,0,
55,242,1565,288.613,7,1,0,
56,7,74,553.043,4,0,0,
57,4,25,217.219,1,0,0,
58,303,1715,771.448,24,1,0,
59,288,1669,795.198,46,1,0,
60,12,57,285.497,2,0,0,
61,251,1586,478.595,4,1,0,
62,228,1603,449.52,9,1,0,
63,4,37,212.963,1,0,0,
64,94,489,2249,50,0,0,
65,41,234,1150.19,16,0,0,
66,284,1745,933.361,22,1,0,
67,13,170,1023.2,14,0,0,
68,4,36,195.361,1,0,0,
69,256,1487,0,0,1,0,
70,273,1826,759.423,35,1,0,
71,6,21,216.22,1,0,0,
72,25,147,889.053,7,0,0,
73,220,1503,126.521,4,1,0,
74,58,392,1900.37,30,0,0,
75,50,302,1485.87,20,0,0,
76,9,33,190.959,1,0,0,
77,225,1560,0,0,1,0,
78,19,133,723.503,8,0,0,
79,79,458,2003.34,41,0,0,
80,21,172,840.879,10,0,0,
81,10,59,349.566,3,0,0,
82,2,25,221.519,1,0,0,
83,341,1783,961.41,51,1,0,
84,225,1531,747.042,26,1,0,
85,262,1661,520.276,17,1,0,
86,89,546,2347.97,57,0,0,
87,210,1510,443.779,12,1,0,
88,6,41,218.586,3,0,0,
89,204,1353,708.172,25,1,0,
90,105,720,50.339,5,1,0,
91,94,427,1912.23,30,0,0,
92,6,27,186.862,1,0,0,
93,6,49,236.256,1,0,0,
94,293,1810,798.685,44,1,0,
95,11,69,288.486,4,0,0,
96,189,1248,0,0,1,0,
97,211,1332,19.5811,1,1,0,
98,6,32,234.874,2,0,0,
99,47,246,1340.08,16,0,0,
100,16,79,432.34,5,0,0,
101,17,114,795.973,7,0,0,
102,108,719,213.035,7,1,0,
103,8,103,452.554,7,1,0,
104,10,55,370.903,4,0,0,
105,3,28,232.687,1,0,0,
106,259,1570,412.402,6,1,0,
107,4,34,231.671,1,0,0,
108,235,1552,0,0,0,1,
109,91,529,2248.89,48,0,0,
110,5,30,190.974,1,0,0,
111,114,743,77.5599,2,1,0,
112,12,49,334.907,4,0,0,
113,269,1617,529.453,9,1,0,
114,225,1571,802.939,27,1,0,
115,3,43,287.458,3,0,0,
116,253,1737,833.758,45,1,0,
117,240,1492,393.833,4,1,0,
118,291,1614,212.286,4,1,0,
119,25,140,736.574,9,0,0,
120,44,270,1278.35,24,0,0,
121,3,46,307.309,2,0,0,
122,278,1676,926.427,52,1,0,
123,241,1509,206.742,5,1,0,
124,20,131,497.741,10,1,0,
125,6,41,229.383,2,0,0,
126,35,266,1273.99,17,0,0,
127,242,1572,4.56402,1,1,0,
128,7,28,92.5099,1,1,0,
129,231,1498,126.048,2,1,0,
130,8,61,331.296,2,1,0,
131,360,2214,227.327,26,1,0,
132,296,1746,638.652,27,1,0,
133,11,59,281.247,5,1,0,
134,267,1513,244.628,5,1,0,
135,251,1657,553.181,13,1,0,
136,229,1527,259.295,6,1,0,
137,144,1028,228.272,5,1,0,
138,4,29,222.979,1,0,0,
139,272,1705,872.124,29,1,0,
140,221,1490,148.487,2,1,0,
141,102,652,2439.18,93,0,0,
142,23,134,647.851,9,0,0,
143,288,1718,777.989,33,1,0,
144,311,2144,187.023,12,1,0,
145,277,1759,905.734,42,1,0,
146,352,2167,200.53,19,1,0,
147,284,1766,860.909,53,1,0,
148,7,44,177.958,5,0,0,
149,39,250,1421.09,17,0,0,
150,253,1595,367.16,10,1,0,
151,238,1533,235.495,2,1,0,
152,298,1669,923.786,30,1,0,
153,292,1843,918.519,74,1,0,
154,234,1596,593.197,12,1,0,
155,24,161,829.201,9,0,0,
156,290,1684,783.541,25,1,0,
157,218,1518,355.445,10,1,0,
158,264,1692,718.245,32,1,0,
159,6,50,173.584,2,1,0,
160,276,1686,738.847,26,1,0,
161,211,1492,385.498,3,1,0,
162,13,62,416.51,4,0,0,
163,24,130,0,0,1,0,
164,3,25,238.375,1,0,0,
165,253,1545,496.737,6,1,0,
166,244,1575,384.369,11,1,0,
167,232,1542,0,0,1,0,
168,203,1523,87.7035,2,1,0,
169,242,1665,771.284,10,1,0,
170,14,107,496.423,13,1,0,
171,249,1586,554.734,12,1,0,
172,231,1705,727.223,13,1,0,
173,39,390,1948.03,29,0,0,
174,31,196,1205.34,13,0,0,
175,265,1684,916.001,45,1,0,
176,214,1507,0,0,1,0,
177,293,1686,634.496,25,1,0,
178,235,1554,124.467,2,1,0,
179,212,1629,346.8,10,1,0,
180,19,117,594.566,9,1,0,
181,24,159,96.7143,4,1,0,
182,238,1514,174.813,2,1,0,
183,21,113,507.534,5,1,0,
184,24,177,1224.59,12,0,0,
185,12,80,532.75,5,0,0,
186,219,1502,0,0,1,0,
187,19,96,507.335,8,0,0,
188,251,1504,18.1209,1,1,0,
189,272,1693,867.445,8,1,0,
190,267,1609,487.443,16,1,0,
191,276,1665,713.805,30,1,0,
192,6,35,149.016,3,0,0,
193,347,2287,155.825,10,1,0,
194,240,1502,76.3357,1,1,0,
195,269,1558,223.419,6,1,0,
196,243,1524,34.049,2,1,0,
197,251,1610,448.785,9,1,0,
198,142,930,133.145,5,1,0,
199,239,1549,312.032,8,1,0,
200,26,149,691.235,14,0,0,
201,9,50,235.75,4,0,0,
202,228,1484,228.977,3,1,0,
203,266,1727,877.172,48,1,0,
204,288,1685,639.978,27,1,0,
205,113,705,480.032,5,1,0,
206,66,527,167.647,5,1,0,
207,255,1792,855.357,49,1,0,
208,102,557,2344.32,51,0,0,
209,314,1877,947.84,56,1,0,
210,7,46,184.704,4,0,0,
211,77,486,2075.65,43,0,0,
212,256,1551,251.063,8,1,0,
213,8,36,13.4528,1,1,0,
214,23,122,700.763,8,0,0,
215,69,328,853.17,53,1,0,
216,229,1520,117.694,2,1,0,
217,217,1594,503.05,12,1,0,
218,5,27,0,0,1,0,
219,12,91,445.895,7,0,0,
220,40,252,1410.69,16,0,0,
221,40,300,1562.33,17,0,0,
222,359,1672,933.16,29,1,0,
223,5,21,141.46,1,0,0,
224,6,16,58.9806,2,0,0,
225,45,284,1558.53,19,0,0,
226,59,343,958.301,54,1,0,
227,256,1596,308.316,6,1,0,
228,346,2289,297.62,37,1,0,
229,246,1616,523.218,7,1,0,
230,234,1543,34.3976,1,1,0,
231,219,1546,18.9001,2,1,0,
232,80,438,1823.48,39,0,0,
233,320,2249,23.1804,2,1,0,
234,216,1345,580.228,18,1,0,
235,7,64,351.814,4,0,0,
236,338,1746,820.944,28,1,0,
237,279,1689,858.031,22,1,0,
238,4,29,174.858,2,0,0,
239,211,1519,373.769,5,1,0,
240,265,1614,549.13,12,1,0,
241,197,1586,481.116,5,1,0,
242,30,166,841.859,12,0,0,
243,265,1518,15.2784,1,1,0,
244,8,36,271.536,3,0,0,
245,267,1646,396.329,7,1,0,
246,79,489,1984.03,44,0,0,
247,190,1440,55.8379,2,1,0,
248,304,1763,956.127,56,1,0,
249,8,102,488.783,8,0,0,
250,289,1617,352.951,9,1,0,
251,20,165,877.845,9,0,0,
252,5,29,162.584,1,0,0,
254,7,35,234.388,2,0,0,
255,10,53,354.085,2,0,0,
256,268,1609,789.377,19,1,0,
257,236,1516,401.543,7,1,0,
258,246,1556,938.504,21,1,0,
259,286,1565,149.012,3,1,0,
260,3,15,154.838,1,0,0,
261,20,123,328.937,12,1,0,
262,115,755,94.9281,1,1,0,
264,258,1558,330.131,7,1,0,
265,270,1630,496.858,13,1,0,
266,220,1461,142.93,4,1,0,
267,4,19,162.464,1,0,0,
268,3,29,151.183,1,0,0,
269,243,1516,474.051,8,1,0,
270,221,1506,24.459,3,1,0,
271,2,39,183.283,4,0,0,
