num_ph,counts
25.31645569620254, 25.777777777777757
30.379746835443044, 27.333333333333314
34.81012658227848, 38.44444444444443
39.87341772151899, 37.555555555555536
44.936708860759495, 42.22222222222221
50, 42.22222222222221
55.06329113924052, 44.88888888888888
60.12658227848101, 52.44444444444443
65.18987341772153, 58.88888888888888
70.25316455696202, 67.55555555555554
75.31645569620254, 38.44444444444443
79.74683544303798, 37.555555555555536
84.81012658227847, 35.55555555555554
89.87341772151899, 40.222222222222214
94.9367088607595, 21.999999999999986
100, 30.222222222222207
105.0632911392405, 29.1111111111111
110.12658227848101, 21.999999999999986
115.18987341772151, 25.555555555555543
120.25316455696202, 13.777777777777771
124.99999999999997, 23.999999999999986
130.37974683544303, 11.1111111111111
134.81012658227849, 13.777777777777771
