num_ph,counts
30.57324840764332, 34.0134529147982
50.31847133757961, 39.73094170403587
70.70063694267516, 54.75336322869955
89.80891719745225, 50.493273542600896
110.19108280254778, 70.89686098654708
130.57324840764332, 60.134529147982065
149.6815286624204, 75.15695067264573
170.06369426751596, 52.73542600896861
190.4458598726115, 36.36771300448431
210.82802547770706, 29.865470852017943
229.93630573248413, 29.865470852017943
250.31847133757964, 16.412556053811656
270.7006369426752, 15.2914798206278
