num_photons,counts
25.000000000000007, 30.999999999999986
30.063291139240512, 32.99999999999998
34.81012658227848, 44.88888888888888
39.87341772151899, 43.99999999999999
44.936708860759495, 48.88888888888887
50, 48.88888888888887
55.06329113924052, 51.999999999999986
60.12658227848101, 59.999999999999986
65.18987341772153, 67.1111111111111
70.25316455696202, 75.99999999999999
75.31645569620254, 44.88888888888888
80.37974683544303, 43.99999999999999
84.81012658227847, 41.999999999999986
89.87341772151899, 47.1111111111111
94.9367088607595, 26.888888888888886
100, 35.999999999999986
105.0632911392405, 34.88888888888888
110.12658227848101, 27.1111111111111
115.18987341772151, 30.88888888888888
120.25316455696202, 17.777777777777757
125.31645569620255, 28.88888888888887
130.37974683544303, 14.888888888888886
134.81012658227849, 17.777777777777757
