num_ph,counts
25.31645569620254, 36.444444444444436
30.379746835443044, 38.22222222222221
34.81012658227848, 51.55555555555554
39.87341772151899, 50.44444444444443
44.936708860759495, 55.777777777777764
50, 55.777777777777764
55.06329113924052, 59.11111111111109
60.12658227848101, 67.55555555555554
65.18987341772153, 75.1111111111111
70.25316455696202, 84.66666666666666
75.31645569620254, 51.55555555555554
79.74683544303798, 50.44444444444443
84.81012658227847, 48.22222222222221
89.87341772151899, 53.777777777777764
95.2, 31.97
100, 41.777777777777764
105.0632911392405, 40.66666666666665
110.12658227848101, 31.999999999999986
115.18987341772151, 36.444444444444436
120.25316455696202, 21.999999999999986
124.68354430379745, 34.22222222222221
130.37974683544303, 18.666666666666657
134.81012658227849, 21.999999999999986
