num_ph,counts
22.23880597014925, 44.01913875598086
25.970149253731343, 38.56459330143541
30.074626865671647, 62.67942583732059
34.179104477611936, 65.55023923444976
37.91044776119403, 83.63636363636365
42.01492537313433, 77.03349282296651
46.119402985074636, 95.98086124401915
50.22388059701493, 81.91387559808614
53.95522388059701, 67.5598086124402
58.05970149253731, 62.10526315789474
62.16417910447762, 77.89473684210527
66.26865671641792, 48.038277511961724
70, 62.67942583732059
74.1044776119403, 56.363636363636374
78.2089552238806, 28.22966507177034
81.94029850746267, 25.645933014354057
86.044776119403, 28.22966507177034
90.1492537313433, 31.10047846889951
94.25373134328356, 21.339712918660283
97.98507462686567, 8.133971291866018
102.08955223880596, 14.73684210526315
106.19402985074626, 8.708133971291858
110.29850746268656, 5.26315789473685
114.02985074626864, 11.291866028708128
118.13432835820896, 4.688995215310996
122.23880597014923, 5.26315789473685
126.34328358208955, 1.5311004784688862
