num_photons,counts
22.05223880597015, 51.05263157894737
25.970149253731343, 45.16746411483254
30.074626865671647, 71.00478468899522
34.179104477611936, 73.87559808612441
37.91044776119403, 92.82296650717704
42.01492537313433, 86.07655502392346
46.119402985074636, 106.0287081339713
50.22388059701493, 91.10047846889952
54.328358208955216, 75.88516746411484
58.05970149253731, 69.85645933014355
62.16417910447762, 86.79425837320576
66.26865671641792, 55.21531100478468
70, 70.71770334928232
74.1044776119403, 63.82775119617226
78.2089552238806, 33.97129186602871
81.94029850746267, 31.10047846889951
86.044776119403, 33.97129186602871
90.1492537313433, 37.12918660287082
93.88059701492537, 25.933014354066984
97.98507462686567, 11.004784688995215
102.08955223880596, 19.04306220095694
106.19402985074626, 11.866028708133953
110.29850746268656, 8.133971291866018
114.02985074626864, 15.023923444976077
118.13432835820896, 6.985645933014354
122.23880597014923, 8.133971291866018
125.97014925373134, 2.966507177033492
