num_photons,counts
29.936305732484072, 28.968609865470853
50.31847133757961, 33.90134529147982
70.06369426751593, 48.026905829596416
90.44585987261149, 44.10313901345292
110.19108280254778, 63.049327354260086
130.57324840764332, 53.18385650224215
149.6815286624204, 67.08520179372198
170.06369426751596, 46.00896860986547
190.4458598726115, 30.986547085201792
209.55414012738856, 24.932735426008975
229.93630573248413, 25.04484304932734
250.31847133757964, 13.0493273542601
270.063694267516, 11.92825112107623
