num_ph,counts
22.23880597014925, 57.799043062200965
25.970149253731343, 51.483253588516746
30.074626865671647, 79.04306220095694
34.179104477611936, 82.48803827751198
37.91044776119403, 102.58373205741628
42.01492537313433, 94.83253588516749
46.119402985074636, 116.07655502392348
50.22388059701493, 100.28708133971293
53.95522388059701, 84.4976076555024
58.05970149253731, 77.89473684210527
62.16417910447762, 96.26794258373207
65.8955223880597, 62.10526315789474
70, 79.04306220095694
74.1044776119403, 71.86602870813397
78.2089552238806, 39.71291866028709
81.94029850746267, 36.55502392344498
86.044776119403, 39.42583732057416
90.1492537313433, 42.87081339712918
94.25373134328356, 30.813397129186598
97.98507462686567, 14.162679425837311
102.08955223880596, 23.062200956937787
106.19402985074626, 15.31100478468899
110.29850746268656, 10.717703349282289
114.02985074626864, 18.755980861244012
118.13432835820896, 9.282296650717697
122.23880597014923, 10.717703349282289
125.97014925373134, 4.688995215310996
