numPhotons,numUp,numDown,eDep,
30969,1282,1521,495.091,
0,0,0,0,
6783,1,3,0,
23051,0,0,0,
3750,208,229,77.9694,
0,0,0,0,
31603,627,1233,301.275,
13488,0,0,0,
8227,0,0,0,
22042,1314,1298,445.726,
1330,51,40,18.3514,
25142,0,0,0,
4682,0,0,0,
23422,1066,1708,484.201,
838,0,0,0,
0,0,0,0,
0,0,0,0,
31830,34,57,0,
0,0,0,0,
0,0,0,0,
25701,0,0,0,
22208,16,5,0,
8707,0,0,0,
0,0,0,0,
20178,1386,1024,428.2,
11238,723,614,252.856,
0,0,0,0,
0,0,0,0,
24635,1496,1594,498.294,
0,0,0,0,
0,0,0,0,
0,0,0,0,
19134,0,0,0,
0,0,0,0,
20492,0,1,0,
0,0,0,0,
18445,1084,1068,366.791,
32213,1478,1648,507.921,
14487,890,894,292.912,
19459,219,210,72.0734,
0,0,0,0,
10703,623,649,313.639,
8476,528,492,173.324,
6593,0,0,0,
0,0,0,0,
13652,1,9,0,
0,0,0,0,
14799,689,766,267.364,
31079,458,333,145.449,
0,0,0,0,
26423,1504,1520,514.935,
16164,0,0,0,
16195,856,881,279.538,
4123,278,221,86.2536,
32272,0,0,0,
0,0,0,0,
21760,0,0,0,
22062,1267,1115,373.179,
6200,392,348,128.01,
24937,0,0,0,
30545,1914,1338,551.506,
21938,1469,1213,442.843,
0,0,0,0,
14664,89,57,29.7952,
30523,1812,1935,662,
0,0,0,0,
31589,1296,1265,436.188,
24883,723,664,223.448,
5404,317,310,119.631,
19678,730,1434,366.991,
11889,724,727,246.745,
3654,240,211,92.1866,
5815,371,360,131.362,
0,0,0,0,
30499,1310,1425,557.459,
0,0,0,0,
22848,0,0,0,
21667,0,0,0,
11005,662,676,228.39,
0,0,0,0,
0,0,0,0,
31938,1348,1388,454.552,
30911,1212,1252,375.751,
15959,728,1173,333.228,
4081,273,218,92.5239,
8019,484,465,171.993,
9702,0,0,0,
28489,1377,1574,488.878,
22199,0,0,0,
0,0,0,0,
0,0,0,0,
18184,0,0,0,
17447,746,759,0,
15454,505,644,204.839,
0,0,0,0,
0,0,0,0,
0,0,0,0,
26210,1592,1599,534.914,
9513,0,0,0,
10226,583,590,218.943,
32091,5,4,0,
6550,0,0,0,
26019,0,0,0,
16780,1094,900,359.328,
21367,1324,1278,439.065,
22200,1342,1358,452.152,
17318,1025,1034,363.621,
11524,0,0,0,
15590,13,29,0,
7416,0,0,0,
6504,0,0,0,
9670,560,608,195.992,
403,0,0,0,
19436,16,14,0,
11131,0,0,0,
0,0,0,0,
21657,0,0,0,
6950,414,422,145.125,
0,0,0,0,
19682,0,0,0,
25020,1377,1345,453.716,
11494,0,0,0,
19685,1202,1174,405.223,
19220,271,311,0,
0,0,0,0,
1713,0,0,0,
0,0,0,0,
24256,0,0,0,
0,0,0,0,
21940,1263,1399,457.674,
147,0,0,0,
19426,1191,1150,392.976,
0,0,0,0,
31940,1492,1531,500.953,
0,0,0,0,
15785,991,905,321.391,
2302,14,19,0,
0,0,0,0,
30781,1311,1141,330.606,
0,0,0,0,
22352,0,0,0,
12859,0,0,0,
30970,1178,1652,483.3,
0,0,0,0,
19380,0,0,0,
1956,119,125,41.7426,
24610,874,830,267.732,
20448,1285,1165,411.235,
26027,0,0,0,
16792,866,1148,343.262,
13721,44,24,0,
20538,1239,1217,415.261,
0,0,0,0,
20205,1259,1241,417.213,
25522,1244,1289,405.037,
0,0,0,0,
31635,1869,1298,536.968,
0,0,0,0,
21313,564,607,199.473,
0,0,0,0,
31124,1257,1230,427.057,
3713,0,0,0,
17850,0,0,0,
4453,194,200,74.7363,
8161,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
29604,1919,1642,610.437,
22975,0,0,0,
13969,267,255,92.7925,
23907,1249,1624,496.096,
32235,1665,1791,575.455,
14706,940,870,297.906,
0,0,0,0,
10909,784,295,190.576,
0,0,0,0,
17862,8,15,0,
0,0,0,0,
17477,0,0,0,
7967,504,482,170.263,
22520,1096,1132,382.877,
17922,903,862,309.253,
19022,1027,1167,365.179,
0,0,0,0,
24413,1424,1494,509.772,
8307,0,0,0,
10778,10,16,0,
0,0,0,0,
0,0,0,0,
26885,53,60,0,
9753,0,0,0,
6688,0,0,0,
19962,4,2,0,
7801,0,0,0,
829,49,53,19.2485,
0,0,0,0,
0,0,0,0,
3994,232,224,82.1353,
32329,0,0,0,
26843,1546,1395,459.367,
2017,0,0,0,
23003,367,344,123.259,
0,0,0,0,
14569,0,0,0,
0,0,0,0,
0,0,0,0,
22879,0,0,0,
23783,1444,1436,486.412,
0,0,0,0,
15943,903,917,290.024,
0,0,0,0,
0,0,0,0,
32349,1453,1402,476.656,
0,0,0,0,
54,3,6,1.63604,
23706,0,0,0,
0,0,0,0,
23031,0,0,0,
18265,0,0,0,
24547,284,253,0,
31902,2049,1826,662,
24457,39,42,0,
15726,869,993,315.191,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
475,0,0,0,
21155,0,0,0,
0,0,0,0,
27503,1162,1272,364.585,
0,0,0,0,
18150,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
10275,0,0,0,
14363,850,837,296.437,
4049,255,223,97.4172,
10577,0,0,0,
0,0,0,0,
25678,54,36,0,
0,0,0,0,
0,0,0,0,
10825,407,460,0,
17004,0,0,0,
0,0,0,0,
14,0,0,0,
3310,0,0,0,
4489,0,0,0,
0,0,0,0,
25950,1237,1268,434.541,
0,0,0,0,
15491,0,0,0,
31464,168,189,38.7691,
1013,4,9,0,
20099,928,1165,360.328,
12261,0,0,0,
24121,1388,1365,473.983,
25876,1354,1477,432.499,
0,0,0,0,
26122,1221,1203,413.479,
0,0,0,0,
315,16,19,8.72532,
23336,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
30695,1695,2100,662,
15823,0,0,0,
18635,1100,1137,376.333,
27246,1509,1757,516.329,
0,0,0,0,
12050,151,124,38.845,
24570,1270,1583,489.338,
0,0,0,0,
2444,0,0,0,
22708,0,0,0,
0,0,0,0,
3351,200,196,70.1548,
