numPhotons,numUp,numDown,eDep,
2669,0,0,0,
2611,0,0,0,
2506,0,0,0,
2428,0,0,0,
2683,0,0,0,
2285,127,148,51.7266,
2757,0,0,0,
2706,0,0,0,
2441,0,0,0,
2749,0,0,0,
2801,0,0,0,
2687,177,169,59.54,
2661,0,0,0,
0,0,0,0,
2498,0,0,0,
2771,0,0,0,
2704,186,149,59.54,
2737,0,0,0,
2768,0,0,0,
2717,0,0,0,
2601,0,0,0,
0,0,0,0,
2699,0,0,0,
2658,0,0,0,
2733,0,0,0,
488,0,0,0,
2559,100,239,59.54,
2444,0,0,0,
2372,0,0,0,
2660,182,128,59.54,
318,0,0,0,
2526,0,0,0,
2676,0,0,0,
2281,0,0,0,
2540,0,0,0,
2785,0,0,0,
2765,0,0,0,
2572,0,0,0,
2503,0,0,0,
2749,0,0,0,
2537,0,0,0,
2720,0,0,0,
2661,131,189,59.54,
0,0,0,0,
2626,0,0,0,
2519,0,0,0,
2704,0,0,0,
2394,0,0,0,
2380,128,146,59.54,
0,0,0,0,
2728,0,0,0,
2656,0,0,0,
2241,112,154,59.1892,
2622,0,0,0,
2659,0,0,0,
2742,0,0,0,
2610,0,0,0,
2754,0,0,0,
2667,0,0,0,
2698,0,0,0,
2569,0,0,0,
0,0,0,0,
2312,0,0,0,
444,0,0,0,
2738,0,0,0,
2454,169,114,59.54,
240,0,0,0,
2698,236,128,59.54,
2743,0,0,0,
2696,0,0,0,
2677,0,0,0,
2747,0,0,0,
2779,0,0,0,
2497,0,0,0,
2602,0,0,0,
2620,0,0,0,
2201,0,0,0,
2720,179,163,59.54,
2529,162,150,59.54,
305,0,0,0,
2755,0,0,0,
2620,0,0,0,
2684,0,0,0,
2719,133,208,59.54,
2643,0,0,0,
2602,0,0,0,
2528,2,2,0,
2674,0,0,0,
2743,0,0,0,
2725,0,0,0,
2685,0,0,0,
0,0,0,0,
2495,0,0,0,
2696,0,0,0,
2734,0,0,0,
2715,0,0,0,
2592,0,0,0,
2458,0,0,0,
2751,0,0,0,
2670,162,161,59.54,
2466,0,0,0,
2731,149,141,59.54,
2706,0,0,0,
2787,160,164,59.54,
2491,0,0,0,
2645,0,0,0,
2610,0,0,0,
2789,0,0,0,
2805,0,0,0,
436,0,0,0,
2557,0,0,0,
2650,0,0,0,
361,0,0,0,
2276,131,143,59.54,
2245,0,0,0,
2733,0,0,0,
2748,0,0,0,
2596,0,0,0,
366,0,0,0,
2737,0,0,0,
2757,0,0,0,
2783,0,0,0,
2683,0,0,0,
2673,0,0,0,
2657,0,0,0,
2598,0,0,0,
2294,0,0,0,
2312,152,135,59.54,
2764,0,0,0,
2772,0,0,0,
2637,0,0,0,
2730,170,171,59.54,
2665,151,136,59.54,
0,0,0,0,
0,0,0,0,
2628,109,228,59.54,
2715,150,152,59.54,
2599,0,0,0,
2707,116,210,58.9343,
2686,0,0,0,
2686,0,0,0,
449,0,0,0,
2253,0,0,0,
2718,0,0,0,
2660,0,0,0,
2628,0,0,0,
2634,209,124,59.54,
320,0,0,0,
2763,199,172,59.54,
2499,151,136,59.54,
2590,0,0,0,
2499,0,0,0,
2522,0,0,0,
2405,0,0,0,
2408,124,167,58.5481,
2559,148,160,59.54,
2673,0,0,0,
2639,0,0,0,
2452,144,140,59.54,
0,0,0,0,
549,0,0,0,
2667,0,0,0,
2720,0,0,0,
2479,0,0,0,
2723,195,138,59.54,
2702,0,0,0,
2645,9,14,0,
2550,0,0,0,
2760,120,238,59.54,
2679,0,0,0,
2540,0,0,0,
2757,0,0,0,
444,0,0,0,
0,0,0,0,
2767,0,0,0,
2803,152,156,59.54,
2642,0,0,0,
2404,0,0,0,
2725,143,160,59.54,
282,0,0,0,
2736,0,0,0,
2715,0,0,0,
2362,0,0,0,
2707,0,0,0,
2464,0,0,0,
2245,0,0,0,
2699,0,0,0,
2673,0,0,0,
2550,0,0,0,
2624,0,0,0,
2710,0,0,0,
2644,151,162,59.54,
2747,0,0,0,
2773,0,0,0,
2538,0,0,0,
2706,0,0,0,
2700,0,0,0,
2647,0,0,0,
2620,0,0,0,
2777,0,0,0,
2715,0,0,0,
2449,176,148,59.54,
2717,0,0,0,
2783,0,0,0,
2662,0,0,0,
2715,179,157,59.54,
2521,0,0,0,
2823,0,0,0,
2599,0,0,0,
0,0,0,0,
2689,0,0,0,
2108,0,0,0,
2672,0,0,0,
2751,0,0,0,
2766,0,0,0,
2570,0,0,0,
2754,0,0,0,
2775,203,162,59.54,
2715,6,4,0,
2773,0,0,0,
2731,0,0,0,
2330,81,218,58.9821,
2624,0,0,0,
2779,0,0,0,
2535,0,0,0,
2612,0,0,0,
2714,0,0,0,
2755,0,0,0,
258,0,0,0,
2747,0,0,0,
511,0,0,0,
2406,0,0,0,
2719,0,0,0,
2570,0,0,0,
2674,185,157,59.54,
2782,0,0,0,
477,0,0,0,
2742,155,177,59.54,
2660,170,165,59.54,
2636,0,0,0,
2568,147,170,59.54,
2733,0,0,0,
2657,0,0,0,
2763,0,0,0,
2687,0,0,0,
2733,0,0,0,
2682,28,18,9.29076,
2405,0,0,0,
2021,0,0,0,
2755,0,0,0,
2746,0,0,0,
2832,0,0,0,
2659,164,173,59.54,
2542,0,0,0,
2581,0,0,0,
2614,0,0,0,
2603,0,0,0,
2725,153,173,59.54,
2163,147,142,59.54,
2796,0,0,0,
2673,0,0,0,
2643,0,0,0,
2419,0,0,0,
2775,0,0,0,
2751,0,0,0,
