numPhotons,numUp,numDown,eDep,
57709,3384,3253,1151.27,
0,0,0,0,
55487,50,22,0,
9146,529,544,187.943,
49364,0,0,0,
0,0,0,0,
14009,802,796,292.961,
20414,364,260,0,
0,0,0,0,
128,5,8,3.64036,
14535,0,0,0,
59702,157,202,57.3715,
51425,0,0,0,
53180,2978,3100,1014.09,
53586,1368,2434,642.847,
0,0,0,0,
16870,997,999,354.546,
0,0,0,0,
45879,2195,2067,703.475,
0,0,0,0,
61890,3879,3327,1175.04,
0,0,0,0,
9177,0,0,0,
39797,1035,1189,374.405,
56093,0,0,0,
49156,2926,2997,990.105,
30154,1774,1820,603.45,
0,0,0,0,
0,0,0,0,
42417,86,64,0,
34694,0,0,0,
0,0,0,0,
0,0,0,0,
43164,0,0,0,
47050,2884,2817,945.505,
19115,0,0,0,
12036,0,0,0,
60751,227,218,82.5956,
27749,0,0,0,
33719,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
51131,3246,2962,1023.9,
45982,2337,1001,528.037,
0,0,0,0,
24708,0,0,0,
4156,280,242,91.3996,
62646,315,318,117.61,
0,0,0,0,
43253,2580,2674,880.999,
39814,0,0,0,
52055,3006,3249,1055.5,
33106,2019,1968,664.384,
38995,204,154,0,
32934,2060,1899,664.885,
0,0,0,0,
0,0,0,0,
34305,0,0,0,
52187,1074,1154,377.543,
43745,1,0,0,
53465,3306,3288,1074.74,
51106,3072,3014,1045.55,
57439,3914,2780,1113.07,
54175,2669,2468,638.863,
32586,1312,1118,417.887,
53531,8,12,0,
62402,2633,2815,896.692,
39395,0,0,0,
0,0,0,0,
61989,3129,3124,1018.06,
5264,0,0,0,
41058,2398,2362,822.571,
39680,47,36,0,
0,0,0,0,
45750,0,0,0,
32774,1937,1959,658.341,
62869,3831,3845,1274,
47951,14,10,0,
0,0,0,0,
62134,2644,2645,866.354,
23706,1459,1398,479.3,
0,0,0,0,
11901,733,670,242.502,
39395,2370,2445,790.127,
10038,0,0,0,
35517,2087,2177,717.87,
1360,0,0,0,
18783,1068,1245,386.091,
54103,0,0,0,
0,0,0,0,
21747,0,0,0,
0,0,0,0,
25137,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
42387,0,0,0,
58266,2945,2968,906.329,
52258,3298,3015,1042.84,
16974,542,595,197.255,
61686,2999,2395,819.141,
0,0,0,0,
52828,3283,3227,1056.35,
0,0,0,0,
62277,1943,1947,613.681,
53731,0,0,0,
0,0,0,0,
19531,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
21785,1383,1243,442.922,
37167,2078,1272,555.418,
0,0,0,0,
0,0,0,0,
15045,931,933,308.398,
49229,2817,3054,989.798,
0,0,0,0,
554,0,0,0,
46392,2933,2738,931.433,
62265,3327,3270,1135.37,
0,0,0,0,
2585,0,0,0,
57855,2289,2173,707.12,
0,0,0,0,
62340,165,218,54.5871,
0,0,0,0,
46324,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
48398,0,0,0,
21104,1225,1334,426.862,
12657,794,759,257.989,
54421,11,31,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
46508,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
54042,2957,2769,948.192,
53037,2984,3633,1090.33,
50108,0,0,0,
2992,0,0,0,
52234,5,2,0,
49937,0,0,0,
36054,2203,2198,727.238,
1635,110,92,41.4824,
0,0,0,0,
48350,2539,2467,820.267,
54584,1930,1762,432.579,
19516,1212,1187,397.52,
0,0,0,0,
26690,0,0,0,
29170,54,109,0,
51547,3279,3036,1034.47,
53593,3138,3134,1035.44,
51386,3064,3223,1037.35,
0,0,0,0,
16404,1040,991,490.146,
0,0,0,0,
0,0,0,0,
8219,478,511,171.093,
0,0,0,0,
0,0,0,0,
20456,0,0,0,
23462,0,0,0,
55890,0,0,0,
23548,1432,1404,472.944,
23464,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
53796,3077,3334,1073.8,
53597,0,0,0,
0,0,0,0,
61009,3327,1477,711.045,
0,0,0,0,
0,0,0,0,
0,0,0,0,
43777,2628,2674,874.055,
27989,783,769,261.459,
0,0,0,0,
10423,0,0,0,
18151,1139,1065,367.611,
17374,1024,1037,351.527,
9643,5,8,0,
0,0,0,0,
49599,0,0,0,
41897,0,0,0,
17645,1078,1051,356.607,
26639,0,0,0,
29139,1810,1782,609.966,
4200,0,0,0,
27674,1405,1495,441.067,
50139,2926,3207,1009.21,
7587,0,0,0,
0,0,0,0,
0,0,0,0,
52946,3050,3407,1112.29,
0,0,0,0,
0,0,0,0,
48334,1720,1658,550.765,
62451,3296,3183,1059.5,
8938,533,526,184.306,
36256,2229,1967,687.142,
56937,0,0,0,
50270,3021,3058,1010.54,
0,0,0,0,
55399,2181,2286,747.259,
0,0,0,0,
