eventID,numPhotons,nScint,sumStepLength,
0,1106,0,0,
1,1041,0,0,
2,1365,0,0,
3,1186,0,0,
4,1209,0,0,
5,1165,0,0,
6,1445,0,0,
7,1320,0,0,
8,1523,0,0,
9,1378,0,0,
10,1343,0,0,
11,993,0,0,
12,940,0,0,
13,1227,0,0,
14,1416,0,0,
15,1387,0,0,
16,1393,0,0,
17,1388,0,0,
18,1143,0,0,
19,1384,0,0,
20,1445,0,0,
21,1439,0,0,
22,894,0,0,
23,766,0,0,
24,1259,0,0,
25,1417,0,0,
26,1203,0,0,
27,1344,0,0,
28,1377,0,0,
29,1333,0,0,
30,1418,0,0,
31,1491,0,0,
32,1480,0,0,
33,1332,0,0,
34,1424,0,0,
35,1116,0,0,
36,933,0,0,
37,1353,0,0,
38,1226,0,0,
39,1184,0,0,
40,1272,0,0,
41,1459,0,0,
42,678,0,0,
43,453,0,0,
44,1227,0,0,
45,1274,0,0,
46,1335,0,0,
47,968,0,0,
48,1360,0,0,
49,1270,0,0,
50,1440,0,0,
51,1439,0,0,
52,1116,0,0,
53,946,0,0,
54,942,0,0,
55,1215,0,0,
56,1454,0,0,
57,1152,0,0,
58,1310,0,0,
59,1190,0,0,
60,793,0,0,
61,1236,0,0,
62,1358,0,0,
63,1200,0,0,
64,1159,0,0,
65,1410,0,0,
66,1235,0,0,
67,1366,0,0,
68,1511,0,0,
69,1369,0,0,
70,1349,0,0,
71,1326,0,0,
72,1065,0,0,
73,1514,0,0,
74,1085,0,0,
75,1529,0,0,
76,1322,0,0,
77,1228,0,0,
78,1355,0,0,
79,1226,0,0,
80,1474,0,0,
81,1336,0,0,
82,1425,0,0,
83,1335,0,0,
84,1505,0,0,
85,1320,0,0,
86,1476,0,0,
87,1351,0,0,
88,1101,0,0,
89,1242,0,0,
90,1489,0,0,
91,1109,0,0,
92,1329,0,0,
93,1357,0,0,
94,1222,0,0,
95,1409,0,0,
96,1376,0,0,
97,1290,0,0,
98,1133,0,0,
99,1287,0,0,
100,1156,0,0,
101,1429,0,0,
102,1410,0,0,
103,1060,0,0,
104,1339,0,0,
105,1319,0,0,
106,1261,0,0,
107,1111,0,0,
108,1160,0,0,
109,1376,0,0,
110,1314,0,0,
111,1338,0,0,
112,1369,0,0,
113,1412,0,0,
114,1162,0,0,
115,1254,0,0,
116,1037,0,0,
117,1218,0,0,
118,1395,0,0,
119,1126,0,0,
120,1360,0,0,
121,1266,0,0,
122,1500,0,0,
123,1398,0,0,
124,1046,0,0,
125,1170,0,0,
126,1219,0,0,
127,1358,0,0,
128,1526,0,0,
129,1376,0,0,
130,1348,0,0,
131,1202,0,0,
132,1240,0,0,
133,1440,0,0,
134,1202,0,0,
135,1411,0,0,
136,1399,0,0,
137,1301,0,0,
138,1322,0,0,
139,1221,0,0,
140,1343,0,0,
141,1405,0,0,
142,1445,0,0,
143,1047,0,0,
144,1343,0,0,
145,1413,0,0,
146,1204,0,0,
147,1316,0,0,
148,1366,0,0,
149,1123,0,0,
150,1448,0,0,
151,1189,0,0,
152,1473,0,0,
153,1418,0,0,
154,1259,0,0,
155,1108,0,0,
156,1266,0,0,
157,1523,0,0,
158,1401,0,0,
159,1327,0,0,
160,1352,0,0,
161,1400,0,0,
162,1375,0,0,
163,1258,0,0,
164,1459,0,0,
165,1392,0,0,
166,1367,0,0,
167,1299,0,0,
168,1410,0,0,
169,1332,0,0,
170,1261,0,0,
171,1285,0,0,
172,1391,0,0,
173,1176,0,0,
174,1003,0,0,
175,1484,0,0,
176,1127,0,0,
177,1146,0,0,
178,1163,0,0,
179,1248,0,0,
180,1232,0,0,
181,1131,0,0,
182,1375,0,0,
183,1131,0,0,
184,1270,0,0,
185,1277,0,0,
186,889,0,0,
187,1131,0,0,
188,1225,0,0,
189,1193,0,0,
190,1223,0,0,
191,1420,0,0,
192,1227,0,0,
193,1108,0,0,
194,1425,0,0,
195,1429,0,0,
196,1419,0,0,
197,1400,0,0,
198,1235,0,0,
199,1236,0,0,
200,1242,0,0,
201,979,0,0,
202,1088,0,0,
203,1107,0,0,
204,1443,0,0,
205,1467,0,0,
206,1310,0,0,
207,1504,0,0,
208,1167,0,0,
