eventID,ArRecoil,gammas,inelasticRecoilTransfer,
0,1.61124,3.51804,0.134208,
1,1.46916,3.51423,0.262088,
2,0.331867,3.5838,0.288737,
3,1.53224,3.68409,0.0835445,
4,1.01317,3.97549,0.257161,
5,0.259796,4.8456,0.169463,
6,2.08346,2.92044,0.295144,
7,0.705761,4.4751,0.119124,
8,1.45674,3.5133,0.277533,
9,0.961666,4.22903,0.108125,
10,1.78834,2.91759,0.55582,
11,0.692628,4.41378,0.13502,
12,0.898759,3.92339,0.0502943,
13,0.92449,3.99412,0.320989,
14,0.297297,4.66876,0.270461,
15,1.87351,2.91778,0.448895,
16,1.1488,3.57372,0.530897,
17,1.80979,3.2108,0.225223,
18,0.995301,4.1787,0.113749,
19,2.0212,3.2076,0.0443904,
20,0.373343,4.37791,0.487988,
21,0.593825,4.47712,0.169121,
22,1.18843,3.98376,0.127653,
23,2.98053,2.11823,0.20033,
24,0.877651,4.36008,0.0569093,
25,1.21367,3.94744,0.0882623,
26,1.31113,3.58485,0.350496,
27,1.10811,3.98147,0.150355,
28,1.89375,2.92115,0.425929,
29,0.328617,4.66136,0.258523,
30,1.49098,3.68073,0.0758325,
31,1.26642,3.94098,0.0402414,
32,0.63673,4.57391,0.089328,
33,0.885029,3.98302,0.380837,
34,0.899445,4.18111,0.167035,
35,1.83448,3.20793,0.196315,
36,0.0681873,4.32138,0.247993,
37,0.445841,4.6899,0.108987,
38,0.0757394,4.97373,0.250523,
39,0.937495,4.17309,0.164097,
40,1.6129,3.51342,0.173665,
41,0.665464,4.47166,0.10248,
42,1.01081,3.97939,0.254579,
43,1.03339,3.94459,0.264383,
44,0.949472,4.1849,0.1373,
45,0.979495,4.0383,0.225588,
46,2.29637,2.91993,0.0757677,
47,1.0059,3.98197,0.270416,
48,1.31571,3.58219,0.349698,
49,1.32677,3.57992,0.3809,
50,3.0192,2.12332,0.096409,
51,0.65369,4.42146,0.224485,
52,0.30506,4.66658,0.269076,
53,2.39519,2.52867,0.367422,
54,0.555377,4.57682,0.11463,
55,0.467754,4.64113,0.179822,
56,0.919309,3.99109,0.337936,
57,1.44055,3.58622,0.222402,
58,1.10425,3.98282,0.157448,
59,0.481982,4.66551,0.0985781,
60,1.26162,3.57814,0.401007,
61,2.04629,3.20393,0.0497639,
62,0.772621,3.98619,0.487738,
63,0.191925,4.93118,0.123423,
64,2.67454,2.524,0.0369258,
65,1.47112,3.51012,0.267407,
66,0.829908,3.98899,0.425035,
67,0.183499,4.95963,0.156924,
68,1.60372,3.45671,0.180837,
69,0.370351,4.71415,0.159161,
70,0.437052,4.70963,0.0926808,
71,0.265238,4.66402,0.31565,
72,2.32549,2.89219,0.0288315,
73,1.57515,3.50062,0.206728,
74,1.22969,3.98255,0.0877312,
75,0.832676,4.17796,0.228883,
76,1.59448,3.50798,0.167324,
77,0.449843,4.70427,0.0940008,
78,1.47715,3.52281,0.245327,
79,0.228305,4.67117,0.392338,
80,3.39565,1.45524,0.411193,
81,0.0717684,5.092,0.136147,
82,0.448077,4.60484,0.193211,
83,1.53012,3.57508,0.194716,
84,0.615475,4.58087,0.0825555,
85,0.753424,4.35621,0.190356,
86,1.63353,3.58009,0.0853331,
87,1.44579,3.57944,0.262893,
88,1.48771,3.517,0.295283,
89,0.782736,4.30063,0.162828,
90,0.172915,4.97075,0.0939783,
91,1.10049,3.98295,0.213015,
92,0.475167,4.56737,0.220405,
93,0.720612,4.35222,0.172876,
94,1.91473,2.91747,0.407082,
95,1.41015,3.68617,0.167442,
96,1.43075,3.68772,0.120535,
97,2.53085,2.51559,0.20202,
98,1.09255,4.08731,0.0676445,
99,1.74987,3.20589,0.284254,
100,1.07444,3.91327,0.252145,
101,0.848165,4.1827,0.209467,
102,1.07238,4.08471,0.142901,
103,2.05147,2.91711,0.270107,
104,2.17673,2.92091,0.179451,
105,0.517965,4.55416,0.223217,
106,0.697597,3.97695,0.5705,
107,1.09301,3.98213,0.164347,
108,0.738166,4.3058,0.196306,
109,0.817543,4.17397,0.25339,
110,0.755713,4.35052,0.135513,
111,0.58131,4.35417,0.305165,
112,0.995131,3.99197,0.282427,
113,1.09054,4.07613,0.133255,
114,1.53182,3.6798,0.0285461,
115,0.299427,4.81573,0.131219,
116,1.00313,3.98094,0.265275,
117,2.12394,2.89246,0.223441,
118,0.206732,4.67236,0.368248,
119,1.94665,2.92075,0.374149,
120,0.197297,4.97113,0.0585664,
121,0.417948,4.77114,0.0994278,
122,1.215,3.9862,0.0388748,
123,0.643291,4.47096,0.126976,
124,0.486486,4.34757,0.420902,
125,0.46852,4.66974,0.109838,
126,0.890149,3.98925,0.36265,
127,0.705513,4.38029,0.20374,
128,0.790098,3.9842,0.465811,
129,0.799887,4.32149,0.117983,
130,0.626174,4.58139,0.0555095,
131,0.234464,4.83642,0.170542,
132,1.64691,3.5084,0.0900766,
133,1.19215,3.91541,0.192431,
134,0.661839,4.47926,0.104715,
135,1.96361,2.91903,0.416365,
136,1.53863,3.51672,0.208133,
137,1.15954,3.91434,0.165569,
138,1.01045,3.98482,0.293589,
139,1.04386,3.99108,0.202112,
140,0.0414405,4.97573,0.230338,
141,1.08913,3.98449,0.170024,
142,0.704832,4.42608,0.112761,
143,0.574586,4.58077,0.144472,
144,2.06711,2.89254,0.287004,
145,1.76184,3.20308,0.335068,
146,2.05054,2.88439,0.307863,
147,0.780474,4.21408,0.249626,
148,1.18788,3.21191,0.0861477,
149,1.92453,2.91887,0.395921,
150,0.627505,4.42072,0.190355,
151,1.62716,3.50993,0.107828,
152,0.768339,4.34644,0.131883,
153,1.17504,3.94873,0.176231,
154,1.48715,3.52238,0.235512,
155,0.528414,4.37956,0.342931,
156,0.501658,4.58926,0.177906,
157,1.15622,3.92081,0.163259,
158,1.73574,3.46338,0.0495006,
159,1.98304,3.21131,0.0450671,
160,0.400369,4.66862,0.170798,
161,0.101434,5.03659,0.101408,
162,1.94056,2.91432,0.445081,
163,1.07782,4.03815,0.122007,
164,0.974207,3.98374,0.286958,
165,1.34157,3.68438,0.213589,
166,1.0704,3.98605,0.184231,
167,0.395513,4.37964,0.473811,
168,0.299272,4.8657,0.124513,
169,0.722972,4.35084,0.170021,
170,0.790772,4.07719,0.129737,
171,0.35185,4.6422,0.24998,
172,0.768838,4.42154,0.0817334,
173,1.05234,3.97925,0.247213,
174,0.72936,4.3483,0.177963,
175,0.980331,3.98423,0.275126,
176,0.926744,4.23261,0.0804913,
177,0.641265,4.35609,0.242937,
178,0.677665,4.42356,0.145129,
179,0.863957,4.3242,0.0480854,
180,0.506143,4.57247,0.168704,
181,0.133028,4.97808,0.133821,
182,3.67616,1.45836,0.165237,
183,0.65905,4.35644,0.23263,
184,1.69446,3.51023,0.040373,
185,0.642648,4.36632,0.231395,
186,1.0165,4.08759,0.159164,
187,1.11165,3.98268,0.205039,
188,1.13458,3.91437,0.190661,
189,1.11108,3.98357,0.182822,
190,0.992031,4.04083,0.206856,
191,0.831506,4.22634,0.223987,
192,2.0126,3.21054,0.0235457,
193,1.99019,2.91569,0.340725,
194,2.00789,3.20793,0.0709225,
195,0.485667,4.66851,0.0850417,
196,1.52857,3.68073,0.0895097,
197,0.102547,5.07617,0.0982184,
198,1.22101,3.98184,0.0971215,
199,1.53864,3.68419,0.0771454,
200,0.585087,4.40944,0.245722,
201,0.83541,4.29651,0.167994,
202,0.524922,4.55083,0.224214,
203,0.725905,4.37691,0.137602,
204,1.54162,3.51915,0.238617,
205,1.38138,3.68073,0.183214,
206,0.777568,4.36488,0.102536,
207,0.664106,4.38403,0.192151,
208,0.246617,4.80313,0.199102,
209,0.0550265,4.97882,0.204256,
210,1.3077,3.68784,0.250346,
211,1.16339,3.92124,0.176143,
212,0.463877,4.38956,0.444841,
213,1.07299,3.92493,0.250795,
214,0.420829,4.64221,0.17668,
215,0.865619,3.98486,0.427521,
216,0.711343,4.42112,0.123279,
217,1.01283,3.98486,0.241449,
218,0.491669,4.57745,0.177774,
219,0.655101,4.34894,0.235243,
220,0.424442,4.743,0.0768853,
221,1.12127,3.98658,0.131789,
222,0.340083,4.66794,0.255808,
223,0.414862,4.66093,0.16279,
224,0.971141,4.08687,0.18104,
225,0.943368,4.30326,0.0533513,
226,1.75588,3.46339,0.0305732,
227,1.07102,3.91727,0.250012,
228,0.93963,3.99055,0.314086,
229,0.964308,4.22533,0.0570768,
230,0.0300112,5.04079,0.177978,
231,0.832374,4.22382,0.183903,
232,1.12903,3.91076,0.200181,
233,1.93952,2.92482,0.375531,
234,1.46911,3.68073,0.0952041,
235,0.427636,4.66672,0.205014,
236,0.687458,4.29438,0.256922,
237,1.55739,3.51059,0.171959,
238,0.584537,4.35025,0.31264,
239,1.81104,2.92059,0.509872,
240,0.733945,4.33505,0.177152,
241,2.00142,3.20349,0.0950349,
242,0.809008,4.32142,0.108994,
243,0.676487,4.35336,0.209129,
244,2.39817,2.52661,0.313761,
245,1.20133,3.92715,0.111356,
246,0.178037,4.96953,0.120866,
247,0.878773,4.33019,0.0910306,
248,0.755287,4.42207,0.0652626,
249,0.429901,4.70544,0.104309,
250,0.527395,4.66876,0.0904662,
251,0.71341,4.34988,0.236699,
252,0.472499,4.66397,0.152291,
253,1.42512,3.6863,0.134566,
254,0.91488,4.22673,0.103484,
255,0.805064,3.98204,0.483688,
256,0.563398,4.57155,0.110335,
257,0.613716,4.57578,0.084648,
258,0.676908,4.42683,0.19446,
259,2.20477,2.92386,0.1149,
260,1.30618,3.67938,0.26103,
261,0.12511,4.67354,0.46263,
262,0.896086,4.23326,0.110481,
263,0.0528543,4.97288,0.274116,
264,1.85959,3.2079,0.17149,
265,0.415377,4.38088,0.502526,
266,1.85557,2.9232,0.512885,
267,0.942195,4.22554,0.0711798,
268,1.06513,3.98223,0.252628,
269,0.863146,4.32322,0.113186,
270,1.09656,3.9847,0.156384,
271,1.97421,3.20793,0.086244,
272,1.06302,3.98218,0.19796,
273,1.05467,3.9187,0.271775,
274,0.416458,4.67179,0.15006,
275,0.353344,4.64187,0.304666,
276,0.113218,5.00024,0.125841,
277,1.27412,3.91794,0.04686,
278,2.28848,2.92093,0.0363482,
279,0.925042,4.18032,0.141542,
280,1.10119,3.91873,0.250485,
281,0.852021,4.21578,0.218226,
282,2.56028,2.51714,0.167673,
283,0.83565,4.32433,0.0883195,
284,1.21107,3.93433,0.0938566,
285,0.175306,4.97983,0.144592,
286,0.810126,4.31851,0.109513,
287,1.31688,3.67515,0.25525,
288,1.45304,3.68396,0.102981,
289,1.36543,3.68548,0.193523,
290,2.56869,2.5261,0.144007,
291,0.374651,4.67261,0.252713,
292,0.799262,4.08233,0.268506,
293,0.303243,4.6188,0.109707,
294,1.0912,3.91185,0.238056,
295,0.62283,4.35337,0.261142,
296,0.151448,4.94817,0.158388,
297,0.891162,3.9856,0.362526,
298,0.700651,4.43478,0.110915,
299,0.830584,4.35519,0.101764,
300,1.47545,3.68404,0.088866,
301,0.856972,3.98956,0.39718,
302,1.74103,3.51214,0.0463867,
303,1.77171,3.19918,0.26897,
304,2.32029,2.89254,0.0425878,
305,2.52978,2.52778,0.213214,
306,0.950539,4.07545,0.213871,
307,0.350001,4.66433,0.28565,
308,0.828495,4.22573,0.103421,
309,1.69641,3.51401,0.0356243,
310,2.47257,2.51884,0.215319,
311,0.412001,4.67198,0.187845,
312,0.516745,4.66631,0.0551006,
313,0.0711271,5.05447,0.123973,
314,0.80658,4.42326,0.0701533,
315,1.67088,3.51796,0.111141,
316,1.65483,3.57786,0.0669802,
317,0.822656,4.29556,0.128338,
318,0.855283,3.98401,0.460687,
319,0.998269,4.17567,0.100008,
320,0.952086,3.98914,0.29707,
321,0.956204,3.98158,0.300009,
322,0.359022,4.68996,0.190685,
323,0.47681,4.3836,0.389817,
324,1.22545,3.91713,0.125851,
325,0.805488,4.22554,0.246026,
326,1.5057,3.50755,0.235631,
327,1.2711,3.94572,0.083164,
328,1.58178,3.58044,0.0775359,
329,0.911167,4.22767,0.107696,
330,0.358541,4.67194,0.21776,
331,0.1256,4.99842,0.113233,
332,1.49797,3.67709,0.0874291,
333,0.804376,4.18377,0.257,
334,1.90345,2.91611,0.419625,
335,1.66028,3.50808,0.0713303,
336,1.56442,3.58006,0.101105,
337,1.96998,2.91751,0.357244,
338,1.12268,3.92259,0.193005,
339,0.427684,4.66846,0.144799,
340,0.527547,4.66805,0.0519273,
341,1.08912,3.98404,0.17097,
342,0.699628,4.35209,0.213322,
343,0.628332,4.3616,0.310061,
344,1.28652,3.92309,0.0363329,
345,2.21625,2.89254,0.136787,
346,0.496689,4.6672,0.0732516,
347,0.626371,4.53632,0.0832962,
348,1.36708,3.68073,0.191913,
349,0.149553,4.97679,0.173657,
350,0.902659,4.30826,0.0852989,
351,0.900114,3.98486,0.397468,
352,0.739967,4.33132,0.166439,
353,1.51292,3.58397,0.141119,
354,0.605524,4.24361,0.396804,
355,1.35387,3.5843,0.310264,
356,2.49623,2.52403,0.225571,
357,0.748579,4.35652,0.134076,
358,1.13513,3.98472,0.120516,
359,0.769674,4.3286,0.149252,
360,0.184526,4.85683,0.198457,
361,2.11541,2.91745,0.267018,
362,2.42797,2.51974,0.288114,
363,0.2405,4.89248,0.106863,
364,1.20154,3.98403,0.112717,
365,0.60556,4.56223,0.0699511,
366,1.05807,3.97824,0.213018,
367,0.75639,4.35134,0.137117,
368,0.722035,4.29723,0.219576,
369,0.379343,4.38175,0.537039,
370,0.535599,4.55937,0.149527,
371,1.22844,3.92256,0.149002,
372,0.178544,5.00437,0.117218,
373,0.665496,4.34547,0.236468,
374,0.885673,3.98376,0.430095,
375,0.0878133,4.97778,0.177819,
376,0.370457,4.67226,0.196765,
377,1.07352,3.98616,0.18023,
378,1.3953,3.67826,0.215668,
379,1.21647,3.94427,0.0793395,
380,1.14106,3.90778,0.239818,
381,1.42098,3.58156,0.233214,
382,0.78161,4.33188,0.186486,
383,1.97401,3.21276,0.113135,
384,0.891727,4.30293,0.0500907,
385,1.93174,2.91849,0.44976,
386,1.36925,3.68323,0.187807,
387,0.0265765,5.14266,0.118924,
388,1.90527,3.21137,0.130689,
389,1.83221,3.21617,0.199291,
390,2.24206,2.91839,0.0928078,
391,1.38861,3.57841,0.331949,
392,0.212981,4.93282,0.099383,
393,0.904006,3.98222,0.384468,
394,2.09051,2.92166,0.232399,
395,0.969256,4.22898,0.0479846,
396,0.291124,4.83486,0.113142,
397,0.449896,4.38133,0.463455,
398,0.798239,4.35944,0.142308,
399,0.177927,4.97652,0.0950978,
400,0.585428,4.46485,0.198275,
401,1.18228,3.93532,0.122508,
402,0.607897,4.41252,0.21891,
403,0.150952,4.97545,0.173145,
404,2.01972,2.92109,0.303911,
405,0.969003,4.17972,0.0975945,
406,1.717,2.93119,0.597486,
407,0.867116,4.17871,0.238011,
408,0.66282,4.36073,0.121262,
409,0.5262,4.36114,0.351937,
410,0.548284,4.49126,0.197965,
411,1.20111,3.91092,0.12843,
412,0.750696,4.36994,0.157364,
413,0.408419,4.66617,0.170549,
414,1.55258,3.68073,0.0470327,
415,1.42647,3.68073,0.130562,
416,0.694438,4.48076,0.0665709,
417,1.10918,3.9273,0.263519,
418,1.1517,3.98265,0.165613,
419,1.74306,3.21379,0.29454,
420,0.886414,4.23122,0.153149,
421,0.785443,4.35222,0.117067,
422,0.763079,4.42624,0.110633,
423,0.815789,4.34999,0.124773,
424,0.751072,4.41768,0.0695097,
425,1.36589,3.68074,0.236884,
426,1.10093,3.98978,0.147993,
427,1.24935,3.9391,0.111523,
428,1.07901,3.91666,0.244874,
429,0.644518,4.42722,0.174135,
430,0.257618,4.85451,0.126536,
431,0.922732,4.17537,0.149435,
432,1.75618,3.20134,0.282373,
433,1.46362,3.581,0.201236,
434,0.751196,4.35337,0.139226,
435,1.28119,3.67215,0.291932,
436,1.751,3.20759,0.315401,
437,1.10563,4.08041,0.0532219,
438,0.270675,4.68074,0.34705,
439,1.06593,4.08116,0.123908,
440,1.13226,3.98892,0.164736,
441,1.27476,3.91333,0.111899,
442,1.07062,4.08496,0.140918,
443,0.170499,4.9212,0.157527,
444,1.9127,2.91904,0.461838,
445,1.09584,3.949,0.204875,
446,0.971063,4.07931,0.190472,
447,1.29439,3.58254,0.362581,
448,0.86595,3.9832,0.390152,
449,1.35632,3.6807,0.201151,
450,0.258574,4.89943,0.0894543,
451,1.05804,3.90704,0.28124,
452,0.919176,4.18046,0.14527,
453,1.32506,3.58009,0.394841,
454,0.557572,4.54998,0.13811,
455,0.835097,3.98311,0.481238,
456,0.709996,4.42423,0.113475,
457,1.5429,3.51475,0.188343,
458,1.22823,3.67105,0.275271,
459,1.061,4.09081,0.0940659,
460,1.30338,3.57546,0.421134,
461,2.10274,2.92506,0.209932,
462,1.45501,3.67681,0.108047,
463,0.064241,5.03681,0.146776,
464,0.00469902,5.08012,0.163777,
465,0.727758,4.43207,0.108732,
466,0.819139,4.229,0.196569,
467,1.46982,3.67454,0.15554,
468,2.18386,2.92116,0.133892,
469,1.91219,3.21021,0.141957,
470,2.42454,2.53283,0.282003,
471,0.410863,4.66133,0.223565,
472,1.53877,3.51384,0.184746,
473,0.93922,4.08233,0.130431,
474,0.301403,4.86137,0.0827672,
475,0.452483,4.35206,0.443448,
476,1.47578,3.50671,0.257775,
477,2.61639,2.5194,0.102491,
478,1.04301,3.97681,0.21864,
479,0.548144,4.66627,0.0682318,
480,2.53952,2.52292,0.202901,
481,0.830801,4.22688,0.188518,
482,1.93314,3.20524,0.161567,
483,2.56214,2.5227,0.160816,
484,0.55892,4.38109,0.300139,
485,0.116595,5.02176,0.107614,
486,0.384547,4.79136,0.124178,
487,2.01241,2.92078,0.320978,
488,0.747092,4.35626,0.145153,
489,1.72153,3.51483,0.052357,
490,1.31501,3.68777,0.246575,
491,0.408804,4.6923,0.144267,
492,0.635317,4.38078,0.22986,
493,1.43509,3.5176,0.296007,
494,0.744141,4.35961,0.143147,
495,0.707974,4.42604,0.133679,
496,0.839816,4.22802,0.212157,
497,1.48804,3.68618,0.1257,
498,1.25993,3.68437,0.124866,
499,0.440626,4.72264,0.0766727,
500,0.48255,4.67297,0.119733,
501,1.0627,3.98464,0.199882,
502,0.72736,4.31638,0.192042,
503,0.188326,4.85965,0.197242,
504,1.15403,3.90818,0.183588,
505,0.993494,4.08591,0.0706385,
506,0.897174,4.30293,0.0490789,
507,0.929555,3.99165,0.378545,
508,0.35745,4.37359,0.508685,
509,0.382022,4.67538,0.182157,
510,2.62098,2.52769,0.100673,
511,1.87551,2.91673,0.494204,
512,1.369,3.67176,0.199602,
513,1.24178,3.91041,0.12523,
514,1.33356,3.68453,0.229773,
515,0.532116,4.39034,0.372792,
516,1.27692,3.6768,0.147747,
517,2.19059,2.92166,0.129844,
518,0.316585,4.78806,0.153727,
519,1.35774,3.67264,0.269596,
520,1.83417,2.91908,0.544832,
521,1.21573,3.94537,0.0836092,
522,1.51967,3.51987,0.209884,
523,2.00226,2.91622,0.329153,
524,2.0268,2.92614,0.308623,
525,0.160453,4.94117,0.145602,
526,0.412148,4.71719,0.143364,
527,0.503655,4.38372,0.406928,
528,2.43178,2.52169,0.284314,
529,0.214942,4.91674,0.115565,
530,1.19355,3.93242,0.121695,
531,0.794007,3.98148,0.47131,
532,1.70657,3.21076,0.322641,
533,0.49731,4.55675,0.211243,
534,0.68646,4.41875,0.142309,
535,2.46549,2.524,0.288055,
536,1.42851,3.68073,0.136359,
537,1.19764,3.98483,0.0624474,
538,0.802889,4.35205,0.0907718,
539,0.0932393,5.08937,0.117573,
540,0.19712,4.66142,0.297894,
541,0.530271,4.5264,0.190554,
542,1.20478,3.94537,0.149775,
543,0.410476,4.72081,0.108854,
544,1.93881,2.92446,0.373671,
545,1.22129,3.92192,0.156775,
546,1.32918,3.58156,0.346442,
547,1.49533,3.67818,0.126487,
548,1.52892,3.51828,0.200583,
549,0.568378,4.55893,0.172641,
550,0.526064,4.58139,0.133595,
551,1.12518,3.91104,0.204633,
552,1.2112,3.98258,0.0439222,
553,1.04395,3.98223,0.225228,
554,2.03923,2.9166,0.289275,
555,0.798284,4.36102,0.118033,
556,0.890219,3.98255,0.373501,
557,0.429796,4.66876,0.14332,
558,0.632353,4.49125,0.140371,
559,0.279728,4.66363,0.193704,
560,1.88373,3.20487,0.150051,
561,1.67321,3.50921,0.0564349,
562,1.66837,3.51385,0.057239,
563,0.449539,4.38899,0.39938,
564,0.878557,4.32912,0.0923205,
565,0.961265,3.99212,0.293523,
566,0.593776,4.45552,0.194256,
567,0.891262,4.17914,0.169556,
568,0.78443,4.33527,0.127716,
569,0.932814,3.99005,0.357523,
570,1.14101,3.9186,0.0679998,
571,0.152698,4.91654,0.177289,
572,2.25814,2.91811,0.0689238,
573,0.641989,4.43063,0.16707,
574,1.74647,3.19989,0.29417,
575,0.86119,4.32433,0.0523417,
576,1.06772,3.98196,0.197677,
577,0.525827,4.64116,0.0729192,
578,1.5324,3.67929,0.0672522,
579,0.540417,4.54235,0.216816,
580,1.12815,3.98404,0.127867,
581,1.48361,3.67379,0.125173,
582,0.85062,4.22256,0.121116,
583,1.85572,2.92573,0.501672,
584,0.44717,4.58589,0.206858,
585,0.972692,4.07208,0.200115,
586,1.54359,3.51358,0.230091,
587,1.06988,4.08741,0.0888518,
588,0.536247,4.48994,0.212328,
589,0.240678,4.65887,0.400419,
590,1.8547,2.91407,0.476405,
591,1.01499,4.17636,0.0567362,
592,2.186,2.89248,0.159851,
593,1.23492,3.93826,0.126756,
594,1.43268,3.67693,0.134061,
595,2.01056,2.91668,0.359567,
596,0.560731,4.57316,0.105794,
597,0.313767,4.67041,0.156025,
598,0.643184,4.43919,0.158661,
599,0.379244,4.66876,0.25127,
600,1.07672,3.97924,0.183583,
601,2.21993,2.91744,0.0989119,
602,1.30182,3.57534,0.369508,
603,0.376766,4.83791,0.0854155,
604,0.787584,4.35611,0.0977602,
605,1.74272,3.20793,0.295059,
606,1.18372,3.98394,0.13133,
607,0.574797,4.5475,0.116995,
608,1.24054,3.57878,0.42736,
609,0.793732,4.31752,0.128294,
610,1.1157,3.98292,0.145383,
611,0.902329,3.98434,0.353433,
612,0.232411,4.97098,0.0965405,
613,2.11694,2.91846,0.264515,
614,0.305732,4.78548,0.154368,
615,0.420867,4.64473,0.210535,
616,0.227649,4.67107,0.366024,
617,1.07253,4.178,0.0494637,
618,1.49521,3.67652,0.0674013,
619,0.151904,5.02033,0.127428,
620,1.97622,3.21322,0.0563739,
621,0.834093,4.30355,0.100852,
622,0.652707,4.56609,0.0724082,
623,1.0471,3.92333,0.165793,
624,2.44924,2.52217,0.274459,
625,0.712259,4.35181,0.181463,
626,0.767046,4.33556,0.141614,
627,1.87281,2.91603,0.510228,
628,0.669896,4.31991,0.24953,
629,0.687426,4.36079,0.190295,
630,0.483633,4.38626,0.4301,
631,0.958071,4.07568,0.211476,
632,1.5244,3.51123,0.26255,
633,0.363137,4.38758,0.546975,
634,1.00318,4.08108,0.215738,
635,0.920331,3.98393,0.335637,
636,0.491155,4.5755,0.170139,
637,1.43335,3.51389,0.292746,
638,0.757047,4.35827,0.132866,
639,1.71895,3.20606,0.311657,
640,1.26594,3.93902,0.0440878,
641,0.412118,4.74359,0.0830468,
642,0.870911,4.22301,0.20607,
643,1.1705,3.98395,0.109755,
644,1.60257,3.50888,0.134102,
645,0.829923,4.31952,0.13514,
646,0.576937,4.38328,0.279849,
647,3.10078,2.11893,0.0204289,
648,1.74315,3.21295,0.288881,
649,1.03343,4.0777,0.124221,
650,1.89308,2.91956,0.450014,
651,1.21189,3.58156,0.453011,
652,1.75228,3.46305,0.0314763,
653,0.883074,4.30063,0.0614726,
654,0.880709,4.04785,0.226982,
655,0.925619,4.22061,0.0940336,
656,0.540442,4.35463,0.355629,
657,1.12535,3.95203,0.170169,
658,0.64147,3.98218,0.547246,
659,1.71509,3.19741,0.326429,
660,1.47986,3.52178,0.254728,
661,0.576225,4.55707,0.111947,
662,1.28413,3.67967,0.276204,
663,0.837389,4.32791,0.0795459,
664,1.27172,3.91362,0.0640701,
665,0.966413,3.97596,0.294318,
666,1.32704,3.92385,0.0491048,
667,0.42067,4.66742,0.156505,
668,0.105565,5.04583,0.0970741,
669,0.344683,4.78452,0.17126,
670,1.50219,3.68328,0.0542447,
671,1.35659,3.57713,0.312336,
672,1.79515,2.92834,0.516674,
673,2.30309,2.89234,0.0849384,
674,1.23248,3.92186,0.0906407,
675,1.09963,3.93773,0.211772,
676,0.93453,3.98547,0.319047,
677,0.529006,4.57594,0.19504,
678,0.719693,4.35983,0.210682,
679,1.53624,3.50994,0.192101,
680,0.702775,4.35025,0.192649,
681,0.274816,4.67264,0.291507,
682,0.764087,4.34939,0.186492,
683,0.638921,4.51695,0.0851816,
684,0.749979,4.33097,0.165336,
685,0.868034,4.18401,0.193812,
686,1.76061,3.20785,0.278539,
687,1.15258,3.98943,0.0968522,
688,0.314983,4.67725,0.255152,
689,0.560875,4.57745,0.10824,
690,1.59517,3.51102,0.135681,
691,1.12697,3.98486,0.186516,
692,1.8811,3.20534,0.151127,
693,0.143945,4.97647,0.126559,
694,1.42899,3.67671,0.194289,
695,0.617092,4.42586,0.19635,
696,0.502322,4.56968,0.16813,
697,1.57205,3.51483,0.177606,
698,0.633095,4.42017,0.185731,
699,2.35305,2.51646,0.270833,
700,1.02318,3.98486,0.289593,
701,0.958502,4.22351,0.109451,
702,1.32448,3.91283,0.0626766,
703,0.443874,4.66814,0.126706,
704,1.99801,2.9252,0.323819,
705,1.22859,3.58154,0.481069,
706,1.72962,3.20793,0.309047,
707,0.83657,4.38063,0.0820355,
708,0.966096,3.987,0.291016,
709,1.94768,2.92236,0.429944,
710,1.56951,3.52061,0.169452,
711,1.5031,3.68074,0.0848146,
712,1.15106,4.03912,0.0586809,
713,0.717329,4.32433,0.197444,
714,0.609352,4.37942,0.258582,
715,1.189,3.91672,0.13354,
716,0.819074,4.22042,0.209388,
717,0.317796,4.83101,0.0911914,
718,0.27284,4.8271,0.146164,
719,0.371489,4.71084,0.157694,
720,1.56867,3.50992,0.160076,
721,2.61834,2.5263,0.10272,
722,0.643249,4.35564,0.246978,
723,1.09117,4.04824,0.107963,
724,1.40283,3.68285,0.152375,
725,0.768831,4.3063,0.171103,
726,0.939748,4.22401,0.0756746,
727,1.69522,3.19806,0.265624,
728,1.16729,3.92397,0.191652,
729,1.11195,3.98686,0.0889801,
730,1.59329,3.51902,0.131991,
731,0.357587,4.83835,0.103895,
732,0.665203,4.4356,0.146244,
733,0.28764,4.67699,0.330755,
734,0.830815,4.35299,0.0930867,
735,1.9726,2.91682,0.353752,
736,1.22744,3.9156,0.116107,
737,1.25138,3.9117,0.077729,
738,2.50464,2.52616,0.208727,
739,0.450834,4.58023,0.216058,
740,0.49391,4.53098,0.210458,
741,1.16008,3.92219,0.167096,
742,2.53753,2.52877,0.206282,
743,0.543437,4.35059,0.345451,
744,1.09312,3.94383,0.210412,
745,1.13657,3.92772,0.218256,
746,0.968623,3.98804,0.28135,
747,0.433141,4.66725,0.199556,
748,1.05239,4.05277,0.19483,
749,0.320573,4.67352,0.298037,
750,0.529041,4.57367,0.137253,
751,0.612148,4.48484,0.149864,
752,0.839484,4.23038,0.176084,
753,1.97749,3.20774,0.054615,
754,1.44299,3.6806,0.113854,
755,0.580722,4.43158,0.227521,
756,1.12105,3.91368,0.206463,
757,1.16609,3.94765,0.125395,
758,1.02854,4.08233,0.189068,
759,1.12059,3.98483,0.180329,
760,1.56055,3.57754,0.147493,
761,1.41306,3.50793,0.316576,
762,1.64319,3.51632,0.107123,
763,1.41151,3.58597,0.249011,
764,1.00679,4.04069,0.1974,
765,0.632303,4.43052,0.176032,
766,1.65585,3.50909,0.0810214,
767,1.67589,3.4643,0.108675,
768,0.983873,4.17924,0.130192,
