eventID,ExtScatter,CryoScatter,innerLayerScatter,outerCellScatterAngle,CryoScatterAngle,outerCellEDep,CryoEDep,innerLayerEDep,numElasticSensitive,numInelasticSensitive,
4885,9,1,0,0.720817,1.79733,0,0,0,1,0,
4886,3,0,0,2.10734e-08,0,0,0,0,0,0,
4887,5,0,0,2.33327,0,0,0,0,0,0,
4888,3,0,0,0.270031,0,0,0,0,0,0,
4889,2,1,0,1.43518,0.606017,0,0,0,0,0,
4890,9,0,0,1.19418,0,0,0,0,0,0,
4891,2,0,0,0.323831,0,0,0,0,0,0,
4892,0,0,0,0,0,0,0,0,2,0,
4893,0,0,0,0,0,0,0,0,0,1,
4894,2,0,0,1.57798,0,0,0,0,0,0,
4895,3,1,0,0.474657,0.945929,0,0,0,0,0,
4896,3,0,0,1.49012e-08,0,0,0,0,0,0,
4897,0,0,0,0,0,0,0,0,0,0,
4898,1,0,0,0.528642,0,0,0,0,0,0,
4899,5,0,0,2.5276,0,0,0,0,0,0,
4900,0,0,0,0,0,0,0,0,1,0,
4901,1,0,0,0,0,0,0,0,0,0,
4902,3,0,0,nan,0,0,0,0,0,0,
4903,1,0,0,0,0,0,0,0,0,0,
4904,4,0,0,1.9611,0,0,0,0,1,0,
4905,2,0,0,1.34973,0,0,0,0,0,0,
4906,0,0,0,0,0,0,0,0,1,0,
4907,1,0,0,1.64628,0,0,0,0,0,0,
4908,0,0,0,0,0,0,0,0,2,0,
4909,2,0,0,2.10734e-08,0,0,0,0,1,0,
4910,3,0,0,0.504612,0,0,0,0,0,0,
4911,1,1,0,0,1.26009,0,0,0,0,0,
4912,0,0,0,0,0,0,0,0,1,0,
4913,5,0,0,1.09517,0,0,0,0,0,0,
4914,0,0,0,0,0,0,0,0,1,0,
4915,1,1,0,1.07037,0.314637,0,0,0,0,0,
4916,3,0,0,0.401973,0,0,0,0,0,0,
4917,2,0,0,1.06128,0,0,0,0,0,0,
4918,3,0,0,1.32031,0,0,0,0,0,0,
4919,5,1,0,0.674366,2.44019,0,0,0,0,0,
4920,1,0,0,0.0710301,0,0,0,0,1,0,
4921,4,1,0,0.375826,0,0,0,0,0,0,
4922,1,0,0,1.97219,0,0,0,0,0,0,
4923,2,0,0,0.274288,0,0,0,0,0,0,
4924,5,0,0,0.462205,0,0,0,0,0,0,
4925,0,0,0,0,0,0,0,0,0,0,
4926,1,0,0,0.216368,0,0,0,0,1,0,
4927,1,0,0,0.278646,0,0,0,0,1,0,
4928,5,0,0,0,0,0,0,0,0,0,
4929,1,0,0,2.377,0,0,0,0,0,1,
4930,3,0,0,0.48491,0,0,0,0,0,0,
4931,5,0,0,1.06411,0,0,0,0,0,0,
4932,1,0,0,0,0,0,0,0,0,0,
4933,0,1,0,0,0,0,0,0,0,0,
4934,3,0,0,2.63217,0,0,0,0,0,0,
4935,0,1,0,0,0,0,0,0,0,0,
4936,3,0,0,0.461688,0,0,0,0,0,0,
4937,1,0,0,0.535993,0,0,0,0,0,0,
4938,3,1,0,1.34701,0.686683,0,0,0,0,0,
4939,2,0,1,nan,0,0,0,0,0,0,
4940,1,0,0,2.60401,0,0,0,0,0,0,
4941,2,0,0,2.42905,0,0,0,0,1,1,
4942,2,0,0,0.583847,0,0,0,0,0,0,
4943,2,1,0,1.40538,0.416825,0,0,0,0,0,
4944,2,0,0,0.276884,0,0,0,0,0,0,
4945,6,0,0,0.448502,0,0,0,0,0,0,
4946,2,0,0,0.496658,0,0,0,0,0,0,
4947,0,0,0,0,0,0,0,0,2,1,
4948,2,0,0,1.36574,0,0,0,0,0,0,
4949,4,0,0,nan,0,0,0,0,0,0,
4950,0,0,0,0,0,0,0,0,1,0,
4951,2,0,0,2.63371,0,0,0,0,0,0,
4952,5,0,0,nan,0,0,0,0,0,0,
4953,2,0,0,2.66104,0,0,0,0,0,0,
4954,2,0,0,0,0,0,0,0,0,0,
4955,2,0,1,0.270731,0,0,0,0,0,0,
4956,2,0,0,1.93514,0,0,0,0,0,0,
4957,2,1,0,2.05351,0.571177,0,0,0,0,0,
4958,0,0,0,0,0,0,0,0,0,0,
4959,2,0,0,2.45859,0,0,0,0,3,0,
4960,1,0,0,0,0,0,0,0,0,0,
4961,1,0,0,1.30385,0,0,0,0,0,0,
4962,1,0,1,0.435622,0,0,0,0,0,0,
4963,1,0,0,2.41221,0,0,0,0,0,0,
4964,2,0,0,0.308496,0,0,0,0,0,0,
4965,1,1,1,0,2.66869,0,0,0,0,0,
4966,1,0,0,2.82548,0,0,0,0,0,0,
4967,2,0,0,0.699373,0,0,0,0,1,0,
4968,1,0,0,2.76186,0,0,0,0,0,0,
4969,0,1,0,0,2.69018,0,0,0,0,0,
4970,2,0,0,2.7341,0,0,0,0,0,0,
4971,14,1,0,2.275,0.564897,0,0,0,0,0,
4972,2,1,0,0.411999,0.926941,0,0,0,0,0,
4973,1,0,0,0,0,0,0,0,0,0,
4974,3,0,0,0.229428,0,0,0,0,0,0,
4975,1,0,0,0.488776,0,0,0,0,0,0,
4976,0,0,0,0,0,0,0,0,1,0,
4977,3,0,0,1.95576,0,0,0,0,0,0,
4978,1,0,0,0.388466,0,0,0,0,1,0,
4979,1,0,0,2.69179,0,0,0,0,0,0,
4980,4,0,0,1.92012,0,0,0,0,0,0,
4981,2,0,0,0.811884,0,0,0,0,1,0,
4982,1,0,0,0.493575,0,0,0,0,1,0,
4983,1,0,0,2.74531,0,0,0,0,0,0,
4984,0,1,0,0,1.28557,0,0,0,1,0,
4985,2,0,0,0.541453,0,0,0,0,0,0,
4986,1,0,0,0.107863,0,0,0,0,1,1,
4987,1,0,0,1.2462,0,0,0,0,1,0,
4988,0,0,0,0,0,0,0,0,0,0,
4989,1,0,0,0,0,0,0,0,0,0,
4990,0,0,0,0,0,0,0,0,0,0,
4991,2,0,0,2.43113,0,0,0,0,0,0,
4992,5,0,0,0.614485,0,0,0,0,0,0,
4993,2,0,0,0.528685,0,0,0,0,0,0,
4994,2,0,0,0.632426,0,0,0,0,0,0,
4995,5,0,0,0.464234,0,0,0,0,3,0,
4996,4,0,0,nan,0,0,0,0,2,0,
4997,1,0,0,2.21939,0,0,0,0,0,0,
4998,2,0,0,2.79152,0,0,0,0,0,0,
4999,1,1,0,2.23507,0,0,0,0,0,0,
5000,4,0,0,0.554227,0,0,0,0,0,0,
5001,0,0,0,0,0,0,0,0,0,0,
5002,2,0,1,1.22807,0,0,0,0,0,0,
5003,3,0,0,2.83219,0,0,0,0,1,0,
5004,1,0,0,0.489522,0,0,0,0,0,0,
5005,4,0,0,0.513091,0,0,0,0,1,0,
5006,2,1,0,1.37293,0.626902,0,0,0,0,0,
5007,2,0,0,nan,0,0,0,0,0,0,
5008,0,1,0,0,1.83285,0,0,0,0,0,
5009,1,0,0,0.904379,0,0,0,0,0,0,
5010,7,1,0,0.55905,0.923752,0,0,0,2,0,
5011,1,0,0,0,0,0,0,0,0,0,
5012,0,1,0,0,0,0,0,0,1,0,
5013,1,0,0,0.719147,0,0,0,0,2,0,
5014,1,0,0,0,0,0,0,0,0,0,
5015,3,0,0,1.95427,0,0,0,0,0,0,
5016,0,0,0,0,0,0,0,0,0,1,
5017,0,0,0,0,0,0,0,0,0,1,
5018,3,0,0,1.90267,0,0,0,0,0,0,
5019,3,0,0,0.830498,0,0,0,0,0,1,
5020,1,0,0,0,0,0,0,0,0,0,
5021,1,0,0,2.21944,0,0,0,0,0,0,
5022,2,0,0,2.65929,0,0,0,0,0,0,
5023,6,0,0,2.6571,0,0,0,0,1,0,
5024,0,0,0,0,0,0,0,0,0,0,
5025,1,0,0,0,0,0,0,0,0,0,
5026,1,0,0,0.796393,0,0,0,0,0,0,
5027,1,0,0,2.8878,0,0,0,0,0,0,
5028,1,0,0,0,0,0,0,0,0,0,
5029,13,0,0,2.62811,0,0,0,0,1,0,
5030,2,0,0,0,0,0,0,0,0,0,
5031,1,0,0,2.19114,0,0,0,0,0,0,
5032,1,0,0,2.91174,0,0,0,0,0,0,
5033,0,0,0,0,0,0,0,0,1,0,
5034,2,0,0,0.579946,0,0,0,0,0,0,
5035,2,0,0,0.222567,0,0,0,0,0,0,
5036,4,0,0,1.04129,0,0,0,0,1,0,
5037,4,0,0,0.284268,0,0,0,0,0,0,
5038,1,0,0,0.822079,0,0,0,0,2,0,
5039,2,0,0,0.367344,0,0,0,0,0,0,
5040,1,0,0,1.59557,0,0,0,0,0,0,
5041,0,0,0,0,0,0,0,0,1,1,
5042,5,0,0,0.415791,0,0,0,0,2,0,
5043,4,0,0,nan,0,0,0,0,0,0,
5044,3,0,0,2.59294,0,0,0,0,2,0,
5045,1,1,0,0.187102,0.604205,0,0,0,0,0,
5046,3,0,0,0.62958,0,0,0,0,0,0,
5047,1,0,0,0.309832,0,0,0,0,2,0,
5048,1,0,0,2.65971,0,0,0,0,0,0,
5049,2,0,0,0.888312,0,0,0,0,1,0,
5050,1,0,0,0.404586,0,0,0,0,0,0,
5051,7,0,0,0.174348,0,0,0,0,0,0,
5052,1,1,0,1.49012e-08,0.242971,0,0,0,0,0,
5053,3,0,0,1.26536,0,0,0,0,0,0,
5054,0,1,0,0,1.45362,0,0,0,0,0,
5055,1,0,0,0.878377,0,0,0,0,0,0,
5056,4,1,0,1.81648,1.83303,0,0,0,0,0,
5057,3,1,0,1.19873,0.793387,0,0,0,0,0,
5058,3,0,0,1.80468,0,0,0,0,0,0,
5059,0,0,0,0,0,0,0,0,0,0,
5060,7,0,0,0.292104,0,0,0,0,0,0,
5061,5,0,0,2.17101,0,0,0,0,0,0,
5062,0,0,0,0,0,0,0,0,0,0,
5063,6,0,0,1.26893,0,0,0,0,0,0,
5064,0,0,0,0,0,0,0,0,1,1,
5065,4,1,0,2.39105,1.11508,0,0,0,1,0,
5066,2,0,0,0.329603,0,0,0,0,2,0,
5067,1,0,0,2.2259,0,0,0,0,0,1,
5068,1,0,0,0.185076,0,0,0,0,0,0,
5069,2,0,0,2.59465,0,0,0,0,2,0,
5070,0,1,0,0,1.67007,0,0,0,0,0,
5071,0,0,0,0,0,0,0,0,0,0,
5072,4,0,0,0.418804,0,0,0,0,0,0,
5073,1,0,0,3.12537,0,0,0,0,0,0,
5074,4,0,0,0.233129,0,0,0,0,0,0,
5075,5,0,0,2.08461,0,0,0,0,2,0,
5076,2,0,0,2.23606,0,0,0,0,0,0,
5077,4,0,0,1.64294,0,0,0,0,0,0,
5078,1,0,0,0.474608,0,0,0,0,1,0,
5079,1,0,0,2.44806,0,0,0,0,0,0,
5080,3,0,0,0.658028,0,0,0,0,1,0,
5081,3,0,0,0.486178,0,0,0,0,0,0,
5082,2,0,0,0.300397,0,0,0,0,0,0,
5083,3,0,0,0.442063,0,0,0,0,0,0,
5084,3,0,0,0.527589,0,0,0,0,0,0,
5085,3,0,0,0.826599,0,0,0,0,0,0,
5086,1,1,1,0.404052,0.468643,0,0,0,0,0,
5087,0,0,0,0,0,0,0,0,0,0,
5088,0,0,0,0,0,0,0,0,1,1,
5089,1,0,0,1.24868,0,0,0,0,0,0,
5090,1,0,0,2.59996,0,0,0,0,0,0,
5091,1,0,0,0.253912,0,0,0,0,0,0,
5092,2,0,0,nan,0,0,0,0,0,0,
5093,3,0,0,0.413985,0,0,0,0,0,0,
5094,1,1,0,1.60621,0.478548,0,0,0,0,0,
5095,1,0,0,0,0,0,0,0,0,0,
5096,2,1,0,2.92855,0.956993,0,0,0,2,1,
5097,2,0,0,0.139027,0,0,0,0,0,0,
5098,3,0,0,0.373505,0,0,0,0,0,0,
5099,0,1,0,0,0,0,0,0,0,0,
5100,3,1,0,1.423,nan,0,0,0,0,0,
5101,2,0,0,0.173325,0,0,0,0,0,0,
5102,2,0,1,1.345,0,0,0,0,1,0,
5103,1,0,0,2.23903,0,0,0,0,0,0,
5104,1,0,0,0.424635,0,0,0,0,1,0,
5105,3,0,0,1.3969,0,0,0,0,0,0,
5106,2,0,0,0.503651,0,0,0,0,0,0,
5107,1,1,0,0,1.59973,0,0,0,0,0,
5108,1,0,0,0.573851,0,0,0,0,0,0,
5109,1,0,0,0.27564,0,0,0,0,0,0,
5110,1,1,0,2.51593,1.49012e-08,0,0,0,0,0,
5111,8,0,0,0.748099,0,0,0,0,0,0,
5112,1,2,0,1.98877,0.543729,0,0,0,0,0,
5113,0,0,0,0,0,0,0,0,0,0,
5114,1,1,0,2.56586,0,0,0,0,0,0,
5115,1,0,0,0,0,0,0,0,0,0,
5116,3,0,0,2.59641,0,0,0,0,0,0,
5117,0,0,0,0,0,0,0,0,0,1,
5118,1,0,0,0,0,0,0,0,0,0,
5119,1,0,0,2.06601,0,0,0,0,0,0,
5120,4,0,0,1.5006,0,0,0,0,0,0,
5121,2,0,0,1.43763,0,0,0,0,1,0,
5122,3,0,0,0.274471,0,0,0,0,0,0,
5123,0,0,0,0,0,0,0,0,0,0,
5124,1,0,0,2.21823,0,0,0,0,0,0,
5125,0,0,0,0,0,0,0,0,0,0,
5126,1,0,0,0.573703,0,0,0,0,0,0,
5127,2,0,0,0.396945,0,0,0,0,0,0,
5128,2,2,0,2.12317,0.926637,0,0,0,0,0,
5129,5,0,0,1.92015,0,0,0,0,0,0,
5130,1,0,0,2.10154,0,0,0,0,0,0,
5131,2,0,0,0,0,0,0,0,0,0,
5132,0,0,0,0,0,0,0,0,0,0,
5133,1,0,1,0.190564,0,0,0,0,0,0,
5134,2,0,0,0.565947,0,0,0,0,1,0,
5135,1,0,0,0.884389,0,0,0,0,2,1,
5136,1,0,0,0,0,0,0,0,0,0,
5137,0,0,0,0,0,0,0,0,0,0,
5138,5,0,0,0.991196,0,0,0,0,0,0,
5139,2,0,0,1.37692,0,0,0,0,0,0,
5140,3,0,0,0.687565,0,0,0,0,0,0,
5141,2,0,0,0.740751,0,0,0,0,0,0,
5142,3,0,0,0.138976,0,0,0,0,0,0,
5143,3,2,0,0.578802,0.543382,0,0,0,1,0,
5144,1,0,0,2.76959,0,0,0,0,0,0,
5145,5,0,0,2.2601,0,0,0,0,1,0,
5146,3,0,0,1.21206,0,0,0,0,1,0,
5147,4,1,0,1.07686,nan,0,0,0,0,0,
5148,3,1,0,0.657466,2.35404,0,0,0,0,0,
5149,1,0,0,0.677546,0,0,0,0,1,0,
5150,2,0,0,0.212692,0,0,0,0,0,0,
5151,0,0,0,0,0,0,0,0,0,0,
5152,4,0,0,2.63625,0,0,0,0,0,0,
5153,5,0,0,0.40116,0,0,0,0,0,0,
5154,4,0,0,1.36296,0,0,0,0,0,0,
5155,2,0,0,0.497806,0,0,0,0,0,1,
5156,2,0,0,0.307567,0,0,0,0,0,0,
5157,2,0,0,0.719814,0,0,0,0,0,0,
5158,1,0,0,2.47642,0,0,0,0,0,0,
5159,4,2,0,1.16231,2.16238,0,0,0,0,0,
5160,6,0,0,0.599905,0,0,0,0,0,0,
5161,1,0,0,0,0,0,0,0,0,0,
5162,2,1,0,1.1603,0.722034,0,0,0,0,0,
5163,4,0,0,0.606562,0,0,0,0,1,0,
5164,3,0,2,0.826816,0,0,0,0,0,0,
5165,2,0,0,0.823005,0,0,0,0,0,0,
5166,1,1,0,2.98023e-08,0.774854,0,0,0,0,0,
5167,2,0,0,nan,0,0,0,0,0,0,
5168,4,0,0,0,0,0,0,0,0,0,
5169,0,0,0,0,0,0,0,0,0,0,
5170,1,0,0,2.73139,0,0,0,0,0,0,
5171,1,0,0,0.282186,0,0,0,0,0,0,
5172,2,0,0,0,0,0,0,0,0,0,
5173,2,0,0,2.10734e-08,0,0,0,0,0,0,
5174,3,0,0,0.567272,0,0,0,0,1,0,
5175,0,0,0,0,0,0,0,0,0,0,
5176,8,0,0,nan,0,0,0,0,0,0,
5177,5,0,0,1.2498,0,0,0,0,0,0,
5178,1,0,0,0.225757,0,0,0,0,1,0,
5179,0,2,0,0,0.407349,0,0,0,0,0,
5180,2,0,0,1.14491,0,0,0,0,0,0,
5181,2,0,0,2.69908,0,0,0,0,0,0,
5182,4,4,0,2.63391,1.07101,0,0,0,0,0,
5183,3,0,0,0.826317,0,0,0,0,0,0,
5184,3,0,0,0.124076,0,0,0,0,3,0,
5185,7,0,0,1.03707,0,0,0,0,0,0,
5186,6,1,0,0.733449,0,0,0,0,0,0,
5187,1,0,0,2.93933,0,0,0,0,0,0,
5188,1,0,0,1.03866,0,0,0,0,0,0,
5189,5,0,0,1.65881,0,0,0,0,0,0,
5190,2,0,0,1.45373,0,0,0,0,0,0,
5191,1,0,0,0.0302618,0,0,0,0,0,0,
5192,4,0,0,0.704304,0,0,0,0,0,0,
5193,5,0,0,1.88362,0,0,0,0,0,0,
5194,1,0,1,0.433528,0,0,0,0,0,0,
5195,1,1,0,0.341906,nan,0,0,0,0,0,
5196,1,0,0,0.760661,0,0,0,0,1,0,
5197,1,0,0,0.58403,0,0,0,0,2,0,
5198,3,0,0,2.04868,0,0,0,0,2,0,
5199,2,0,0,0.555575,0,0,0,0,0,1,
5200,1,0,0,0.9907,0,0,0,0,1,0,
5201,1,1,1,2.10734e-08,1.94221,0,0,0,0,0,
5202,1,0,0,nan,0,0,0,0,2,0,
5203,2,0,0,0.339843,0,0,0,0,1,0,
5204,4,1,0,1.04737,0.349392,0,0,0,0,0,
5205,3,1,0,2.55528,1.49012e-08,0,0,0,0,0,
5206,4,0,0,0.82006,0,0,0,0,0,0,
5207,0,0,0,0,0,0,0,0,0,0,
5208,3,1,0,1.39103,0.515239,0,0,0,0,0,
5209,0,0,0,0,0,0,0,0,0,0,
5210,2,0,0,0.423818,0,0,0,0,0,0,
5211,4,0,1,1.49012e-08,0,0,0,0,1,0,
5212,3,0,0,2.13274,0,0,0,0,0,0,
5213,1,0,0,0.752153,0,0,0,0,1,0,
5214,10,0,0,2.18587,0,0,0,0,1,0,
5215,1,0,0,0.911141,0,0,0,0,1,1,
5216,1,0,0,0,0,0,0,0,0,0,
5217,2,0,0,0.39067,0,0,0,0,0,0,
5218,0,0,0,0,0,0,0,0,1,0,
5219,1,0,0,2.00057,0,0,0,0,1,0,
5220,3,0,0,0.300208,0,0,0,0,0,0,
5221,1,0,0,0,0,0,0,0,0,0,
5222,2,0,0,0.187413,0,0,0,0,1,0,
5223,2,0,0,1.49012e-08,0,0,0,0,1,0,
5224,1,0,0,0.649501,0,0,0,0,0,0,
5225,1,0,0,2.47149,0,0,0,0,0,0,
5226,2,0,0,0.403762,0,0,0,0,0,0,
5227,4,0,0,0.887987,0,0,0,0,0,0,
5228,2,0,0,2.20259,0,0,0,0,0,0,
5229,1,0,0,1.78016,0,0,0,0,0,0,
5230,2,0,0,0.864698,0,0,0,0,0,0,
5231,2,0,0,0.356723,0,0,0,0,0,0,
5232,1,0,0,1.87133,0,0,0,0,0,0,
5233,1,0,0,0.750486,0,0,0,0,0,0,
5234,4,0,0,0.279532,0,0,0,0,0,0,
5235,2,0,0,0.696751,0,0,0,0,0,0,
5236,1,0,0,0,0,0,0,0,0,0,
5237,7,1,0,1.71339,2.67746,0,0,0,1,0,
5238,0,0,0,0,0,0,0,0,0,0,
5239,0,0,0,0,0,0,0,0,1,0,
5240,0,0,0,0,0,0,0,0,0,1,
5241,4,0,0,2.90302,0,0,0,0,1,0,
5242,7,0,0,2.33832,0,0,0,0,0,0,
5243,8,0,0,2.46273,0,0,0,0,0,0,
5244,1,0,0,0,0,0,0,0,1,0,
5245,1,1,0,2.9072,0.469152,0,0,0,0,0,
5246,1,0,0,2.02022,0,0,0,0,0,0,
5247,1,0,0,2.6256,0,0,0,0,0,1,
5248,1,0,0,2.10734e-08,0,0,0,0,2,0,
5249,0,1,0,0,0.842232,0,0,0,1,0,
5250,1,0,0,0,0,0,0,0,0,0,
5251,3,0,0,0.295778,0,0,0,0,0,0,
5252,1,0,0,1.68365,0,0,0,0,0,0,
5253,2,0,0,0.83064,0,0,0,0,0,0,
5254,1,0,0,2.84971,0,0,0,0,0,0,
5255,3,0,0,2.10734e-08,0,0,0,0,1,0,
5256,1,1,0,0,1.03742,0,0,0,1,0,
5257,2,0,0,2.1323,0,0,0,0,0,0,
5258,1,0,0,0,0,0,0,0,0,0,
5259,1,0,0,0.560028,0,0,0,0,0,1,
5260,0,0,0,0,0,0,0,0,1,0,
5261,5,0,0,0.487451,0,0,0,0,0,0,
5262,1,0,0,0.503629,0,0,0,0,0,0,
5263,1,0,0,0,0,0,0,0,0,0,
5264,1,0,0,0.563386,0,0,0,0,0,0,
5265,13,0,0,1.44884,0,0,0,0,1,0,
5266,2,0,1,0.546359,0,0,0,0,0,0,
5267,0,0,1,0,0,0,0,0,1,0,
5268,0,1,0,0,0.89386,0,0,0,0,0,
5269,0,0,0,0,0,0,0,0,0,1,
5270,1,0,0,0,0,0,0,0,0,0,
5271,2,0,0,1.65831,0,0,0,0,0,0,
5272,4,0,0,1.11866,0,0,0,0,0,0,
5273,0,0,0,0,0,0,0,0,1,1,
5274,2,0,0,0.342215,0,0,0,0,1,0,
5275,1,0,0,0.381721,0,0,0,0,1,0,
5276,1,1,0,1.84693,0,0,0,0,0,0,
5277,3,0,0,1.71349,0,0,0,0,0,0,
5278,4,0,0,0.592395,0,0,0,0,0,0,
5279,4,0,0,nan,0,0,0,0,0,0,
5280,2,0,0,0.455124,0,0,0,0,0,0,
5281,1,0,0,0.117077,0,0,0,0,1,0,
5282,3,0,1,0.608748,0,0,0,0,0,0,
5283,0,0,0,0,0,0,0,0,0,0,
5284,0,1,0,0,0,0,0,0,0,0,
5285,1,1,0,1.56231,0.688737,0,0,0,1,0,
5286,2,0,0,0.57156,0,0,0,0,0,0,
5287,1,0,0,0.580332,0,0,0,0,0,0,
5288,12,0,0,1.1667,0,0,0,0,0,0,
5289,1,0,0,2.67703,0,0,0,0,0,0,
5290,9,0,0,0.426807,0,0,0,0,0,0,
5291,0,2,0,0,2.10734e-08,0,0,0,0,0,
5292,1,0,0,2.90645,0,0,0,0,0,0,
5293,4,2,0,0.40753,2.10734e-08,0,0,0,0,0,
5294,3,0,0,0.510199,0,0,0,0,0,0,
5295,2,0,0,0.614963,0,0,0,0,0,0,
5296,2,0,0,0.0529229,0,0,0,0,0,0,
5297,2,0,0,0.31289,0,0,0,0,1,0,
5298,0,0,0,0,0,0,0,0,0,0,
5299,1,2,0,0,2.03938,0,0,0,0,0,
5300,1,0,0,0,0,0,0,0,0,0,
5301,5,0,0,1.49518,0,0,0,0,0,0,
5302,2,1,0,0.427469,0.637533,0,0,0,0,0,
5303,2,0,0,1.13391,0,0,0,0,0,0,
5304,0,0,0,0,0,0,0,0,0,0,
5305,3,0,0,1.26135,0,0,0,0,1,0,
5306,4,0,0,0.645503,0,0,0,0,0,0,
5307,1,0,0,2.50786,0,0,0,0,0,0,
5308,1,0,0,2.608,0,0,0,0,0,0,
5309,1,0,0,0.248219,0,0,0,0,1,0,
5310,1,0,0,0,0,0,0,0,0,0,
5311,4,0,0,0.989862,0,0,0,0,0,0,
5312,1,0,0,2.47821,0,0,0,0,0,0,
5313,0,1,0,0,0.579274,0,0,0,0,0,
5314,3,0,0,0.21108,0,0,0,0,0,0,
5315,4,0,0,0.785571,0,0,0,0,0,0,
5316,2,0,0,nan,0,0,0,0,2,0,
5317,1,0,1,0.332889,0,0,0,0,2,0,
5318,4,0,0,2.30931,0,0,0,0,0,0,
5319,0,0,0,0,0,0,0,0,1,0,
5320,0,0,0,0,0,0,0,0,0,0,
5321,0,1,0,0,0.432911,0,0,0,0,0,
5322,3,0,0,2.50683,0,0,0,0,1,0,
5323,5,0,0,0.747282,0,0,0,0,3,0,
5324,1,0,0,0.224034,0,0,0,0,0,0,
5325,1,0,0,0.9732,0,0,0,0,0,0,
5326,0,0,1,0,0,0,0,0,1,1,
5327,2,0,1,1.32971,0,0,0,0,2,0,
5328,0,1,0,0,0,0,0,0,0,0,
5329,4,0,0,2.62335,0,0,0,0,0,0,
5330,1,0,0,0,0,0,0,0,0,0,
5331,3,0,0,0.65436,0,0,0,0,0,0,
5332,1,0,0,0,0,0,0,0,0,0,
5333,0,0,0,0,0,0,0,0,1,1,
5334,2,1,0,nan,0.53806,0,0,0,0,0,
5335,0,0,0,0,0,0,0,0,1,0,
5336,1,0,0,0.880007,0,0,0,0,0,0,
5337,2,0,0,2.10734e-08,0,0,0,0,0,0,
5338,5,0,0,0.365252,0,0,0,0,0,0,
5339,3,0,0,1.49012e-08,0,0,0,0,0,0,
5340,3,0,0,0,0,0,0,0,0,0,
5341,4,0,0,0.734004,0,0,0,0,0,0,
5342,3,0,0,0.410062,0,0,0,0,3,0,
5343,0,2,0,0,1.49012e-08,0,0,0,0,0,
5344,3,1,0,1.49012e-08,0.508107,0,0,0,0,0,
5345,2,0,0,0.207865,0,0,0,0,0,0,
5346,1,0,0,0.320985,0,0,0,0,1,0,
5347,1,1,0,0.19762,0.299888,0,0,0,4,0,
5348,2,0,0,0.663539,0,0,0,0,0,0,
5349,1,0,0,0.49914,0,0,0,0,0,0,
5350,2,0,0,0.28953,0,0,0,0,0,0,
5351,0,0,0,0,0,0,0,0,2,0,
5352,1,0,0,0.443977,0,0,0,0,0,0,
5353,1,0,1,0.695889,0,0,0,0,1,0,
5354,1,0,0,2.79643,0,0,0,0,0,0,
5355,4,0,0,0.233712,0,0,0,0,0,0,
5356,2,0,0,2.44217,0,0,0,0,0,0,
5357,0,0,0,0,0,0,0,0,0,0,
5358,0,1,0,0,0.589085,0,0,0,1,0,
5359,1,1,0,0.618895,0.17048,0,0,0,0,0,
5360,6,1,0,1.85132,2.45199,0,0,0,0,0,
5361,4,0,0,1.38563,0,0,0,0,0,0,
5362,5,0,1,0.296132,0,0,0,0,0,0,
5363,2,0,0,0.787864,0,0,0,0,1,0,
5364,0,0,0,0,0,0,0,0,0,0,
5365,6,0,0,2.29706,0,0,0,0,0,0,
5366,3,0,0,2.53708,0,0,0,0,0,0,
5367,2,0,0,0.555871,0,0,0,0,3,0,
5368,2,0,0,0,0,0,0,0,0,0,
5369,1,1,0,0.365881,0.454562,0,0,0,1,0,
5370,2,0,0,0.283373,0,0,0,0,0,0,
5371,0,0,0,0,0,0,0,0,0,0,
5372,1,1,1,0.553066,0.338204,0,0,0,0,0,
5373,1,1,0,1.62469,0,0,0,0,0,0,
5374,0,0,0,0,0,0,0,0,2,0,
5375,8,1,0,2.10734e-08,0.819041,0,0,0,0,0,
5376,1,0,0,2.44823,0,0,0,0,0,0,
5377,2,0,0,0,0,0,0,0,0,0,
5378,1,0,0,0.514725,0,0,0,0,1,0,
5379,0,0,0,0,0,0,0,0,1,0,
5380,2,0,0,0.129085,0,0,0,0,0,0,
5381,1,1,0,2.06649,0.943896,0,0,0,0,0,
5382,2,0,0,2.48959,0,0,0,0,0,0,
5383,3,0,0,0.353366,0,0,0,0,0,0,
5384,0,0,0,0,0,0,0,0,0,0,
5385,0,0,0,0,0,0,0,0,0,0,
5386,1,0,0,0,0,0,0,0,0,0,
5387,2,0,0,0.48694,0,0,0,0,0,0,
5388,4,0,0,0.063609,0,0,0,0,0,0,
5389,5,0,1,2.17307,0,0,0,0,0,0,
5390,2,0,0,2.36637,0,0,0,0,0,0,
5391,0,0,0,0,0,0,0,0,0,0,
5392,0,0,0,0,0,0,0,0,0,0,
5393,1,0,0,2.17659,0,0,0,0,0,0,
5394,3,0,0,1.33847,0,0,0,0,0,0,
5395,5,0,0,2.53866,0,0,0,0,2,0,
5396,2,0,1,0.920312,0,0,0,0,1,1,
5397,5,0,0,0.0560547,0,0,0,0,0,0,
5398,2,1,0,0.255911,1.62806,0,0,0,0,0,
5399,3,0,0,1.83761,0,0,0,0,0,0,
5400,4,0,0,2.08179,0,0,0,0,0,0,
5401,1,0,0,1.78227,0,0,0,0,0,1,
5402,7,2,0,0.544332,2.14841,0,0,0,0,0,
5403,2,0,0,1.29959,0,0,0,0,0,0,
5404,3,0,0,0.794211,0,0,0,0,0,0,
