eventID,ExtScatter,CryoScatter,innerLayerScatter,outerCellScatterAngle,CryoScatterAngle,outerCellEDep,CryoEDep,innerLayerEDep,numElasticSensitive,numInelasticSensitive,
2446,1,0,1,0.255164,0,0,0,0,1,0,
2447,3,0,0,0.36401,0,0,0,0,1,0,
2448,2,0,1,1.10707,0,0,0,0,2,0,
2449,0,0,1,0,0,0,0,0,1,0,
2450,0,0,0,0,0,0,0,0,2,0,
2451,7,0,0,2.74525,0,0,0,0,0,0,
2452,4,0,0,0.243713,0,0,0,0,0,0,
2453,1,0,0,0.103374,0,0,0,0,1,0,
2454,2,2,0,1.65041,1.7748,0,0,0,0,0,
2455,3,0,0,0.473881,0,0,0,0,0,0,
2456,4,0,0,0.543912,0,0,0,0,0,0,
2457,1,0,0,0,0,0,0,0,1,0,
2458,2,0,0,0.351879,0,0,0,0,0,0,
2459,0,0,0,0,0,0,0,0,0,0,
2460,2,0,0,0.693085,0,0,0,0,0,0,
2461,2,0,0,1.7455,0,0,0,0,0,0,
2462,3,0,0,0,0,0,0,0,0,0,
2463,0,0,0,0,0,0,0,0,1,0,
2464,0,0,0,0,0,0,0,0,0,0,
2465,6,0,0,1.17377,0,0,0,0,0,0,
2466,3,0,0,0.881423,0,0,0,0,0,0,
2467,1,0,0,0.248182,0,0,0,0,1,0,
2468,2,0,0,0.163954,0,0,0,0,2,0,
2469,3,1,0,0.936235,0.670078,0,0,0,0,0,
2470,0,0,0,0,0,0,0,0,0,0,
2471,0,1,0,0,0,0,0,0,0,0,
2472,2,0,0,0.599344,0,0,0,0,0,0,
2473,2,0,0,0.788129,0,0,0,0,0,0,
2474,1,0,0,0.812949,0,0,0,0,0,1,
2475,1,1,0,2.10846,0.193648,0,0,0,0,0,
2476,3,0,0,1.29539,0,0,0,0,1,0,
2477,1,0,0,2.05601,0,0,0,0,1,0,
2478,1,0,0,0,0,0,0,0,0,0,
2479,1,0,0,0.583623,0,0,0,0,0,0,
2480,3,1,0,0.282684,0.521965,0,0,0,0,0,
2481,3,1,0,0.945859,2.69132,0,0,0,0,0,
2482,4,1,0,0.743469,0.312127,0,0,0,0,0,
2483,8,0,0,0.67635,0,0,0,0,0,0,
2484,2,0,0,0.449463,0,0,0,0,0,1,
2485,0,1,0,0,0,0,0,0,0,0,
2486,0,0,0,0,0,0,0,0,0,0,
2487,1,1,0,2.64541,0.799814,0,0,0,0,0,
2488,2,1,0,0.456348,0.524207,0,0,0,0,0,
2489,1,1,0,2.73111,1.94706,0,0,0,0,0,
2490,0,0,0,0,0,0,0,0,1,0,
2491,2,0,0,0.277704,0,0,0,0,0,0,
2492,3,0,0,0.331269,0,0,0,0,1,0,
2493,1,0,0,2.85203,0,0,0,0,0,0,
2494,2,0,0,0.60418,0,0,0,0,0,0,
2495,1,0,0,2.04477,0,0,0,0,0,1,
2496,1,0,0,1.12726,0,0,0,0,1,1,
2497,5,0,0,nan,0,0,0,0,0,0,
2498,1,0,0,0,0,0,0,0,0,0,
2499,1,0,0,1.50905,0,0,0,0,0,0,
2500,1,0,0,2.49064,0,0,0,0,0,0,
2501,2,0,0,2.30306,0,0,0,0,3,0,
2502,3,0,0,0.194232,0,0,0,0,0,0,
2503,1,1,0,2.10734e-08,1.12847,0,0,0,2,0,
2504,3,0,0,0.963924,0,0,0,0,0,0,
2505,0,1,0,0,2.45504,0,0,0,0,0,
2506,5,0,0,1.47518,0,0,0,0,0,0,
2507,1,0,0,2.05148,0,0,0,0,0,0,
2508,1,0,0,0,0,0,0,0,0,0,
2509,3,0,0,1.73218,0,0,0,0,1,0,
2510,4,2,0,2.01962,0,0,0,0,0,0,
2511,3,1,0,0.797982,0.438458,0,0,0,0,0,
2512,0,0,0,0,0,0,0,0,0,1,
2513,0,0,0,0,0,0,0,0,0,1,
2514,6,0,1,1.81844,0,0,0,0,0,0,
2515,1,0,0,0.294044,0,0,0,0,0,0,
2516,2,0,0,1.10519,0,0,0,0,1,0,
2517,4,0,0,1.2499,0,0,0,0,0,0,
2518,1,0,0,1.93816,0,0,0,0,0,0,
2519,1,1,0,1.49012e-08,0.826141,0,0,0,0,0,
2520,1,0,0,2.00043,0,0,0,0,0,0,
2521,0,0,1,0,0,0,0,0,0,0,
2522,0,0,0,0,0,0,0,0,1,0,
2523,0,0,0,0,0,0,0,0,0,0,
2524,1,0,0,0.952398,0,0,0,0,0,1,
2525,1,0,0,2.45558,0,0,0,0,0,0,
2526,3,0,0,0.607804,0,0,0,0,0,0,
2527,1,1,0,0.642721,0.76618,0,0,0,0,0,
2528,1,0,0,0.0811817,0,0,0,0,0,0,
2529,4,2,0,2.67515,2.10734e-08,0,0,0,0,0,
2530,1,0,0,1.83206,0,0,0,0,0,0,
2531,2,1,0,2.11516,0.292073,0,0,0,0,0,
2532,0,1,1,0,1.18393,0,0,0,0,0,
2533,1,0,0,2.55204,0,0,0,0,0,0,
2534,2,0,0,2.10704,0,0,0,0,0,0,
2535,1,0,0,0,0,0,0,0,0,0,
2536,0,0,0,0,0,0,0,0,1,0,
2537,3,0,0,1.90678,0,0,0,0,1,0,
2538,1,0,0,0.858336,0,0,0,0,0,0,
2539,4,1,1,0.882587,1.4091,0,0,0,0,1,
2540,1,0,0,0.580276,0,0,0,0,0,0,
2541,4,0,0,1.21418,0,0,0,0,0,0,
2542,2,0,0,1.15906,0,0,0,0,0,0,
2543,0,0,0,0,0,0,0,0,0,1,
2544,2,0,0,1.88676,0,0,0,0,0,0,
2545,1,0,0,0.481304,0,0,0,0,0,0,
2546,4,0,0,0.368375,0,0,0,0,0,0,
2547,1,0,0,0.629691,0,0,0,0,1,0,
2548,3,0,0,1.14307,0,0,0,0,0,0,
2549,1,0,0,0.00493968,0,0,0,0,1,0,
2550,2,0,0,1.43592,0,0,0,0,1,1,
2551,1,0,0,0,0,0,0,0,0,0,
2552,0,0,0,0,0,0,0,0,0,0,
2553,0,0,0,0,0,0,0,0,0,0,
2554,2,0,0,2.4948,0,0,0,0,0,0,
2555,1,0,0,0,0,0,0,0,0,0,
2556,2,0,0,0.831609,0,0,0,0,1,0,
2557,1,0,0,0,0,0,0,0,0,0,
2558,4,0,0,2.71392,0,0,0,0,4,0,
2559,1,0,0,0.5782,0,0,0,0,0,0,
2560,6,0,0,0.83702,0,0,0,0,0,0,
2561,7,0,0,0.909295,0,0,0,0,3,0,
2562,0,0,0,0,0,0,0,0,2,0,
2563,1,0,0,0.528458,0,0,0,0,0,0,
2564,3,0,0,1.80416,0,0,0,0,0,0,
2565,0,0,0,0,0,0,0,0,0,1,
2566,0,0,1,0,0,0,0,0,0,0,
2567,1,1,0,0.810082,0.649551,0,0,0,0,0,
2568,2,0,0,2.10734e-08,0,0,0,0,2,0,
2569,0,1,0,0,2.35049,0,0,0,0,0,
2570,4,1,0,1.14455,2.01722,0,0,0,2,0,
2571,2,0,0,1.8306,0,0,0,0,0,0,
2572,5,0,0,1.81373,0,0,0,0,0,0,
2573,4,0,0,1.82559,0,0,0,0,1,0,
2574,1,0,0,2.44217,0,0,0,0,0,0,
2575,0,0,0,0,0,0,0,0,1,0,
2576,1,0,0,0.785204,0,0,0,0,0,0,
2577,6,1,0,1.3147,0.143199,0,0,0,0,0,
2578,3,0,0,2.10734e-08,0,0,0,0,0,0,
2579,1,0,0,2.13988,0,0,0,0,0,0,
2580,1,0,0,0.484798,0,0,0,0,0,0,
2581,2,0,0,2.80893,0,0,0,0,0,0,
2582,1,0,0,0.547868,0,0,0,0,0,0,
2583,1,0,0,0.358573,0,0,0,0,0,0,
2584,3,0,0,0,0,0,0,0,0,0,
2585,4,0,0,2.65361,0,0,0,0,0,0,
2586,3,0,0,0.464963,0,0,0,0,0,0,
2587,1,0,0,3.08228,0,0,0,0,0,0,
2588,2,0,0,0.279916,0,0,0,0,1,0,
2589,5,0,0,2.18608,0,0,0,0,0,0,
2590,4,0,0,2.73574,0,0,0,0,0,0,
2591,2,0,0,2.54203,0,0,0,0,0,0,
2592,7,2,0,2.7047,1.00771,0,0,0,0,0,
2593,1,0,0,0.216333,0,0,0,0,0,0,
2594,1,0,0,2.9992,0,0,0,0,0,0,
2595,1,0,0,0.86088,0,0,0,0,0,0,
2596,5,0,0,1.77806,0,0,0,0,1,0,
2597,0,1,0,0,2.77378,0,0,0,0,0,
2598,7,0,0,0.936107,0,0,0,0,1,0,
2599,2,0,0,0.694179,0,0,0,0,0,0,
2600,6,0,0,0.779383,0,0,0,0,2,0,
2601,2,0,0,0.877763,0,0,0,0,0,0,
2602,4,0,1,0.743832,0,0,0,0,0,0,
2603,9,0,0,0.934745,0,0,0,0,0,0,
2604,1,0,0,2.40353,0,0,0,0,0,0,
2605,0,0,0,0,0,0,0,0,0,0,
2606,4,0,0,0.667031,0,0,0,0,0,0,
2607,1,0,0,2.43856,0,0,0,0,0,0,
2608,1,0,0,0,0,0,0,0,0,0,
2609,5,0,0,1.80017,0,0,0,0,0,0,
2610,2,0,0,0.932008,0,0,0,0,0,0,
2611,1,3,0,0.329086,nan,0,0,0,0,0,
2612,1,1,0,2.35816,0.935184,0,0,0,0,0,
2613,2,0,0,2.59628,0,0,0,0,0,0,
2614,5,0,0,1.3517,0,0,0,0,0,0,
2615,3,0,0,0,0,0,0,0,0,0,
2616,0,0,0,0,0,0,0,0,0,0,
2617,4,0,0,1.58993,0,0,0,0,0,0,
2618,0,0,0,0,0,0,0,0,1,1,
2619,3,0,0,nan,0,0,0,0,0,0,
2620,2,1,0,1.84501,0.857864,0,0,0,0,0,
2621,3,3,0,0,0.347054,0,0,0,0,0,
2622,0,0,0,0,0,0,0,0,0,0,
2623,6,0,1,0.593044,0,0,0,0,0,0,
2624,0,0,0,0,0,0,0,0,0,0,
2625,1,0,0,0,0,0,0,0,0,0,
2626,0,0,0,0,0,0,0,0,1,0,
2627,2,0,0,0.245744,0,0,0,0,0,0,
2628,2,0,0,0.218138,0,0,0,0,2,0,
2629,4,2,0,1.14817,0.181361,0,0,0,0,0,
2630,4,0,0,0.960365,0,0,0,0,0,0,
2631,9,1,0,0.601362,0.639729,0,0,0,2,0,
2632,2,0,0,0.422996,0,0,0,0,0,0,
2633,3,2,0,nan,0.293422,0,0,0,0,0,
2634,1,0,0,1.85707,0,0,0,0,0,0,
2635,1,0,0,0.306826,0,0,0,0,1,0,
2636,2,0,0,2.61871,0,0,0,0,0,0,
2637,2,0,0,1.1394,0,0,0,0,0,0,
2638,2,0,1,0.342013,0,0,0,0,0,0,
2639,3,0,0,0.0654708,0,0,0,0,0,0,
2640,0,1,0,0,0.200709,0,0,0,1,0,
2641,1,1,0,0.648783,0.914942,0,0,0,0,0,
2642,3,0,0,0,0,0,0,0,0,0,
2643,2,0,0,nan,0,0,0,0,0,0,
2644,0,0,1,0,0,0,0,0,0,0,
2645,4,1,1,0.420579,0.17175,0,0,0,1,0,
2646,2,0,0,2.69261,0,0,0,0,0,0,
2647,3,1,0,0.356008,1.16585,0,0,0,2,0,
2648,2,0,0,0.902168,0,0,0,0,0,0,
2649,0,0,0,0,0,0,0,0,2,0,
2650,4,0,0,2.08158,0,0,0,0,0,0,
2651,3,0,0,2.78734,0,0,0,0,0,0,
2652,5,0,0,1.49226,0,0,0,0,0,0,
2653,2,0,0,0.198354,0,0,0,0,0,0,
2654,4,0,0,0.658489,0,0,0,0,1,0,
2655,4,2,0,0.689115,1.5798,0,0,0,0,0,
2656,0,0,0,0,0,0,0,0,2,0,
2657,2,0,0,0,0,0,0,0,1,0,
2658,1,0,0,1.43678,0,0,0,0,1,1,
2659,2,0,0,1.8913,0,0,0,0,0,0,
2660,6,0,0,1.06506,0,0,0,0,0,0,
2661,3,0,0,nan,0,0,0,0,0,0,
2662,4,0,0,1.25563,0,0,0,0,0,0,
2663,1,0,0,0,0,0,0,0,0,0,
2664,1,0,0,0.708837,0,0,0,0,0,0,
2665,1,0,0,0.709561,0,0,0,0,0,0,
2666,4,0,0,0.827729,0,0,0,0,0,0,
2667,2,0,0,0.422512,0,0,0,0,0,0,
2668,0,0,0,0,0,0,0,0,0,0,
2669,4,0,0,0.55259,0,0,0,0,0,0,
2670,1,0,0,2.84439,0,0,0,0,0,0,
2671,5,0,0,0.904608,0,0,0,0,1,0,
2672,1,0,0,0,0,0,0,0,0,0,
2673,1,0,0,2.12008,0,0,0,0,0,0,
2674,1,0,0,1.83238,0,0,0,0,0,0,
2675,0,0,0,0,0,0,0,0,0,0,
2676,3,0,0,0,0,0,0,0,1,0,
2677,0,0,1,0,0,0,0,0,0,0,
2678,1,0,0,1.90574,0,0,0,0,1,0,
2679,4,2,0,2.33079,0.74618,0,0,0,0,0,
2680,3,1,0,2.44501,2.14623,0,0,0,0,0,
2681,3,0,0,0,0,0,0,0,0,0,
2682,7,0,0,0.759124,0,0,0,0,0,0,
2683,1,0,0,0.881535,0,0,0,0,0,0,
2684,4,0,0,2.81321,0,0,0,0,0,0,
2685,1,0,0,0.2494,0,0,0,0,1,0,
2686,2,0,0,0,0,0,0,0,0,0,
2687,0,0,0,0,0,0,0,0,0,0,
2688,1,0,0,1.68994,0,0,0,0,0,0,
2689,3,0,0,0.445254,0,0,0,0,0,0,
2690,3,0,0,0.327986,0,0,0,0,0,0,
2691,1,1,0,0.407695,nan,0,0,0,1,0,
2692,0,0,0,0,0,0,0,0,1,0,
2693,2,0,0,0.429775,0,0,0,0,1,1,
2694,3,1,0,0.321559,0.370881,0,0,0,0,0,
2695,1,0,0,1.91032,0,0,0,0,0,0,
2696,1,0,0,0,0,0,0,0,1,0,
2697,0,0,0,0,0,0,0,0,1,0,
2698,4,0,0,0.429084,0,0,0,0,0,0,
2699,0,0,0,0,0,0,0,0,0,0,
2700,5,1,0,0.513071,2.98023e-08,0,0,0,0,0,
2701,5,0,0,0.175107,0,0,0,0,0,0,
2702,1,0,0,0.706819,0,0,0,0,0,0,
2703,4,0,0,0.561443,0,0,0,0,0,0,
2704,1,0,0,2.59221,0,0,0,0,0,0,
2705,4,0,0,1.21466,0,0,0,0,1,0,
2706,11,0,0,2.60619,0,0,0,0,5,0,
2707,1,0,0,0.598649,0,0,0,0,0,0,
2708,2,0,0,0.456852,0,0,0,0,2,0,
2709,1,1,0,1.10027,0.417631,0,0,0,1,0,
2710,1,1,0,nan,0.259274,0,0,0,0,0,
2711,4,0,0,0.199924,0,0,0,0,0,0,
2712,0,0,0,0,0,0,0,0,0,0,
2713,1,0,0,0.50292,0,0,0,0,0,0,
2714,0,0,0,0,0,0,0,0,1,0,
2715,4,0,0,nan,0,0,0,0,0,0,
2716,0,1,0,0,0,0,0,0,0,0,
2717,3,0,0,0.986939,0,0,0,0,1,0,
2718,1,0,0,1.62942,0,0,0,0,1,0,
2719,3,0,0,2.15044,0,0,0,0,0,0,
2720,1,0,0,2.61091,0,0,0,0,0,0,
2721,3,0,0,2.99552,0,0,0,0,0,0,
2722,8,1,0,1.08144,nan,0,0,0,1,0,
2723,2,0,0,0.80316,0,0,0,0,0,0,
2724,8,1,0,0.795046,0.238242,0,0,0,0,0,
2725,1,1,0,1.33667,0,0,0,0,0,0,
2726,1,0,0,1.19446,0,0,0,0,0,0,
2727,2,0,0,1.55671,0,0,0,0,1,0,
2728,3,1,0,0.516737,1.66543,0,0,0,0,0,
2729,0,0,0,0,0,0,0,0,1,0,
2730,1,0,0,1.08683,0,0,0,0,0,0,
2731,1,0,0,0.323842,0,0,0,0,1,1,
2732,5,1,0,2.20017,0.818642,0,0,0,0,0,
2733,1,0,0,0,0,0,0,0,0,0,
2734,8,0,0,0.609234,0,0,0,0,0,0,
2735,0,0,0,0,0,0,0,0,0,0,
2736,0,1,0,0,0,0,0,0,0,0,
2737,1,1,0,0.476805,0.717424,0,0,0,0,0,
2738,2,0,0,2.30884,0,0,0,0,0,0,
2739,1,0,0,0.57996,0,0,0,0,0,0,
2740,1,0,0,0,0,0,0,0,0,0,
2741,0,1,0,0,2.67635,0,0,0,0,0,
2742,3,0,0,0,0,0,0,0,3,0,
2743,2,0,0,0.524148,0,0,0,0,0,0,
2744,0,1,0,0,0,0,0,0,0,0,
2745,4,0,0,nan,0,0,0,0,0,0,
2746,5,0,0,1.52448,0,0,0,0,0,0,
2747,4,0,0,2.40236,0,0,0,0,0,0,
2748,0,1,0,0,2.45851,0,0,0,0,1,
2749,5,1,0,2.60926,1.76124,0,0,0,0,0,
2750,1,0,0,0,0,0,0,0,3,0,
2751,4,0,0,0.649085,0,0,0,0,1,0,
2752,0,1,0,0,0.254745,0,0,0,0,0,
2753,1,0,0,0.768178,0,0,0,0,0,0,
2754,3,0,0,1.49076,0,0,0,0,0,0,
2755,3,0,0,2.76005,0,0,0,0,1,0,
2756,1,0,0,0,0,0,0,0,0,0,
2757,0,0,0,0,0,0,0,0,0,0,
2758,1,0,0,0,0,0,0,0,0,0,
2759,1,0,0,2.18357,0,0,0,0,0,0,
2760,0,0,0,0,0,0,0,0,0,0,
2761,2,0,0,1.2812,0,0,0,0,0,0,
2762,3,0,0,0.25178,0,0,0,0,0,0,
2763,1,0,0,0.430062,0,0,0,0,0,0,
2764,1,0,0,0.410655,0,0,0,0,1,0,
2765,1,0,0,0.140982,0,0,0,0,1,0,
2766,2,0,0,1.60331,0,0,0,0,1,0,
2767,1,0,0,0.467178,0,0,0,0,2,0,
2768,1,1,0,2.69973,0.539284,0,0,0,0,0,
2769,2,0,0,2.81533,0,0,0,0,0,0,
2770,4,0,0,1.12593,0,0,0,0,0,0,
2771,2,0,0,0.600919,0,0,0,0,3,0,
2772,0,1,0,0,1.65363,0,0,0,0,0,
2773,6,0,0,0.988838,0,0,0,0,0,0,
2774,0,1,0,0,0,0,0,0,0,0,
2775,1,0,0,0,0,0,0,0,0,0,
2776,3,0,0,2.47421,0,0,0,0,0,0,
2777,3,0,0,0.62238,0,0,0,0,0,0,
2778,2,1,0,0.288423,0.42041,0,0,0,0,0,
2779,0,0,1,0,0,0,0,0,0,1,
2780,2,0,0,0.176897,0,0,0,0,1,0,
2781,2,0,0,0.42021,0,0,0,0,1,0,
2782,0,1,0,0,0,0,0,0,0,0,
2783,3,1,0,0.349629,0.755619,0,0,0,0,0,
2784,2,1,0,1.13192,0.361441,0,0,0,0,0,
2785,5,0,0,2.19774,0,0,0,0,2,0,
2786,1,0,0,2.78146,0,0,0,0,0,0,
2787,1,0,0,2.79899,0,0,0,0,0,0,
2788,8,0,0,2.53188,0,0,0,0,0,0,
2789,2,0,0,0.519672,0,0,0,0,0,0,
2790,0,0,0,0,0,0,0,0,0,0,
2791,0,1,0,0,1.76649,0,0,0,0,0,
2792,0,0,0,0,0,0,0,0,0,0,
2793,4,0,0,2.04482,0,0,0,0,0,0,
2794,1,1,0,0.317159,0.398146,0,0,0,0,0,
2795,2,0,0,2.59623,0,0,0,0,0,0,
2796,1,0,0,0.751606,0,0,0,0,0,1,
2797,0,0,0,0,0,0,0,0,0,0,
2798,2,0,0,0.450679,0,0,0,0,0,0,
2799,1,0,0,2.56259,0,0,0,0,0,0,
2800,1,0,0,2.51971,0,0,0,0,0,0,
2801,1,0,0,0.289404,0,0,0,0,1,0,
2802,1,0,0,1.67253,0,0,0,0,0,0,
2803,3,1,0,nan,1.15247,0,0,0,0,0,
2804,2,1,0,2.68856,0,0,0,0,0,0,
2805,5,0,0,1.0944,0,0,0,0,0,0,
2806,3,0,0,0.527979,0,0,0,0,2,0,
2807,2,0,0,0.355394,0,0,0,0,0,0,
2808,1,0,1,0.637852,0,0,0,0,0,0,
2809,0,0,0,0,0,0,0,0,0,0,
2810,5,0,0,0.417694,0,0,0,0,0,0,
2811,3,0,0,1.9605,0,0,0,0,0,0,
2812,3,1,0,0.34609,1.41657,0,0,0,0,0,
2813,2,0,0,2.51753,0,0,0,0,0,1,
2814,1,0,0,0.359329,0,0,0,0,0,0,
2815,1,0,0,1.15993,0,0,0,0,1,1,
2816,1,0,0,1.41283,0,0,0,0,0,1,
2817,3,0,0,2.98023e-08,0,0,0,0,1,0,
2818,1,0,0,0,0,0,0,0,0,0,
2819,2,0,0,0.995628,0,0,0,0,0,0,
2820,7,0,1,0.582224,0,0,0,0,1,0,
2821,1,0,0,1.58685,0,0,0,0,0,0,
2822,1,1,0,1.06798,0.556873,0,0,0,0,0,
2823,1,0,0,0.414462,0,0,0,0,0,0,
2824,1,0,0,3.06197,0,0,0,0,0,0,
2825,2,0,0,2.51086,0,0,0,0,0,0,
2826,2,0,0,2.98307,0,0,0,0,0,0,
2827,3,0,0,2.13767,0,0,0,0,0,0,
2828,2,0,0,0.979332,0,0,0,0,0,0,
2829,1,0,0,0.188358,0,0,0,0,1,0,
2830,1,0,0,0,0,0,0,0,0,0,
2831,1,0,0,2.61776,0,0,0,0,0,0,
2832,4,0,0,0.615061,0,0,0,0,0,0,
2833,7,0,0,2.57294,0,0,0,0,0,0,
2834,1,0,0,0.606299,0,0,0,0,2,0,
2835,10,0,1,1.13489,0,0,0,0,2,0,
2836,2,0,0,0.878543,0,0,0,0,0,0,
2837,1,0,0,0,0,0,0,0,0,0,
2838,1,0,0,2.56506,0,0,0,0,0,0,
2839,0,0,0,0,0,0,0,0,0,0,
2840,1,0,0,0,0,0,0,0,0,0,
2841,1,0,0,0,0,0,0,0,0,0,
2842,2,1,0,2.65121,0.929037,0,0,0,0,0,
2843,5,0,0,1.41025,0,0,0,0,1,0,
2844,3,0,0,0.954664,0,0,0,0,0,0,
2845,4,1,0,1.09473,0.319198,0,0,0,0,0,
2846,0,2,0,0,0.931968,0,0,0,0,0,
2847,2,0,0,2.10734e-08,0,0,0,0,0,0,
2848,0,0,0,0,0,0,0,0,1,0,
2849,1,0,0,0.749365,0,0,0,0,0,0,
2850,4,0,0,0.31924,0,0,0,0,0,0,
2851,0,1,0,0,2.25728,0,0,0,0,0,
2852,7,2,0,2.57912,1.83138,0,0,0,0,0,
2853,0,0,0,0,0,0,0,0,0,0,
2854,5,0,0,0.842601,0,0,0,0,0,0,
2855,0,0,0,0,0,0,0,0,0,0,
2856,6,0,0,0.346702,0,0,0,0,0,0,
2857,2,0,0,0.122859,0,0,0,0,0,0,
2858,2,1,0,0.629521,2.22721,0,0,0,2,0,
2859,0,0,0,0,0,0,0,0,2,0,
2860,1,0,0,0.515523,0,0,0,0,0,0,
2861,1,0,0,0.171705,0,0,0,0,1,0,
2862,1,1,0,2.83247,0.449506,0,0,0,0,0,
2863,3,0,0,0.787036,0,0,0,0,0,0,
2864,0,0,0,0,0,0,0,0,0,0,
2865,1,0,0,2.5434,0,0,0,0,0,0,
2866,3,0,0,0.374152,0,0,0,0,0,0,
2867,1,1,0,0.327525,0.638541,0,0,0,0,0,
2868,0,0,0,0,0,0,0,0,0,0,
2869,1,1,0,2.09606,0.508689,0,0,0,0,0,
2870,0,1,0,0,1.91402,0,0,0,0,0,
2871,0,0,0,0,0,0,0,0,0,1,
2872,5,0,1,0.478857,0,0,0,0,1,0,
2873,0,0,0,0,0,0,0,0,1,0,
2874,1,0,0,0.243812,0,0,0,0,1,0,
2875,0,1,0,0,2.08126,0,0,0,0,0,
2876,2,0,0,0.0404496,0,0,0,0,0,0,
2877,5,0,0,0.137657,0,0,0,0,0,0,
2878,1,0,0,0,0,0,0,0,0,0,
2879,1,0,0,1.7515,0,0,0,0,0,0,
2880,2,0,0,1.79797,0,0,0,0,0,0,
2881,1,0,0,0.322385,0,0,0,0,1,0,
2882,2,0,0,1.49012e-08,0,0,0,0,0,0,
2883,0,0,0,0,0,0,0,0,0,0,
2884,2,1,0,0.681405,1.49924,0,0,0,2,0,
2885,6,0,0,2.56565,0,0,0,0,0,0,
2886,1,0,0,2.18551,0,0,0,0,0,1,
2887,1,0,0,2.43459,0,0,0,0,0,0,
2888,2,0,0,0,0,0,0,0,0,0,
2889,0,0,1,0,0,0,0,0,1,0,
2890,0,0,1,0,0,0,0,0,0,0,
2891,2,0,0,0.805792,0,0,0,0,1,0,
2892,2,0,0,0.242905,0,0,0,0,0,0,
2893,2,0,0,1.52788,0,0,0,0,0,0,
2894,2,0,0,1.10034,0,0,0,0,1,0,
2895,0,1,0,0,0.703006,0,0,0,0,0,
2896,0,0,0,0,0,0,0,0,2,1,
2897,1,0,0,0.253464,0,0,0,0,0,0,
2898,6,1,0,0.123384,0.590241,0,0,0,0,0,
2899,3,0,0,0.882135,0,0,0,0,0,0,
2900,5,1,0,1.27553,0.424186,0,0,0,2,0,
2901,3,0,0,nan,0,0,0,0,0,0,
2902,0,0,0,0,0,0,0,0,0,0,
2903,1,0,0,1.08009,0,0,0,0,0,0,
2904,8,0,0,2.10734e-08,0,0,0,0,0,0,
2905,2,1,0,0.899462,0,0,0,0,0,0,
2906,3,0,0,0.57704,0,0,0,0,2,0,
2907,3,0,0,2.17144,0,0,0,0,1,0,
2908,5,0,0,2.36726,0,0,0,0,0,0,
2909,0,0,0,0,0,0,0,0,1,0,
2910,1,0,0,2.92925,0,0,0,0,0,0,
2911,5,0,0,nan,0,0,0,0,0,0,
2912,2,0,0,1.86366,0,0,0,0,0,0,
2913,4,0,0,2.10734e-08,0,0,0,0,0,0,
2914,2,0,0,1.11593,0,0,0,0,0,0,
2915,0,0,0,0,0,0,0,0,0,1,
2916,1,0,0,0,0,0,0,0,0,0,
2917,5,0,0,0.101675,0,0,0,0,0,0,
2918,4,2,0,0.679841,1.22119,0,0,0,0,0,
2919,0,1,0,0,2.55433,0,0,0,0,0,
2920,1,0,0,2.71955,0,0,0,0,0,1,
2921,0,1,0,0,1.59346,0,0,0,0,0,
2922,2,0,0,0.953752,0,0,0,0,1,0,
2923,2,1,0,0.443734,1.02743,0,0,0,0,0,
2924,1,0,0,2.55005,0,0,0,0,0,0,
2925,2,0,0,0,0,0,0,0,1,0,
2926,1,0,0,2.01472,0,0,0,0,0,0,
2927,1,0,0,1.20416,0,0,0,0,0,1,
2928,3,2,0,0.602743,0.13559,0,0,0,0,0,
2929,2,2,0,2.2247,0.176492,0,0,0,0,0,
2930,1,0,0,0.283194,0,0,0,0,1,0,
2931,2,0,0,2.8667,0,0,0,0,0,0,
2932,1,0,0,1.09778,0,0,0,0,1,0,
2933,2,0,0,0.932609,0,0,0,0,0,0,
2934,1,1,0,0.750423,0.258737,0,0,0,0,0,
2935,1,0,0,0.572718,0,0,0,0,0,0,
2936,3,1,0,0.905859,0.563734,0,0,0,0,0,
2937,2,0,0,0.693831,0,0,0,0,0,0,
2938,3,2,0,1.23355,1.88912,0,0,0,0,0,
2939,5,0,0,2.71683,0,0,0,0,0,0,
2940,8,0,0,1.33368,0,0,0,0,0,0,
2941,2,1,0,0.660122,0.845198,0,0,0,0,0,
2942,1,0,0,2.2396,0,0,0,0,0,0,
2943,3,0,0,0.360686,0,0,0,0,1,0,
2944,0,0,0,0,0,0,0,0,1,1,
2945,1,0,0,2.10734e-08,0,0,0,0,1,0,
2946,1,0,0,0.400317,0,0,0,0,0,1,
2947,6,0,0,2.98023e-08,0,0,0,0,0,0,
2948,4,0,0,0.455398,0,0,0,0,3,0,
2949,2,0,0,nan,0,0,0,0,0,0,
2950,4,0,0,0.218764,0,0,0,0,0,0,
2951,3,0,0,2.15271,0,0,0,0,1,0,
2952,0,0,0,0,0,0,0,0,0,0,
2953,3,0,0,0.657153,0,0,0,0,0,0,
2954,1,0,0,0,0,0,0,0,0,0,
2955,0,1,0,0,0.84718,0,0,0,0,0,
2956,2,0,0,1.15477,0,0,0,0,0,0,
2957,2,0,1,0.673219,0,0,0,0,0,0,
2958,2,0,0,0.911663,0,0,0,0,1,0,
2959,4,0,0,1.37788,0,0,0,0,0,0,
2960,1,0,0,1.22931,0,0,0,0,2,1,
2961,3,0,0,0.872622,0,0,0,0,0,0,
2962,2,1,0,0.400325,0.383242,0,0,0,0,0,
2963,1,0,0,0,0,0,0,0,0,0,
2964,1,0,1,0.455385,0,0,0,0,0,0,
