eventID,numReachedDown,numReachedUp,numPE,
1020,684,532,1216,
1021,1452,1192,2644,
1022,629,492,1121,
1026,1281,1007,2288,
1033,1904,1472,3376,
1036,271,221,492,
1037,526,373,899,
1039,1212,966,2178,
1043,212,133,345,
1044,1202,997,2199,
1045,563,398,961,
1046,1141,938,2079,
1047,1542,1148,2690,
1048,1916,1390,3306,
1049,12,4,16,
1050,761,581,1342,
1054,1218,956,2174,
1055,278,196,474,
1056,1032,778,1810,
1058,1302,1074,2376,
1059,1150,898,2048,
1060,778,656,1434,
1061,1069,834,1903,
1062,209,149,358,
1066,939,614,1553,
1071,733,544,1277,
1076,309,235,544,
1078,107,49,156,
1080,245,213,458,
1081,333,253,586,
1082,1508,1127,2635,
1083,252,209,461,
1084,1238,1038,2276,
1086,746,571,1317,
1092,599,446,1045,
1096,1436,1002,2438,
1098,360,279,639,
1099,267,184,451,
1100,1635,1168,2803,
1102,1188,858,2046,
1104,884,752,1636,
1105,427,366,793,
1106,625,458,1083,
1107,613,487,1100,
1109,268,248,516,
1110,77,51,128,
1113,1145,901,2046,
1114,1215,945,2160,
1115,604,474,1078,
1116,728,563,1291,
1118,660,506,1166,
1119,356,277,633,
1120,439,356,795,
1123,1334,841,2175,
1124,431,331,762,
1127,889,677,1566,
1131,922,757,1679,
1134,1214,911,2125,
1135,596,525,1121,
1137,612,481,1093,
1139,955,785,1740,
1140,922,702,1624,
1143,1295,1060,2355,
1145,1076,867,1943,
1146,1301,1034,2335,
1147,379,301,680,
1148,855,712,1567,
1153,217,175,392,
1161,18,18,36,
1162,964,818,1782,
1163,1167,945,2112,
1164,1381,1101,2482,
1166,150,117,267,
1167,1124,901,2025,
1170,722,548,1270,
1174,1537,1187,2724,
1175,570,464,1034,
1177,525,426,951,
1180,63,47,110,
1182,91,72,163,
1183,506,417,923,
1184,179,117,296,
1185,810,560,1370,
1188,833,618,1451,
1189,1417,1042,2459,
1191,74,45,119,
1192,1334,1010,2344,
1193,121,118,239,
1195,1197,894,2091,
1196,779,534,1313,
1197,1135,816,1951,
1201,1168,940,2108,
1203,1062,855,1917,
1208,270,215,485,
1209,1013,770,1783,
1210,67,64,131,
1214,1607,1116,2723,
1216,1208,1002,2210,
1218,733,565,1298,
1219,998,765,1763,
1221,20,18,38,
1222,1091,848,1939,
1224,236,237,473,
1225,983,835,1818,
1228,1186,914,2100,
1229,1364,1166,2530,
1232,641,414,1055,
1237,801,665,1466,
1238,746,540,1286,
1239,121,99,220,
1240,1212,971,2183,
1242,294,229,523,
1246,1118,820,1938,
1247,829,629,1458,
1248,1361,1114,2475,
1252,37,25,62,
1253,1298,977,2275,
1257,1397,1083,2480,
1258,23,18,41,
1259,272,197,469,
1262,284,247,531,
1263,1124,936,2060,
1264,693,603,1296,
1265,464,425,889,
1266,1193,890,2083,
1275,40,28,68,
1276,532,426,958,
1277,411,350,761,
1280,700,550,1250,
1282,1068,874,1942,
1284,1140,909,2049,
1285,1160,893,2053,
1288,1228,987,2215,
1290,1279,1002,2281,
1291,416,331,747,
1295,112,80,192,
1297,156,106,262,
1298,637,521,1158,
1299,1121,867,1988,
1300,200,133,333,
1301,966,807,1773,
1304,673,503,1176,
1305,1133,924,2057,
1306,391,307,698,
1309,1276,957,2233,
1311,410,295,705,
1312,628,449,1077,
1315,1171,931,2102,
1316,891,661,1552,
1317,606,498,1104,
1319,491,376,867,
1321,583,499,1082,
1323,306,264,570,
1324,1415,1127,2542,
1327,1776,1464,3240,
1330,721,575,1296,
1331,128,114,242,
1332,1242,753,1995,
1334,1890,1452,3342,
1337,138,99,237,
1338,1569,1060,2629,
1339,1401,1090,2491,
1343,1825,1493,3318,
1344,923,722,1645,
1346,1346,1069,2415,
1348,1877,1445,3322,
1349,1256,980,2236,
1350,225,168,393,
1356,859,666,1525,
1359,1382,1077,2459,
1361,42,36,78,
1363,492,398,890,
1364,411,355,766,
1367,1275,988,2263,
1368,189,112,301,
1369,1266,885,2151,
1371,1030,837,1867,
1374,699,564,1263,
1375,188,151,339,
1376,141,99,240,
1378,80,61,141,
1382,106,72,178,
1384,215,161,376,
1388,704,553,1257,
1391,1047,828,1875,
1393,587,455,1042,
1399,1182,922,2104,
1401,302,233,535,
1402,391,286,677,
1403,1087,766,1853,
1404,441,347,788,
1406,1135,896,2031,
1409,145,99,244,
1411,701,539,1240,
1412,377,325,702,
1414,567,409,976,
1416,1175,1019,2194,
1417,1835,1444,3279,
1419,731,658,1389,
1420,911,661,1572,
1421,566,453,1019,
1425,1181,954,2135,
1426,866,762,1628,
1427,806,569,1375,
1429,330,250,580,
1432,152,92,244,
1433,495,353,848,
1435,449,402,851,
1438,845,813,1658,
1439,4,3,7,
1440,66,59,125,
1441,935,765,1700,
1443,413,320,733,
1444,1177,907,2084,
1446,43,32,75,
1450,1426,1076,2502,
1453,834,675,1509,
1454,317,241,558,
1455,503,537,1040,
1456,21,14,35,
1458,40,22,62,
1462,137,96,233,
1463,16,6,22,
1464,53,27,80,
1467,661,573,1234,
1469,891,678,1569,
1470,245,170,415,
1472,383,294,677,
1473,1337,1074,2411,
1475,166,112,278,
1481,901,699,1600,
1482,325,216,541,
1483,261,196,457,
1485,223,189,412,
1486,283,207,490,
1490,710,543,1253,
1491,118,80,198,
1493,218,170,388,
1494,1347,1042,2389,
1496,1003,816,1819,
1498,1054,838,1892,
1499,1369,1000,2369,
1500,1117,795,1912,
1503,457,338,795,
1505,2010,1373,3383,
1506,394,288,682,
1508,65,42,107,
1509,94,66,160,
1510,1057,798,1855,
1513,776,606,1382,
1514,888,701,1589,
1515,153,113,266,
1517,313,242,555,
1518,461,411,872,
1520,1824,1572,3396,
1521,1304,989,2293,
1522,926,705,1631,
1523,954,835,1789,
1525,255,200,455,
1526,1368,1107,2475,
1527,54,35,89,
1528,49,46,95,
1532,139,94,233,
1535,1086,935,2021,
1537,173,129,302,
1538,754,532,1286,
1541,154,98,252,
1542,548,458,1006,
1543,374,325,699,
1545,724,589,1313,
1546,1136,851,1987,
1547,960,797,1757,
1549,1504,1116,2620,
1550,985,768,1753,
1551,783,597,1380,
1552,57,51,108,
1553,507,375,882,
1556,886,744,1630,
1558,1102,922,2024,
1559,897,655,1552,
1560,1151,965,2116,
1563,1800,1490,3290,
1565,415,325,740,
1566,450,371,821,
1567,1227,947,2174,
1568,1348,1104,2452,
1569,200,173,373,
1570,573,413,986,
1571,922,695,1617,
1572,746,567,1313,
1573,255,186,441,
1574,1867,1534,3401,
1575,965,739,1704,
1577,1884,1465,3349,
1578,1208,916,2124,
1579,578,447,1025,
1581,783,638,1421,
1582,810,685,1495,
1583,513,401,914,
1585,369,291,660,
1589,1101,917,2018,
1590,1085,799,1884,
1591,1149,850,1999,
1592,324,269,593,
1593,505,480,985,
1594,459,347,806,
1597,541,410,951,
1598,139,130,269,
1599,1847,1465,3312,
1601,1160,884,2044,
1602,740,570,1310,
1603,51,38,89,
1607,1872,1402,3274,
1610,569,431,1000,
1611,1316,1039,2355,
1613,1575,1194,2769,
1614,94,70,164,
1615,873,666,1539,
1616,925,675,1600,
1618,657,496,1153,
1620,1131,849,1980,
1621,1186,835,2021,
1622,275,220,495,
1624,1105,858,1963,
1625,552,474,1026,
1626,278,211,489,
1627,852,697,1549,
1629,1067,861,1928,
1633,1150,884,2034,
1647,69,57,126,
1651,1172,946,2118,
1653,1370,1209,2579,
1656,1841,1476,3317,
1657,661,553,1214,
1661,465,297,762,
1662,39,35,74,
1663,1052,911,1963,
1666,1345,981,2326,
1667,145,118,263,
1669,330,266,596,
1676,100,78,178,
1677,1149,969,2118,
1678,1520,1150,2670,
1680,700,558,1258,
1681,1101,887,1988,
1686,1414,1121,2535,
1689,274,212,486,
1690,529,449,978,
1691,1196,918,2114,
1694,1391,1081,2472,
1701,1364,1135,2499,
1702,772,634,1406,
1706,404,370,774,
1707,1239,993,2232,
1708,899,688,1587,
1710,899,664,1563,
1711,292,233,525,
1715,694,488,1182,
1716,1362,1143,2505,
1717,146,126,272,
1719,1542,1253,2795,
1720,345,251,596,
1721,20,12,32,
1722,1898,1391,3289,
1723,252,190,442,
1726,216,173,389,
1729,1159,919,2078,
1731,1905,1531,3436,
1732,276,214,490,
1733,977,798,1775,
1734,1352,984,2336,
1735,1196,936,2132,
1737,1054,819,1873,
1738,135,142,277,
1742,904,669,1573,
1743,597,460,1057,
1746,151,118,269,
1747,1387,1040,2427,
1748,1021,772,1793,
1749,755,540,1295,
1753,299,209,508,
1754,860,570,1430,
1755,711,603,1314,
1757,151,115,266,
1758,1008,898,1906,
1760,456,357,813,
1761,278,205,483,
1762,1678,1098,2776,
1763,921,765,1686,
1764,1253,982,2235,
1765,1024,780,1804,
1766,1573,1149,2722,
1768,951,748,1699,
1769,965,808,1773,
1770,489,355,844,
1771,801,628,1429,
1772,1208,964,2172,
1775,92,70,162,
1779,740,569,1309,
1780,878,714,1592,
1781,637,495,1132,
1783,265,207,472,
1786,932,764,1696,
1788,653,509,1162,
1789,1218,886,2104,
1794,237,196,433,
1795,1352,1041,2393,
1798,1029,857,1886,
1800,1832,1493,3325,
1801,1186,961,2147,
1804,1279,1072,2351,
1808,1036,793,1829,
1809,428,302,730,
1810,590,426,1016,
1813,958,739,1697,
1815,1860,1525,3385,
1816,1351,1055,2406,
1819,828,679,1507,
1821,1197,918,2115,
1822,365,272,637,
1823,433,356,789,
1824,1435,1102,2537,
1825,299,243,542,
1827,746,614,1360,
1830,828,654,1482,
1831,508,412,920,
1832,1203,905,2108,
1833,1158,874,2032,
1835,29,18,47,
1837,1089,893,1982,
1838,435,337,772,
1839,1180,970,2150,
1840,473,370,843,
1841,957,742,1699,
1842,601,469,1070,
1845,28,20,48,
1848,201,143,344,
1850,430,292,722,
1851,1199,999,2198,
1854,1855,1404,3259,
1855,455,370,825,
1857,633,497,1130,
1858,1844,1490,3334,
1866,1239,995,2234,
1868,393,279,672,
1870,516,398,914,
1871,554,495,1049,
1874,622,459,1081,
1884,1088,867,1955,
1886,730,554,1284,
1887,1389,1074,2463,
1888,1326,964,2290,
1889,1277,1006,2283,
1890,1172,956,2128,
1891,156,121,277,
1892,1167,868,2035,
1896,76,43,119,
1900,906,704,1610,
1904,1160,958,2118,
1905,639,510,1149,
1907,219,127,346,
1908,102,74,176,
1910,597,469,1066,
1911,892,705,1597,
1912,1115,880,1995,
1915,734,483,1217,
1916,685,530,1215,
1917,187,151,338,
1919,1054,786,1840,
1925,978,779,1757,
1926,115,95,210,
1927,164,151,315,
1928,1129,882,2011,
1930,487,434,921,
1931,572,450,1022,
1936,763,623,1386,
1941,332,260,592,
1942,449,421,870,
1943,1706,1326,3032,
1944,117,68,185,
1946,396,290,686,
1947,717,555,1272,
1948,1277,1086,2363,
1949,80,62,142,
1950,13,9,22,
1952,1195,1005,2200,
1954,1394,1172,2566,
1955,1028,812,1840,
1956,56,43,99,
1958,719,599,1318,
1959,1228,913,2141,
1960,949,733,1682,
1961,1108,959,2067,
1963,1040,783,1823,
1968,681,575,1256,
1969,1208,949,2157,
1970,490,407,897,
1972,214,166,380,
1973,241,194,435,
1974,675,487,1162,
1976,274,217,491,
1977,1382,1113,2495,
1978,772,573,1345,
1979,1029,925,1954,
1980,204,135,339,
1982,982,766,1748,
1984,1413,1007,2420,
1985,626,555,1181,
1988,937,734,1671,
1990,1274,1028,2302,
1991,1501,1254,2755,
1993,1087,850,1937,
1994,1194,997,2191,
1997,1365,1131,2496,
1998,1301,970,2271,
1999,731,600,1331,
2000,1324,1058,2382,
2001,861,669,1530,
2006,1441,1081,2522,
2007,446,316,762,
2008,1114,873,1987,
2011,867,678,1545,
2013,1008,772,1780,
2015,499,422,921,
2016,1097,761,1858,
2021,1410,972,2382,
2022,131,103,234,
2023,1133,868,2001,
2026,127,93,220,
2032,1435,1133,2568,
2033,821,663,1484,
2039,316,262,578,
2040,1977,1445,3422,
2041,545,465,1010,
2042,1364,1213,2577,
2043,1003,786,1789,
2046,952,783,1735,
2047,556,402,958,
2050,1731,1302,3033,
2052,1315,1109,2424,
2053,684,628,1312,
2054,167,123,290,
2056,1290,983,2273,
2059,1898,1391,3289,
2062,674,500,1174,
2064,1235,951,2186,
2069,860,672,1532,
2070,1233,964,2197,
2071,802,640,1442,
2073,1880,1494,3374,
2075,149,99,248,
2076,1184,958,2142,
2078,328,264,592,
2079,1381,1133,2514,
2081,1276,940,2216,
2082,57,40,97,
2083,1187,905,2092,
2084,1011,731,1742,
2085,875,639,1514,
2086,346,243,589,
2088,154,131,285,
2093,1340,1132,2472,
2094,1321,998,2319,
2095,960,765,1725,
2096,1072,846,1918,
2099,680,553,1233,
2102,688,533,1221,
2103,219,190,409,
2108,20,11,31,
2109,1876,1409,3285,
2110,1518,1272,2790,
2114,573,470,1043,
2115,495,378,873,
2117,211,154,365,
2120,1073,871,1944,
2123,774,629,1403,
2124,670,527,1197,
2126,498,393,891,
2129,889,682,1571,
2130,1851,1435,3286,
2131,368,287,655,
2132,1216,976,2192,
2133,833,635,1468,
2135,1041,764,1805,
2137,1247,932,2179,
2140,695,570,1265,
2141,24,21,45,
2142,396,327,723,
2143,1089,946,2035,
2144,22,20,42,
2146,1614,1169,2783,
2147,1182,885,2067,
2149,1225,973,2198,
2150,1060,853,1913,
2151,182,151,333,
2152,328,259,587,
2153,1209,987,2196,
2154,242,191,433,
2156,853,839,1692,
2160,786,644,1430,
2166,1164,938,2102,
2167,1033,839,1872,
2168,911,666,1577,
2169,613,501,1114,
2171,928,690,1618,
2172,211,160,371,
2180,289,292,581,
2186,427,362,789,
2187,1241,929,2170,
2188,1139,895,2034,
2192,885,685,1570,
2193,811,624,1435,
2195,69,54,123,
2199,1915,1413,3328,
2200,606,542,1148,
2201,958,806,1764,
2202,1568,1254,2822,
2204,1353,1119,2472,
2206,230,188,418,
2208,399,288,687,
2210,1101,925,2026,
2211,728,592,1320,
2215,523,434,957,
2217,1240,943,2183,
2218,1933,1451,3384,
2219,177,146,323,
2223,1120,900,2020,
2227,1954,1349,3303,
2230,849,687,1536,
2231,1228,877,2105,
2233,496,384,880,
2235,1209,1006,2215,
2237,772,570,1342,
2239,9,4,13,
2241,108,83,191,
2244,514,378,892,
2245,1112,754,1866,
2248,759,586,1345,
2252,26,15,41,
2253,101,81,182,
2254,1370,1055,2425,
2256,170,139,309,
2257,1293,1068,2361,
2258,1535,1189,2724,
2259,1248,901,2149,
2262,91,59,150,
2263,269,240,509,
2264,399,300,699,
2265,620,491,1111,
2266,1162,881,2043,
2269,451,358,809,
2271,165,157,322,
2273,414,336,750,
2276,1204,972,2176,
2282,591,443,1034,
2287,1813,1502,3315,
2288,641,472,1113,
2290,219,157,376,
2292,400,290,690,
2293,1453,927,2380,
2295,268,216,484,
2298,1441,1171,2612,
2301,49,39,88,
2302,203,144,347,
2304,641,519,1160,
2305,985,764,1749,
2309,1068,816,1884,
2310,662,528,1190,
2313,905,715,1620,
2315,166,145,311,
2317,1505,1189,2694,
2319,299,246,545,
2320,1177,854,2031,
2323,694,499,1193,
2324,971,736,1707,
2325,1185,854,2039,
2326,1328,1140,2468,
2331,1240,997,2237,
2332,1323,962,2285,
2336,576,454,1030,
2337,581,479,1060,
2339,697,560,1257,
2345,123,110,233,
2347,518,438,956,
2350,28,30,58,
2351,1404,1051,2455,
2353,1171,898,2069,
2354,658,500,1158,
2355,683,604,1287,
2356,720,673,1393,
2357,354,353,707,
2358,332,275,607,
2360,1782,1523,3305,
2361,1044,875,1919,
2364,472,395,867,
2366,1166,955,2121,
2367,1482,1253,2735,
2368,1166,927,2093,
2372,274,209,483,
2373,923,722,1645,
2374,1037,842,1879,
2376,577,429,1006,
2378,1284,1056,2340,
2379,298,226,524,
2381,543,440,983,
2382,1087,894,1981,
2383,1221,898,2119,
2386,751,632,1383,
2387,506,386,892,
2388,342,217,559,
2390,1452,1103,2555,
2391,1225,940,2165,
2392,627,555,1182,
2393,1814,1488,3302,
2394,1302,1102,2404,
2395,866,664,1530,
2396,1006,772,1778,
2399,1184,1010,2194,
2401,885,725,1610,
2402,1207,899,2106,
2403,906,722,1628,
2405,734,552,1286,
2410,1170,953,2123,
2411,384,310,694,
2415,750,540,1290,
2418,1827,1483,3310,
2419,898,702,1600,
2420,97,59,156,
2422,767,585,1352,
2423,1207,955,2162,
2427,260,215,475,
2428,106,90,196,
2430,1145,883,2028,
2432,62,53,115,
2433,1150,875,2025,
2435,1130,882,2012,
2436,1406,1123,2529,
2439,464,350,814,
2440,1365,1038,2403,
2441,245,218,463,
2442,202,154,356,
2446,962,747,1709,
2448,979,815,1794,
2449,150,120,270,
