process,distance,
conv,50.8963,
conv,31.1694,
conv,13.5682,
conv,48.973,
conv,13.786,
conv,30.1094,
conv,25.7525,
compt,36.6437,
conv,32.0519,
conv,32.4525,
conv,46.1735,
conv,18.537,
conv,16.6045,
conv,11.1273,
conv,58.8133,
conv,84.7888,
compt,18.776,
conv,27.9916,
conv,39.1218,
conv,17.818,
conv,24.6335,
conv,72.5007,
conv,100.072,
conv,14.8254,
compt,16.1175,
conv,48.2499,
conv,37.4566,
conv,44.4305,
conv,15.9918,
conv,13.6941,
conv,35.731,
conv,27.0023,
conv,34.8111,
compt,32.9388,
conv,11.0401,
conv,11.475,
conv,74.1758,
conv,58.0779,
conv,22.8437,
conv,18.1927,
conv,15.8971,
conv,41.4053,
conv,10.2241,
