process,distance,
compt,22.0156,
compt,58.1079,
compt,53.3562,
conv,33.6435,
compt,16.1052,
compt,24.4812,
compt,96.2589,
conv,21.5212,
compt,50.7846,
conv,11.4932,
compt,29.8187,
conv,45.7379,
compt,35.2818,
conv,35.2536,
compt,24.34,
compt,70.6457,
conv,13.6454,
compt,45.7344,
compt,68.5798,
compt,91.8171,
compt,15.1266,
compt,17.2597,
compt,39.5672,
compt,12.9457,
compt,35.8812,
compt,40.9361,
compt,108.738,
conv,26.2991,
compt,31.1628,
compt,36.2394,
conv,17.5995,
compt,84.6135,
compt,44.5503,
compt,39.4449,
conv,32.6099,
conv,48.7043,
compt,17.779,
compt,26.7206,
conv,13.7019,
compt,27.6249,
compt,33.543,
compt,37.6171,
compt,39.6157,
compt,18.4342,
compt,17.2928,
compt,53.7453,
compt,31.9884,
compt,44.9864,
compt,10.4644,
compt,21.303,
compt,37.9844,
compt,10.8415,
compt,32.8351,
compt,22.3244,
compt,67.6114,
compt,30.7239,
conv,58.6339,
compt,47.6822,
compt,25.7077,
compt,23.2919,
compt,23.6015,
compt,20.668,
compt,60.3589,
compt,26.4382,
compt,42.1121,
compt,49.4999,
compt,46.6597,
compt,12.2896,
conv,43.5636,
compt,89.5709,
conv,24.9977,
compt,53.1903,
conv,74.0772,
compt,36.2392,
compt,12.0485,
compt,26.8752,
compt,39.0094,
compt,34.4696,
compt,22.7695,
compt,50.8152,
compt,36.2817,
compt,25.1193,
compt,15.4065,
compt,43.0533,
compt,54.4656,
compt,31.8814,
compt,36.5138,
compt,67.057,
conv,19.4523,
compt,94.966,
compt,26.6161,
conv,62.7574,
compt,22.1641,
compt,13.3945,
compt,98.5405,
compt,23.9171,
compt,11.9617,
compt,30.0778,
compt,80.546,
compt,55.6627,
compt,32.5199,
compt,23.5357,
conv,68.5711,
compt,27.003,
compt,72.1875,
conv,42.4596,
conv,30.5833,
compt,72.6385,
compt,20.3006,
compt,55.556,
conv,38.0463,
compt,54.4758,
compt,25.3342,
compt,14.4559,
conv,31.078,
compt,28.5804,
compt,32.854,
compt,83.043,
conv,20.8957,
compt,21.8781,
compt,18.4936,
compt,80.9359,
conv,68.3513,
conv,28.481,
compt,62.8396,
conv,37.3761,
compt,34.5026,
conv,11.2596,
compt,11.5565,
compt,82.5744,
compt,12.5249,
compt,83.6071,
conv,13.2232,
compt,29.1898,
conv,44.9889,
compt,28.1876,
compt,20.8092,
compt,18.3844,
compt,13.4092,
conv,76.3235,
compt,15.769,
compt,29.556,
conv,12.4795,
compt,20.8695,
compt,17.1083,
compt,58.986,
conv,51.824,
compt,36.3374,
compt,19.4487,
compt,81.2369,
compt,45.3477,
compt,33.0363,
compt,51.0153,
compt,47.2955,
compt,46.5807,
compt,31.5932,
compt,37.9991,
conv,47.1718,
compt,25.5587,
compt,22.6583,
compt,69.0531,
compt,78.2316,
compt,57.2353,
compt,18.0237,
compt,15.9857,
compt,44.8437,
conv,10.2357,
compt,46.352,
compt,35.2914,
compt,19.8425,
conv,17.4472,
compt,40.312,
compt,17.9026,
compt,19.4802,
compt,16.1977,
compt,83.5246,
compt,35.5076,
compt,20.4927,
compt,46.803,
compt,22.7649,
conv,11.9153,
compt,13.7952,
compt,17.3018,
compt,58.1869,
compt,12.1059,
compt,36.2543,
compt,42.9061,
compt,16.4981,
conv,17.2123,
compt,22.701,
compt,35.8069,
compt,16.9414,
compt,11.3988,
compt,14.3892,
compt,56.3064,
compt,35.7941,
compt,43.476,
compt,18.3761,
compt,21.4951,
compt,33.9093,
compt,48.5092,
compt,63.7077,
conv,42.8301,
conv,66.3967,
compt,21.4783,
compt,16.8881,
conv,36.9118,
conv,71.3268,
compt,15.8946,
compt,14.7905,
compt,79.2538,
compt,17.0039,
compt,28.4013,
compt,26.8808,
compt,14.8397,
conv,57.6728,
compt,12.2398,
compt,24.2273,
compt,13.9209,
compt,29.6096,
compt,44.1126,
compt,13.1487,
compt,12.7536,
compt,14.8528,
compt,55.3053,
compt,20.7521,
conv,89.0888,
compt,41.6838,
compt,51.1245,
compt,51.654,
conv,54.0699,
compt,15.9374,
conv,11.1178,
compt,20.8491,
compt,80.8318,
compt,64.331,
conv,25.8909,
compt,30.5909,
compt,10.3583,
compt,14.7677,
compt,100.959,
compt,75.9932,
compt,11.7885,
conv,10.2158,
compt,13.6825,
compt,31.5838,
compt,28.3514,
compt,26.1185,
compt,42.0598,
conv,46.7043,
compt,53.8404,
conv,11.3929,
conv,32.7493,
compt,39.5335,
conv,15.2409,
compt,11.6624,
compt,22.7685,
compt,10.5822,
conv,50.7336,
compt,10.1519,
compt,29.4543,
compt,12.1603,
compt,64.3894,
compt,39.9826,
conv,66.3639,
compt,24.9465,
compt,30.0734,
compt,23.5114,
compt,33.4549,
conv,54.6036,
compt,48.6458,
compt,37.0573,
compt,10.5198,
compt,29.4028,
conv,12.583,
compt,10.5539,
compt,44.6818,
compt,54.6951,
compt,11.5971,
compt,13.3828,
compt,33.7187,
compt,43.0994,
conv,83.6579,
compt,21.1687,
compt,32.2612,
compt,37.9858,
compt,77.4488,
compt,19.2001,
conv,25.266,
conv,14.752,
compt,52.6777,
conv,51.3677,
compt,10.6813,
compt,15.3,
compt,29.444,
compt,20.5144,
compt,44.9816,
compt,22.4364,
compt,16.1042,
compt,16.9105,
compt,45.2148,
compt,12.1612,
conv,51.019,
compt,74.1234,
compt,17.3691,
compt,20.8991,
compt,39.4174,
compt,17.5368,
conv,38.0331,
conv,52.2051,
compt,21.6391,
conv,15.8914,
compt,31.111,
conv,12.4536,
compt,81.3709,
compt,22.0563,
compt,18.143,
conv,19.949,
compt,47.6185,
compt,10.3861,
compt,18.886,
compt,14.0546,
compt,51.1634,
compt,49.2165,
conv,91.7645,
compt,16.2473,
conv,10.7084,
compt,16.9478,
compt,32.3282,
compt,28.0831,
conv,15.7146,
conv,11.9704,
conv,61.3058,
conv,49.8786,
compt,36.1906,
compt,16.7913,
compt,23.4815,
conv,54.0029,
compt,36.2788,
compt,12.1136,
compt,32.6424,
conv,108.621,
conv,13.5313,
compt,11.2992,
compt,21.4224,
compt,11.6392,
compt,30.0996,
compt,22.1346,
compt,37.4753,
compt,85.5431,
compt,46.4811,
compt,45.6939,
compt,68.0706,
compt,10.7845,
compt,89.7643,
compt,13.0698,
compt,11.4851,
compt,11.1466,
compt,45.4835,
conv,37.3424,
conv,28.5961,
compt,12.1219,
compt,15.3746,
compt,24.4625,
compt,17.438,
compt,30.0263,
compt,11.1172,
compt,16.2637,
compt,35.7514,
compt,43.9408,
conv,42.9144,
compt,37.6181,
compt,24.1921,
compt,35.9252,
conv,74.6399,
compt,41.5311,
compt,37.3308,
conv,25.1894,
conv,23.6196,
compt,11.7452,
compt,38.4607,
compt,55.372,
conv,17.8396,
conv,37.5009,
compt,36.1843,
compt,21.1068,
compt,18.9433,
compt,28.9368,
compt,15.7371,
compt,11.0384,
conv,22.2264,
compt,84.7132,
conv,11.9505,
compt,18.7889,
compt,19.5935,
compt,63.7184,
compt,33.0763,
conv,94.3061,
compt,62.4406,
compt,57.0299,
compt,22.117,
compt,21.9664,
compt,25.622,
compt,21.0636,
compt,13.1587,
compt,10.1133,
compt,13.3402,
compt,15.4266,
compt,21.8539,
compt,60.5488,
compt,98.2806,
compt,16.7517,
compt,14.3508,
compt,33.3651,
compt,11.2964,
compt,25.9851,
compt,63.3018,
conv,17.9239,
compt,19.1718,
conv,24.5859,
compt,45.5627,
compt,19.6113,
compt,43.0316,
compt,41.3749,
compt,10.6747,
compt,35.7625,
compt,23.8776,
compt,10.3573,
compt,22.5981,
compt,55.6242,
compt,33.7735,
compt,41.007,
compt,12.6554,
compt,25.6433,
compt,80.2199,
compt,34.2684,
compt,27.3122,
compt,17.5175,
compt,11.1532,
compt,12.409,
conv,47.9961,
compt,32.2652,
compt,52.4378,
compt,50.0077,
conv,23.684,
compt,13.8783,
compt,52.7026,
compt,13.5883,
compt,15.8974,
compt,17.2686,
conv,23.1872,
compt,63.1888,
compt,11.01,
compt,23.38,
compt,69.4761,
conv,15.6018,
compt,36.957,
compt,27.1077,
compt,11.1739,
compt,57.0685,
compt,36.5195,
compt,15.3635,
compt,33.087,
compt,23.5899,
compt,76.4966,
compt,37.1692,
compt,102.63,
compt,25.0604,
conv,50.4593,
compt,33.6486,
compt,15.9347,
compt,15.5356,
compt,29.3393,
compt,11.6925,
compt,42.1149,
compt,11.9754,
compt,27.5841,
conv,19.666,
compt,31.4227,
conv,38.6738,
compt,93.569,
conv,87.0749,
compt,51.5041,
compt,30.5622,
compt,61.6079,
compt,56.7657,
compt,28.9185,
compt,20.1241,
compt,36.0178,
compt,29.0544,
compt,11.7034,
conv,37.7488,
compt,12.8997,
compt,19.8071,
compt,53.4865,
compt,27.3205,
compt,30.3,
conv,18.2465,
compt,15.2438,
compt,18.8483,
compt,56.8607,
compt,15.35,
conv,15.6101,
compt,38.6917,
compt,26.3311,
compt,37.7565,
conv,35.4155,
compt,53.6095,
compt,45.2053,
compt,31.3969,
conv,10.6443,
compt,52.8106,
compt,34.8482,
conv,100.894,
compt,34.9644,
compt,21.2512,
compt,62.7028,
compt,33.44,
compt,13.9217,
compt,25.8371,
conv,82.1142,
compt,45.0402,
conv,39.8381,
compt,56.7869,
compt,15.0254,
conv,10.6616,
compt,35.9596,
compt,22.4181,
compt,52.4239,
compt,27.8894,
conv,39.7057,
compt,28.6564,
compt,26.0306,
compt,22.7161,
conv,26.3438,
compt,26.2131,
compt,21.9985,
conv,51.4366,
compt,43.8191,
compt,26.7368,
conv,21.4806,
compt,73.6391,
conv,11.1364,
compt,46.0119,
compt,12.3465,
compt,33.0709,
compt,107.688,
compt,93.1427,
compt,18.36,
compt,10.7111,
compt,83.2965,
compt,13.7464,
compt,33.1072,
conv,24.8915,
compt,37.6429,
compt,33.5617,
compt,15.4065,
compt,30.4619,
compt,25.461,
compt,34.0189,
compt,16.8823,
compt,18.4458,
compt,11.2146,
compt,34.77,
compt,37.0098,
compt,30.2576,
compt,16.2135,
conv,23.6885,
compt,14.5888,
compt,36.836,
compt,90.7149,
compt,42.7038,
compt,20.9914,
compt,50.8838,
compt,31.2226,
compt,20.834,
compt,37.3544,
conv,10.3328,
compt,17.6811,
conv,98.6851,
compt,12.835,
compt,16.4747,
compt,14.5755,
compt,30.129,
compt,47.0833,
conv,12.6477,
compt,40.7582,
compt,10.9597,
compt,21.2605,
conv,53.0026,
compt,46.7516,
compt,25.8579,
compt,39.665,
compt,19.5275,
compt,40.8131,
compt,14.7168,
compt,34.0777,
compt,12.4631,
conv,37.4266,
compt,51.1825,
compt,38.5993,
compt,37.8291,
compt,13.1164,
compt,49.7459,
compt,29.8637,
conv,31.2866,
compt,52.9034,
compt,30.2907,
compt,60.1488,
compt,36.9939,
compt,75.845,
compt,25.5369,
compt,11.7773,
compt,13.0579,
compt,55.5151,
compt,41.4059,
conv,35.7126,
compt,35.611,
compt,19.9379,
compt,22.0279,
compt,25.945,
conv,10.2601,
conv,49.5034,
compt,53.4437,
compt,33.8149,
compt,26.9797,
compt,39.5335,
compt,24.1166,
compt,82.1297,
compt,47.6644,
compt,29.4676,
compt,39.6188,
compt,14.9991,
compt,19.7039,
compt,15.5525,
compt,54.3801,
conv,84.281,
compt,17.9005,
compt,28.297,
conv,16.0806,
conv,23.9701,
compt,28.2679,
compt,17.8962,
conv,10.5765,
compt,10.8357,
compt,17.7505,
conv,27.6572,
compt,64.1982,
compt,13.1963,
compt,12.0562,
compt,20.1066,
compt,10.5854,
compt,10.9772,
compt,14.0797,
conv,70.4263,
compt,13.7502,
conv,20.0312,
compt,11.8021,
compt,27.3957,
conv,21.9737,
compt,64.5033,
compt,10.1752,
compt,22.3078,
compt,22.6984,
compt,22.1337,
compt,79.7075,
compt,12.1247,
compt,13.5204,
compt,30.5337,
compt,23.5031,
conv,14.0101,
compt,31.309,
compt,35.666,
compt,29.7625,
compt,67.4337,
compt,11.3368,
compt,21.0459,
conv,13.3549,
conv,15.3552,
compt,16.4677,
compt,49.3764,
compt,14.9327,
compt,31.5969,
compt,12.3687,
conv,20.9551,
conv,29.628,
compt,65.7743,
compt,28.2063,
compt,67.7059,
compt,25.5766,
conv,34.5644,
compt,57.371,
compt,28.5089,
compt,50.8214,
compt,14.9809,
compt,93.8166,
compt,14.2191,
conv,68.9596,
compt,30.0502,
compt,14.8928,
compt,70.6326,
compt,40.8115,
compt,14.0799,
conv,32.9915,
compt,12.2272,
compt,23.5289,
compt,16.5455,
compt,15.5843,
compt,37.9857,
compt,16.1986,
compt,74.4606,
compt,44.6432,
compt,11.1987,
conv,10.5464,
compt,37.5512,
compt,108.462,
compt,28.1383,
conv,10.5698,
conv,34.243,
compt,12.3503,
conv,24.4732,
compt,53.6365,
compt,38.2097,
conv,22.2219,
compt,33.3272,
conv,20.691,
conv,11.4224,
compt,46.0852,
conv,49.8867,
compt,16.2513,
compt,11.5264,
compt,17.4998,
conv,33.6711,
compt,17.3982,
compt,64.7582,
compt,11.9672,
compt,29.2265,
compt,17.3139,
conv,28.2937,
conv,75.3671,
conv,14.1491,
compt,25.8737,
compt,25.6756,
compt,75.1377,
compt,60.1526,
conv,16.968,
compt,68.4666,
compt,22.2356,
compt,18.9317,
compt,24.8176,
compt,18.0716,
compt,30.2753,
compt,18.3945,
compt,37.1025,
compt,102.305,
compt,21.5732,
compt,55.4018,
compt,22.9439,
compt,48.6867,
compt,15.4603,
conv,46.2857,
conv,30.844,
compt,15.6385,
compt,12.2733,
conv,42.1597,
compt,41.5305,
conv,95.9077,
conv,13.1431,
compt,36.7387,
compt,45.1105,
conv,32.4958,
compt,52.6877,
compt,18.1792,
compt,30.2947,
compt,22.5261,
compt,34.9138,
compt,40.6194,
compt,14.5169,
compt,32.6096,
conv,22.2863,
compt,29.6031,
compt,69.0023,
conv,18.3134,
compt,14.1943,
compt,21.6928,
compt,34.546,
conv,26.5901,
compt,45.9388,
compt,72.6113,
compt,43.4301,
compt,11.9122,
compt,24.1176,
compt,11.7716,
compt,39.7603,
compt,35.19,
conv,21.696,
compt,83.582,
compt,74.8011,
compt,29.9108,
compt,19.9561,
conv,56.0764,
compt,55.4266,
compt,11.6388,
conv,22.3991,
conv,19.7915,
compt,56.0994,
compt,81.7552,
compt,16.852,
compt,83.0257,
conv,28.8366,
compt,18.1628,
compt,35.1693,
compt,44.0514,
compt,54.1749,
conv,13.1358,
compt,14.976,
compt,26.4842,
compt,62.3292,
compt,23.0124,
compt,62.0512,
compt,65.2959,
compt,10.4334,
compt,29.9316,
compt,26.0841,
compt,15.3861,
compt,44.5888,
compt,43.8131,
compt,11.4568,
compt,88.4538,
compt,60.1528,
conv,43.0315,
compt,37.076,
compt,16.9403,
compt,28.1685,
phot,96.6481,
compt,23.4594,
compt,31.5135,
compt,22.6386,
compt,24.9799,
compt,15.1406,
compt,27.2992,
compt,108.022,
compt,20.3665,
compt,70.9975,
conv,26.8574,
compt,24.9477,
conv,79.1114,
compt,31.0983,
compt,13.1304,
compt,13.0923,
compt,21.7478,
compt,62.4083,
conv,11.505,
compt,13.4002,
compt,10.369,
conv,21.5132,
compt,81.4852,
compt,27.0339,
conv,45.5654,
compt,42.5759,
compt,22.1017,
compt,19.9075,
compt,14.315,
compt,32.8652,
compt,15.4405,
compt,18.013,
compt,31.5186,
compt,16.7437,
conv,24.6355,
compt,53.1737,
conv,41.3143,
compt,30.6533,
compt,73.8663,
compt,13.6046,
conv,25.4012,
compt,38.1817,
conv,43.2348,
compt,20.0339,
compt,37.7286,
compt,57.2408,
compt,97.5907,
compt,21.2706,
conv,50.7903,
conv,21.9628,
compt,11.0571,
compt,14.1724,
compt,13.2327,
conv,48.7947,
compt,28.8137,
compt,57.2321,
compt,34.928,
conv,22.2064,
compt,29.9132,
compt,13.7092,
compt,40.6817,
compt,104.657,
compt,29.9371,
compt,15.983,
compt,26.3852,
compt,27.0404,
compt,85.0734,
compt,27.9593,
compt,21.8383,
compt,15.1236,
compt,35.7249,
compt,68.684,
compt,35.2215,
compt,83.0285,
compt,75.6399,
compt,48.6372,
conv,14.5869,
compt,34.2116,
compt,20.9535,
compt,30.5831,
compt,102.487,
compt,23.2381,
compt,53.8726,
compt,37.6352,
conv,13.6843,
compt,37.5859,
compt,38.4376,
compt,57.7705,
compt,20.9587,
compt,17.2211,
compt,27.3028,
compt,20.434,
compt,95.3993,
conv,13.7453,
conv,11.4257,
compt,105.807,
compt,35.8679,
conv,32.2326,
compt,33.2463,
compt,80.6927,
compt,14.1246,
