process,distance,
compt,42.1602,
conv,29.2203,
compt,20.1206,
conv,19.4242,
compt,21.2297,
compt,32.1079,
compt,93.284,
compt,70.0644,
compt,50.8528,
conv,29.5672,
compt,19.2472,
compt,12.6708,
conv,22.8781,
compt,86.3397,
compt,44.7007,
compt,45.3896,
compt,69.5921,
conv,34.0415,
compt,39.9745,
conv,21.4296,
compt,15.4519,
compt,41.7539,
compt,29.4537,
conv,44.0839,
compt,38.3923,
compt,25.1828,
conv,39.6435,
compt,14.4254,
compt,18.8741,
conv,26.7692,
compt,13.0816,
conv,38.8782,
conv,22.8326,
compt,24.0391,
compt,105.13,
compt,50.0503,
conv,12.8173,
conv,28.2423,
conv,10.0234,
compt,57.454,
compt,24.5162,
compt,38.9683,
conv,65.5259,
compt,21.2334,
compt,37.0269,
conv,12.8302,
conv,11.9034,
conv,18.6416,
compt,17.7477,
conv,15.3058,
compt,31.1098,
conv,86.4479,
conv,15.2603,
conv,14.2052,
compt,53.1985,
conv,21.4407,
conv,10.4808,
compt,13.6599,
compt,34.8785,
compt,28.7317,
conv,16.2758,
conv,32.7674,
compt,41.9713,
conv,55.9175,
conv,50.4763,
compt,70.687,
conv,32.2197,
conv,18.8527,
conv,13.6748,
compt,13.1794,
conv,53.4714,
compt,39.5462,
compt,40.4057,
compt,11.4769,
compt,17.6076,
conv,15.587,
compt,31.9277,
conv,10.4265,
conv,28.7327,
compt,10.8892,
compt,19.39,
conv,34.3834,
compt,17.3011,
compt,39.1935,
compt,11.1528,
conv,56.9927,
compt,15.9262,
compt,57.2562,
compt,23.4704,
compt,29.3633,
conv,32.1179,
compt,41.7658,
compt,30.4627,
compt,63.43,
compt,41.9647,
compt,25.3648,
compt,23.2923,
compt,25.8101,
conv,29.5985,
conv,88.7854,
conv,12.5001,
compt,16.612,
conv,23.8905,
conv,31.9443,
conv,71.4925,
compt,41.1753,
conv,13.9109,
compt,36.089,
conv,19.5392,
compt,15.5105,
conv,15.7318,
compt,16.8465,
compt,54.7172,
conv,10.1374,
conv,27.5219,
conv,15.9163,
conv,56.392,
conv,22.4468,
conv,25.078,
conv,22.3616,
compt,20.1713,
compt,81.6557,
conv,29.6079,
conv,89.0299,
conv,30.2084,
compt,42.0553,
conv,15.7907,
conv,34.6021,
conv,22.2855,
conv,15.4484,
compt,16.4589,
conv,12.283,
compt,47.637,
compt,53.3665,
compt,27.1913,
compt,28.6322,
compt,44.6913,
compt,26.6697,
conv,31.1397,
conv,77.3357,
compt,18.4221,
conv,12.8398,
compt,47.588,
compt,21.9736,
compt,40.2812,
conv,41.3154,
compt,30.0848,
compt,54.1653,
conv,20.3981,
conv,19.7673,
compt,75.3468,
conv,25.7259,
conv,38.562,
conv,15.1581,
compt,30.2696,
compt,31.3293,
conv,56.443,
compt,12.7,
conv,14.4074,
compt,55.2588,
compt,17.707,
compt,17.65,
compt,18.7656,
compt,82.0562,
compt,20.7143,
compt,28.1854,
conv,38.3374,
conv,22.9577,
compt,63.371,
conv,13.4592,
compt,38.5688,
conv,41.848,
compt,53.1701,
compt,33.8092,
compt,52.6137,
conv,28.446,
compt,102.765,
compt,23.5262,
compt,71.578,
conv,26.0104,
conv,12.3301,
compt,32.6653,
compt,28.7571,
compt,26.249,
compt,32.8725,
conv,44.2754,
conv,60.0159,
compt,33.6456,
conv,12.1234,
compt,31.0465,
compt,21.4432,
compt,14.7152,
compt,40.6477,
compt,39.9026,
conv,10.0813,
conv,40.3606,
compt,15.1694,
compt,11.0712,
conv,78.114,
compt,69.2714,
conv,22.1636,
compt,37.8657,
conv,50.7503,
conv,50.9511,
conv,74.175,
compt,12.9835,
compt,11.2996,
compt,18.7813,
conv,30.3402,
compt,75.1767,
conv,41.3459,
compt,30.1043,
compt,86.0754,
compt,27.0347,
compt,22.537,
compt,78.7291,
compt,30.5289,
conv,10.8849,
compt,14.2292,
conv,27.5572,
compt,32.1682,
conv,17.9269,
conv,14.8044,
conv,67.1601,
conv,25.1345,
compt,13.7859,
compt,19.5972,
compt,17.2166,
compt,57.3525,
conv,49.3331,
conv,33.9725,
compt,64.4527,
compt,31.0992,
conv,22.519,
conv,58.3911,
conv,34.7796,
compt,25.4021,
compt,27.8741,
conv,21.1275,
conv,14.9928,
compt,16.4251,
conv,20.9332,
compt,25.9008,
conv,43.06,
conv,18.811,
compt,28.251,
conv,24.5169,
conv,40.4148,
conv,30.9305,
compt,15.8972,
compt,68.1078,
compt,16.6358,
compt,14.4216,
compt,18.8181,
conv,41.0391,
compt,22.7329,
compt,70.9084,
compt,49.1389,
compt,16.5408,
conv,25.2213,
conv,30.9272,
compt,27.1388,
compt,47.9383,
conv,20.4013,
compt,92.2392,
compt,46.5641,
compt,30.2654,
compt,63.5865,
compt,47.7484,
compt,32.0923,
conv,32.298,
compt,38.561,
compt,18.575,
conv,27.0828,
conv,15.9103,
conv,23.0143,
compt,16.8204,
conv,13.9838,
conv,14.6954,
conv,27.7601,
compt,49.5341,
compt,35.6436,
compt,10.1103,
conv,45.8424,
compt,14.0143,
compt,58.4799,
conv,48.2253,
conv,35.0305,
compt,21.4384,
conv,18.0998,
conv,60.1402,
compt,52.0373,
conv,22.5269,
compt,63.2107,
compt,24.9221,
conv,38.855,
compt,11.9233,
conv,20.5583,
compt,12.7032,
conv,15.4225,
compt,12.4274,
conv,20.6097,
conv,28.5828,
conv,20.8207,
conv,18.3308,
compt,10.4039,
compt,22.91,
conv,77.1684,
compt,55.3216,
compt,81.0259,
conv,21.9874,
compt,37.2698,
compt,27.0041,
compt,25.3836,
compt,39.4425,
compt,60.2779,
conv,10.145,
compt,35.5695,
conv,59.5842,
compt,42.7105,
conv,46.5014,
conv,56.22,
conv,10.3355,
conv,10.1451,
compt,62.6771,
compt,109.764,
conv,18.5851,
compt,68.48,
compt,33.5281,
conv,25.7934,
conv,48.3357,
compt,12.0027,
compt,10.6291,
conv,61.127,
conv,15.3146,
conv,13.5442,
compt,31.4583,
conv,16.667,
compt,11.9735,
compt,69.4086,
compt,11.757,
compt,98.4585,
compt,47.7197,
compt,19.4843,
conv,17.6797,
conv,21.8098,
compt,10.9213,
compt,43.4635,
compt,50.2207,
compt,34.168,
conv,52.6401,
compt,63.9271,
compt,32.5204,
compt,43.4205,
compt,29.2913,
conv,14.7864,
compt,28.6502,
conv,36.6169,
compt,25.8452,
compt,29.4561,
compt,42.2042,
compt,16.9507,
conv,70.8587,
compt,51.4772,
conv,52.6658,
compt,93.5921,
compt,11.1188,
conv,64.3547,
compt,13.3097,
compt,36.0261,
compt,84.8371,
compt,43.7142,
conv,31.9999,
compt,15.4118,
compt,59.8526,
compt,38.045,
compt,28.2155,
compt,50.7057,
compt,10.7644,
compt,14.5735,
compt,36.0576,
compt,72.9245,
compt,71.4685,
compt,27.7565,
conv,12.3649,
conv,58.1794,
compt,12.4021,
conv,49.3908,
conv,94.5336,
compt,23.5028,
conv,32.407,
conv,31.3764,
conv,28.0009,
conv,37.0423,
conv,32.9468,
compt,107.337,
conv,39.1417,
conv,75.3511,
conv,44.7193,
conv,27.7299,
compt,43.0755,
conv,46.8801,
compt,53.5899,
conv,55.8352,
conv,29.2463,
conv,62.8826,
conv,31.2693,
compt,79.7018,
compt,13.2161,
compt,41.5368,
compt,20.5759,
conv,11.3446,
compt,13.0688,
conv,102.338,
compt,13.5644,
conv,63.8409,
compt,25.2627,
compt,28.2498,
compt,12.429,
compt,49.5839,
conv,30.1719,
compt,17.6987,
conv,41.1146,
compt,64.6953,
compt,26.7028,
compt,14.927,
compt,43.1386,
conv,77.1548,
compt,34.2033,
compt,25.1429,
conv,11.2292,
compt,68.222,
compt,11.5974,
conv,77.2528,
conv,19.1608,
compt,35.4344,
conv,20.9711,
conv,56.1075,
compt,10.8997,
compt,45.469,
compt,32.657,
compt,23.0146,
compt,23.2047,
compt,53.5717,
conv,13.6473,
compt,34.3747,
compt,11.0051,
compt,11.6205,
compt,34.0813,
conv,19.7365,
conv,41.1075,
compt,21.9675,
compt,39.0793,
compt,20.2879,
conv,80.2792,
compt,54.2561,
conv,63.9186,
conv,22.4653,
compt,55.4847,
conv,17.9233,
compt,85.3688,
conv,26.6697,
conv,22.8369,
conv,71.121,
conv,16.8673,
compt,40.9695,
compt,10.7868,
compt,14.1931,
compt,12.0414,
compt,19.7099,
compt,34.2362,
compt,29.5091,
compt,28.2196,
compt,76.0941,
conv,22.7064,
conv,46.4419,
compt,55.9487,
compt,26.027,
conv,30.5947,
compt,34.613,
conv,20.9558,
compt,35.5119,
compt,43.2034,
compt,54.6244,
conv,15.4861,
conv,28.3164,
compt,94.9333,
compt,21.3673,
conv,37.3723,
conv,12.9238,
compt,46.2823,
conv,11.7167,
compt,20.1457,
conv,35.8118,
conv,43.6671,
conv,34.4682,
conv,82.1654,
conv,77.199,
compt,11.4967,
conv,67.7785,
conv,17.8652,
compt,80.4498,
compt,55.2845,
compt,11.4809,
conv,10.6077,
conv,79.2176,
compt,50.8578,
conv,38.6113,
compt,21.2309,
compt,14.4077,
compt,26.298,
conv,84.9335,
conv,38.1488,
compt,52.3449,
conv,33.0553,
conv,77.2023,
conv,54.9086,
conv,91.1084,
compt,89.0287,
conv,18.538,
compt,38.2392,
conv,54.6868,
compt,22.8593,
compt,15.4113,
conv,28.9978,
conv,17.0605,
conv,40.1162,
compt,20.511,
compt,12.0937,
compt,38.5704,
conv,21.6512,
compt,11.6054,
conv,19.0634,
conv,18.5223,
conv,13.5505,
compt,17.5583,
conv,11.8518,
conv,22.5078,
compt,11.4774,
conv,12.2583,
compt,13.5196,
conv,89.5398,
compt,20.7987,
compt,32.3416,
conv,20.7086,
conv,36.443,
compt,20.7911,
conv,14.1417,
conv,39.6583,
compt,91.1685,
conv,43.1479,
compt,52.7965,
compt,30.8866,
compt,78.3865,
conv,22.1466,
compt,30.6441,
compt,30.7971,
compt,14.7334,
compt,31.7204,
conv,43.0783,
compt,15.0514,
conv,18.8446,
conv,29.9726,
conv,20.2275,
compt,10.5817,
conv,30.7265,
compt,60.8174,
conv,42.5853,
conv,15.774,
conv,15.7841,
compt,54.5296,
conv,29.1604,
compt,23.9234,
conv,19.2206,
compt,65.2029,
compt,32.7867,
compt,41.14,
compt,32.5982,
compt,31.8012,
compt,79.0025,
compt,31.2445,
conv,12.9097,
compt,18.3061,
compt,18.2341,
compt,10.4096,
compt,46.4751,
compt,68.3366,
compt,26.7935,
conv,26.807,
compt,25.9391,
conv,94.0398,
conv,29.9739,
conv,32.5773,
conv,86.3413,
conv,38.1032,
compt,13.6992,
conv,61.6416,
compt,108.084,
compt,30.0204,
conv,14.2405,
compt,21.3777,
compt,22.7324,
conv,12.2561,
conv,13.8803,
conv,72.1482,
compt,10.3054,
compt,52.9929,
compt,10.4737,
compt,10.4442,
compt,23.5665,
conv,10.9056,
compt,39.0595,
conv,24.4423,
compt,34.8938,
compt,85.2008,
compt,76.714,
conv,32.5776,
compt,85.5318,
conv,31.4548,
conv,26.4911,
conv,32.042,
compt,30.6639,
conv,44.1137,
conv,36.3349,
compt,89.4019,
conv,49.2045,
compt,11.8931,
compt,57.1943,
compt,10.918,
compt,70.1581,
conv,33.0353,
conv,39.9673,
compt,49.8595,
conv,84.46,
conv,17.7098,
compt,18.2258,
conv,23.0134,
conv,28.1769,
compt,30.0749,
compt,26.6814,
compt,18.4671,
conv,17.9125,
compt,43.8933,
conv,106.537,
conv,32.1799,
compt,60.0284,
conv,13.159,
conv,24.5465,
conv,33.5802,
conv,46.6282,
compt,25.2738,
compt,36.0367,
conv,89.4819,
compt,11.7804,
conv,10.5551,
conv,16.3833,
conv,20.2679,
compt,59.8859,
compt,26.6083,
conv,68.6481,
conv,19.3265,
compt,42.4198,
compt,68.4619,
compt,13.5989,
compt,70.088,
compt,12.8419,
compt,17.2657,
compt,35.6884,
compt,26.2609,
conv,51.7739,
compt,52.1106,
conv,65.0069,
conv,96.5798,
compt,18.5681,
conv,16.4572,
conv,33.1267,
conv,42.9036,
conv,22.0257,
conv,26.3206,
compt,41.0439,
conv,24.0709,
compt,68.3447,
compt,53.1214,
compt,13.8,
compt,13.2334,
conv,58.4337,
compt,20.3284,
compt,25.4592,
compt,48.3136,
conv,79.9084,
compt,80.1417,
compt,57.3557,
conv,24.8988,
compt,26.8605,
compt,32.8238,
compt,12.7011,
conv,63.2881,
compt,11.5454,
conv,60.8143,
conv,18.442,
compt,104.443,
compt,75.3659,
compt,31.1566,
compt,43.13,
compt,18.6261,
conv,20.5187,
compt,47.8925,
compt,79.1777,
conv,30.8091,
compt,20.7183,
conv,16.6421,
conv,66.3788,
compt,37.3005,
compt,24.6554,
conv,28.5947,
conv,42.6285,
conv,14.8182,
compt,14.5591,
conv,20.8617,
conv,68.2865,
compt,26.1924,
conv,22.1579,
compt,78.0308,
conv,59.1066,
conv,12.4222,
compt,64.0436,
conv,11.1186,
conv,37.7282,
compt,35.6969,
conv,20.5482,
compt,19.9733,
conv,50.6445,
compt,26.8819,
compt,29.2723,
compt,21.2791,
compt,12.2894,
conv,10.2443,
compt,70.1829,
compt,62.9061,
conv,67.5647,
conv,26.2835,
compt,46.6044,
compt,24.9236,
conv,18.3976,
conv,83.1281,
compt,18.3723,
compt,35.8721,
compt,29.9645,
compt,24.873,
conv,19.9735,
conv,12.143,
compt,27.9155,
conv,11.4635,
conv,10.1496,
compt,67.7574,
conv,24.5684,
conv,23.4003,
conv,31.6356,
compt,45.53,
conv,24.5776,
conv,16.8973,
compt,11.6258,
conv,45.1398,
compt,15.6882,
conv,10.2599,
compt,57.9497,
conv,10.8719,
conv,21.3192,
compt,26.0484,
compt,13.313,
conv,78.0088,
compt,12.3755,
compt,19.8534,
conv,68.1432,
compt,27.9982,
compt,11.2254,
compt,16.0394,
compt,22.8874,
conv,13.5349,
conv,79.3855,
compt,23.2617,
compt,49.7556,
compt,93.5337,
compt,38.6329,
conv,13.7289,
compt,25.8666,
conv,31.3647,
compt,56.0408,
compt,22.1585,
conv,20.973,
conv,32.1581,
compt,11.2541,
compt,43.9288,
compt,54.6214,
compt,46.9178,
compt,13.9036,
conv,64.2291,
compt,35.0545,
compt,87.5481,
compt,15.9081,
compt,23.045,
conv,62.3946,
conv,13.1485,
compt,41.8773,
conv,34.9227,
conv,23.7288,
conv,10.3653,
compt,34.7365,
conv,39.575,
compt,45.3248,
compt,20.1572,
conv,37.3617,
compt,24.4393,
compt,18.7196,
compt,47.1364,
conv,14.8717,
conv,30.0156,
compt,53.4768,
conv,34.0617,
compt,12.6331,
compt,43.6915,
conv,65.1931,
conv,51.4244,
compt,91.0518,
conv,27.6749,
compt,17.4063,
conv,11.536,
conv,40.6008,
compt,39.2327,
compt,11.2137,
compt,36.5499,
compt,31.7914,
compt,55.5059,
compt,13.8687,
conv,11.2883,
conv,20.1085,
compt,17.6785,
compt,31.8795,
conv,43.0627,
compt,66.7832,
conv,13.4511,
compt,41.8048,
conv,19.743,
conv,78.4335,
compt,91.8326,
conv,106.131,
compt,49.8344,
compt,75.2686,
conv,25.5607,
compt,31.3194,
compt,17.5828,
conv,28.7826,
compt,51.4491,
conv,33.4021,
compt,12.3945,
compt,15.8924,
compt,67.9804,
conv,14.6726,
compt,51.008,
conv,44.324,
conv,54.8931,
conv,27.5205,
conv,19.6568,
compt,11.4786,
conv,48.9544,
compt,54.8989,
compt,25.9609,
compt,38.2285,
conv,19.684,
compt,37.7494,
compt,10.6686,
compt,27.651,
conv,30.7909,
compt,15.2524,
compt,12.5237,
conv,45.6088,
conv,84.2983,
compt,29.4488,
compt,11.128,
conv,39.7788,
compt,14.5928,
compt,13.3907,
compt,81.1208,
conv,10.752,
compt,11.5815,
compt,32.2677,
compt,57.3483,
compt,24.2696,
compt,12.2987,
compt,34.4588,
conv,22.4536,
conv,37.272,
compt,78.3577,
conv,12.379,
compt,30.2717,
conv,28.6749,
conv,106.239,
conv,24.7115,
conv,64.1155,
conv,32.1065,
compt,61.015,
conv,11.1937,
compt,80.9557,
conv,22.5705,
conv,12.0098,
compt,26.7943,
compt,74.1386,
conv,12.4275,
compt,23.6388,
conv,25.8958,
compt,67.7493,
conv,42.749,
conv,20.856,
compt,21.6065,
conv,49.9654,
compt,11.5479,
conv,40.8943,
compt,11.9804,
compt,11.2941,
compt,11.4212,
compt,14.1008,
compt,36.8928,
conv,71.9369,
conv,33.3768,
compt,13.7283,
conv,20.2058,
conv,28.3505,
compt,26.8367,
compt,12.7634,
conv,35.5818,
compt,10.696,
compt,84.0084,
conv,38.9657,
compt,44.6631,
conv,17.5695,
compt,96.1163,
conv,13.2614,
compt,10.0086,
conv,18.3788,
compt,19.1372,
conv,43.9992,
conv,30.2761,
conv,79.3355,
compt,70.284,
compt,48.2051,
conv,22.3913,
compt,13.4413,
conv,12.784,
compt,20.356,
compt,48.0953,
conv,68.4898,
conv,14.902,
compt,26.7316,
compt,30.1861,
conv,39.334,
compt,99.4342,
compt,10.9978,
conv,35.0262,
conv,73.2785,
compt,35.2851,
compt,23.3785,
conv,94.6005,
conv,47.2723,
conv,18.6033,
conv,30.9214,
compt,11.2361,
compt,12.8025,
conv,33.9805,
compt,33.4818,
compt,63.6586,
conv,18.5971,
compt,33.22,
compt,32.1108,
conv,14.9501,
conv,38.9439,
conv,46.2746,
compt,19.7337,
compt,49.0237,
compt,96.8987,
conv,63.8026,
compt,38.5112,
conv,51.5551,
conv,35.1299,
compt,10.0172,
compt,37.6427,
conv,11.0609,
conv,11.9696,
compt,17.6306,
compt,22.7144,
compt,93.0115,
conv,53.6994,
conv,12.5965,
conv,14.8292,
compt,46.7146,
conv,13.8444,
conv,17.4492,
conv,10.7936,
conv,60.8828,
conv,63.4964,
conv,13.1071,
conv,30.1356,
conv,56.8838,
compt,26.3665,
compt,34.5773,
conv,50.6195,
compt,56.9455,
conv,72.1671,
compt,40.3431,
conv,25.7487,
conv,18.0648,
compt,22.4349,
compt,42.6381,
conv,31.6545,
compt,14.6448,
conv,16.1237,
conv,24.764,
compt,11.638,
conv,83.3166,
compt,36.7846,
conv,51.8034,
compt,48.4034,
compt,65.9129,
compt,42.5491,
conv,45.4851,
compt,22.4718,
conv,13.5949,
compt,26.8349,
compt,18.6432,
conv,16.2558,
compt,44.8368,
compt,48.4351,
compt,16.9333,
conv,23.5885,
conv,28.1271,
compt,14.7422,
compt,49.3483,
conv,16.5112,
conv,22.8377,
conv,54.7505,
compt,41.7717,
compt,93.1512,
conv,53.2733,
conv,77.6106,
conv,13.7739,
conv,39.966,
conv,45.5509,
compt,23.3248,
compt,24.9925,
compt,51.5754,
conv,20.0499,
conv,15.3114,
compt,19.7978,
conv,31.9578,
compt,41.5313,
compt,39.855,
compt,14.0059,
compt,13.6153,
compt,35.8884,
compt,34.2462,
compt,21.4427,
conv,29.2489,
compt,19.4552,
compt,33.6239,
compt,38.4092,
compt,19.8875,
compt,38.4761,
conv,95.3336,
compt,12.1952,
conv,13.208,
compt,45.3829,
conv,16.4509,
conv,30.8329,
compt,19.3467,
conv,24.2263,
compt,63.3518,
conv,52.7083,
compt,11.4212,
compt,47.5674,
conv,30.5331,
conv,20.4926,
compt,11.4097,
conv,39.3667,
compt,58.6748,
compt,82.7578,
compt,21.9519,
compt,10.8021,
conv,14.4947,
compt,25.0182,
conv,69.3017,
compt,14.1914,
conv,39.6365,
conv,14.3595,
conv,15.5414,
conv,41.8684,
conv,25.7433,
conv,42.7543,
conv,23.4847,
conv,14.5767,
compt,41.3698,
conv,36.4137,
conv,15.4357,
compt,41.968,
conv,12.1093,
conv,60.8958,
conv,64.7385,
conv,94.4114,
conv,24.8803,
compt,10.8778,
compt,43.8263,
conv,42.6546,
compt,10.0797,
conv,69.9843,
conv,31.7102,
compt,18.6647,
compt,41.713,
compt,33.7482,
compt,16.8503,
compt,66.6022,
conv,12.6352,
conv,48.6637,
compt,15.9997,
compt,26.6369,
conv,48.1755,
conv,31.9101,
conv,10.7142,
conv,17.7368,
compt,13.4903,
compt,11.0638,
compt,35.2274,
compt,27.0548,
compt,19.9492,
conv,37.9225,
conv,87.033,
compt,29.8705,
conv,51.8521,
compt,60.1561,
compt,29.9409,
compt,30.4859,
conv,48.9757,
compt,94.171,
conv,58.8929,
compt,16.1515,
conv,18.3483,
conv,17.1947,
compt,36.3047,
conv,40.9095,
compt,55.4061,
conv,65.9069,
compt,18.6938,
conv,22.341,
compt,73.3184,
compt,45.6778,
compt,24.506,
conv,10.3704,
compt,17.6362,
compt,72.7371,
compt,19.1977,
conv,12.9481,
compt,18.6239,
conv,23.4538,
compt,11.1157,
compt,17.2564,
conv,13.6852,
conv,31.4905,
compt,36.8339,
conv,53.5596,
conv,52.0855,
compt,16.1371,
compt,21.3699,
conv,45.3344,
conv,35.7771,
compt,18.8629,
conv,15.2639,
compt,23.326,
conv,13.0959,
compt,45.264,
conv,41.4557,
compt,15.8895,
conv,36.8325,
conv,29.3925,
compt,31.1539,
compt,32.0234,
conv,47.3869,
compt,51.9013,
conv,34.0135,
compt,28.769,
compt,39.1177,
compt,20.5181,
compt,25.5132,
compt,13.6225,
compt,35.8516,
compt,42.855,
compt,51.715,
compt,59.4326,
compt,22.5763,
conv,10.8707,
compt,41.5507,
compt,21.6551,
compt,62.9904,
compt,12.4379,
compt,56.6506,
conv,10.9801,
conv,15.2195,
compt,42.3203,
compt,12.9977,
conv,24.722,
compt,36.7538,
compt,38.975,
conv,30.1833,
compt,24.3851,
compt,38.5245,
conv,84.797,
conv,62.8921,
conv,24.3866,
compt,26.9349,
compt,28.3022,
compt,97.449,
compt,12.8077,
compt,31.9976,
compt,56.8645,
conv,29.5524,
compt,33.1176,
compt,17.0325,
conv,25.849,
compt,14.7923,
conv,23.2703,
compt,12.3592,
compt,63.6911,
conv,26.7219,
compt,34.1693,
compt,10.0329,
conv,46.8256,
compt,98.2626,
compt,64.9648,
compt,19.0346,
compt,52.4211,
conv,50.8279,
compt,11.3669,
conv,40.7943,
conv,40.3798,
compt,23.8172,
compt,21.4996,
compt,30.606,
conv,13.6459,
conv,61.5352,
compt,68.4326,
conv,33.0263,
conv,25.3868,
compt,42.9401,
compt,18.1992,
compt,24.6237,
compt,32.9897,
compt,22.5319,
conv,57.1901,
conv,46.2907,
compt,47.9887,
conv,38.9619,
conv,17.7324,
compt,20.4169,
compt,18.8618,
conv,15.2823,
compt,11.5174,
compt,42.2018,
compt,18.9282,
conv,89.0675,
compt,41.9999,
conv,28.2,
conv,15.7034,
compt,44.928,
conv,11.1934,
compt,28.6788,
compt,11.937,
compt,24.2514,
compt,55.6217,
compt,19.1529,
compt,28.7352,
compt,11.0531,
compt,13.1176,
conv,13.1419,
conv,14.7795,
conv,66.3817,
conv,64.9006,
conv,45.0742,
conv,59.357,
compt,22.2183,
compt,75.3418,
compt,15.5047,
conv,15.0501,
compt,18.9066,
compt,35.2167,
compt,103.44,
compt,43.3036,
compt,24.6046,
compt,25.3077,
compt,38.799,
conv,38.0382,
conv,84.7043,
compt,15.9032,
conv,84.0165,
compt,78.114,
compt,11.7476,
compt,36.2349,
compt,36.846,
compt,22.7591,
compt,23.8665,
compt,34.8117,
conv,43.5703,
compt,11.1424,
compt,31.5318,
compt,20.7736,
compt,27.6994,
compt,19.3415,
compt,32.1812,
conv,11.8897,
compt,41.2475,
compt,12.5668,
compt,87.8675,
compt,69.2429,
conv,60.5976,
compt,23.2005,
compt,63.1189,
compt,42.388,
compt,17.9379,
compt,17.7448,
compt,53.4389,
conv,73.2616,
compt,17.4008,
compt,41.6245,
conv,15.8397,
conv,14.6671,
conv,14.9624,
compt,17.7235,
compt,11.2998,
conv,13.0556,
conv,21.4775,
compt,45.9168,
compt,26.7074,
compt,23.7619,
compt,24.0228,
conv,23.7765,
conv,27.7232,
compt,12.9398,
compt,10.0141,
compt,83.5723,
compt,11.1773,
conv,52.5877,
conv,17.9272,
compt,16.6944,
compt,11.3594,
compt,26.7657,
conv,13.9162,
compt,17.7453,
compt,68.9081,
compt,64.5094,
compt,13.5613,
conv,54.1262,
compt,11.649,
compt,34.0354,
conv,23.6696,
conv,21.0621,
conv,56.0506,
compt,64.5901,
conv,61.578,
compt,30.8197,
compt,25.4829,
conv,18.4148,
conv,14.4857,
compt,18.9518,
conv,47.7436,
conv,16.5346,
conv,42.7869,
conv,15.1419,
compt,21.0025,
conv,18.0411,
compt,42.2004,
conv,43.6149,
compt,31.4275,
conv,22.0481,
conv,70.7473,
compt,25.7051,
conv,14.2848,
compt,67.2453,
conv,49.9599,
compt,49.0207,
compt,56.6202,
compt,21.9218,
conv,37.6819,
compt,25.1143,
compt,16.0436,
conv,15.7214,
conv,30.8656,
compt,22.2618,
compt,27.793,
compt,63.48,
compt,56.6361,
compt,13.1648,
conv,22.854,
compt,45.414,
compt,51.0906,
conv,69.5075,
conv,10.3914,
compt,47.372,
compt,20.5606,
conv,64.8604,
compt,50.8224,
compt,10.8161,
conv,41.1,
compt,50.8377,
conv,33.777,
compt,22.8961,
conv,47.1849,
conv,11.6856,
conv,17.6898,
compt,43.0859,
compt,15.3978,
compt,27.694,
compt,28.0817,
conv,18.5461,
compt,109.789,
conv,11.9145,
compt,53.295,
compt,16.4557,
conv,63.991,
compt,61.5422,
compt,57.5288,
compt,85.3018,
compt,18.195,
conv,28.4731,
compt,13.9044,
conv,47.5688,
compt,37.2728,
conv,11.1602,
conv,19.136,
compt,11.6553,
conv,34.8154,
compt,29.2158,
compt,28.9925,
compt,11.2209,
compt,44.4126,
compt,58.7347,
compt,26.9175,
compt,13.9599,
conv,10.2201,
conv,22.6704,
compt,72.8771,
compt,27.7145,
conv,37.8599,
conv,35.911,
compt,65.0062,
conv,40.9263,
compt,45.417,
compt,27.6802,
compt,12.568,
compt,44.5497,
conv,33.3218,
conv,37.7928,
compt,44.003,
compt,11.871,
compt,33.0772,
conv,24.5094,
compt,15.2296,
conv,13.4216,
conv,67.9105,
conv,84.7144,
compt,52.9172,
conv,29.2903,
conv,31.7182,
compt,50.6392,
compt,19.5355,
conv,44.4694,
compt,31.8841,
conv,31.6468,
compt,57.8161,
compt,60.2865,
compt,14.4835,
compt,13.047,
conv,14.8047,
conv,53.8196,
compt,13.5192,
compt,29.8685,
compt,74.8866,
conv,22.4245,
compt,20.0619,
compt,40.1244,
compt,25.1619,
conv,41.0331,
conv,49.2686,
conv,107.596,
conv,43.1054,
compt,14.9889,
conv,40.2642,
compt,19.6445,
compt,42.274,
compt,17.3441,
compt,10.019,
compt,18.0227,
conv,31.9905,
conv,43.1143,
conv,13.6663,
compt,15.2745,
conv,29.3438,
conv,38.5815,
compt,33.5912,
compt,13.3753,
conv,10.7178,
conv,10.5068,
compt,42.3739,
compt,14.421,
compt,12.4353,
compt,38.5071,
compt,13.3788,
conv,34.2181,
compt,10.0067,
conv,11.2257,
compt,55.295,
compt,21.3116,
compt,19.3748,
conv,29.3415,
conv,38.5134,
compt,16.1631,
conv,10.9236,
compt,14.9303,
compt,44.1688,
compt,41.4587,
conv,11.5168,
conv,15.4569,
compt,70.0265,
conv,14.5506,
conv,22.0915,
conv,16.7642,
conv,17.8749,
compt,33.9662,
conv,18.5626,
conv,43.1934,
conv,23.6544,
compt,41.6659,
compt,12.4644,
compt,55.6581,
compt,21.3275,
conv,31.8883,
compt,15.5925,
conv,64.9432,
compt,50.7454,
conv,79.5461,
compt,67.1801,
compt,19.5797,
compt,26.0649,
compt,21.3452,
compt,12.1366,
compt,70.3108,
compt,11.1954,
conv,17.8805,
compt,52.9093,
compt,44.7706,
compt,43.7127,
compt,16.063,
conv,29.0515,
compt,33.1726,
compt,29.5791,
conv,97.3038,
conv,20.6178,
conv,14.0099,
compt,23.267,
compt,11.7707,
conv,34.8835,
conv,21.7416,
compt,19.495,
compt,16.5279,
conv,35.0154,
conv,21.6336,
compt,37.7251,
conv,24.8996,
compt,49.8232,
