eventID,tof,detector,numElasticSensitive,ExtScatter,CryoScatter,innerLayerScatter,
158561,46.4674,A1,1,0,0,0,
150424,46.5095,A1,2,1,0,0,
153618,44.4285,A1,1,0,0,0,
164817,49.8594,A0,1,0,0,0,
164845,42.4825,A0,1,0,0,0,
165137,45.2482,A1,1,0,0,1,
162425,46.8313,A2,1,0,0,0,
151081,49.9761,A0,1,1,0,0,
154298,44.9827,A0,1,0,0,0,
151362,45.3676,A0,1,2,0,0,
162911,45.1807,A2,1,0,0,0,
165846,49.1608,A0,1,0,0,0,
165882,48.4398,A4,2,0,0,0,
163037,43.8354,A3,1,0,0,0,
154805,46.9541,A0,1,0,1,0,
170748,44.6825,A2,1,0,1,0,
166061,49.8227,A0,1,0,0,0,
167022,47.314,A3,1,0,0,0,
177330,46.2518,A3,1,0,0,0,
181033,47.1456,A2,1,1,0,0,
181042,47.6167,A0,2,1,0,0,
183969,44.7961,A0,1,0,0,0,
173053,45.3557,A3,1,0,0,0,
184328,45.301,A0,1,1,0,0,
181531,47.7903,A1,1,0,0,0,
181863,48.6164,A4,1,2,0,0,
184763,44.8076,A1,1,1,0,1,
176526,43.4658,A1,1,1,0,0,
185205,47.1258,A4,1,2,0,0,
185367,49.3547,A3,2,4,0,0,
182535,42.8797,A1,1,2,0,0,
187213,44.5793,A3,1,0,0,0,
179834,48.1081,A4,2,1,0,0,
193356,47.8817,A4,2,1,0,0,
186166,48.5678,A1,2,1,0,0,
187863,45.5894,A4,1,1,0,0,
199311,44.3917,A1,1,0,0,0,
199502,44.0117,A2,1,2,0,0,
193945,45.2743,A1,2,0,0,0,
194036,46.4394,A4,1,0,0,0,
191774,44.5767,A0,2,0,0,0,
202986,42.2078,A0,1,0,0,0,
203002,46.4168,A0,1,0,0,0,
197297,44.683,A0,2,0,0,0,
197390,47.7744,A0,2,0,0,0,
194856,46.9464,A3,1,0,0,0,
203519,44.0864,A0,1,1,0,0,
197475,48.8579,A2,1,1,0,0,
194976,45.346,A0,1,0,0,0,
192568,47.8461,A0,1,1,0,1,
197704,44.7499,A1,1,0,0,0,
208800,46.5785,A2,1,0,0,0,
206293,46.4293,A2,1,1,0,0,
198171,43.5176,A0,1,0,1,0,
206409,47.84,A2,1,2,0,0,
209099,46.0597,A1,1,0,0,0,
201900,44.0097,A1,1,1,0,0,
207122,49.5676,A4,1,0,0,0,
202198,43.9288,A2,1,0,0,0,
212476,42.5674,A2,1,1,0,0,
207416,42.5075,A1,1,0,0,0,
209853,44.9215,A3,1,0,0,0,
209906,49.1484,A1,1,0,0,0,
212677,42.679,A1,1,0,0,0,
212998,42.5756,A0,2,0,0,0,
213159,44.7444,A0,1,0,0,0,
208400,43.3731,A3,1,0,0,0,
208681,46.4109,A3,1,1,0,0,
214005,46.6554,A0,1,0,1,0,
211314,44.7962,A3,2,2,0,0,
216501,43.6183,A1,1,0,0,0,
216551,43.1281,A0,1,0,0,0,
222725,43.2958,A0,1,0,0,0,
214475,46.1899,A1,1,1,0,0,
225956,43.9717,A0,1,0,0,0,
231241,44.4713,A1,1,2,0,0,
228524,44.0922,A0,1,0,0,0,
229030,46.9056,A3,1,1,0,0,
229181,46.3445,A0,1,0,0,0,
240517,47.322,A0,1,1,0,0,
227476,44.1884,A4,2,1,0,0,
240799,46.6434,A1,1,1,0,1,
234598,49.9287,A2,4,0,0,0,
243557,44.0036,A0,1,0,0,0,
237911,45.5859,A3,3,0,0,0,
241390,48.4377,A3,1,1,0,0,
241475,45.3594,A2,3,0,0,0,
244237,48.852,A2,2,1,0,0,
233499,45.5885,A1,1,1,0,0,
239064,44.5307,A0,1,0,0,0,
233824,45.1064,A0,1,0,0,0,
249920,48.5387,A3,1,0,0,0,
242983,45.3317,A0,1,0,0,0,
247535,46.0414,A0,1,0,0,0,
245934,45.8946,A2,1,0,0,0,
240306,46.0841,A3,2,0,0,0,
243268,44.5819,A1,1,0,0,0,
256137,45.1263,A2,1,0,0,0,
253164,44.7098,A0,1,0,0,0,
248242,45.8436,A3,1,0,0,0,
262568,44.1101,A2,1,0,0,0,
259850,45.3431,A3,1,0,0,0,
257171,46.5943,A1,1,0,0,0,
249044,48.0268,A2,1,0,0,0,
260654,47.5847,A0,2,1,0,0,
252082,47.7619,A0,2,0,0,0,
252134,44.7371,A1,1,1,0,0,
263617,43.3491,A2,2,0,0,0,
249791,44.9388,A0,1,1,0,0,
254997,46.3822,A3,1,1,0,0,
255179,46.3547,A0,1,1,0,0,
264128,44.1435,A0,1,1,0,0,
264134,44.0925,A1,1,1,0,0,
261354,43.445,A0,1,0,0,0,
269217,43.4993,A0,1,1,0,0,
269301,43.8105,A2,1,1,0,0,
266684,41.8465,A0,1,0,0,0,
266727,48.0743,A1,1,2,0,0,
262355,46.7979,A0,1,1,0,0,
269675,43.6797,A2,1,0,0,0,
265451,45.1481,A0,1,1,0,0,
272329,43.5222,A1,1,0,0,0,
265554,46.3156,A1,1,1,0,0,
270163,43.6154,A1,1,0,0,0,
270174,46.9896,A0,1,0,0,0,
281816,43.6266,A2,1,0,0,0,
276231,43.7545,A3,1,1,1,0,
270685,49.6101,A0,1,0,0,0,
273439,46.1747,A1,1,0,0,0,
279949,48.6968,A2,1,1,0,0,
273798,44.1485,A3,2,0,0,0,
282950,47.8591,A2,1,1,0,0,
274210,45.0326,A3,1,1,0,0,
277456,45.8357,A4,1,0,0,0,
280933,49.8941,A3,3,0,0,0,
274886,48.9449,A3,1,0,0,0,
275089,44.8444,A0,1,2,0,0,
284120,45.7736,A3,2,1,0,0,
291061,44.6777,A1,1,1,0,0,
284561,44.8687,A0,2,0,0,0,
294846,43.1056,A0,2,0,0,0,
286628,46.3703,A3,1,1,0,0,
289339,45.2721,A3,1,3,0,0,
300889,43.7708,A3,1,0,0,0,
289638,43.5879,A2,2,0,0,0,
289769,48.1218,A1,2,0,0,0,
292273,45.8704,A1,1,1,1,0,
289949,41.7591,A0,1,0,0,0,
298597,45.2128,A0,1,0,0,0,
290714,47.5489,A0,1,0,0,0,
290786,44.7967,A1,1,0,0,0,
302036,46.2835,A0,1,0,0,0,
302107,46.1261,A1,1,1,0,0,
303959,45.9615,A4,1,0,0,0,
306905,46.8216,A0,1,0,0,0,
293426,46.4324,A0,1,2,0,0,
296934,49.1936,A2,1,1,0,0,
304706,48.4626,A0,1,0,0,0,
310035,48.4705,A4,1,1,0,0,
310728,44.3636,A1,1,1,0,0,
317003,45.2441,A0,1,0,0,0,
308478,45.6325,A1,2,0,0,0,
306077,44.3007,A1,1,1,0,0,
311272,47.3388,A3,1,1,0,0,
320647,45.231,A0,1,0,0,0,
314979,47.193,A0,1,0,0,0,
311901,46.5088,A0,2,0,0,0,
315165,43.9559,A4,1,0,1,0,
309765,43.2541,A0,1,0,0,0,
318470,46.3522,A2,1,0,0,0,
323032,48.7209,A0,1,1,0,0,
319056,48.1094,A0,1,0,0,0,
326315,48.7332,A2,1,1,0,0,
316079,45.0607,A2,1,0,0,0,
323632,45.1461,A1,1,0,0,0,
313019,49.6094,A3,1,0,0,0,
332010,45.7213,A0,1,0,1,0,
326743,45.3439,A2,1,0,0,0,
324126,49.4312,A4,1,4,0,0,
327097,47.2935,A2,1,0,0,0,
335784,42.5236,A2,1,0,0,1,
324703,45.2428,A3,1,0,0,0,
329896,49.1806,A0,1,1,0,0,
324821,47.4673,A0,1,1,0,0,
325028,45.5439,A0,1,0,0,0,
325251,46.7149,A0,2,0,0,0,
339389,43.2914,A0,1,0,0,0,
339436,47.3629,A1,1,0,1,0,
325527,44.4879,A1,1,1,0,0,
337435,43.9966,A2,2,0,0,1,
342786,43.5,A0,1,0,0,0,
343133,49.6579,A2,2,0,0,0,
357410,46.7168,A1,1,0,0,0,
355441,46.881,A0,1,1,0,0,
356071,43.3624,A0,1,0,0,1,
356203,43.5652,A2,1,0,0,0,
359017,47.9099,A1,1,1,0,0,
364027,43.486,A1,1,1,0,0,
356690,43.0224,A0,1,0,0,0,
356763,48.4268,A1,1,1,0,0,
356930,46.5053,A4,2,0,0,0,
361962,42.9878,A0,1,0,0,0,
359875,45.0983,A0,1,2,1,0,
367045,45.0439,A1,1,0,0,0,
362591,49.5459,A3,1,1,0,0,
370731,47.5577,A0,1,3,0,0,
367596,47.7465,A0,1,1,0,0,
371136,45.2678,A3,2,1,0,0,
371275,42.6905,A0,1,0,0,0,
368214,45.2061,A0,2,0,0,0,
379719,44.8962,A0,1,0,0,0,
379728,44.0575,A2,1,0,0,0,
368570,45.6134,A0,1,0,0,0,
379817,48.3495,A2,1,2,0,0,
379865,49.2495,A2,2,0,0,0,
374838,43.1033,A0,1,1,0,0,
372235,45.0865,A1,1,0,0,0,
382981,46.9162,A0,1,0,0,0,
369243,45.7652,A0,2,0,0,0,
383448,44.4934,A3,2,0,0,0,
378515,45.1463,A0,1,0,0,0,
381742,48.6665,A2,1,1,0,0,
395302,44.319,A3,1,0,0,0,
384602,44.3894,A0,1,0,0,0,
387020,49.3175,A2,1,2,0,0,
395906,44.7103,A0,1,1,0,0,
393400,43.9486,A0,1,0,0,0,
387316,46.175,A2,1,2,0,0,
398914,43.0073,A0,1,0,0,0,
390664,46.048,A0,1,0,0,0,
387644,42.8558,A0,1,0,0,0,
385673,47.8637,A0,1,0,0,0,
391310,48.3045,A2,2,2,0,0,
388176,47.3406,A1,2,1,0,0,
396985,48.4103,A2,1,2,0,0,
399897,48.3435,A2,1,3,1,0,
388318,44.4591,A1,1,2,0,0,
388341,43.9915,A0,1,0,0,0,
388517,45.6599,A2,1,1,0,0,
391756,47.854,A1,2,0,0,0,
388744,45.3928,A2,1,0,0,0,
397538,48.5989,A2,1,1,0,0,
397935,45.2998,A4,1,1,0,0,
400941,45.6561,A1,1,0,1,0,
397969,45.5552,A1,1,1,0,0,
405262,46.8558,A0,2,1,0,0,
405397,44.6023,A2,1,0,0,0,
403652,42.7169,A0,1,0,0,0,
412081,43.9201,A1,1,0,0,0,
409789,47.6604,A3,1,1,0,0,
406816,45.2755,A0,1,3,1,0,
418456,45.1705,A1,1,0,0,0,
420597,43.2536,A0,1,0,0,0,
413271,41.9386,A0,1,0,0,0,
413413,45.848,A1,2,1,0,0,
407384,45.6681,A1,1,0,0,0,
416108,47.0415,A0,1,1,0,0,
416137,43.1087,A0,1,0,0,0,
407504,48.7687,A1,2,1,0,0,
410749,44.1212,A2,2,0,1,0,
414119,47.9586,A1,2,0,0,0,
419877,45.5713,A4,1,1,0,0,
420151,46.6545,A0,2,0,0,0,
424288,47.744,A2,1,1,0,1,
420358,43.5962,A0,1,0,0,0,
433311,44.9103,A1,1,1,0,0,
433609,45.9514,A0,1,1,0,0,
439526,46.1968,A2,3,1,0,0,
425891,42.5968,A0,1,0,0,0,
437677,47.1171,A3,1,1,0,0,
434592,42.6856,A2,1,0,0,0,
440405,45.8738,A0,2,2,0,0,
438215,45.1657,A3,1,1,0,0,
426627,44.4656,A0,1,0,0,0,
430000,44.8032,A1,1,1,0,0,
449059,47.457,A4,2,0,0,0,
438880,48.2623,A0,1,1,0,0,
441864,46.2467,A2,1,1,0,0,
452304,43.6061,A0,1,0,0,0,
441983,46.1135,A0,1,1,0,0,
452560,46.3031,A0,1,1,0,0,
442242,48.043,A2,1,0,0,0,
447370,47.6563,A0,1,1,0,0,
447455,47.9964,A1,1,0,0,0,
452901,42.6344,A0,1,1,0,0,
456158,46.5041,A2,1,0,0,0,
456298,42.9846,A0,1,0,0,0,
444745,43.7487,A0,1,1,0,0,
458850,49.5892,A3,2,0,0,0,
447908,45.3588,A1,1,1,0,0,
453436,46.8042,A1,1,0,0,0,
448189,45.8668,A2,2,0,0,0,
448577,45.9572,A0,1,0,0,1,
461775,43.1557,A0,1,0,0,0,
464817,45.2877,A3,1,1,0,0,
460389,44.5406,A0,1,0,1,0,
465302,42.2818,A2,1,1,0,0,
465346,42.1653,A0,1,0,0,0,
462326,43.9702,A3,1,1,0,0,
468537,45.298,A1,1,0,0,0,
455158,45.8659,A0,1,1,0,0,
461058,44.3812,A3,1,0,0,0,
465777,46.009,A1,2,0,0,0,
463089,46.366,A0,1,0,0,0,
471616,45.19,A3,1,0,1,0,
477653,42.5413,A0,1,3,0,0,
477707,45.3198,A0,1,0,0,0,
472128,42.6634,A0,1,0,0,0,
475767,47.7619,A3,1,1,0,0,
472711,47.2287,A0,1,1,0,0,
467580,47.659,A4,2,0,0,0,
467640,46.2175,A0,1,0,0,0,
479515,46.8096,A3,1,2,0,0,
484327,42.5659,A0,1,0,0,0,
484605,47.3126,A4,1,0,0,0,
481815,44.6006,A3,1,0,0,0,
496555,49.8501,A1,2,0,0,0,
490437,45.6089,A3,1,0,0,0,
482159,46.4276,A0,1,0,0,0,
493985,47.3897,A0,1,0,0,0,
490956,48.0018,A2,1,1,0,0,
482753,44.7426,A3,1,0,0,0,
491270,48.3129,A0,1,0,0,0,
491343,42.354,A1,1,0,0,0,
485998,41.5916,A2,1,3,0,0,
494580,46.7734,A1,2,1,0,0,
483110,44.6784,A0,1,0,0,0,
494727,41.847,A0,1,1,0,0,
486190,44.7016,A3,1,0,0,0,
489464,43.5424,A1,1,1,0,0,
495155,45.2727,A0,1,0,0,0,
498618,44.6285,A2,1,0,0,0,
498983,48.3228,A0,1,0,0,0,
500348,49.5351,A0,1,0,0,0,
512275,44.9243,A2,1,0,0,0,
506852,42.7826,A0,1,0,0,0,
500847,44.0984,A3,1,0,0,0,
515753,45.1821,A4,1,0,0,0,
504171,45.824,A2,1,1,0,0,
507255,48.4103,A0,1,0,0,0,
512840,42.4625,A1,1,0,0,0,
507468,48.1287,A4,1,2,0,0,
516451,44.3009,A3,1,1,0,1,
505369,47.9315,A0,1,0,0,0,
511278,43.0326,A1,1,0,0,0,
502749,45.9894,A0,2,0,0,0,
511863,45.9618,A3,1,1,0,0,
519153,44.3079,A1,1,0,0,0,
522176,43.8913,A0,1,1,0,0,
519199,45.2507,A3,1,1,0,0,
522303,42.6646,A0,1,0,0,0,
519401,49.4042,A1,3,1,1,0,
519790,45.731,A0,1,0,0,0,
534486,46.7588,A1,2,0,0,0,
534603,43.4532,A0,1,0,1,0,
526017,45.347,A1,1,0,0,0,
526126,46.7594,A4,1,2,0,0,
531734,48.1387,A1,1,0,0,0,
534914,42.7133,A1,1,1,0,0,
520395,43.8169,A0,1,0,0,0,
532121,44.1122,A2,1,1,0,0,
523723,46.6936,A1,1,1,0,0,
520927,45.3671,A1,1,0,0,0,
532527,43.3824,A2,1,1,1,0,
530145,49.9731,A1,1,1,0,0,
532930,45.4282,A0,2,1,1,0,
524475,49.3726,A1,1,2,0,0,
530646,46.4944,A4,1,0,0,0,
536243,44.8932,A3,1,0,0,0,
521578,48.506,A1,3,1,0,0,
527794,47.8436,A0,2,0,0,0,
537564,44.6556,A1,1,0,0,0,
531079,45.0642,A2,1,0,0,0,
536573,46.1323,A0,1,0,0,0,
544141,49.2344,A4,2,0,0,0,
544298,46.4463,A1,1,0,0,1,
547569,46.3381,A0,1,0,0,0,
541343,46.695,A4,1,1,0,0,
544455,48.5485,A0,2,0,1,0,
544772,49.1846,A1,1,2,0,0,
548155,41.9753,A0,1,1,0,0,
541909,48.1022,A0,1,1,0,0,
550690,46.8666,A0,1,0,0,0,
548485,45.3563,A0,1,1,0,0,
550826,45.7958,A1,1,1,0,0,
548606,44.4716,A4,1,0,0,0,
542745,43.5916,A0,1,0,0,0,
542857,47.0865,A3,1,1,0,0,
545969,48.2661,A2,2,0,0,0,
543226,45.6243,A0,1,1,0,0,
540603,45.7065,A0,2,0,0,0,
555750,44.5311,A3,1,1,0,0,
553265,46.6467,A3,1,2,0,0,
566890,44.5313,A3,2,1,0,0,
572710,43.8177,A0,1,0,0,0,
564404,47.9465,A1,2,1,0,0,
564468,46.4223,A3,1,1,0,0,
567575,47.2784,A1,2,0,1,0,
558657,45.4385,A0,1,0,0,0,
558668,45.7747,A2,1,1,0,0,
573501,46.4163,A0,1,1,0,0,
558807,44.7676,A0,1,0,0,0,
561993,46.6938,A2,2,1,0,0,
570512,45.1113,A0,1,1,0,0,
562118,49.5493,A4,3,0,0,0,
562473,46.9099,A0,1,0,0,0,
568593,44.7754,A0,1,0,0,0,
568796,46.4932,A1,2,1,1,0,
574576,47.1996,A0,2,0,0,0,
575680,45.0102,A0,1,0,0,0,
574862,43.9895,A3,1,1,1,0,
582064,45.7948,A3,1,1,0,0,
575283,47.4508,A2,1,0,0,0,
571910,47.9276,A1,2,0,0,0,
585319,46.8501,A2,1,1,0,0,
585449,45.0754,A3,2,0,0,0,
576401,45.8115,A4,1,0,0,0,
579599,47.6117,A1,1,2,0,0,
572276,44.1526,A0,1,0,0,0,
588483,45.3386,A2,1,0,0,0,
579908,44.7675,A0,1,0,0,0,
592207,43.7083,A1,1,0,0,0,
586606,45.2522,A2,1,0,0,0,
586658,46.5136,A4,3,0,0,0,
584248,46.5476,A4,1,0,0,0,
581615,48.2685,A4,1,0,0,0,
584798,49.112,A0,1,2,1,0,
587771,47.512,A2,1,0,0,0,
594938,43.5948,A2,1,0,0,0,
607500,44.3464,A4,1,0,0,0,
610846,46.4548,A3,2,2,0,0,
608025,46.9642,A0,1,0,0,0,
611273,42.1741,A1,1,0,0,0,
599501,46.415,A2,2,1,0,0,
602806,47.1561,A1,3,0,0,0,
596630,42.679,A0,1,0,0,0,
611792,45.6312,A0,1,1,0,0,
603390,44.3833,A3,1,1,0,0,
600380,43.9261,A0,1,0,0,0,
603658,44.7555,A0,1,2,0,0,
616606,49.9924,A0,1,0,0,0,
613729,47.9838,A0,1,0,0,0,
620028,46.2814,A0,1,2,0,0,
623015,45.0785,A1,1,0,0,0,
616969,46.5063,A0,2,0,0,0,
623323,43.0436,A0,1,0,0,0,
623387,42.621,A1,1,1,0,0,
623524,44.9581,A2,1,0,0,0,
626252,42.5264,A3,1,0,0,0,
614305,48.3446,A0,1,1,0,0,
629546,45.937,A1,2,0,0,0,
623776,46.9056,A1,1,1,0,0,
624011,49.6083,A1,2,2,0,0,
621235,48.2931,A1,1,3,0,0,
614895,45.24,A1,1,0,1,0,
618302,45.7919,A0,1,0,0,0,
627190,44.9296,A1,1,0,0,0,
615232,45.2899,A2,1,0,0,0,
618942,44.8827,A1,1,0,0,0,
631029,47.0052,A1,1,0,0,1,
628798,44.3159,A2,1,0,0,0,
632953,46.0575,A3,1,1,0,0,
642046,44.9047,A2,1,2,0,0,
636142,45.1964,A0,1,0,0,0,
633137,47.4113,A2,1,0,0,0,
633222,45.1576,A0,2,0,0,0,
629213,42.087,A0,1,0,0,0,
642409,49.8814,A1,1,0,0,0,
632397,47.1211,A0,1,0,0,0,
642460,46.8798,A1,1,1,0,0,
642906,44.0003,A0,1,1,0,0,
648772,46.7172,A1,2,0,0,0,
645981,44.2502,A1,1,0,0,0,
643577,48.5752,A1,1,0,0,0,
637935,45.854,A0,1,0,0,0,
637987,45.8655,A4,1,0,0,0,
638289,43.3895,A1,1,0,0,0,
635545,46.8145,A2,1,0,0,0,
644451,45.3414,A0,1,1,0,0,
650472,45.6781,A1,1,3,0,0,
651612,45.3049,A0,1,1,0,0,
641821,48.1046,A0,1,2,0,0,
651743,43.3382,A1,1,0,0,0,
650705,47.0449,A0,1,1,0,0,
654852,45.0838,A2,2,0,0,0,
657909,45.2218,A0,2,0,0,0,
651092,44.6685,A0,1,0,0,0,
652344,46.1407,A2,1,0,0,0,
652368,47.2501,A0,2,0,0,0,
661182,47.0067,A2,2,0,0,0,
667474,45.5852,A0,1,0,0,0,
664575,44.9661,A1,1,0,0,0,
664810,45.2912,A4,1,0,0,0,
665287,46.8285,A0,2,0,0,0,
659773,46.9587,A0,1,0,0,0,
653979,43.7632,A2,1,0,0,1,
654062,45.7419,A3,1,2,0,0,
668606,43.077,A2,1,0,0,0,
659901,43.775,A3,1,0,0,0,
657082,44.6017,A2,1,0,0,0,
669028,43.4451,A0,1,0,0,0,
657330,42.5132,A2,1,0,0,0,
657352,42.5443,A1,1,0,0,0,
669185,45.0077,A1,1,0,0,0,
669321,45.923,A4,2,0,0,0,
669487,47.4651,A1,1,0,0,0,
671382,44.9516,A2,1,0,0,0,
666993,42.0635,A0,1,0,0,0,
670020,42.459,A3,2,1,0,0,
670157,44.9672,A4,1,0,0,0,
677264,49.8361,A2,2,0,0,0,
677306,43.9981,A0,1,0,0,0,
671807,42.0434,A0,1,0,0,0,
680536,49.3649,A4,1,3,0,0,
683408,44.965,A0,1,0,0,0,
672135,47.8535,A4,1,0,0,0,
674881,43.7854,A1,1,1,0,0,
678190,44.6784,A1,2,0,0,0,
678340,45.7847,A3,1,0,0,0,
672965,43.4789,A1,1,0,0,0,
689454,44.6834,A2,1,0,0,0,
687993,42.6075,A0,1,0,0,0,
685773,48.9061,A2,1,1,0,0,
696112,48.9359,A0,1,4,0,0,
693320,46.2142,A1,1,1,0,0,
693515,47.451,A2,1,0,0,0,
691642,49.5192,A2,3,0,0,0,
693861,41.7138,A0,1,0,0,0,
699985,48.3227,A3,1,1,0,0,
694252,46.85,A2,2,0,0,0,
697578,44.3018,A3,1,0,0,0,
694694,48.693,A1,2,1,0,0,
700556,46.2442,A0,1,0,0,0,
706608,43.8405,A0,1,0,0,0,
700993,47.9857,A0,3,1,0,0,
706923,48.5875,A2,2,0,0,0,
695304,42.7413,A0,1,0,0,0,
704210,43.4068,A2,1,1,0,0,
701422,47.3745,A0,1,0,0,0,
707648,49.7943,A3,2,0,0,0,
707719,46.2647,A0,2,0,0,0,
711861,44.4319,A0,1,1,0,0,
707807,42.9943,A1,3,0,0,0,
707822,46.7255,A1,1,1,0,0,
705001,47.0302,A4,1,0,0,0,
715277,47.0826,A1,1,0,0,0,
710484,48.8593,A3,2,0,0,0,
710742,45.28,A2,1,0,0,0,
721276,46.6299,A1,1,0,0,0,
724660,46.7694,A0,1,0,0,0,
711203,47.1006,A1,1,0,0,0,
713461,44.2035,A4,1,1,0,0,
713485,49.8918,A1,3,0,0,0,
722337,44.2142,A3,1,0,0,0,
719463,42.7561,A2,1,0,0,0,
719629,44.2808,A2,1,0,0,0,
716815,49.364,A4,1,1,0,1,
