eventID,neutronEscapeEnergy,
191,2.49479,
192,2.37434,
193,2.27752,
194,2.02128,
195,0.896351,
196,0.896539,
197,0.783031,
198,2.26717,
199,0.521892,
200,0.638343,
201,1.86741,
202,2.33055,
203,0.506331,
204,2.00063,
205,2.33473,
206,0.931457,
207,0.826384,
208,2.29344,
209,0.915806,
210,1.99388,
211,1.78859,
212,0.755852,
213,0.890365,
214,0.596977,
215,2.31699,
216,0.731041,
217,2.29316,
218,2.36695,
219,1.66965,
220,1.7336,
221,0.810869,
222,0.901582,
223,2.38573,
224,2.34826,
225,2.46891,
226,2.24807,
227,0.825543,
228,0.771633,
229,2.25575,
230,2.44365,
231,0.895977,
232,1.44144,
233,0.824879,
234,0.581698,
235,0.969917,
236,2.4573,
237,1.66415,
238,0.636034,
239,2.31997,
240,2.37697,
241,2.35937,
242,2.49644,
243,0.95578,
244,2.11972,
245,0.272495,
246,1.81303,
247,0.979862,
248,2.40269,
249,0.587313,
250,0.239698,
251,2.26111,
252,0.887532,
253,2.28913,
254,0.707068,
255,0.892734,
256,2.5,
257,2.04979,
258,2.45872,
259,2.24696,
260,2.30529,
261,0.839657,
262,0.579297,
263,2.27779,
264,2.42379,
265,0.832294,
266,2.22032,
267,0.817557,
268,0.923449,
269,2.2202,
270,0.900018,
271,0.666412,
272,0.516839,
273,2.35008,
274,2.47403,
275,2.30318,
276,0.672649,
277,2.41654,
278,2.18234,
279,2.37816,
280,2.47327,
281,0.587808,
282,0.971241,
283,0.781902,
284,2.18973,
285,2.10618,
286,2.13469,
287,1.95456,
288,2.38354,
289,2.29679,
290,0.79907,
291,0.683999,
292,2.47991,
293,2.5,
294,0.949661,
295,0.934623,
296,1.01567,
297,0.91277,
298,1.87845,
299,0.759299,
300,2.29445,
301,2.37794,
302,2.45977,
303,2.26411,
304,2.17552,
305,0.519046,
306,1.93843,
307,0.968954,
308,0.956365,
309,2.49001,
310,2.17365,
311,2.42672,
312,2.29935,
313,0.815567,
314,2.17791,
315,0.891099,
316,2.44586,
317,2.44963,
318,0.866908,
319,0.777225,
320,0.907374,
321,2.28133,
322,2.39078,
323,2.20685,
324,2.10762,
325,2.26827,
326,0.923227,
327,0.162822,
328,0.94347,
329,2.08416,
330,0.800457,
331,0.579033,
332,2.08947,
333,2.2954,
334,2.27778,
335,2.23679,
336,0.885635,
337,2.38609,
338,2.48068,
339,0.649725,
340,0.892177,
341,0.705429,
342,0.818319,
343,1.81365,
344,2.38141,
345,2.28889,
346,2.2454,
347,2.2883,
348,0.830111,
349,2.10612,
350,0.958655,
351,2.34679,
352,2.47938,
353,0.897904,
354,2.2053,
355,0.952501,
356,2.42167,
357,2.42102,
358,0.466856,
359,0.840339,
360,2.5,
361,2.42307,
362,0.846992,
363,0.577098,
364,2.13334,
365,2.35734,
366,2.27072,
367,2.28458,
368,0.78925,
369,0.820758,
370,0.984822,
371,0.724933,
372,1.77998,
373,2.27317,
374,2.3035,
375,0.933909,
376,2.26602,
377,0.884979,
378,0.896143,
379,2.34128,
380,2.48546,
381,0.769018,
382,0.656974,
384,2.41874,
385,0.968871,
386,2.48272,
387,2.32909,
388,0.689846,
389,0.230742,
390,0.205586,
391,2.45185,
392,1.73871,
393,2.24262,
394,0.894718,
395,2.35762,
396,2.38722,
397,0.777761,
398,1.01967,
399,0.686978,
400,0.840218,
401,1.80016,
402,2.25866,
403,2.434,
404,0.728477,
405,2.38005,
406,1.87849,
407,2.43078,
408,2.28036,
409,2.41162,
410,2.27982,
411,2.19136,
412,0.458556,
413,1.74682,
414,2.01399,
415,0.845184,
416,2.05531,
417,0.794374,
418,0.866076,
419,0.854144,
420,1.67544,
421,0.961943,
422,0.88109,
423,1.77174,
424,2.28752,
425,2.27919,
426,2.28335,
427,2.31087,
428,2.2729,
429,2.27719,
430,2.3931,
431,2.42342,
432,2.39179,
433,0.766295,
434,1.78528,
435,2.16044,
436,0.914052,
437,2.49594,
438,2.26963,
439,2.28916,
440,0.856373,
441,0.44062,
442,1.76561,
443,0.396226,
444,1.66931,
445,1.78203,
446,0.759888,
447,0.755282,
448,2.5,
449,2.28683,
450,0.286641,
451,2.2779,
452,2.44057,
453,0.935384,
454,2.47312,
455,1.01572,
456,1.92935,
457,0.800684,
458,2.34548,
459,0.842883,
460,2.12103,
461,0.310294,
462,2.27074,
463,2.21707,
464,2.07382,
465,0.899601,
466,2.29738,
467,2.19938,
468,0.283464,
469,2.10972,
470,2.47957,
471,2.34497,
472,2.45624,
473,2.16247,
474,2.29921,
475,2.48274,
476,2.36224,
477,1.48549,
478,0.943618,
479,0.780769,
480,0.89569,
481,2.39376,
482,0.854319,
483,2.26454,
484,1.89769,
485,2.31144,
486,2.27195,
487,1.61762,
488,0.88718,
489,2.2665,
490,0.70657,
491,0.881621,
492,0.860506,
493,0.702906,
494,0.914693,
495,2.26317,
496,0.755079,
497,2.27279,
498,0.972673,
499,2.10202,
500,0.801757,
501,2.08974,
502,0.844777,
503,2.43184,
504,0.933087,
505,1.01946,
506,1.65314,
507,0.897316,
508,2.45268,
509,2.30798,
510,2.24585,
511,1.93167,
512,2.28027,
513,2.43289,
514,2.33442,
515,2.27803,
516,0.671461,
517,1.02092,
518,0.233502,
519,0.889189,
520,2.02981,
521,0.89381,
522,0.586028,
523,0.886739,
524,0.89008,
525,1.95424,
526,0.826869,
527,2.31613,
528,2.46493,
529,0.888074,
530,0.888739,
531,2.46064,
532,0.58787,
533,2.26648,
534,2.4408,
535,0.913351,
536,1.95064,
537,0.919847,
538,0.763104,
539,0.895751,
540,2.00711,
541,0.305443,
542,2.34493,
543,2.46314,
544,0.8799,
545,2.17299,
546,0.876322,
547,2.39425,
548,0.98897,
549,2.44808,
550,1.74924,
551,2.24383,
552,2.45159,
553,2.3367,
554,1.96658,
555,2.38215,
556,0.56162,
557,1.89447,
558,2.24975,
559,2.31018,
560,2.4977,
561,2.3876,
562,0.627875,
563,2.45868,
564,2.35202,
565,0.331042,
566,0.677984,
567,2.29522,
568,2.36976,
569,2.45226,
570,2.32116,
571,1.85349,
572,0.722946,
573,0.537044,
574,1.88587,
575,1.38038,
576,2.11438,
577,0.638591,
578,2.26713,
579,2.36931,
580,0.787604,
581,2.02078,
582,0.585435,
583,2.25673,
584,2.26106,
585,2.31894,
586,0.578001,
587,0.823513,
588,1.79308,
589,0.911245,
590,0.731161,
591,0.977716,
592,2.31635,
593,2.34388,
594,0.894051,
595,2.38763,
596,0.573132,
597,0.827183,
598,2.47612,
599,0.905187,
600,0.880858,
601,0.98304,
602,0.94995,
603,2.06048,
604,0.803134,
605,0.846743,
606,0.883525,
607,2.5,
608,2.5,
609,2.24754,
610,2.1817,
611,2.17226,
612,1.0075,
613,2.49396,
614,1.02021,
615,2.30696,
616,1.00363,
617,2.32162,
618,0.90462,
619,2.04011,
620,2.31105,
621,0.715037,
622,2.49984,
623,2.29298,
624,0.72373,
625,2.28691,
626,1.8087,
627,2.46705,
628,2.26118,
629,0.912845,
630,2.45466,
631,0.67844,
632,0.766776,
633,0.927691,
634,0.657946,
635,1.91892,
636,1.86299,
637,1.17475,
638,2.40445,
639,0.944406,
640,0.505001,
641,2.3278,
642,2.11123,
643,2.2666,
644,1.73518,
645,2.2566,
646,0.546103,
647,2.30889,
648,2.48972,
649,0.769488,
650,2.48323,
651,2.45889,
652,0.49926,
653,0.932428,
654,0.581569,
655,1.23495,
656,2.4037,
657,2.36089,
658,0.446307,
659,0.596138,
660,2.37416,
661,1.73062,
662,0.885713,
663,0.90159,
664,0.912276,
665,2.34625,
666,0.753894,
667,0.862276,
668,0.916913,
669,2.2564,
670,2.23035,
671,2.28664,
672,2.24196,
673,2.31951,
674,0.88428,
675,1.70893,
676,2.3709,
677,0.926499,
678,2.23327,
679,2.45009,
680,0.906127,
681,0.947738,
682,0.925361,
683,0.862945,
684,0.870495,
685,2.30837,
686,2.32207,
687,0.840057,
688,0.382014,
689,2.2774,
690,0.7752,
691,0.584692,
692,2.17494,
693,1.73498,
694,0.897344,
695,2.49951,
696,0.747196,
697,0.940292,
698,0.684241,
699,2.5,
700,0.954045,
701,2.5,
702,2.4504,
703,2.44935,
704,0.464899,
705,2.24841,
706,2.4578,
707,0.80069,
708,0.78553,
709,2.48617,
710,1.94808,
711,1.7637,
712,2.30282,
713,2.13199,
714,0.870533,
715,0.908119,
716,0.962036,
717,1.35794,
718,0.833247,
719,2.28764,
720,0.682881,
721,2.25982,
722,0.583425,
723,0.918553,
724,0.653659,
725,0.897317,
726,0.506991,
727,0.920161,
728,0.923755,
729,1.93791,
730,0.346267,
731,2.42259,
732,2.46808,
733,2.25946,
734,0.104202,
735,1.79693,
736,0.843528,
737,2.24991,
738,2.45789,
739,2.28208,
740,0.906294,
741,0.860663,
742,0.85626,
743,1.96546,
744,0.884697,
745,0.759641,
746,2.44593,
747,0.274784,
748,2.19773,
749,0.814862,
750,0.689886,
751,1.01942,
752,0.691493,
753,0.981087,
754,0.519078,
755,2.1423,
756,0.866317,
757,0.970036,
758,0.267172,
759,2.1735,
760,0.558128,
761,0.949925,
762,2.49045,
763,2.26505,
764,1.93843,
765,2.26017,
766,2.21625,
767,1.86617,
768,2.22684,
769,2.5,
770,2.19612,
771,0.837009,
772,0.585972,
773,1.92425,
774,2.30092,
775,2.19911,
776,1.89245,
777,0.80827,
778,2.23533,
779,0.890637,
780,0.897195,
781,0.802818,
782,2.45209,
783,2.08968,
784,2.24852,
785,0.969675,
786,0.576796,
787,2.31382,
788,2.2975,
789,0.234716,
790,2.45879,
791,0.368085,
792,0.52437,
793,2.26445,
794,0.245179,
795,2.46801,
796,2.26923,
797,0.986021,
798,0.244016,
799,0.828754,
800,1.92892,
801,2.29984,
802,0.735043,
803,2.20685,
804,1.02075,
805,2.44613,
806,1.96581,
807,2.31604,
808,0.883469,
809,2.05964,
810,0.430764,
811,0.612083,
812,2.30054,
813,2.20433,
814,0.960727,
815,2.16673,
816,1.61579,
817,0.741315,
818,2.0764,
819,0.868348,
820,2.46183,
821,0.899642,
822,2.37565,
823,2.25684,
824,0.947647,
825,2.13225,
826,2.0875,
827,2.17228,
828,0.906928,
829,0.254791,
830,2.32637,
831,0.740041,
832,2.15708,
833,1.61558,
834,2.21283,
835,2.10616,
836,1.02897,
837,0.744913,
838,2.25999,
839,2.3474,
840,0.86459,
841,2.48753,
842,2.28056,
843,0.921652,
844,0.330441,
845,0.705383,
846,2.31289,
847,2.46324,
848,2.49541,
849,0.994162,
850,2.3156,
851,2.5,
852,0.972596,
853,0.811341,
854,0.0655109,
855,0.30784,
856,0.998739,
857,0.884535,
858,0.3073,
859,0.726626,
860,0.75998,
861,2.37513,
862,2.41023,
863,2.49166,
864,0.652506,
865,2.46262,
866,2.5,
867,1.65715,
868,2.5,
869,0.973774,
870,0.801061,
871,0.873222,
872,0.790368,
873,2.36364,
874,0.771278,
875,0.556777,
876,0.848382,
877,2.45011,
878,2.28555,
879,0.797884,
880,2.30127,
881,2.26659,
882,0.925691,
883,0.96881,
884,2.33823,
885,0.886974,
886,0.90503,
887,2.13747,
888,0.794426,
889,2.31198,
890,0.638711,
891,0.146358,
892,0.753533,
893,0.634673,
894,0.459006,
895,2.46827,
896,1.61497,
897,2.49507,
898,2.41595,
899,2.27474,
900,0.913523,
901,0.782689,
902,2.44489,
903,2.46208,
904,2.26105,
905,0.810439,
906,2.25932,
907,2.32528,
908,0.795454,
909,0.910883,
910,2.31234,
911,2.45352,
912,0.693486,
913,0.972912,
914,0.805685,
915,0.932756,
916,0.932804,
917,2.44998,
918,2.28535,
919,0.897104,
920,0.895671,
921,0.278982,
922,2.30663,
923,2.22473,
924,0.815784,
925,2.33479,
926,0.332937,
927,0.906703,
928,2.33079,
929,1.95678,
930,0.973388,
931,0.267533,
932,2.26534,
933,2.26331,
934,0.946258,
935,0.899577,
936,0.845357,
937,2.00685,
938,0.516022,
939,2.12584,
940,0.868957,
941,0.536643,
942,0.809888,
943,2.32338,
944,2.31014,
945,0.883259,
946,2.42963,
947,2.20585,
948,2.20207,
949,0.819573,
950,2.24143,
951,1.97585,
952,0.919813,
953,1.98742,
954,2.38813,
955,0.835019,
956,2.2728,
957,0.344583,
958,2.26203,
959,0.712691,
960,0.942805,
961,2.27887,
962,0.952516,
963,1.96605,
964,0.919799,
965,1.98427,
966,2.23587,
967,0.448347,
968,1.52892,
969,0.607571,
970,2.07281,
971,2.37653,
972,0.696558,
973,0.890821,
974,2.0729,
975,0.88608,
976,2.49561,
977,0.893364,
978,0.899719,
979,2.5,
980,2.2198,
981,2.30236,
982,2.46893,
983,0.713936,
984,2.34123,
985,1.84082,
986,2.24444,
987,1.75271,
988,1.7854,
989,0.229036,
990,2.46135,
991,0.891546,
992,2.34882,
993,2.20915,
994,0.823039,
995,0.508795,
996,2.2593,
997,0.908133,
998,0.812163,
999,2.31977,
1000,2.34169,
1001,0.889726,
1002,2.16023,
1003,0.996144,
1004,0.403209,
1005,2.49127,
1006,0.59188,
1007,2.44557,
1008,2.28107,
1009,0.801483,
1010,2.20899,
1011,0.969314,
1012,2.30139,
1013,0.406822,
1014,2.30232,
1015,1.83722,
1016,2.13591,
1017,0.940895,
1018,2.24461,
1019,0.794255,
1020,0.818523,
1021,2.28089,
1022,2.3299,
1023,2.32694,
1024,1.9494,
1025,0.920039,
1026,0.552726,
1027,0.379426,
1028,2.38586,
1029,0.851348,
1030,0.848543,
1031,2.25553,
1032,2.26759,
1033,1.81425,
1034,2.5,
1035,0.886676,
1036,2.45578,
1037,0.223855,
1038,0.693996,
1039,2.5,
1040,0.587448,
1041,0.919322,
1042,0.815923,
1043,0.704306,
1044,0.690222,
1045,0.882594,
1046,2.16775,
1047,1.67572,
1049,0.943696,
1050,0.926023,
1051,2.45318,
1052,0.343617,
1053,2.16832,
1054,0.944139,
1055,0.478964,
1056,0.82576,
1057,2.29172,
1058,2.18081,
1059,2.5,
1060,0.906471,
1061,2.13165,
1062,0.933791,
1063,2.47831,
1064,2.45453,
1065,0.584148,
1066,0.906412,
1067,2.26938,
1068,2.26262,
1069,1.00129,
1070,2.37408,
1071,2.27815,
1072,2.25561,
1073,0.749275,
1074,0.613758,
1075,2.05517,
1076,2.46405,
1077,0.892037,
1078,2.30231,
1079,2.19762,
1080,0.819569,
1081,1.92346,
1082,0.310111,
1083,2.5,
1084,0.28088,
1085,1.90835,
1086,1.95557,
1087,2.25994,
1088,0.743854,
1089,2.33085,
1090,0.656955,
1091,2.19603,
1092,2.20916,
1093,0.75216,
1094,2.20814,
1095,0.639012,
1096,0.932863,
1097,2.40834,
1098,0.673871,
1099,2.37262,
1100,2.46746,
1101,2.24329,
1102,0.694561,
1103,2.43365,
1104,2.29736,
1105,1.8752,
1106,2.25004,
1107,0.447825,
1108,0.982082,
1109,0.92043,
1110,2.34298,
1111,0.958292,
1112,0.709312,
1113,0.79685,
1114,2.02021,
1115,2.26298,
1116,0.786011,
1117,0.32502,
1118,1.78025,
1119,0.230388,
1120,2.16335,
1121,0.878478,
1122,2.32645,
1123,2.06182,
1124,0.940143,
1125,2.32253,
1126,2.27907,
1127,2.40633,
1128,2.29485,
1129,1.79579,
1130,0.930894,
1131,0.94341,
1132,0.982532,
1133,2.35689,
1134,2.5,
1135,0.915647,
1136,2.09114,
1137,0.478672,
1138,0.980943,
1139,2.30095,
1140,0.7566,
1141,2.45669,
1142,2.20522,
1143,2.28757,
1144,0.828987,
1145,1.92739,
1146,2.25388,
1147,0.898952,
1148,0.794282,
1149,0.849952,
1150,0.935325,
1151,0.530893,
1152,2.26267,
1153,0.852143,
1154,2.3475,
1155,0.80677,
1156,2.32602,
1157,0.848562,
1158,0.766067,
1159,2.31886,
1160,2.05862,
1161,1.59445,
1162,2.15864,
1163,2.49301,
1164,1.98706,
1165,1.91967,
1166,1.86483,
1167,2.02113,
1168,0.516227,
1169,0.859188,
1170,2.14249,
1171,2.16694,
1172,0.860894,
1173,1.79101,
1174,0.972985,
1175,2.49759,
1176,0.735432,
1177,2.28013,
1178,2.33129,
1179,0.476107,
1180,0.531342,
1181,0.924688,
1182,0.973589,
1183,0.742398,
1184,0.803289,
1185,0.822857,
1186,2.22631,
1187,1.32928,
1188,0.950111,
1189,0.540253,
1190,0.96812,
1191,0.76987,
1192,2.3684,
1193,1.86683,
1194,2.27456,
1195,2.26512,
1196,2.38253,
1197,0.97936,
1198,0.884703,
1199,2.01788,
1200,0.541767,
1201,2.21497,
1202,2.25786,
1203,0.874871,
1204,0.7855,
1205,2.09592,
1206,0.527189,
1207,2.30835,
1208,0.66247,
1209,0.23823,
1210,2.23723,
1211,0.251761,
1212,2.2826,
1213,0.735812,
1214,2.14717,
1215,2.2844,
1216,0.912936,
1217,0.884503,
1218,2.39051,
1219,2.25636,
1220,0.929371,
1221,0.905106,
1222,0.907597,
1223,0.871319,
1224,0.846645,
1225,2.35678,
1226,2.24435,
1227,1.01093,
1228,0.933351,
1229,2.4305,
1230,2.34547,
1231,0.896596,
1232,2.1479,
1233,2.20508,
1234,2.38323,
1235,0.795094,
1236,1.9501,
1237,2.12112,
1238,2.25545,
1239,0.890471,
1240,2.4284,
1241,0.578104,
1242,0.75257,
1243,0.350865,
1244,0.525645,
1245,0.884883,
1246,0.919089,
1247,0.894078,
1248,0.513308,
1249,2.40294,
1250,2.24808,
1251,0.855256,
1252,2.08616,
1253,2.0748,
1254,0.884426,
1255,1.96316,
1256,2.31903,
1257,2.29403,
1258,0.504463,
1259,2.26082,
1260,0.272556,
1261,0.858139,
1262,2.39549,
1263,2.42938,
1264,2.10784,
1265,2.30306,
1266,0.678555,
1267,2.46298,
1268,0.810253,
1269,2.46239,
1270,0.746659,
1271,0.916134,
1272,2.45169,
1273,0.925116,
1275,0.557185,
1276,1.97023,
1277,2.26683,
1278,0.768999,
1279,2.27817,
1280,2.5,
1281,2.28955,
1282,0.905659,
1283,1.81831,
1284,2.46927,
1285,2.017,
1286,0.316798,
1287,2.46622,
1288,1.98486,
1289,0.607412,
1290,1.8877,
1291,2.21576,
1292,0.880409,
1293,2.21838,
1294,1.68529,
1295,1.85593,
1296,0.972739,
1297,0.807213,
1298,0.935065,
1299,0.620696,
1300,2.31611,
1301,0.585708,
1302,2.24311,
1303,0.957885,
1304,2.29528,
1305,0.64584,
1306,1.86624,
1307,1.77483,
1308,0.537023,
1309,2.25182,
1310,2.32674,
1311,2.38862,
1312,2.27112,
1313,0.827611,
1314,2.49884,
1315,1.85033,
1316,2.18623,
1317,0.947431,
1318,2.30283,
1319,0.245661,
1320,2.08969,
1321,2.27452,
1322,0.912931,
1323,1.82451,
1324,0.870471,
1325,1.86165,
1326,2.23887,
1327,0.904083,
1328,0.843113,
1329,0.845276,
1330,2.33967,
1331,2.2802,
1332,2.42706,
1333,2.17201,
1334,2.27938,
1335,2.42565,
1336,2.49947,
1337,2.10311,
1338,0.758127,
1339,2.27967,
1340,2.39397,
1341,0.261605,
1342,0.723706,
1343,2.43806,
1344,0.82626,
1345,0.66945,
1346,2.14424,
1347,2.34082,
1348,2.26414,
1349,0.868096,
1350,2.10975,
1351,2.49159,
1352,2.44015,
1353,0.285116,
1354,2.38694,
1355,2.30853,
1356,2.3036,
1357,2.44926,
1358,2.12306,
1359,0.695668,
1360,1.94472,
1362,2.26289,
1363,0.8988,
1364,0.773304,
1365,0.778787,
1366,2.1521,
1367,2.28021,
1368,0.896066,
1369,0.690436,
1370,2.31585,
1371,0.770134,
1372,0.918505,
1373,2.26652,
1374,0.542614,
1375,1.89153,
1376,0.885125,
1377,2.24996,
1378,2.22987,
1379,0.894244,
1380,2.35933,
1381,2.26472,
1382,0.386947,
1383,2.3063,
1384,2.5,
1385,1.6604,
1386,0.286171,
1387,2.2745,
1388,0.764747,
1389,1.85397,
1390,2.31942,
1391,2.22976,
1392,2.12622,
1393,0.546175,
1394,2.33402,
1395,2.32591,
1396,2.45515,
1397,0.72664,
1398,0.270135,
1399,2.19768,
1400,0.754056,
1401,2.08358,
1402,0.236276,
1403,0.278352,
1404,0.798745,
1405,2.26179,
1406,0.286149,
1407,0.305471,
1408,2.37909,
1409,0.921862,
1410,1.69514,
1411,2.38457,
1412,2.4024,
1413,2.29163,
1414,0.919138,
1415,0.809047,
1416,0.922133,
1417,2.3154,
1418,2.13749,
1419,0.926015,
1420,0.749106,
1421,0.686659,
1422,2.22048,
1423,2.30128,
1424,2.26312,
1425,0.965228,
1426,2.30683,
1427,2.44651,
1428,1.82931,
1429,0.321401,
1430,0.992085,
1431,1.01278,
1432,2.43318,
1433,0.807922,
1434,2.44296,
1435,0.891463,
1436,2.26501,
1437,1.74855,
1438,1.65646,
1439,2.11669,
1440,0.554774,
1441,0.797541,
1442,2.49095,
1443,0.70854,
1444,0.884224,
1445,0.928538,
1446,2.39764,
1447,0.882958,
1448,2.27558,
1449,0.775665,
1450,1.79719,
1451,1.75078,
1452,0.923658,
1453,0.774253,
1454,2.27151,
1455,2.48058,
1456,2.23916,
1457,0.702177,
1458,0.552839,
1459,0.274037,
1460,0.6101,
1461,2.13615,
1462,0.841048,
1463,2.33445,
1464,0.184081,
1465,2.00095,
1466,0.245502,
1467,0.736949,
1468,2.24772,
1469,0.961877,
1470,0.710842,
1471,0.973718,
1472,2.20434,
1473,2.46968,
1474,0.340015,
1475,2.48308,
1476,2.28627,
1477,2.45382,
1478,2.20587,
1479,0.933366,
1480,0.899332,
1481,0.727193,
1482,2.18023,
1483,0.965948,
1484,0.959335,
1485,0.439534,
1486,2.28543,
1487,0.778264,
1488,2.30407,
1489,0.898971,
1490,2.1774,
1491,2.06294,
1492,0.918615,
1493,2.49982,
1494,0.960287,
1495,0.907501,
1496,0.712137,
1497,2.5,
1498,0.850286,
1499,2.45181,
1500,2.4898,
1501,2.31853,
1502,0.648614,
1503,0.692766,
1504,0.784646,
1505,2.48006,
1506,2.26635,
1507,2.0191,
1508,2.27537,
1509,1.02334,
1510,2.46582,
1511,2.46569,
1512,2.23515,
1513,0.287783,
1514,0.824688,
1515,1.57276,
1516,0.884599,
1517,0.828794,
1518,0.875839,
1519,2.28172,
1520,1.70119,
1521,0.494458,
1522,2.02566,
1523,0.794038,
1524,2.38435,
1525,2.06227,
1526,2.37114,
1527,0.765473,
1528,2.31603,
1529,1.81041,
1530,2.27534,
1531,0.467324,
1532,2.31504,
1533,0.794631,
1534,2.46926,
1535,2.35506,
1536,2.45997,
1537,2.48842,
1538,0.696571,
1539,0.80113,
1540,0.978123,
1541,2.22177,
1542,2.48638,
1543,2.43672,
1544,1.82315,
1545,0.705709,
1546,2.5,
1547,0.875635,
1548,2.28878,
1549,0.944075,
1550,0.374257,
1551,0.946532,
1552,2.29151,
1553,2.38963,
1554,0.800421,
1555,0.965401,
1556,0.981333,
1557,0.864377,
1558,1.59855,
1559,2.01618,
1560,2.43854,
1561,0.810041,
1562,0.835179,
1563,2.01417,
1564,0.490204,
1565,2.24901,
1566,0.876449,
1567,0.894274,
1568,2.43235,
1569,2.5,
1570,0.799987,
1571,2.48585,
1572,2.12372,
1573,0.273381,
1574,2.1132,
1575,0.785778,
1576,0.695171,
1577,1.99446,
1578,2.30184,
1579,2.26289,
1580,2.46318,
1581,0.879579,
1582,0.942374,
1583,2.3887,
1584,0.355086,
1585,0.900602,
1586,2.37931,
1587,2.26555,
1588,2.44882,
1589,0.543868,
1590,0.488782,
1591,2.5,
1592,2.46258,
1593,0.862092,
1594,0.906919,
1595,0.922056,
1596,2.44595,
1597,2.29263,
1598,2.29112,
1599,2.2966,
1600,0.643221,
1601,0.667276,
1602,0.84313,
1603,0.836447,
1604,2.18956,
1605,0.857387,
1606,2.26248,
1607,0.899381,
1608,2.47069,
1609,2.27632,
1610,2.3131,
1611,0.887731,
1612,0.79966,
1613,2.32917,
1614,0.90814,
1615,0.730785,
1616,0.888997,
1617,0.718226,
1618,2.4838,
1619,2.44518,
1620,0.954055,
1621,2.06873,
1622,0.946169,
1623,0.965714,
1624,2.38969,
1625,2.38264,
1626,2.35217,
1627,0.561804,
1628,2.42167,
1629,2.27693,
1630,2.22237,
1631,0.946457,
1632,2.27074,
1633,0.559723,
1634,0.844605,
1635,0.909047,
1636,0.725417,
1637,2.1527,
1638,2.32744,
1639,2.27619,
1640,2.27753,
1641,0.640908,
1642,2.03353,
1643,2.39263,
1644,0.845218,
1645,0.785146,
1646,0.352444,
1647,2.24778,
1648,2.42529,
1649,0.476339,
1650,0.600414,
1651,1.9434,
1652,2.31039,
1653,2.33922,
1654,2.13684,
1655,0.250527,
1656,2.46712,
1657,0.673584,
1658,0.976063,
1659,2.4621,
1660,1.75831,
1661,0.797827,
1662,0.810948,
1663,2.2038,
1664,0.828556,
1665,2.21681,
1666,2.38528,
1667,2.31224,
1668,0.986744,
1669,2.43775,
